cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.54634	0.01462	0.17175	0.26729
V2	0.13932	0.08122	0.06142	0.71803
V3	0.06188	0.62603	0.01622	0.29587
V4	0.84696	0.13295	0.00077	0.01931
V5	0.11132	0.47825	0.25716	0.15327
V6	0.08485	0.87888	0.01862	0.01766
V7	0.14304	0.34841	0.08489	0.42366
V8	0.12094	0.02364	0.8276	0.02781
V9	0.22963	0.22221	0.04278	0.50538
V10	0.02158	0.02614	0.90711	0.04517
V11	0.20752	0.3482	0.43967	0.0046
V12	0.03569	0.58888	0.36457	0.01086
V13	0.26051	0.71702	0.0049	0.01758
V14	0.08146	0.90528	0.00767	0.00558
V15	0.1222	0.61459	0.11477	0.14844
V16	0.89626	0.0594	0.01842	0.02592
V17	0.09433	0.87592	0.01198	0.01777
V18	0.57446	0.35416	0.03899	0.03239
V19	0.16064	0.82246	0.00583	0.01107
V20	0.16429	0.45987	0.02323	0.35261
V21	0.12152	0.04765	0.80365	0.02719
V22	0.02076	0.08078	0.21619	0.68228
V23	0.37018	0.0428	0.58152	0.0055
V24	0.89948	0.06463	0.03394	0.00195
V25	0.34714	0.22261	0.13006	0.3002
V26	0.39533	0.3881	0.01868	0.19789
V27	0.09493	0.06018	0.03827	0.80662
V28	0.01201	0.09035	0.89607	0.00157
V29	0.43091	0.02907	0.51402	0.026
V30	0.09621	0.19075	0.29159	0.42144
V31	0.19961	0.1696	0.31305	0.31774
V32	0.07905	0.03698	0.05139	0.83257
V33	0.04972	0.49651	0.36423	0.08954
V34	0.12071	0.03445	0.81746	0.02738
V35	0.16281	0.73991	0.07288	0.0244
V36	0.01007	0.03236	0.49834	0.45923
V37	0.54656	0.06337	0.09613	0.29394
V38	0.41463	0.00986	0.17807	0.39744
V39	0.16675	0.58021	0.12453	0.12851
V40	0.10767	0.82277	0.06948	8e-05
V41	0.01957	0.68363	0.04496	0.25184
V42	0.21041	0.02643	0.21907	0.54409
V43	0.1296	0.32379	0.52085	0.02576
V44	0.01611	0.05611	0.77209	0.1557
V45	0.10106	0.6045	0.21576	0.07868
V46	0.79201	0.08426	0.1183	0.00543
V47	0.45738	0.17631	0.32434	0.04196
V48	0.79204	0.1844	0.00513	0.01844
V49	0.73197	0.19453	0	0.07351
V50	0.07681	0.84399	0.07459	0.00462
V51	0.31487	0.40182	0.25816	0.02515
V52	0.02723	0.09322	0.85184	0.02771
V53	0.71561	0.13584	0.14761	0.00094
V54	0.42696	0.1805	0.3748	0.01774
V55	0.20772	0.10807	0.25413	0.43008
V56	0.04703	0.02543	0.10544	0.8221
V57	0.10355	0.86671	0.01885	0.01089
V58	0.63219	0.01779	0.04432	0.30571
V59	0.44048	0.41726	0.1012	0.04106
V60	0.12761	0.12761	0.34808	0.3967
V61	0.8082	0.10778	0.01062	0.0734
V62	0.87029	0.0527	0.06517	0.01183
V63	0.0315	0.84274	0.10829	0.01748
V64	0.02589	0.85758	0.00253	0.114
V65	0.02291	0.01966	0.12711	0.83032
V66	0.21364	0.71263	0.01696	0.05678
V67	0.1515	0.31464	0.52297	0.01089
V68	0.15021	0.13533	0.03521	0.67924
V69	0.02869	0.28748	0.64083	0.043
V70	0.55908	0.13951	0.18372	0.11769
V71	0.15693	0.05492	0.39972	0.38843
V72	0.59137	0.14746	0.09387	0.1673
V73	0.15477	0.63565	0.13196	0.07762
V74	0.06204	0.21729	0.71992	0.00075
V75	0.70974	0.01517	0.19183	0.08326
V76	0.00729	0.15819	0.19343	0.64108
V77	0.04271	0.28562	0.0216	0.65006
V78	0.30363	0.09842	0.19545	0.4025
V79	0.01	0.0788	0.83256	0.07864
V80	0.34182	0.0185	0.5618	0.07789
V81	0.05722	0.14672	0.79021	0.00585
V82	0.00811	0.07414	0.90875	0.009
V83	0.12916	0.16179	0.08257	0.62648
V84	0.39014	0.0395	0.17013	0.40022
V85	0.10865	0.29641	0.42853	0.16642
V86	0.04436	0.04351	0.87624	0.0359
V87	0.04645	0.84957	0.04771	0.05626
V88	0.15694	0.04762	0.28582	0.50962
V89	0.02304	0.02235	0.2226	0.73201
V90	0.04202	0.89723	0.04973	0.01101
V91	0.04554	0.75378	0.17604	0.02465
V92	0.45446	0.02172	0.39781	0.12601
V93	0.87323	0.037	0.00123	0.08855
V94	0.0257	0.44326	0.02989	0.50114
V95	0.26273	0.43758	0.15762	0.14207
V96	0.07226	0.09955	0.04348	0.78472
V97	0.68177	0.10854	0.20467	0.00501
V98	0.67095	0.31708	0.00011	0.01186
