B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.61284	0	0.13194	0.25521
V2	0.17084	0.07596	0	0.75321
V3	0.03937	0.68382	0	0.27681
V4	0.93213	0.06787	0	0
V5	0.08877	0.54102	0.25765	0.11256
V6	0.03417	0.954	0.01183	0
V7	0.14993	0.40812	0.04404	0.39791
V8	0.08036	0.02573	0.8939	0
V9	0.26022	0.24911	0	0.49067
V10	0	0.02527	0.97473	0
V11	0.1627	0.39652	0.44079	0
V12	0	0.63166	0.36834	0
V13	0.25403	0.74597	0	0
V14	0.01289	0.98711	0	0
V15	0.1071	0.66795	0.11624	0.10872
V16	0.99013	0.00987	0	0
V17	0.04685	0.95266	0.00048	0
V18	0.61035	0.37739	0.01225	0
V19	0.12617	0.87383	0	0
V20	0.17139	0.50103	0	0.32758
V21	0.07971	0.08667	0.83362	0
V22	0.00729	0.1069	0.15826	0.72754
V23	0.36853	0.04368	0.58779	0
V24	1	0	0	0
V25	0.36829	0.2684	0.09666	0.26665
V26	0.4228	0.41315	0	0.16405
V27	0.1102	0.00934	0	0.88046
V28	0	0.05443	0.94557	0
V29	0.4547	0.03016	0.51514	0
V30	0.08896	0.25672	0.25886	0.39546
V31	0.20324	0.22808	0.28242	0.28626
V32	0.08707	0	0	0.91293
V33	0.00326	0.57548	0.37582	0.04543
V34	0.0793	0.06268	0.85802	0
V35	0.13653	0.78457	0.0789	0
V36	0	0.04778	0.47739	0.47483
V37	0.60354	0.06597	0.05323	0.27725
V38	0.48107	0	0.12149	0.39744
V39	0.15712	0.62998	0.12546	0.08744
V40	0.04178	0.88819	0.07002	0
V41	0	0.75435	0.02507	0.22058
V42	0.25094	0.01877	0.17246	0.55783
V43	0.08612	0.3946	0.51928	0
V44	0	0.10485	0.77229	0.12286
V45	0.0731	0.66292	0.2312	0.03278
V46	0.85528	0.06012	0.0846	0
V47	0.46837	0.21931	0.31232	0
V48	0.86153	0.13847	0	0
V49	0.7997	0.16354	0	0.03676
V50	0.00986	0.9071	0.08304	0
V51	0.29928	0.44415	0.25657	0
V52	0	0.14331	0.85669	0
V53	0.76899	0.11273	0.11828	0
V54	0.42209	0.21547	0.36245	0
V55	0.22638	0.14781	0.21663	0.40918
V56	0.06309	0	0.00573	0.93118
V57	0.05429	0.93535	0.01037	0
V58	0.70826	0	0	0.29174
V59	0.45426	0.4534	0.09234	0
V60	0.12588	0.18371	0.31613	0.37428
V61	0.88288	0.07634	0	0.04079
V62	0.95926	0.01805	0.02269	0
V63	0	0.88547	0.11453	0
V64	0	0.93437	0	0.06563
V65	0.02239	0	0.0095	0.96811
V66	0.21935	0.76842	0.00432	0.00791
V67	0.10177	0.37485	0.52338	0
V68	0.1762	0.12493	0	0.69887
