Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.33421	0.12026	0.2657	0.13032	0.14951
V2	0.05499	0.78502	0.06191	0.05581	0.04227
V3	0.06493	0.01539	0.44736	0.42658	0.04574
V4	0.00642	0.0097	0.22841	0.04753	0.70794
V5	0.00898	0	0.05032	0.09206	0.84863
V6	0.34623	0.00968	0.28743	0.22637	0.13028
V7	0.00319	0.03978	0.41902	0.06663	0.47139
V8	0.00676	0.05065	0.8657	0.0612	0.0157
V9	0.05676	0	0.25997	0.62919	0.05408
V10	0.47652	0.02342	0.47516	0	0.0249
V11	0.0289	0.0117	0.09562	0.0591	0.80468
V12	0.07876	0.00088	0.22046	0.29993	0.39997
V13	0.12853	0.03218	0.03408	0.416	0.38921
V14	0.15605	0	0.06728	0.64293	0.13375
V15	0.02716	0.01277	0	0.86611	0.09396
V16	0.58053	0.05541	0.01264	0.32045	0.03097
V17	0.05982	0.24166	0.01296	0.0548	0.63076
V18	0.08246	0.42532	0.26436	0.20482	0.02305
V19	0.02314	0.00211	0	0.1049	0.86985
V20	0	0.02077	0.72488	0.21983	0.03451
V21	0.01777	0.25677	0.13058	0.15597	0.43892
V22	0.83326	0.06931	0.06887	0	0.02856
V23	0.07239	0.0054	0.01521	0.12591	0.78108
V24	0.45712	0.10752	0.01858	0.03686	0.37992
V25	0.02298	0.0172	0.00929	0.41286	0.53768
V26	0.47935	0.19627	0.0643	0.03251	0.22756
V27	0.11682	0.50557	0.18959	0.00572	0.1823
V28	0.03033	0.06752	0.20156	0.62104	0.07956
V29	0.00486	0	0.32882	0.60262	0.06371
V30	0.75099	0.09454	0.02939	0.01201	0.11308
V31	0.42575	0.13136	0.01254	0.22748	0.20286
V32	0.9368	0	0.00392	0	0.05928
V33	0.0192	0.19349	0.01197	0.1095	0.66585
V34	0.11665	0.85059	0.01809	0.01068	0.00399
V35	0.09069	0.62429	0.25908	0.02399	0.00196
V36	0.02289	0.1704	0.16504	0.0849	0.55678
V37	0.75057	0	0	0.00013	0.2493
