B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.56449	0	0.18095	0.25456
V2	0.19133	0.08193	0.08218	0.64456
V3	0.07163	0.6151	0.03811	0.27516
V4	0.85508	0.10156	0	0.04337
V5	0.11527	0.46853	0.27819	0.13801
V6	0.09436	0.82379	0.0563	0.02555
V7	0.16404	0.35949	0.11017	0.3663
V8	0.13107	0.02554	0.80558	0.03781
V9	0.26678	0.23591	0.05443	0.44288
V10	0.01484	0.03059	0.89668	0.05789
V11	0.2095	0.35578	0.43472	0
V12	0.03101	0.57226	0.3911	0.00563
V13	0.28308	0.67131	0.02625	0.01936
V14	0.08844	0.86507	0.03841	0.00808
V15	0.13149	0.57887	0.15252	0.13711
V16	0.87731	0.03501	0.02577	0.06192
V17	0.10482	0.82515	0.04458	0.02545
V18	0.57106	0.33285	0.05545	0.04064
V19	0.17759	0.7763	0.03198	0.01414
V20	0.18603	0.45849	0.03881	0.31667
V21	0.13112	0.08081	0.75434	0.03374
V22	0.03289	0.09563	0.24697	0.6245
V23	0.38038	0.05553	0.55698	0.00711
V24	0.93081	0.02726	0.04192	0
V25	0.3552	0.23592	0.14644	0.26245
V26	0.407	0.37795	0.02822	0.18683
V27	0.15222	0.0518	0.05117	0.74481
V28	0	0.0801	0.9199	0
V29	0.43857	0.03852	0.4902	0.03272
V30	0.11135	0.22615	0.30302	0.35948
V31	0.21305	0.20073	0.31311	0.27311
V32	0.13623	0.01678	0.07879	0.76819
V33	0.04767	0.49374	0.37711	0.08148
V34	0.13083	0.06031	0.77333	0.03552
V35	0.17665	0.68409	0.11513	0.02412
V36	0.00595	0.05016	0.51569	0.4282
V37	0.55632	0.06205	0.10912	0.27251
V38	0.45323	0	0.18244	0.36433
V39	0.17666	0.54575	0.15857	0.11902
V40	0.11009	0.77957	0.11035	0
V41	0.01061	0.66951	0.08345	0.23643
V42	0.25565	0.02036	0.23909	0.48489
V43	0.13475	0.3462	0.50148	0.01757
V44	0.00605	0.10015	0.74517	0.14864
V45	0.10697	0.57022	0.2486	0.0742
V46	0.79175	0.07017	0.12679	0.01129
V47	0.44612	0.19332	0.31718	0.04338
V48	0.79948	0.15915	0.00406	0.03732
V49	0.73386	0.17431	0	0.09183
V50	0.08331	0.79358	0.12311	0
V51	0.31628	0.39418	0.27237	0.01716
V52	0.01986	0.13722	0.8051	0.03782
V53	0.72785	0.11809	0.15406	0
V54	0.42267	0.19795	0.36616	0.01322
V55	0.23277	0.13173	0.26554	0.36997
V56	0.0948	0.00077	0.1379	0.76652
V57	0.11616	0.81398	0.05622	0.01364
V58	0.6631	0	0.0408	0.2961
V59	0.43638	0.39583	0.12501	0.04277
V60	0.14537	0.16296	0.35098	0.3407
V61	0.79817	0.09618	0.00819	0.09746
V62	0.85968	0.03106	0.07343	0.03583
V63	0.02743	0.79061	0.16176	0.0202
V64	0.02367	0.84425	0.01714	0.11494
V65	0.05101	0	0.14885	0.80014
V66	0.23202	0.66353	0.04413	0.06031
V67	0.15683	0.33535	0.50782	0
V68	0.20049	0.14444	0.04407	0.611
V69	0.02174	0.32492	0.61355	0.03979
V70	0.53799	0.15063	0.19136	0.12002
V71	0.18037	0.07811	0.39981	0.34171
V72	0.57562	0.15318	0.10646	0.16474
V73	0.16406	0.59144	0.16985	0.07465
V74	0.05149	0.23669	0.71183	0
V75	0.70578	0	0.1945	0.09972
V76	0	0.18353	0.22732	0.58915
V77	0.06505	0.29796	0.02787	0.60913
V78	0.32702	0.11462	0.20906	0.3493
V79	0	0.12565	0.79245	0.08191
V80	0.35639	0.02896	0.5335	0.08115
V81	0.05649	0.18406	0.75946	0
V82	0	0.1	0.88236	0.01765
V83	0.16898	0.17723	0.10574	0.54806
V84	0.41972	0.03692	0.18545	0.35792
V85	0.11224	0.32463	0.41502	0.14811
V86	0.04284	0.07793	0.8307	0.04853
V87	0.04811	0.79375	0.09599	0.06215
V88	0.19135	0.05948	0.30124	0.44793
V89	0.04736	0.00941	0.24957	0.69366
V90	0.04411	0.84109	0.09894	0.01586
V91	0.04455	0.70745	0.22401	0.02399
V92	0.46208	0.02464	0.38493	0.12835
V93	0.88079	0.00386	0	0.11535
V94	0.03018	0.45739	0.051	0.46144
V95	0.2657	0.42376	0.17992	0.13062
V96	0.1222	0.0986	0.05937	0.71983
V97	0.67911	0.10466	0.21042	0.00581
V98	0.69519	0.28107	0	0.02375
V99	0.7899	0.04514	0.151	0.01396
V100	0.07621	0.05454	0.83612	0.03312
V101	0.08215	0.066	0.0169	0.83495
V102	0.90104	0.04729	0.0063	0.04536
V103	0.03922	0.04388	0.14273	0.77417
V104	0.05253	0.89034	0.04287	0.01426
V105	0.07859	0.86409	0.05063	0.00669
V106	0.12671	0.50535	0.34131	0.02663
V107	0.18872	0.21671	0.55432	0.04025
V108	0.16127	0.71503	0.12371	0
V109	0.0063	0.18259	0.60662	0.20448
V110	0.07351	0.82366	0.07767	0.02515
V111	0.89754	0	0.07356	0.0289
V112	0.14323	0.07231	0.45255	0.33191
V113	0.21812	0.10666	0.20996	0.46525
V114	0.28728	0.03503	0.11424	0.56345
V115	0.01388	0.72281	0.26136	0.00195
V116	0.14714	0.32105	0.38308	0.14873
V117	0.67126	0.24184	0.04145	0.04545
V118	0.18098	0.56557	0.06061	0.19283
V119	0.16085	0.07313	0.08747	0.67855
V120	0.07778	0.09837	0.80692	0.01693
V121	0.59779	0.12322	0.10516	0.17382
V122	0.9133	0.00345	0.02675	0.05651
V123	0.01277	0.5228	0.08123	0.38319
