cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.55563	0.01337	0.17294	0.25806
V2	0.14121	0.09341	0.0534	0.71198
V3	0.0496	0.64272	0.0127	0.29498
V4	0.86339	0.11793	0	0.01868
V5	0.10283	0.47934	0.26543	0.1524
V6	0.06951	0.89264	0.01909	0.01876
V7	0.13893	0.36074	0.0846	0.41572
V8	0.12196	0.02939	0.82067	0.02798
V9	0.23264	0.23241	0.03794	0.49701
V10	0.01795	0.03493	0.90207	0.04506
V11	0.20341	0.34854	0.44285	0.0052
V12	0.02291	0.59156	0.37369	0.01184
V13	0.25683	0.72007	0.00462	0.01848
V14	0.06375	0.92422	0.00629	0.00573
V15	0.11249	0.61816	0.12033	0.14902
V16	0.91189	0.04487	0.01786	0.02538
V17	0.07914	0.89022	0.01186	0.01878
V18	0.57742	0.34851	0.04098	0.03309
V19	0.15037	0.83279	0.00509	0.01175
V20	0.15963	0.47115	0.01991	0.34932
V21	0.12265	0.0528	0.79671	0.02784
V22	0.0151	0.09297	0.21844	0.67349
V23	0.37518	0.04191	0.57721	0.0057
V24	0.92563	0.0419	0.0322	0.00027
V25	0.34868	0.22412	0.13316	0.29404
V26	0.39488	0.39167	0.0178	0.19565
V27	0.09291	0.07376	0.02475	0.80858
V28	0.00377	0.07813	0.91621	0.00188
V29	0.43499	0.02785	0.51105	0.02611
V30	0.09277	0.1989	0.29784	0.41049
V31	0.19891	0.17335	0.31872	0.30903
V32	0.07483	0.05142	0.03696	0.83678
V33	0.03964	0.49814	0.37232	0.0899
V34	0.12203	0.03938	0.81073	0.02787
V35	0.15272	0.74379	0.07757	0.02592
V36	0.00651	0.04014	0.50609	0.44725
V37	0.55611	0.0622	0.09679	0.28489
V38	0.42451	0.01248	0.17871	0.38429
V39	0.15833	0.58213	0.13056	0.12898
V40	0.09275	0.83377	0.07332	0.00016
V41	0.00625	0.69703	0.0442	0.25252
V42	0.21637	0.03236	0.2213	0.52997
V43	0.12433	0.32561	0.52306	0.027
V44	0.01345	0.06206	0.77153	0.15295
V45	0.0904	0.60487	0.22485	0.07987
V46	0.8017	0.07268	0.12059	0.00503
V47	0.45656	0.17238	0.32854	0.04252
V48	0.80469	0.17265	0.00437	0.0183
V49	0.7422	0.18479	0	0.073
V50	0.06118	0.85463	0.07904	0.00516
V51	0.3098	0.39926	0.26469	0.02624
V52	0.02389	0.09967	0.84803	0.02842
V53	0.72613	0.123	0.15066	0.00021
V54	0.42625	0.17701	0.37837	0.01836
V55	0.2102	0.11363	0.25844	0.41772
V56	0.04186	0.03925	0.09642	0.82246
V57	0.08949	0.87925	0.01956	0.0117
V58	0.64704	0.01404	0.0419	0.29702
V59	0.43879	0.413	0.10624	0.04196
V60	0.12651	0.13384	0.35411	0.38554
V61	0.81926	0.09799	0.00999	0.07276
V62	0.88369	0.0384	0.06655	0.01136
V63	0.01457	0.85193	0.11485	0.01865
V64	0.00789	0.87461	0.00049	0.11701
V65	0.0151	0.03404	0.11542	0.83544
V66	0.20646	0.71734	0.01761	0.05859
V67	0.1473	0.31623	0.52462	0.01185
V68	0.15168	0.14824	0.02561	0.67447
V69	0.02217	0.29164	0.64244	0.04375
V70	0.56195	0.13509	0.1872	0.11575
V71	0.15838	0.05991	0.40545	0.37626
V72	0.59517	0.14407	0.09645	0.16431
V73	0.1452	0.63681	0.1389	0.0791
V74	0.0556	0.21511	0.72825	0.00105
V75	0.71504	0.00944	0.19435	0.08117
V76	0.00065	0.17079	0.19503	0.63353
V77	0.03496	0.30445	0.01114	0.64945
V78	0.30842	0.10194	0.19891	0.39073
V79	0.00681	0.08498	0.82953	0.07869
V80	0.34431	0.0209	0.55828	0.07652
V81	0.05352	0.15137	0.78868	0.00643
V82	0.00186	0.07893	0.91067	0.00854
V83	0.129	0.17426	0.07822	0.61852
V84	0.39894	0.04147	0.17167	0.38792
V85	0.10321	0.29866	0.4342	0.16393
V86	0.04282	0.05012	0.87067	0.03639
V87	0.03031	0.86065	0.05065	0.05839
V88	0.16014	0.05435	0.2908	0.49471
V89	0.01794	0.03314	0.22232	0.72659
V90	0.02367	0.91226	0.05225	0.01182
V91	0.03083	0.75814	0.18489	0.02613
V92	0.45671	0.02174	0.39911	0.12244
V93	0.89135	0.02206	0	0.08658
V94	0.01445	0.46389	0.02334	0.49832
V95	0.2573	0.43843	0.16296	0.14131
V96	0.06824	0.11505	0.03123	0.78548
V97	0.6884	0.09911	0.20756	0.00493
V98	0.68188	0.3065	0	0.01162
V99	0.79891	0.0484	0.14761	0.00508
V100	0.07293	0.03855	0.86742	0.02111
V101	0.02648	0.08493	0.01051	0.87808
V102	0.92435	0.05855	0.00511	0.012
V103	0.01023	0.06927	0.10575	0.81475
V104	0.02699	0.96008	0.00695	0.00598
V105	0.05322	0.92749	0.01366	0.00563
V106	0.11281	0.51924	0.33315	0.03479
V107	0.18071	0.18007	0.59564	0.04358
V108	0.14386	0.76562	0.09035	0.00017
V109	0.01304	0.13742	0.63011	0.21943
V110	0.05034	0.89606	0.0349	0.0187
V111	0.91202	0.0135	0.0689	0.00558
V112	0.12336	0.05267	0.46291	0.36106
V113	0.18562	0.09806	0.1912	0.52512
V114	0.24141	0.05149	0.0868	0.6203
V115	0.00746	0.7654	0.2217	0.00543
V116	0.13796	0.2984	0.39918	0.16446
V117	0.68546	0.24919	0.03242	0.03292
V118	0.15747	0.60021	0.03458	0.20775
V119	0.10964	0.08797	0.05529	0.74709
V120	0.07344	0.06748	0.84565	0.01343
V121	0.6163	0.11515	0.09588	0.17267
V122	0.95538	0.01967	0.01269	0.01226
V123	0.00642	0.53066	0.04693	0.41599
V124	0.66046	0.29088	0	0.04866
V125	0.38829	0.41751	0.17599	0.01822
V126	0.03567	0.15912	0.0562	0.74901
V127	0.16007	0.04696	0.27914	0.51383
V128	0.03087	0.03804	0.12535	0.80573
V129	0.59122	0.22077	0.16253	0.02548
V130	0.00731	0.66302	0.32414	0.00553
V131	0.02365	0.91038	0.00031	0.06566
V132	0.938	0.01691	0.02651	0.01859
V133	0.91366	0.02417	0.05059	0.01157
V134	0.10418	0.39648	0.13598	0.36336
V135	0.07488	0.03479	0.19673	0.69359
V136	0.24116	0.40993	0.01227	0.33664
V137	0.65973	0.03316	0.24979	0.05732
V138	0.21119	0.40482	0.18783	0.19616
V139	0.36169	0.19093	0.20896	0.23842
V140	0.02847	0.10829	0.06054	0.8027
V141	0.05925	0.1358	0.58098	0.22397
V142	0.77875	0.01858	0.20225	0.00042
V143	0.44338	0.25437	0.07024	0.23201
V144	0.16371	0.14619	0.18113	0.50896
V145	0.00134	0.77242	0.22069	0.00556
V146	0.05753	0.04476	0.04118	0.85654
V147	0.92127	0.02824	0.01784	0.03264
V148	0.12208	0.06301	0.61712	0.1978
V149	0.25717	0.521	0.2169	0.00492
V150	0.08025	0.22231	0.62616	0.07129
V151	0.20051	0.65061	0.03353	0.11536
V152	0.23152	0.45092	0.22723	0.09033
V153	0.09876	0.77985	0.01805	0.10334
V154	0.23848	0.45878	0.27634	0.0264
V155	0.48582	0.12827	0.29803	0.08789
V156	0.03039	0.1217	0.73076	0.11715
V157	0.3076	0.14064	0.33602	0.21573
V158	0.02645	0.03569	0.04916	0.88869
V159	0.89052	0.06914	0	0.04034
V160	0.70292	0.01328	0.06555	0.21824
V161	0.20984	0.03009	0.03768	0.72239
V162	0.06196	0.30674	0.08716	0.54414
V163	0.09175	0.50426	0.17622	0.22777
V164	0.34704	0.30447	0.11167	0.23681
V165	0.00987	0.29201	0.00578	0.69234
V166	0.00897	0.11902	0.08049	0.79152
