CD19B	CD56NK	CD4MemoryT	CD14
V1	0.44881	0.07265	0.18205	0.29649
V2	0.17496	0.15605	0.08699	0.58199
V3	0.09241	0.5646	0.03896	0.30403
V4	0.70043	0.15226	0.03661	0.1107
V5	0.12995	0.44903	0.21897	0.20205
V6	0.09822	0.76154	0.03986	0.10038
V7	0.16161	0.36558	0.10023	0.37259
V8	0.15154	0.07923	0.65237	0.11686
V9	0.22655	0.27169	0.07028	0.43148
V10	0.06548	0.08623	0.71624	0.13206
V11	0.19913	0.35499	0.35751	0.08837
V12	0.0649	0.53457	0.30649	0.09404
V13	0.23763	0.63225	0.02941	0.10071
V14	0.09214	0.79462	0.02807	0.08516
V15	0.13611	0.54039	0.12336	0.20014
V16	0.73366	0.08426	0.06162	0.12045
V17	0.10599	0.76	0.0339	0.10011
V18	0.45593	0.35436	0.07047	0.11924
V19	0.16022	0.71892	0.02904	0.09182
V20	0.17308	0.44275	0.04862	0.33555
V21	0.15099	0.11195	0.62135	0.11571
V22	0.08398	0.16247	0.19718	0.55637
V23	0.32982	0.09225	0.483	0.09493
V24	0.77277	0.06565	0.07009	0.09149
V25	0.29122	0.27006	0.13888	0.29984
V26	0.32389	0.38831	0.04882	0.23899
V27	0.14461	0.12669	0.06618	0.66252
V28	0.05471	0.09473	0.7633	0.08726
V29	0.37071	0.07989	0.43103	0.11836
V30	0.13186	0.25596	0.24243	0.36976
V31	0.20057	0.2362	0.25687	0.30636
V32	0.13112	0.10674	0.07514	0.687
V33	0.08147	0.4649	0.29371	0.15992
V34	0.15084	0.09514	0.63744	0.11658
V35	0.16295	0.63814	0.092	0.10691
V36	0.06874	0.11335	0.39594	0.42196
V37	0.43841	0.12992	0.12179	0.30988
V38	0.36247	0.07057	0.18376	0.38319
V39	0.16705	0.51595	0.13049	0.18651
V40	0.11415	0.72245	0.08485	0.07855
V41	0.05496	0.60472	0.06513	0.27518
V42	0.22425	0.10511	0.20488	0.46576
V43	0.14556	0.34074	0.403	0.1107
V44	0.06682	0.13625	0.58181	0.21512
V45	0.11894	0.53404	0.19538	0.15164
V46	0.64438	0.11473	0.14556	0.09533
V47	0.36668	0.22348	0.281	0.12884
V48	0.6464	0.20371	0.04117	0.10873
V49	0.5846	0.22301	0.03368	0.15872
V50	0.09131	0.73162	0.09148	0.08559
V51	0.26793	0.39172	0.22958	0.11077
V52	0.07312	0.15776	0.65349	0.11563
V53	0.58871	0.16008	0.16426	0.08695
V54	0.34985	0.22402	0.31958	0.10655
V55	0.21225	0.18609	0.2222	0.37946
V56	0.10894	0.10141	0.11334	0.6763
V57	0.11366	0.7536	0.04012	0.09262
V58	0.51786	0.06837	0.08236	0.33142
V59	0.35181	0.4033	0.11923	0.12566
V60	0.15686	0.20598	0.28076	0.3564
V61	0.64173	0.14856	0.04874	0.16097
V62	0.71279	0.0771	0.106	0.10411
V63	0.0544	0.72706	0.11808	0.10046
V64	0.04959	0.74566	0.0221	0.18265
V65	0.08869	0.09587	0.1216	0.69385
V66	0.20089	0.62027	0.04246	0.13637
V67	0.16137	0.33148	0.41182	0.09533
V68	0.1807	0.20058	0.06465	0.55407
V69	0.07007	0.32058	0.48335	0.12599
V70	0.43387	0.19428	0.18551	0.18634
V71	0.18175	0.13913	0.32081	0.35832
V72	0.45822	0.20049	0.11859	0.22271
V73	0.15823	0.55363	0.1368	0.15134
V74	0.09445	0.24644	0.57553	0.08358
V75	0.57128	0.05396	0.20485	0.16991
V76	0.06656	0.22692	0.17914	0.52739
V77	0.09453	0.31596	0.04664	0.54288
V78	0.27266	0.17379	0.18727	0.36628
V79	0.05551	0.15154	0.63354	0.15941
V80	0.30895	0.07776	0.45285	0.16045
V81	0.09583	0.19774	0.61508	0.09135
V82	0.05301	0.11783	0.73481	0.09434
V83	0.16282	0.22769	0.10174	0.50775
V84	0.33711	0.11176	0.1754	0.37572
V85	0.13248	0.3287	0.32811	0.21071
V86	0.09019	0.10822	0.67779	0.12379
V87	0.06891	0.72467	0.06999	0.13643
V88	0.18545	0.13182	0.2463	0.43644
V89	0.08914	0.10101	0.19927	0.61058
V90	0.06156	0.77489	0.0696	0.09394
V91	0.06969	0.65257	0.16925	0.10849
V92	0.38234	0.08288	0.33968	0.1951
V93	0.71957	0.06134	0.04196	0.17713
V94	0.07149	0.43895	0.05128	0.43827
V95	0.23017	0.41891	0.15482	0.1961
V96	0.12617	0.16567	0.07048	0.63769
V97	0.55155	0.14632	0.2086	0.09352
V98	0.55688	0.31323	0.0313	0.09859
V99	0.646	0.09013	0.16751	0.09636
V100	0.11323	0.09097	0.68606	0.10974
V101	0.09325	0.11057	0.05775	0.73843
V102	0.75607	0.09108	0.04744	0.10541
V103	0.08649	0.12342	0.1197	0.67038
V104	0.0627	0.82423	0.02726	0.0858
V105	0.08237	0.79784	0.03391	0.08588
V106	0.13441	0.47765	0.27182	0.11612
V107	0.18778	0.2326	0.45203	0.12758
V108	0.1534	0.66798	0.09985	0.07877
V109	0.06743	0.20977	0.46688	0.25592
V110	0.08369	0.7608	0.05503	0.10049
V111	0.75101	0.04273	0.10767	0.09859
V112	0.15824	0.13267	0.35793	0.35116
V113	0.19934	0.17033	0.18086	0.44947
V114	0.24166	0.11932	0.11251	0.52651
V115	0.04725	0.66684	0.19923	0.08668
V116	0.15687	0.32705	0.30545	0.21063
V117	0.53754	0.27596	0.06425	0.12225
