CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12757	0.0198	0.68819	0.0151	0.09965	0.04969
V2	0.41929	0.11404	0.07464	0.10209	0.20409	0.08585
V3	0.24327	0.06194	0.22506	0.01999	0.12494	0.3248
V4	0.2202	0.33961	0.05903	0.09178	0.19786	0.09153
V5	0.07515	0.04738	0.02106	0.46937	0.35427	0.03277
V6	0.23996	0.02848	0.18736	0.0529	0.23864	0.25267
V7	0.10786	0.29645	0.03518	0.0534	0.46344	0.04367
V8	0.49708	0.0619	0.08785	0.10895	0.12683	0.1174
V9	0.25871	0.14433	0.05423	0.21729	0.1579	0.16755
V10	0.34345	0.04819	0.09673	0.27179	0.15578	0.08406
V11	0.14542	0.55591	0.06577	0.04662	0.1442	0.04209
V12	0.25739	0.0399	0.11736	0.0294	0.13278	0.42317
V13	0.1321	0.39344	0.26537	0.0419	0.12459	0.04259
V14	0.10763	0.03046	0.03619	0.62208	0.16373	0.03991
V15	0.3643	0.07929	0.06086	0.11705	0.27852	0.09998
V16	0.11172	0.02026	0.03665	0.32533	0.40246	0.10359
V17	0.24391	0.04607	0.18639	0.02068	0.12207	0.38087
V18	0.51122	0.13544	0.09252	0.04054	0.11863	0.10166
V19	0.42598	0.06347	0.20708	0.02874	0.18284	0.09188
V20	0.44595	0.07264	0.13725	0.10689	0.12445	0.11283
V21	0.26167	0.04892	0.08667	0.03085	0.16284	0.40904
V22	0.18313	0.05498	0.04479	0.08636	0.56068	0.07005
V23	0.1017	0.01696	0.29134	0.03863	0.51034	0.04103
V24	0.16144	0.02286	0.03517	0.12259	0.5868	0.07113
V25	0.34426	0.23029	0.06197	0.12582	0.1585	0.07917
V26	0.23885	0.0299	0.0513	0.03883	0.58033	0.06079
V27	0.22629	0.02864	0.20774	0.02683	0.12856	0.38195
V28	0.15483	0.20764	0.16463	0.19202	0.15327	0.1276
V29	0.14078	0.43831	0.12133	0.08124	0.12698	0.09135
V30	0.2267	0.17052	0.13588	0.0295	0.28756	0.14985
V31	0.46727	0.04349	0.21582	0.04097	0.11073	0.12172
V32	0.07669	0.02559	0.29574	0.41251	0.13393	0.05553
V33	0.22653	0.31609	0.22435	0.04156	0.11707	0.07439
V34	0.06133	0.00641	0.4248	0.04152	0.42205	0.04389
V35	0.07797	0.05514	0.16862	0.41033	0.23681	0.05113
V36	0.14256	0.36445	0.13049	0.04153	0.27043	0.05055
V37	0.10568	0.01652	0.64394	0.02047	0.10183	0.11156
V38	0.24271	0.02296	0.18207	0.02041	0.12228	0.40958
V39	0.41473	0.05544	0.07168	0.22867	0.13288	0.09661
V40	0.13454	0.37095	0.05306	0.14105	0.22018	0.08021
V41	0.49515	0.04646	0.10332	0.02952	0.12478	0.20077
V42	0.23116	0.02899	0.46875	0.01825	0.14086	0.11199
V43	0.20591	0.30752	0.05494	0.05537	0.29496	0.0813
V44	0.15077	0.56324	0.06243	0.04199	0.13346	0.04811
V45	0.32871	0.2564	0.10122	0.04424	0.13461	0.13482
V46	0.13165	0.02008	0.05149	0.23274	0.39625	0.16778
V47	0.1297	0.31394	0.04385	0.13763	0.30645	0.06843
V48	0.11934	0.44245	0.18374	0.03451	0.18335	0.03661
V49	0.14271	0.53368	0.05804	0.04135	0.18255	0.04167
V50	0.07541	0.0068	0.24009	0.0398	0.56623	0.07167
V51	0.06116	0.00743	0.02724	0.05264	0.8097	0.04183
V52	0.12081	0.40326	0.23051	0.0558	0.14593	0.04369
V53	0.15361	0.01454	0.10476	0.05907	0.6197	0.04833
V54	0.11781	0.10375	0.47211	0.05499	0.17267	0.07867
V55	0.06384	0.03663	0.11617	0.06049	0.68313	0.03974
V56	0.063	0.03778	0.62154	0.10514	0.13774	0.0348
V57	0.20344	0.27521	0.08814	0.03043	0.22235	0.18043
V58	0.07586	0.01557	0.71496	0.02893	0.10196	0.06272
V59	0.09518	0.02242	0.0223	0.63773	0.18714	0.03523
V60	0.36069	0.03537	0.06217	0.32824	0.13827	0.07526
V61	0.28549	0.11777	0.06809	0.14767	0.17609	0.20489
V62	0.37722	0.05094	0.12262	0.11505	0.1926	0.14156
V63	0.17018	0.37189	0.06591	0.08717	0.14016	0.1647
V64	0.07012	0.08674	0.02739	0.04412	0.73199	0.03964
V65	0.39557	0.12658	0.0967	0.04308	0.15411	0.18396
V66	0.35058	0.0469	0.15221	0.04563	0.32573	0.07896
V67	0.12976	0.1277	0.27611	0.20067	0.12874	0.13702
V68	0.56183	0.05329	0.09711	0.06085	0.11704	0.10988
V69	0.43053	0.05595	0.08579	0.02837	0.14239	0.25697
V70	0.08873	0.01938	0.19798	0.45894	0.19702	0.03796
V71	0.12541	0.20089	0.06286	0.10806	0.39034	0.11245
V72	0.41129	0.12038	0.1285	0.04361	0.16541	0.1308
V73	0.09948	0.01476	0.0984	0.56893	0.17892	0.03952
V74	0.08155	0.12484	0.03362	0.56343	0.16613	0.03042
V75	0.13386	0.55911	0.05287	0.05793	0.15607	0.04015
V76	0.07061	0.00721	0.59055	0.04245	0.24765	0.04154
V77	0.1395	0.11963	0.11195	0.41051	0.14532	0.07308
V78	0.37238	0.11786	0.10942	0.11976	0.13457	0.14601
V79	0.18739	0.38943	0.07342	0.03128	0.12596	0.19253
V80	0.1802	0.40481	0.06524	0.03842	0.13864	0.17269
V81	0.47753	0.11187	0.13627	0.03799	0.12925	0.10709
V82	0.13101	0.50691	0.05366	0.06821	0.19601	0.0442
V83	0.16391	0.1271	0.05435	0.31602	0.2539	0.08473
V84	0.27156	0.03484	0.11558	0.33861	0.1591	0.0803
V85	0.54041	0.05118	0.15084	0.03778	0.11325	0.10655
V86	0.2413	0.04632	0.15196	0.24384	0.14142	0.17516
V87	0.07531	0.02773	0.03997	0.6505	0.16731	0.03918
V88	0.15329	0.0387	0.04573	0.40017	0.19215	0.16997
V89	0.15504	0.13936	0.38716	0.02419	0.11033	0.18392
V90	0.14458	0.44982	0.13816	0.04125	0.17266	0.05352
V91	0.08683	0.01676	0.06092	0.11707	0.66831	0.05011
V92	0.07067	0.0583	0.03393	0.04958	0.73985	0.04766
V93	0.22495	0.0666	0.06153	0.10114	0.33008	0.21571
V94	0.06664	0.01831	0.22984	0.50931	0.1442	0.03169
V95	0.05947	0.0141	0.26797	0.11772	0.50562	0.03512
V96	0.1409	0.27438	0.05474	0.06795	0.34777	0.11425
V97	0.06081	0.01472	0.03236	0.09213	0.76289	0.03709
V98	0.09095	0.07065	0.02843	0.54676	0.22669	0.03651
V99	0.07231	0.02758	0.02641	0.66696	0.17516	0.03158
V100	0.0735	0.01531	0.39388	0.22096	0.23871	0.05764
V101	0.09675	0.27091	0.36775	0.09749	0.12234	0.04476
V102	0.52582	0.05752	0.16291	0.03742	0.1124	0.10393
V103	0.43875	0.05708	0.08363	0.15114	0.16517	0.10423
V104	0.0854	0.01229	0.1976	0.50505	0.15843	0.04124
V105	0.25454	0.02422	0.1412	0.0216	0.12451	0.43393
V106	0.13367	0.01247	0.52804	0.01345	0.11275	0.19962
V107	0.15062	0.44038	0.21344	0.03256	0.12167	0.04133
V108	0.20733	0.0422	0.09241	0.03296	0.29476	0.33035
V109	0.21942	0.02763	0.07736	0.02567	0.28122	0.3687
V110	0.10564	0.13267	0.57672	0.01713	0.11037	0.05747
V111	0.06185	0.02252	0.72754	0.03039	0.11683	0.04088
V112	0.10957	0.23929	0.0283	0.42709	0.15888	0.03688
V113	0.08153	0.07723	0.52374	0.04906	0.22487	0.04357
V114	0.1511	0.01358	0.5483	0.12843	0.10833	0.05026
V115	0.34749	0.07815	0.08386	0.05049	0.22899	0.21102
V116	0.55233	0.05232	0.09513	0.07439	0.11777	0.10805
V117	0.37432	0.04186	0.06037	0.10518	0.33637	0.08189
V118	0.12874	0.45723	0.12327	0.05969	0.18062	0.05045
V119	0.13895	0.53741	0.06351	0.06712	0.13818	0.05484
V120	0.13538	0.16016	0.11117	0.32531	0.21154	0.05644
V121	0.29525	0.03572	0.06954	0.23037	0.13024	0.23888
V122	0.23817	0.04055	0.04444	0.44521	0.1763	0.05534
V123	0.3162	0.03578	0.07163	0.06434	0.24099	0.27106
V124	0.06479	0.00673	0.25658	0.04147	0.58961	0.04083
V125	0.09619	0.12503	0.53346	0.06664	0.10762	0.07106
V126	0.21536	0.21095	0.10886	0.03161	0.13095	0.30226
V127	0.08906	0.00856	0.65613	0.08984	0.11305	0.04337
V128	0.26637	0.20807	0.13087	0.14541	0.17818	0.07109
V129	0.06505	0.02238	0.68137	0.07474	0.11261	0.04386
V130	0.36086	0.12402	0.06553	0.21131	0.15467	0.08361
V131	0.10203	0.00968	0.05363	0.05227	0.67629	0.10611
V132	0.11141	0.33753	0.32906	0.02739	0.15391	0.0407
V133	0.11139	0.15445	0.4565	0.08427	0.15233	0.04106
V134	0.20245	0.4348	0.06041	0.0438	0.19328	0.06525
V135	0.11608	0.01762	0.60442	0.01575	0.14667	0.09946
V136	0.16366	0.47581	0.10414	0.04924	0.15697	0.05018
V137	0.09404	0.13066	0.44889	0.03776	0.25233	0.03632
V138	0.17831	0.01698	0.06031	0.31873	0.20947	0.2162
V139	0.13124	0.04952	0.15809	0.03656	0.44632	0.17826
V140	0.39595	0.19571	0.10331	0.08563	0.12744	0.09196
V141	0.21942	0.21041	0.13749	0.21279	0.15347	0.06641
V142	0.18172	0.47322	0.06593	0.07774	0.12995	0.07143
V143	0.1111	0.05682	0.50962	0.07823	0.18885	0.05537
V144	0.22206	0.1477	0.07869	0.11595	0.13394	0.30166
V145	0.07629	0.01376	0.03369	0.67083	0.16223	0.04319
V146	0.14001	0.02064	0.09121	0.04405	0.62327	0.08083
V147	0.36514	0.08697	0.15982	0.06099	0.11755	0.20954
V148	0.08515	0.1448	0.60644	0.01745	0.10325	0.04291
V149	0.19063	0.35507	0.06121	0.04907	0.12713	0.2169
V150	0.07603	0.01391	0.02051	0.66783	0.18926	0.03247
V151	0.20505	0.30095	0.06438	0.03578	0.14522	0.24862
V152	0.12221	0.18415	0.35586	0.05148	0.21823	0.06807
V153	0.06607	0.03847	0.51067	0.20891	0.1385	0.03739
V154	0.34816	0.18677	0.08307	0.02813	0.12195	0.23193
V155	0.12268	0.26609	0.10181	0.03575	0.41096	0.0627
V156	0.10217	0.34014	0.042	0.04112	0.43838	0.03619
V157	0.18054	0.10121	0.08684	0.22457	0.14581	0.26103
V158	0.07883	0.05476	0.70451	0.01525	0.10096	0.04569
V159	0.16393	0.18807	0.28373	0.14988	0.15304	0.06135
V160	0.08141	0.00804	0.71309	0.02127	0.10052	0.07566
V161	0.10978	0.34952	0.03354	0.25841	0.2137	0.03505
V162	0.12308	0.37689	0.03851	0.12367	0.28823	0.04961
V163	0.07235	0.00845	0.75629	0.01481	0.10077	0.04733
V164	0.09856	0.26305	0.30376	0.107	0.18636	0.04127
V165	0.0956	0.02408	0.05865	0.05279	0.67927	0.08961
V166	0.13814	0.01984	0.04103	0.14072	0.47454	0.18574
V167	0.07052	0.01009	0.34602	0.38489	0.15166	0.03683
V168	0.44395	0.05101	0.07559	0.2076	0.12452	0.09733
V169	0.07918	0.01519	0.56575	0.17202	0.11999	0.04787
V170	0.31581	0.05293	0.12929	0.24397	0.18262	0.07537
V171	0.21303	0.33772	0.07537	0.03026	0.13753	0.2061
V172	0.12681	0.06626	0.44473	0.14998	0.12099	0.09123
V173	0.09212	0.02408	0.64869	0.01378	0.11691	0.10443
V174	0.41309	0.11325	0.07476	0.04131	0.27167	0.08592
V175	0.1501	0.45245	0.1381	0.04799	0.16711	0.04424
V176	0.05978	0.00756	0.75168	0.02299	0.11638	0.04161
V177	0.1733	0.07738	0.29143	0.04414	0.25364	0.16011
V178	0.07773	0.03737	0.05472	0.04208	0.73878	0.0493
V179	0.10319	0.01346	0.0616	0.47684	0.23148	0.11343
V180	0.22986	0.02988	0.18885	0.30995	0.12725	0.1142
V181	0.36654	0.11763	0.11593	0.07774	0.17575	0.14641
V182	0.08065	0.07796	0.61745	0.06665	0.10548	0.05181
V183	0.08099	0.0146	0.02706	0.6827	0.16175	0.03291
V184	0.29205	0.30136	0.06596	0.05515	0.21423	0.07125
V185	0.17444	0.37151	0.07007	0.04038	0.22709	0.11651
V186	0.06129	0.00834	0.50012	0.26868	0.1278	0.03377
V187	0.24739	0.35416	0.05503	0.04993	0.23307	0.06042
V188	0.19493	0.41095	0.06542	0.05168	0.12729	0.14974
V189	0.09484	0.06206	0.16818	0.05351	0.52159	0.09982
V190	0.11224	0.14247	0.04206	0.05033	0.53828	0.11462
V191	0.17778	0.40956	0.05925	0.03874	0.13926	0.17542
V192	0.36404	0.19356	0.13353	0.05156	0.16518	0.09213
V193	0.2458	0.11336	0.08552	0.03103	0.1347	0.38959
V194	0.07253	0.02278	0.0459	0.12464	0.68617	0.04798
V195	0.0661	0.00701	0.58831	0.09285	0.20546	0.04027
V196	0.07191	0.01333	0.03977	0.64504	0.19442	0.03552
V197	0.18374	0.01716	0.05885	0.04618	0.63365	0.06042
V198	0.15397	0.29233	0.07011	0.13823	0.29291	0.05245
V199	0.0941	0.17552	0.10868	0.11007	0.46953	0.0421
V200	0.11496	0.01798	0.46903	0.18854	0.12207	0.08742
V201	0.0831	0.01426	0.02144	0.67204	0.16165	0.04752
V202	0.14153	0.05947	0.36589	0.04899	0.23106	0.15306
V203	0.38456	0.05972	0.06663	0.27664	0.12925	0.08319
V204	0.23606	0.05928	0.10172	0.14664	0.13519	0.32112
V205	0.06715	0.02321	0.73627	0.02964	0.10216	0.04158
V206	0.07612	0.04871	0.10885	0.55621	0.17837	0.03174
V207	0.29238	0.16116	0.08745	0.20247	0.14727	0.10926
V208	0.2864	0.08818	0.34634	0.05943	0.15124	0.06841
V209	0.25718	0.34884	0.06223	0.05769	0.13211	0.14193
V210	0.12778	0.02789	0.6795	0.01534	0.09987	0.04961
V211	0.36716	0.05751	0.14636	0.03585	0.23907	0.15406
V212	0.09621	0.20642	0.18214	0.29308	0.17927	0.04288
V213	0.09207	0.06169	0.23538	0.05408	0.51474	0.04205
V214	0.50879	0.06397	0.10243	0.07403	0.1459	0.10488
V215	0.17521	0.43908	0.05732	0.05804	0.12846	0.14189
V216	0.16806	0.35813	0.25962	0.03557	0.13049	0.04813
V217	0.22992	0.01982	0.09052	0.09391	0.34081	0.22502
V218	0.12204	0.24103	0.03558	0.40242	0.16367	0.03526
V219	0.52163	0.04962	0.10425	0.03089	0.12396	0.16965
V220	0.12869	0.02485	0.03876	0.6069	0.15459	0.04621
V221	0.16477	0.48679	0.07449	0.08987	0.13702	0.04706
V222	0.12943	0.21318	0.06544	0.14192	0.3936	0.05644
V223	0.16346	0.23717	0.2465	0.02951	0.13567	0.18771
V224	0.06325	0.00624	0.34648	0.03104	0.51619	0.03679
V225	0.28985	0.03556	0.09886	0.02993	0.12681	0.41898
V226	0.22321	0.06023	0.1999	0.22916	0.21073	0.07678
V227	0.4187	0.04017	0.07574	0.1946	0.13156	0.13924
V228	0.15743	0.1882	0.38202	0.06377	0.13889	0.06969
V229	0.16448	0.02326	0.31541	0.20739	0.22361	0.06584
V230	0.10393	0.13219	0.58312	0.02402	0.10336	0.05338
V231	0.10087	0.02986	0.02902	0.6266	0.17808	0.03557
V232	0.31874	0.03861	0.06217	0.23766	0.13671	0.2061
V233	0.51482	0.05597	0.10411	0.08056	0.13186	0.11268
V234	0.32465	0.03001	0.05534	0.05007	0.45961	0.08032
V235	0.11783	0.01673	0.04429	0.60737	0.16859	0.04517
V236	0.12102	0.00989	0.18452	0.04522	0.50588	0.13347
V237	0.06699	0.00711	0.66629	0.09766	0.12132	0.04064
V238	0.42061	0.03858	0.11216	0.09237	0.14769	0.18859
V239	0.35671	0.05609	0.14538	0.12948	0.21312	0.09922
V240	0.08422	0.18483	0.02783	0.1257	0.53985	0.03758
V241	0.37002	0.15255	0.0688	0.16117	0.15987	0.08759
V242	0.27073	0.0637	0.09482	0.15632	0.19275	0.22168
V243	0.10535	0.28976	0.36718	0.05865	0.14004	0.03902
V244	0.1743	0.03013	0.0527	0.03452	0.53979	0.16856
V245	0.48954	0.04548	0.09619	0.02959	0.13218	0.20702
V246	0.075	0.04679	0.19918	0.29964	0.33863	0.04077
V247	0.28088	0.0867	0.07221	0.16241	0.1425	0.25529
V248	0.21238	0.04338	0.03983	0.19733	0.43022	0.07687
V249	0.21711	0.14315	0.33004	0.0842	0.113	0.1125
V250	0.07912	0.02799	0.02716	0.6683	0.16155	0.03588
V251	0.12273	0.3997	0.14445	0.15561	0.13522	0.04229
V252	0.07328	0.02037	0.05385	0.62038	0.19275	0.03938
V253	0.14888	0.06047	0.04747	0.31542	0.2381	0.18965
V254	0.11366	0.19993	0.09059	0.1687	0.36223	0.0649
V255	0.28341	0.24125	0.11194	0.07709	0.16914	0.11718
V256	0.13863	0.5602	0.05476	0.04681	0.15028	0.04932
V257	0.1271	0.30152	0.06352	0.05646	0.38224	0.06917
V258	0.10002	0.18425	0.13242	0.4011	0.13878	0.04344
V259	0.11518	0.39859	0.27764	0.0413	0.11843	0.04886
V260	0.1434	0.0435	0.05094	0.05125	0.60694	0.10398
V261	0.35336	0.04828	0.09266	0.05933	0.28672	0.15965
V262	0.10853	0.01808	0.65279	0.02469	0.15323	0.04269
V263	0.08297	0.05497	0.51511	0.17874	0.12159	0.04662
V264	0.40167	0.05286	0.15184	0.05568	0.16679	0.17115
V265	0.08185	0.00873	0.02822	0.06413	0.77328	0.04379
V266	0.28435	0.05751	0.09628	0.03068	0.13342	0.39777
V267	0.19898	0.46794	0.0547	0.091	0.13708	0.05029
V268	0.56082	0.05333	0.09294	0.03948	0.11738	0.13605
V269	0.08796	0.04929	0.11745	0.53935	0.16919	0.03676
V270	0.24551	0.35497	0.0743	0.049	0.21313	0.06308
V271	0.18954	0.11778	0.25029	0.03385	0.13046	0.27808
V272	0.08334	0.00895	0.02855	0.10349	0.69893	0.07674
V273	0.0989	0.01012	0.07065	0.10222	0.65123	0.06688
V274	0.21821	0.02737	0.1965	0.06398	0.12974	0.3642
V275	0.44158	0.178	0.08547	0.04602	0.12651	0.12242
V276	0.20311	0.21095	0.11753	0.08748	0.15775	0.22317
V277	0.36187	0.04825	0.08162	0.03571	0.2303	0.24225
V278	0.15177	0.1051	0.10806	0.20748	0.36925	0.05834
V279	0.23307	0.06043	0.21963	0.06405	0.13256	0.29028
V280	0.13487	0.01796	0.03303	0.60225	0.16071	0.05119
V281	0.1388	0.54832	0.07515	0.06234	0.13244	0.04294
V282	0.07691	0.03757	0.03314	0.09111	0.71637	0.04491
V283	0.10211	0.31831	0.03555	0.0472	0.45416	0.04266
V284	0.11281	0.08839	0.26958	0.26922	0.16094	0.09906
V285	0.07904	0.02808	0.02089	0.66746	0.16854	0.03598
V286	0.42457	0.06328	0.13068	0.17112	0.1207	0.08965
V287	0.0787	0.01568	0.0547	0.10339	0.68345	0.06408
V288	0.20517	0.22291	0.07372	0.03529	0.21939	0.24351
V289	0.07186	0.07678	0.58262	0.09729	0.1296	0.04185
V290	0.07156	0.01159	0.19594	0.52436	0.15308	0.04346
V291	0.09112	0.03625	0.02173	0.64361	0.16624	0.04106
V292	0.15597	0.08374	0.04268	0.4384	0.23305	0.04616
V293	0.06702	0.04372	0.05355	0.04917	0.74263	0.04391
V294	0.35574	0.05564	0.06324	0.0469	0.34282	0.13565
V295	0.29506	0.02815	0.09977	0.02321	0.13366	0.42014
V296	0.12434	0.28144	0.10145	0.22163	0.17863	0.0925
V297	0.25528	0.07701	0.08209	0.03074	0.13591	0.41896
V298	0.13138	0.50721	0.15331	0.04243	0.12681	0.03886
V299	0.15515	0.07729	0.58282	0.02415	0.10972	0.05086
V300	0.46194	0.12398	0.11011	0.03725	0.11767	0.14904
V301	0.33494	0.31017	0.10464	0.04704	0.129	0.07421
V302	0.09933	0.2163	0.07807	0.3819	0.18147	0.04293
V303	0.12747	0.46903	0.09234	0.04941	0.21739	0.04436
V304	0.07632	0.00822	0.04813	0.04348	0.78044	0.04341
V305	0.12108	0.02033	0.17034	0.33919	0.20667	0.14239
V306	0.35105	0.10901	0.08086	0.03351	0.12378	0.30179
V307	0.1691	0.02285	0.04533	0.05209	0.62216	0.08848
V308	0.07203	0.02098	0.0201	0.68519	0.16992	0.03178
V309	0.1137	0.37866	0.04108	0.28528	0.14043	0.04085
V310	0.16266	0.28858	0.2412	0.03163	0.13021	0.14572
V311	0.39905	0.03897	0.09309	0.03317	0.12238	0.31333
V312	0.14268	0.02311	0.03033	0.29685	0.44788	0.05915
V313	0.31861	0.03788	0.08192	0.06086	0.12683	0.3739
V314	0.2118	0.03092	0.04122	0.51273	0.15208	0.05125
V315	0.1918	0.46974	0.06193	0.03872	0.17015	0.06766
V316	0.28556	0.03454	0.09052	0.0819	0.14118	0.3663
V317	0.12484	0.01591	0.03639	0.52375	0.18373	0.11538
V318	0.07612	0.02091	0.04699	0.65275	0.16024	0.04299
V319	0.27037	0.1609	0.23403	0.13053	0.1241	0.08007
V320	0.218	0.1642	0.28951	0.10709	0.12173	0.09947
V321	0.1219	0.43982	0.03938	0.21912	0.1438	0.03597
V322	0.10178	0.00952	0.10398	0.04986	0.62745	0.10741
V323	0.10514	0.22098	0.02847	0.2975	0.31061	0.0373
V324	0.13797	0.04342	0.07048	0.18914	0.42187	0.13712
V325	0.16592	0.54076	0.07383	0.04069	0.1313	0.0475
V326	0.19731	0.49317	0.06955	0.03969	0.14677	0.05351
V327	0.11526	0.01102	0.71068	0.015	0.09954	0.0485
V328	0.17575	0.16525	0.17586	0.1345	0.29636	0.05228
V329	0.0688	0.00633	0.4668	0.02547	0.38366	0.04894
V330	0.06723	0.00778	0.73991	0.02282	0.11612	0.04613
V331	0.438	0.09307	0.1177	0.09281	0.12522	0.1332
V332	0.14932	0.06631	0.16117	0.03533	0.40081	0.18705
V333	0.07847	0.02426	0.37622	0.27906	0.18857	0.05341
V334	0.09842	0.30732	0.32719	0.11089	0.11848	0.0377
V335	0.1468	0.02846	0.60655	0.02154	0.10147	0.09517
V336	0.26952	0.41332	0.08194	0.03706	0.13133	0.06682
V337	0.11589	0.14852	0.07781	0.04557	0.57197	0.04024
V338	0.45772	0.04287	0.10989	0.03938	0.23766	0.11249
V339	0.14052	0.08327	0.32859	0.20976	0.14115	0.0967
V340	0.39884	0.22055	0.07244	0.06665	0.14137	0.10015
V341	0.21283	0.05294	0.06946	0.43068	0.17528	0.05881
V342	0.12435	0.02275	0.0439	0.49613	0.18944	0.12343
V343	0.23294	0.14285	0.15885	0.04406	0.13415	0.28715
V344	0.13646	0.42933	0.04676	0.05503	0.24458	0.08784
V345	0.06427	0.00774	0.03376	0.05261	0.80297	0.03865
V346	0.15618	0.02456	0.0447	0.33883	0.37152	0.06421
V347	0.3266	0.12708	0.07651	0.09555	0.29618	0.07807
V348	0.13992	0.11331	0.51471	0.03342	0.14794	0.05071
V349	0.45555	0.09576	0.10824	0.10107	0.14725	0.09213
V350	0.31178	0.06071	0.15799	0.19914	0.12306	0.14731
V351	0.28089	0.08019	0.11095	0.04472	0.13783	0.34543
V352	0.15429	0.2502	0.05496	0.0325	0.33413	0.17392
V353	0.08329	0.14464	0.61235	0.01752	0.10321	0.03899
V354	0.18	0.054	0.22454	0.02634	0.34535	0.16976
V355	0.06593	0.03106	0.74104	0.02242	0.10194	0.03761
V356	0.34777	0.123	0.08617	0.19765	0.14642	0.099
V357	0.23746	0.02823	0.3534	0.03912	0.27144	0.07035
V358	0.24622	0.0238	0.12914	0.05033	0.1329	0.41761
V359	0.15717	0.08399	0.03644	0.46531	0.19978	0.05731
V360	0.33599	0.03159	0.06233	0.18269	0.29148	0.09592
V361	0.13764	0.57184	0.05487	0.05258	0.13982	0.04324
V362	0.11928	0.38004	0.06011	0.26075	0.14434	0.03549
V363	0.46179	0.08904	0.11881	0.03193	0.18624	0.11218
V364	0.20982	0.16141	0.07636	0.05459	0.20972	0.2881
V365	0.29705	0.30282	0.06496	0.13556	0.12826	0.07136
V366	0.13553	0.19909	0.37554	0.07205	0.16734	0.05045
V367	0.08509	0.01195	0.03623	0.45692	0.35662	0.05319
V368	0.19037	0.12406	0.1222	0.05331	0.23129	0.27876
V369	0.09119	0.03128	0.02943	0.08926	0.68226	0.07659
V370	0.0953	0.07098	0.51414	0.12695	0.12549	0.06715
V371	0.13694	0.20152	0.04103	0.37337	0.14017	0.10697
V372	0.14108	0.45529	0.04745	0.05587	0.23146	0.06885
V373	0.51743	0.05702	0.09145	0.03118	0.11838	0.18454
V374	0.17697	0.02607	0.21886	0.38007	0.1516	0.04643
V375	0.29326	0.03409	0.20576	0.07232	0.31274	0.08183
V376	0.21155	0.05806	0.08609	0.11824	0.18697	0.3391
V377	0.09667	0.01645	0.34622	0.02875	0.46012	0.05178
V378	0.22658	0.07543	0.21472	0.02074	0.14627	0.31626
V379	0.36645	0.04104	0.18204	0.02362	0.11683	0.27002
V380	0.06615	0.03646	0.05325	0.0564	0.74372	0.044
V381	0.26025	0.04808	0.27872	0.22731	0.12623	0.0594
V382	0.07058	0.03045	0.03099	0.19241	0.63607	0.0395
V383	0.18373	0.04876	0.33696	0.24116	0.13394	0.05546
V384	0.08949	0.02437	0.67153	0.03127	0.13951	0.04384
V385	0.27328	0.03395	0.10658	0.0227	0.1273	0.43619
V386	0.39534	0.06072	0.26375	0.0334	0.15202	0.09478
V387	0.20218	0.02981	0.07411	0.50028	0.14378	0.04984
V388	0.4855	0.07659	0.19316	0.02913	0.11801	0.09761
V389	0.32734	0.09191	0.08796	0.0256	0.13119	0.336
V390	0.11164	0.04395	0.03338	0.54512	0.17748	0.08844
V391	0.09443	0.02008	0.03765	0.45104	0.33526	0.06154
V392	0.13931	0.04454	0.40216	0.10499	0.11415	0.19485
V393	0.12976	0.1273	0.32444	0.07186	0.21576	0.13089
V394	0.07648	0.0133	0.04707	0.62736	0.19955	0.03623
V395	0.06438	0.05342	0.7215	0.02254	0.10203	0.03613
V396	0.34066	0.07836	0.06048	0.28269	0.16579	0.07201
V397	0.22872	0.15616	0.09759	0.03186	0.15941	0.32626
V398	0.13875	0.44945	0.05759	0.05649	0.24924	0.04847
