Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.05108	0.07744	0.87149	0	0	0
V2	0.71519	0.17974	0	0.08195	0.02313	0
V3	0.0311	0.07809	0.1741	0	0	0.7167
V4	0.28313	0.56573	0	0.10847	0.01905	0.02362
V5	0	0.07172	0	0.77204	0.15623	0
V6	0.14354	0.054	0.15836	0.04529	0.07641	0.5224
V7	0	0.47542	0	0.03797	0.48661	0
V8	0.86428	0.10561	0	0.03011	0	0
V9	0.26032	0.22142	0	0.2752	0	0.24306
V10	0.54867	0.10384	0	0.34749	0	0
V11	0.01066	0.98568	0	0.00366	0	0
V12	0	0.02311	0	0	0	0.97689
V13	0.00156	0.63606	0.36238	0	0	0
V14	0	0.07782	0	0.92218	0	0
V15	0.62135	0.13828	0	0.11831	0.12205	0
V16	0	0.06118	0	0.54985	0.28305	0.10593
V17	0	0.03679	0.09606	0	0	0.86715
V18	0.81835	0.18165	0	0	0	0
V19	0.73983	0.10979	0.15038	0	0	0
V20	0.80572	0.11822	0.02487	0.0512	0	0
V21	0	0.0452	0	0	0	0.9548
V22	0.20145	0.12372	0	0.0983	0.57654	0
V23	0.02267	0.08517	0.3492	0.03237	0.51059	0
V24	0.15188	0.08273	0	0.16611	0.59927	0
V25	0.55398	0.34217	0	0.10385	0	0
V26	0.31195	0.09348	0	0.00261	0.59195	0
V27	0	0.00477	0.13974	0	0	0.8555
V28	0.02084	0.33152	0.16012	0.27823	0	0.20929
V29	0	0.75538	0.09013	0.05095	0	0.10355
V30	0.26189	0.26578	0.08062	0	0.18668	0.20503
V31	0.81288	0.07377	0.11335	0	0	0
V32	0	0.05958	0.35308	0.58734	0	0
V33	0.28768	0.47926	0.23306	0	0	0
V34	0	0.04224	0.5832	0.04045	0.33411	0
V35	0	0.09903	0.17542	0.7097	0.01585	0
V36	0.06025	0.62687	0.11664	0.01899	0.17724	0
V37	0	0.0519	0.84283	0	0	0.10527
V38	0	0	0.08229	0	0	0.91771
V39	0.67566	0.10405	0	0.22029	0	0
V40	0	0.6425	0	0.23398	0.05437	0.06915
V41	0.84173	0.05813	0	0	0	0.10013
V42	0.29849	0.0692	0.58385	0	0	0.04847
V43	0.25905	0.50755	0	0.03611	0.19729	0
V44	0.01781	0.98219	0	0	0	0
V45	0.5622	0.37173	0	0	0	0.06607
V46	0	0.03978	0	0.38983	0.29042	0.27998
V47	0.0154	0.53327	0	0.22206	0.2041	0.02517
V48	0	0.74624	0.24265	0.00266	0.00845	0
V49	0.00413	0.95554	0	0.01836	0.02198	0
V50	0	0.04953	0.2572	0.04298	0.62012	0.03018
V51	0	0.03335	0	0.05258	0.91407	0
V52	0	0.66704	0.3234	0.00956	0	0
V53	0.15136	0.07452	0	0.06401	0.71011	0
