CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.15729	0.0371	0.61777	0.01735	0.1261	0.04439
V2	0.45394	0.11068	0.07274	0.08144	0.20038	0.08083
V3	0.25651	0.07725	0.19995	0.0246	0.1562	0.28548
V4	0.25106	0.31411	0.06396	0.07525	0.20671	0.08891
V5	0.11303	0.06288	0.03466	0.41974	0.33422	0.03546
V6	0.25948	0.05065	0.17241	0.04936	0.24195	0.22614
V7	0.14093	0.29036	0.05392	0.04159	0.42745	0.04574
V8	0.52301	0.06474	0.07836	0.08716	0.14021	0.10653
V9	0.28889	0.14561	0.05193	0.18644	0.17158	0.15554
V10	0.3825	0.05747	0.09155	0.2279	0.16026	0.08032
V11	0.1793	0.49067	0.07617	0.03634	0.17012	0.04739
V12	0.26591	0.06015	0.09813	0.03544	0.17025	0.37012
V13	0.16373	0.3536	0.25495	0.034	0.14895	0.04477
V14	0.14949	0.04211	0.04221	0.55525	0.16801	0.04292
V15	0.40058	0.08639	0.0614	0.09575	0.26259	0.09328
V16	0.14428	0.04131	0.04671	0.29018	0.37838	0.09914
V17	0.25409	0.06515	0.16224	0.02683	0.15795	0.33374
V18	0.53221	0.12314	0.08437	0.03105	0.13631	0.09292
V19	0.45318	0.06856	0.18917	0.02223	0.1829	0.08396
V20	0.47428	0.07493	0.12363	0.08663	0.1379	0.10263
V21	0.27252	0.06736	0.07194	0.03575	0.1937	0.35872
V22	0.22153	0.07443	0.06043	0.07124	0.50551	0.06686
V23	0.1346	0.04122	0.29417	0.03209	0.45906	0.03886
V24	0.19892	0.04638	0.05252	0.10417	0.53003	0.06798
V25	0.37915	0.2114	0.06266	0.10204	0.16837	0.07637
V26	0.28046	0.05094	0.06636	0.02874	0.51543	0.05807
V27	0.23593	0.05114	0.18232	0.03251	0.16332	0.33478
V28	0.18222	0.2041	0.15918	0.16562	0.16879	0.12008
V29	0.16965	0.39848	0.12184	0.06752	0.15314	0.08937
V30	0.25362	0.17098	0.13337	0.02509	0.27926	0.13767
V31	0.4882	0.05056	0.19085	0.03362	0.1286	0.10818
V32	0.11	0.04099	0.28781	0.35971	0.14746	0.05403
V33	0.25614	0.28507	0.21226	0.03388	0.141	0.07164
V34	0.09255	0.03147	0.41402	0.03586	0.38574	0.04036
V35	0.11246	0.06833	0.17309	0.36246	0.23263	0.05103
V36	0.17493	0.33835	0.13693	0.03215	0.26577	0.05187
V37	0.12993	0.0372	0.58228	0.02338	0.13052	0.09669
V38	0.25173	0.04554	0.15718	0.02776	0.1604	0.35739
V39	0.45219	0.06107	0.06628	0.18847	0.14179	0.0902
V40	0.16497	0.34781	0.06165	0.11892	0.22655	0.0801
V41	0.512	0.05394	0.0891	0.02562	0.14487	0.17448
V42	0.25726	0.04489	0.42456	0.0184	0.15597	0.09892
V43	0.23862	0.2889	0.06418	0.04393	0.28536	0.07901
V44	0.18382	0.49488	0.07272	0.03275	0.16269	0.05314
V45	0.35469	0.23438	0.09558	0.03635	0.15533	0.12366
V46	0.15838	0.04455	0.05706	0.20715	0.37506	0.1578
V47	0.16174	0.30167	0.0556	0.11617	0.29627	0.06855
V48	0.15118	0.4	0.18425	0.02671	0.19714	0.04072
V49	0.17562	0.47612	0.06994	0.03181	0.20001	0.04651
V50	0.10427	0.03432	0.24906	0.03374	0.51242	0.0662
V51	0.09488	0.03708	0.05699	0.04154	0.72919	0.04032
V52	0.15261	0.36605	0.22455	0.04528	0.16576	0.04574
V53	0.19139	0.04011	0.12142	0.04737	0.55339	0.04632
V54	0.14436	0.1113	0.44062	0.04877	0.18287	0.07209
V55	0.09621	0.06186	0.13845	0.0494	0.61575	0.03833
V56	0.09484	0.05312	0.5737	0.09074	0.15467	0.03294
V57	0.22622	0.26242	0.08752	0.02664	0.23063	0.16659
V58	0.10598	0.03483	0.64478	0.02968	0.12984	0.05489
V59	0.13702	0.0352	0.0294	0.57156	0.18814	0.03868
V60	0.40295	0.04433	0.05883	0.27632	0.1445	0.07307
V61	0.31162	0.12297	0.06254	0.12727	0.18864	0.18695
V62	0.40848	0.06149	0.11308	0.09529	0.19342	0.12824
V63	0.19417	0.34508	0.06642	0.07469	0.16585	0.15378
V64	0.10296	0.10855	0.05454	0.03342	0.66101	0.03953
V65	0.41818	0.1245	0.08728	0.03669	0.16928	0.16407
V66	0.38466	0.06028	0.14758	0.03552	0.29819	0.07375
V67	0.15457	0.13368	0.26144	0.17467	0.14877	0.12687
V68	0.57974	0.05569	0.08547	0.04701	0.13285	0.09924
V69	0.44767	0.06528	0.07364	0.02677	0.16335	0.22329
V70	0.12602	0.03498	0.19933	0.40303	0.19764	0.03901
V71	0.15439	0.20489	0.07288	0.09226	0.36765	0.10793
V72	0.43791	0.11671	0.11792	0.03537	0.17364	0.11845
V73	0.14011	0.02899	0.1029	0.50556	0.18073	0.04171
V74	0.11995	0.12933	0.04174	0.50249	0.17175	0.03474
V75	0.16774	0.49588	0.06515	0.04565	0.17966	0.0459
V76	0.10207	0.0298	0.54977	0.03836	0.24211	0.03789
V77	0.17534	0.12414	0.11241	0.35999	0.15611	0.07202
V78	0.4013	0.1167	0.09982	0.09947	0.1501	0.13262
V79	0.20829	0.35684	0.07233	0.02783	0.15756	0.17715
V80	0.20188	0.37075	0.06611	0.03314	0.16714	0.16096
V81	0.50048	0.10601	0.12254	0.02976	0.14401	0.0972
V82	0.16346	0.45726	0.06595	0.05436	0.20972	0.04925
V83	0.19979	0.1342	0.05948	0.2763	0.24728	0.08296
V84	0.31326	0.04577	0.1115	0.28961	0.16289	0.07696
V85	0.558	0.05426	0.13273	0.02934	0.12999	0.09568
V86	0.27022	0.06125	0.14036	0.21116	0.15649	0.16052
V87	0.11493	0.04021	0.04626	0.5844	0.17183	0.04237
V88	0.18236	0.05632	0.04461	0.35656	0.19915	0.16098
V89	0.17533	0.14067	0.35632	0.02555	0.13913	0.16299
V90	0.17661	0.40559	0.14093	0.03241	0.18922	0.05524
V91	0.12103	0.04342	0.08362	0.09961	0.60395	0.04836
V92	0.10298	0.08238	0.06008	0.03913	0.66903	0.04641
V93	0.25012	0.08428	0.06085	0.0888	0.31799	0.19795
V94	0.10391	0.033	0.22848	0.44747	0.15362	0.03352
V95	0.09199	0.03869	0.27585	0.10094	0.45875	0.03379
V96	0.16921	0.268	0.06455	0.05638	0.3327	0.10916
V97	0.0948	0.04287	0.06034	0.07694	0.68879	0.03626
V98	0.13068	0.08001	0.03764	0.48883	0.22307	0.03977
V99	0.11267	0.03948	0.03396	0.59976	0.17863	0.0355
V100	0.10388	0.03559	0.38041	0.19142	0.23461	0.05408
V101	0.12787	0.25162	0.3491	0.08234	0.14381	0.04525
V102	0.54441	0.05936	0.14404	0.02918	0.12943	0.09358
V103	0.47265	0.06286	0.07728	0.1227	0.16821	0.09631
V104	0.12313	0.02779	0.19729	0.44478	0.16473	0.04228
V105	0.26255	0.04707	0.11863	0.02942	0.16421	0.37812
V106	0.15364	0.0348	0.47838	0.01876	0.1415	0.17291
V107	0.18244	0.39215	0.20762	0.02565	0.14746	0.04468
V108	0.22254	0.06529	0.0845	0.03447	0.29593	0.29727
V109	0.23249	0.0526	0.06771	0.02956	0.28758	0.33005
V110	0.13301	0.13242	0.52832	0.01811	0.13525	0.0529
V111	0.09412	0.04001	0.65738	0.03018	0.14136	0.03695
V112	0.14693	0.23433	0.03599	0.3742	0.16723	0.04133
V113	0.11175	0.08876	0.4922	0.04331	0.22316	0.04082
V114	0.18168	0.03135	0.50187	0.10946	0.12915	0.04648
V115	0.37287	0.08747	0.07719	0.0438	0.23002	0.18865
V116	0.57194	0.05516	0.08388	0.05796	0.13308	0.09798
V117	0.41191	0.05553	0.06284	0.08486	0.3074	0.07746
V118	0.16064	0.41431	0.12831	0.04801	0.1958	0.05293
V119	0.17136	0.47794	0.07302	0.05388	0.16505	0.05876
V120	0.17174	0.16229	0.11516	0.28312	0.21073	0.05695
V121	0.32185	0.05089	0.06012	0.19959	0.1509	0.21665
