Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0	0	0.09637	0	0.34747	0	0	0	0	0.55616
V2	0.6717	0.01282	0	0	0	0.31544	3e-05	0	0	0
V3	0	0.13836	0.22214	0	0.46132	0	0.17818	0	0	0
V4	0	0.16821	0.01423	0	0	0	0.00308	0	0.79498	0.0195
V5	0	0.15594	0.17761	0	0.11725	0	0.03138	0	0	0.51781
V6	0	0.09678	0.29554	0	0.5851	0	0.02258	0	0	0
V7	0	0.53484	0.07599	0	0.28636	0	0.10281	0	0	0
V8	0	0.62237	0.1095	0	0.01237	0	0.05119	0.20458	0	0
V9	0	0.11538	0.04704	0.06069	0	0.01479	0.2794	0.48271	0	0
V10	0	0.11634	0.06126	0	0.70323	0.00961	0.10955	0	0	0
V11	0	0.61686	0.06127	0	0.05482	0	0.08298	0.18407	0	0
V12	0	0.11063	0.1373	0.61658	0	0	0.10752	0	0	0.02796
V13	0	0.14827	0.08522	0	0	0.20345	0.43056	0	0.1325	0
V14	0	0.49077	0.28883	0	0	0.01076	0.20963	0	0	0
V15	0.19467	0.00682	0	0.79852	0	0	0	0	0	0
V16	0	0.16525	0.16024	0.64013	0	0	0.03437	0	0	0
V17	0	0.14936	0.08512	0	0.20648	0.01117	0.04782	0	0	0.50003
V18	0	0.11386	0.20354	0.30165	0	0	0	0	0	0.38095
V19	0	0.00089	0.15261	0	0.04815	0.00354	0.00916	0	0.07346	0.7122
V20	0	0.33218	0	0	0	0.12047	0.53973	6e-05	0.00756	0
V21	0.03963	0.41513	0.10507	0	0.03916	0.36813	0.03289	0	0	0
V22	0	0.00715	0.019	0	0.06524	0	0	0.22976	0.15328	0.52557
V23	0.19074	0	0.80926	0	0	0	0	0	0	0
V24	0	0.65356	0.10915	0	0.10211	0	0.13518	0	0	0
V25	0	0.14969	0.08737	0	0.19976	0.05548	0.05058	0	0.18281	0.27433
V26	0	0	0	0	0	0	0	1	0	0
V27	0	0	0.07599	0	0.6091	0	0	0	0	0.31492
V28	0.22301	0	0.11795	0	0.06232	0	0	0	0	0.59672
V29	0	0.66698	0.12136	0	0.06925	0.05639	0.05573	0	0	0.03029
V30	0	0.09861	0.01093	0	0	0.33006	0.27238	0	0.28802	0
V31	0	0.42202	0.27919	0	0.05044	0	0.03094	0.2174	0	0
V32	0.38561	0.1082	0.13172	0	0.32965	0	0.04482	0	0	0
V33	0	0.0889	0.12196	0.58278	0	0.02644	0.17991	0	0	0
V34	0	0.01083	0.05526	0	0.47318	0	0	0	0	0.46072
V35	0	0.8394	0.12316	0	0.02727	0	0.01017	0	0	0
V36	0	0.15962	0	0	0	0.1981	0.64228	0	0	0
V37	0	0.60019	0.00829	0	0.02196	0.02173	0.34783	0	0	0
V38	0	0.15455	0.01997	0.14618	0	0.14345	0.53585	0	0	0
V39	0	0.17937	0.03483	0.10989	0	0.12869	0.54723	0	0	0
V40	0	0.02056	0.94775	0	0.03169	0	0	0	0	0
V41	0.59618	0.14274	0.02622	0	0	0	0	0	0.23486	0
V42	0	0.56794	0.10469	0	0.32737	0	0	0	0	0
V43	0	0.18424	0.23591	0	0.18245	0.02243	0.32114	0	0.05384	0
V44	0	0.03061	0.66446	0	0	0	0.01027	0.29466	0	0
V45	0	0.13434	0	0	0	0	0.22394	0	0.64172	0
V46	0.09737	0.14993	0.2482	0.17695	0	0	0	0	0	0.32755
V47	0	0.12147	0	0	0	0.21419	0.66434	0	0	0
V48	0	0	0.03729	0	0.14297	0	0	0	0.10776	0.71198
V49	0.068	0	0.00484	0	0	0	0	0.92717	0	0
V50	0.26312	0.1655	0.06637	0	0.00916	0.49584	0	0	0	0
V51	0	0.06186	0.86108	0	0.07707	0	0	0	0	0
V52	0	0.13056	0.08346	0.32097	0	0.08663	0.37837	0	0	0
V53	0.41868	0.08262	0.22756	0.05034	0	0	0.02142	0.03363	0	0.16576
V54	0	0	0	0	0.17301	0.82699	0	0	0	0
V55	0	0.07199	0.00079	0.92722	0	0	0	0	0	0
V56	0	0.04072	0.83148	0	0.01978	0.0371	0.07092	0	0	0
V57	0	0.09552	0.73087	0.10661	0	0	0.067	0	0	0
V58	0	0.17631	0.1542	0.07556	0	0.57398	0.01995	0	0	0
V59	0	0.17246	0	0	0	0.19598	0.63156	0	0	0
V60	0.81295	0.0877	0	0	0	0	0	0	0.09935	0
V61	0	0	0.00638	0	0	0.99362	0	0	0	0
V62	0	0.10923	0	0	0.01444	0.059	0.42057	0	0.13201	0.26474
V63	0	0.18533	0.04581	0	0.20528	0.55805	0.00552	0	0	0
V64	0	0.05343	0.42348	0.29885	0	0	0.03192	0.19233	0	0
V65	0	0.17482	0.08476	0.43103	0	0	0.12741	0.17949	0.00249	0
V66	0	0.07709	0.11159	0	0.76968	0	0.03865	0	0	0.00298
V67	0	0.24834	0.58476	0	0.00552	0	0.16138	0	0	0
V68	0	0.11829	0	0	0	0	0	0.21473	0.66698	0
V69	0	0	1	0	0	0	0	0	0	0
V70	0.76554	0.09361	0.09707	0	0	0	0.03703	0	0.00675	0
V71	0	0	0	0	0	0	0	1	0	0
V72	0.15794	0.10915	0.28587	0.18372	0.08996	0	0	0	0	0.17337
V73	0	0.10058	0.12414	0	0.77528	0	0	0	0	0
V74	0	0.04475	0.21138	0.11617	0	0	0	0	0.02127	0.60642
V75	0	0.22783	0.23353	0.45723	0	0	0.03659	0	0.04482	0
V76	0	0	0	0	0	1	0	0	0	0
V77	0	0.06217	0	0.28563	0	0.39703	0.25517	0	0	0
V78	0	0.51314	0.05288	0	0.04582	0.03072	0.35745	0	0	0
V79	0	0.1011	0.07921	0.26394	0	0.26513	0.04452	0	0.2461	0
V80	0.38846	0.02208	0.06927	0	0.06014	0	0	0	0.03674	0.42332
V81	0	0.03323	0.14842	0.03879	0.07894	0.69052	0.01011	0	0	0
V82	0	0.53105	0.19083	0.24729	0	0	0.03084	0	0	0
V83	0	0.14395	0.04201	0.64886	0	0	0.03321	0.13197	0	0
V84	0	0.04199	0.01601	0	0.07425	0.68703	0.18071	0	0	0
V85	0.12497	0	0.69545	0	0	0	0	0	0	0.17958
V86	0.26057	0	0.33018	0.40925	0	0	0	0	0	0
V87	0	0.11175	0	0	0	0	0	0	0.88825	0
V88	0	0.32202	0.08379	0.5942	0	0	0	0	0	0
V89	0	0.13398	0	0	0	0.17112	0.62777	0.06714	0	0
V90	0	0.02877	0.5615	0	0.09757	0	0	0	0	0.31216
V91	0	0	1	0	0	0	0	0	0	0
V92	0	0.15224	0	0	0	0.18566	0.6504	0	0.0117	0
V93	0	0.19706	0	0	0	0	0.2296	0	0.57333	0
V94	0.98249	0.01751	0	0	0	0	0	0	0	0
V95	0	0.10832	0	0	0	0.08798	0.49305	0.31066	0	0
V96	0	0.15265	0.43053	0.41682	0	0	0	0	0	0
V97	0	0.13006	0	0	0	0.18188	0.65951	0	0.02855	0
V98	0	0.35895	0.09596	0	0.27491	0	0.12366	0	0.10374	0.04278
V99	0.51861	0.11736	0.02521	0	0	0	0.04093	0	0.29789	0
V100	0.09679	0.08668	0.16518	0.19147	0	0.34867	0.0296	0	0.08161	0
V101	0	0.03252	0.01283	0	0.06581	0.07145	0.18549	0	0.09777	0.53413
V102	0	0.2544	0.01935	0	0.1147	0.3939	0.19305	0.02459	0	0
V103	0	0.10841	0	0	0	0	0	0	0.89159	0
V104	0	0	1	0	0	0	0	0	0	0
V105	0.26244	0.02527	0.19678	0	0	0.11915	0.03376	0.36259	0	0
V106	0	0.63726	0.35273	0	0.01002	0	0	0	0	0
V107	0.12855	0.28289	0.16789	0	0.40859	0	0.01208	0	0	0
