Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01133	0.01427	0.04192	0.0051	0.11725	0.00016	0.02768	0	0.00991	0.77237
V2	0.63414	0.00647	0.04676	0.00475	0.04446	0.21625	0.04611	0	0.00104	0
V3	0.11805	0.0853	0.10295	0.02126	0.38507	0.01035	0.10894	0.10742	0.0203	0.04038
V4	0.00693	0.07841	0.0489	0.01042	0.06182	0.0676	0.02401	0.01064	0.44926	0.24201
V5	0.0018	0.09778	0.04029	0.0643	0.00504	0.05148	0.02274	0	0.00945	0.70711
V6	0.00711	0.1183	0.1962	0.03164	0.52532	0.02543	0.02491	0.04293	0.00788	0.02027
V7	0	0.55161	0.01281	0.01704	0.2505	0.01248	0.07074	0.04976	0.01677	0.01829
V8	0.00259	0.58157	0.04599	0.01437	0.03687	0.02554	0.02552	0.20833	0.03624	0.02298
V9	0.01415	0	0.09583	0.13661	0.07085	0.01965	0.22826	0.37803	0.04525	0.01137
V10	0	0.13364	0.0162	0.0075	0.61025	0.06361	0.0371	0.10708	0.00691	0.01771
V11	0.01148	0.572	0.00903	0.01038	0.0372	0.04713	0.02474	0.19048	0.06252	0.03505
V12	0.01275	0.02498	0.19008	0.42656	0.0521	0	0.09286	0.0067	0.01479	0.17917
V13	0.09891	0.00827	0.13143	0.02173	0.09977	0.10464	0.40243	0.00179	0.11043	0.0206
V14	0.07284	0.44986	0.13665	0.06846	0.06562	0.04364	0.12218	0.00572	0.02176	0.01328
V15	0.23299	0.01069	0.1651	0.47438	0.04056	0.01302	0.03899	0.0083	0.01596	0
V16	0.01532	0.05747	0.23015	0.4889	0.05283	0.03605	0.01562	0.0019	0.08779	0.01397
V17	0.01757	0.10835	0.01252	0.00743	0.01659	0.0587	0.04315	0.00267	0.017	0.71602
V18	0.06092	0.06406	0.08068	0.24165	0	0.00567	0.01681	0.00104	0.01074	0.51843
V19	0.00096	0	0.02761	0.05156	0	0.05841	0.02058	0.0038	0.00798	0.82909
V20	0.00224	0.22151	0.02838	0.02075	0.07097	0.00437	0.48108	0.02702	0.02057	0.12311
V21	0.10119	0.44527	0.02355	0.0098	0.03801	0.29184	0.02743	0.02012	0.02332	0.01948
V22	0.00387	0	0.0099	0.00149	0	0.01135	0.02978	0.1818	0.04542	0.71639
V23	0.25751	0.0264	0.46006	0.04622	0.02604	0.00465	0.01886	0.00077	0.01353	0.14596
V24	0.0224	0.61887	0.04823	0.01444	0.05348	0.00553	0.0809	0.05173	0.08935	0.01506
V25	0.02205	0.10224	0.03336	0.02404	0.0629	0.09752	0.03628	0	0.12112	0.5005
V26	0.01919	0	0.06663	0.01879	0.05111	0.02889	0.07353	0.69472	0.04123	0.00591
V27	0	0.06348	0.01611	0.00364	0.28849	0.00032	0.03904	0	0.00781	0.58112
V28	0.23626	0	0.02748	0.00016	0	0.01375	0.03731	0.01591	0.0034	0.66574
V29	0.00578	0.67147	0.00903	0.01569	0.03546	0.08747	0.01934	0.01084	0.01825	0.12668
V30	0.00791	0.00565	0.11901	0.02954	0.07778	0.25386	0.27395	0	0.21217	0.02013
V31	0.01151	0.36942	0.191	0.02676	0.08229	0.00989	0.02753	0.22966	0.02844	0.02349
V32	0.48233	0.04444	0.05396	0.00581	0.23267	0.03262	0.05007	0	0.06894	0.02916
V33	0.03794	0.0185	0.24168	0.44247	0.05687	0	0.18198	0.00074	0.01722	0.00261
V34	0.00111	0.0451	0.01714	0.00286	0.15579	0.00077	0.02793	0.00616	0.03734	0.7058
V35	0.00619	0.82905	0.01339	0.01299	0.0422	0.01387	0.02662	0.01051	0.02719	0.01798
V36	0.05587	0.01475	0.04442	0.01854	0.11407	0.00206	0.7056	0.01505	0.02221	0.00743
V37	0	0.54902	0.01808	0.01355	0.0729	0.00187	0.27128	0.01788	0.02789	0.02754
V38	0.12826	0	0.08939	0.16474	0.08671	0	0.504	0	0.023	0.00389
V39	0.08077	0.00402	0.0934	0.16128	0.11366	0	0.49653	0.00894	0.02292	0.01848
V40	0.11571	0.03731	0.60348	0.06336	0.11513	0	0.01926	0	0.01737	0.02838
V41	0.5933	0.05434	0.07623	0.00758	0.03532	0.00149	0.02772	0.00335	0.17701	0.02367
V42	0	0.6271	0.01217	0.01044	0.23963	0.00528	0.01683	0	0.01843	0.0701
V43	0.13799	0.0421	0.13039	0.08643	0.21337	0.02971	0.21932	0.01408	0.11747	0.00913
V44	0.03193	0.00559	0.51972	0.05666	0.04184	0.00824	0.03319	0.26266	0.03197	0.0082
