mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.06832	0.38988	0.37602	0	0.16578
V2	0	0.67731	0.25074	0.00732	0.06463
V3	0	0.1922	0.51331	0.29242	0.00208
V4	0	0.26284	0.16396	0.39341	0.1798
V5	0	0.22633	0	0.61931	0.15436
V6	0.06896	0.33355	0.38023	0.01582	0.20144
V7	0	0.24281	0.41685	0.21658	0.12377
V8	0	0.10134	0.89866	0	0
V9	0	0.16984	0.32813	0.50203	0
V10	0.3319	0.10814	0.55995	0	0
V11	0	0.28768	0	0.50784	0.20448
V12	0	0.24957	0.23016	0.39374	0.12653
V13	0	0.2976	0.02693	0.52474	0.15073
V14	0	0.23692	0.11808	0.58085	0.06415
V15	0	0.14929	0.00806	0.84265	0
V16	0.37067	0.30384	0.07811	0.07988	0.16749
V17	0	0.43593	0	0.37346	0.19061
V18	0	0.44311	0.41846	0.07863	0.05979
V19	0	0.20153	0	0.68274	0.11573
V20	0	0.1575	0.78499	0.05752	0
V21	0	0.37842	0.16509	0.33142	0.12507
V22	0.73511	0.14372	0.12117	0	0
V23	0	0.26228	0	0.56071	0.177
V24	0.20001	0.45447	0.02503	0.00697	0.31352
V25	0	0.21473	0	0.70857	0.0767
V26	0.25874	0.42433	0.13313	0	0.1838
V27	0	0.55155	0.32762	0	0.12083
V28	0	0.19806	0.27483	0.52711	0
V29	0	0.13763	0.38436	0.47801	0
V30	0.61749	0.23987	0.0826	0	0.06004
V31	0.15194	0.42965	0.06028	0.12146	0.23667
V32	0.88012	0.10546	0.01442	0	0
V33	0	0.35955	0	0.48931	0.15114
V34	0	0.74832	0.23508	0	0.01659
V35	0	0.54698	0.45302	0	0
V36	0	0.35351	0.1631	0.32869	0.1547
V37	0.6484	0.20975	0	0	0.14185
V38	0	0.2656	0.5418	0.07942	0.11318
V39	0.08163	0.33537	0.42269	0	0.16031
V40	0.01351	0.67622	0.20242	0	0.10785
V41	0	0.72035	0.21601	0	0.06364
V42	0.78887	0.15232	0.05727	0	0.00154
V43	0.32868	0.19604	0.47528	0	0
V44	0	0.33517	0.66483	0	0
V45	0	0.58623	0.27068	0.09828	0.04481
V46	0	0.67954	0.28348	0	0.03698
V47	0	0.05111	0.94889	0	0
V48	0	0.34372	0.31307	0.22703	0.11618
V49	0.26541	0.31058	0.36562	0	0.05839
V50	0	0.06658	0.93342	0	0
V51	0	0.43587	0.2617	0.1317	0.17073
V52	0	0.7473	0.23696	0	0.01574
V53	0	0.2511	0.06409	0.6848	0
V54	0	0.28922	0.01618	0.55353	0.14108
V55	0	0.16634	0.01191	0.82175	0
V56	0	0.17943	0.00728	0.81329	0
V57	0	0.30529	0.68063	0	0.01408
V58	0	0.26456	0.07938	0.47414	0.18192
V59	0.77226	0.09361	0.13412	0	0
V60	0.19584	0.41265	0.23478	0	0.15673
V61	0	0.33462	0	0.42371	0.24167
V62	0	0.2668	0.29256	0.29297	0.14767
V63	0.15948	0.49557	0.14142	0	0.20353
V64	0.8831	0.08637	0.03053	0	0
V65	0	0.25133	0.07775	0.64331	0.02762
V66	0	0.14782	0.17448	0.6777	0
V67	0	0.23292	0.31037	0.32596	0.13075
V68	0.28097	0.1911	0.52793	0	0
V69	0.44062	0.24306	0.31323	0	0.00309
V70	0	0.63082	0.22904	0.09139	0.04875
V71	0	0.69005	0.25657	0	0.05338
V72	0	0.50919	0.0435	0.26984	0.17747
V73	0	0.19808	0.11724	0.64601	0.03868
V74	0	0.1841	0.02173	0.79417	0
V75	0.31722	0.23755	0.44523	0	0
V76	0	0.13809	0.01661	0.84531	0
V77	0	0.08007	0.91993	0	0
V78	0	0.06225	0.93775	0	0
V79	0	0.49818	0.10918	0.2418	0.15084
V80	0	0.70883	0.18556	0	0.10562
V81	0	0.05109	0.94891	0	0
V82	0	0.3828	0.12413	0.39061	0.10246
V83	0	0.27663	0.03386	0.61669	0.07282
V84	0	0.38694	0	0.41038	0.20268
V85	0	0.05017	0.94983	0	0
V86	0	0.30207	0.41156	0.28637	0
V87	0.20364	0.28998	0.10423	0.24055	0.16159
V88	0.0221	0.48189	0.0994	0.14575	0.25086
V89	0	0.15021	0.84979	0	0
V90	0	0.37292	0.00037	0.45411	0.1726
V91	0	0.13168	0.10044	0.76789	0
V92	0	0.40149	0	0.27846	0.32005
V93	0	0.21637	0.20543	0.55991	0.01829
V94	0	0.34795	0	0.51209	0.13995
V95	0	0.4201	0	0.39079	0.18911
V96	0.6885	0.18065	0.0462	0	0.08465
V97	0	0.34686	0	0.39245	0.26068
V98	0	0.44158	0.27287	0.17469	0.11086
V99	0.2733	0.39566	0.05831	0.06875	0.20398
V100	0.3193	0.39622	0.11011	0	0.17437
V101	0	0.74396	0.2419	0	0.01414
V102	0.04529	0.49242	0.24506	0	0.21723
V103	0	0.26298	0	0.52184	0.21518
V104	0	0.4979	0.13928	0.19786	0.16496
V105	0	0.22203	0	0.63677	0.1412
