Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0	0	0.09095	0	0.36603	0	0	0	0	0.54302
V2	0.66827	3e-04	0	0	0	0.32584	0.00559	0	0	0
V3	0.09051	0.06111	0.14743	0	0.45263	0.02734	0.04196	0.17902	0	0
V4	0	0.10282	0.04018	0	0.05684	0.03948	0	0.01476	0.66802	0.0779
V5	0	0.14244	0.12258	0.04376	0.14388	0.05175	0	0	0	0.49559
V6	0.00296	0.04409	0.27286	0	0.62297	0.01021	0	0.04692	0	0
V7	0.02606	0.47778	0.04943	0	0.33259	0.02419	0.02418	0.06576	0	0
V8	0.02948	0.52635	0.08017	0	0.02989	0	0	0.3341	0	0
V9	0	0.0227	0.10343	0.10199	0	0.0202	0.11192	0.63975	0	0
V10	0.00241	0.03784	0.05264	0	0.70752	0.05449	0	0.1451	0	0
V11	0.0302	0.53084	0.04803	0	0.06088	0.00309	0	0.32696	0	0
V12	0.00322	0.07718	0.16915	0.59407	0	0.02257	0.05903	0	0	0.07478
V13	0.05891	0.06932	0.10358	0	0	0.25654	0.30496	0.01629	0.1904	0
V14	0.08485	0.45044	0.21812	0	0.05223	0.09574	0.09318	0.00544	0	0
V15	0.25252	0.0069	0.01805	0.7183	0	0.00424	0	0	0	0
V16	0.004	0.10768	0.19791	0.65323	0	0.03558	0	0	0.0016	0
V17	0	0.15025	0.07059	0	0.19458	0.07889	0.0071	0.01005	0	0.48853
V18	0.05596	0.11527	0.09593	0.35747	0.02382	0	0	0	0	0.35155
V19	0	0.00116	0.10064	0.034	0.12038	0.05502	0	0.00828	0	0.68051
V20	0	0.27752	0.01319	0	0.02136	0.16521	0.40289	0.06687	0.02095	0.03201
V21	0.11688	0.40867	0.03178	0	0.04997	0.36969	0.00502	0.01798	0	0
V22	0	0	0.02578	0	0.09787	0	0	0.37405	0	0.50229
V23	0.27631	0.02406	0.66662	0	0	0	0	0	0	0.03301
V24	0.03905	0.5964	0.09472	0	0.11211	0.013	0.04987	0.09485	0	0
V25	0	0.12945	0.09141	0	0.18727	0.1248	0.0035	0.00214	0.18296	0.27847
V26	0	0	0	0	0	0	0	1	0	0
V27	0	0.02203	0.06379	0	0.5863	0	0	0	0	0.32788
V28	0.26857	0.00645	0.05217	0	0.08393	0	0	0.04113	0	0.54774
V29	0.0481	0.64251	0.0483	0	0.10162	0.10586	0	0	0	0.05361
V30	0	0.04163	0.08387	0	0	0.36985	0.19752	0	0.30712	0
V31	0.02515	0.32191	0.24427	0	0.05586	0	0	0.35281	0	0
V32	0.43406	0.04967	0.0572	0	0.34036	0.06059	0.02039	0.00294	0.0348	0
V33	0.02751	0.04433	0.18765	0.55598	0	0.05823	0.12629	0	0	0
V34	0	0.03708	0.05776	0	0.43676	0	0	0.00867	0	0.45973
V35	0.0589	0.79522	0.04471	0	0.09411	0.00706	0	0	0	0
V36	0.00184	0.10341	0	0	0	0.23663	0.56425	0.04882	0.04506	0
V37	0.01534	0.54622	0.02697	0	0.07412	0.08836	0.21858	0.0304	0	0
V38	0.07713	0.08478	0.06455	0.13124	0	0.17599	0.42612	0.01729	0.02291	0
V39	0.03886	0.09638	0.08868	0.11674	0	0.16699	0.41454	0.03821	0.03959	0
V40	0.10588	0.01845	0.80645	0	0.06922	0	0	0	0	0
V41	0.60944	0.08248	0.01225	0	0	0	0	0	0.29584	0
V42	0.04037	0.54287	0.04506	0	0.37169	0	0	0	0	0
V43	0.09574	0.08755	0.18289	0.00848	0.18325	0.10638	0.16166	0.04032	0.13372	0
