CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.16204	0	0.33216	0	0.5058	0
V2	0.5189	0.0216	0	0.05522	0.21901	0.18527
V3	0.33163	0	0	0	0.15906	0.50931
V4	0.31503	0.40182	0	0.13063	0.02178	0.13074
V5	0.18359	0	0	0.16504	0.65137	0
V6	0.29694	0	0	0	0.33878	0.36428
V7	0.22004	0.30855	0	0	0.45375	0.01766
V8	0.5569	0	0	0.05964	0.14416	0.2393
V9	0.41245	0.06967	0	0.14907	0.10536	0.26345
V10	0.44037	0	0	0.10335	0.3282	0.12808
V11	0.12759	0.80167	0	0.03567	0	0.03507
V12	0.31562	0	0	0	0	0.68438
V13	0.23705	0.48087	0	0.04997	0.20572	0.02638
V14	0.24328	0	0	0.34267	0.41405	0
V15	0.45767	0	0	0.01382	0.3447	0.18381
V16	0.2112	0	0	0.03535	0.67606	0.07739
V17	0.31721	0	0	0	0.07316	0.60963
V18	0.56884	0.07557	0	0.04938	0.08666	0.21954
V19	0.47508	0	0	0	0.35386	0.17105
V20	0.52244	0	0	0.04056	0.21297	0.22403
V21	0.32459	0	0	0	0	0.67541
V22	0.25983	0	0	0	0.69525	0.04492
V23	0.1208	0	0.04586	0	0.83334	0
V24	0.21503	0	0	0	0.75411	0.03086
V25	0.44756	0.21131	0	0.12499	0.07224	0.1439
V26	0.27315	0	0	0	0.68799	0.03886
V27	0.29	0	0	0	0.12218	0.58782
V28	0.32847	0.15878	0	0.11724	0.23141	0.1641
V29	0.20514	0.57526	0	0.10386	0	0.11574
V30	0.35464	0.09865	0	0	0.31442	0.23229
V31	0.49395	0	0	0	0.27705	0.229
V32	0.20697	0	0	0.1005	0.69253	0
V33	0.33135	0.3455	0	0.0528	0.16804	0.1023
V34	0.06413	0	0.15804	0	0.77783	0
V35	0.22442	0	0	0.12991	0.64567	0
V36	0.2404	0.42995	0	0.04033	0.23958	0.04974
V37	0.17395	0	0.32092	0	0.45656	0.04856
V38	0.2961	0	0	0	0.05966	0.64425
V39	0.49668	0	0	0.1319	0.19432	0.17709
V40	0.24472	0.46126	0	0.16423	0.04705	0.08275
V41	0.51106	0	0	0.00472	0.1175	0.36672
V42	0.28969	0	0.15129	0	0.44775	0.11127
V43	0.31269	0.33345	0	0.06302	0.17923	0.11161
V44	0.11967	0.81279	0	0.01704	0	0.05051
V45	0.40532	0.26516	0	0.06753	0.0288	0.23319
V46	0.21792	0	0	0	0.57411	0.20797
V47	0.25467	0.34906	0	0.11172	0.2205	0.06406
V48	0.20267	0.57498	0	0.07463	0.13054	0.01717
V49	0.14581	0.76186	0	0.05798	0	0.03436
