B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.57138	0.00741	0.19074	0.23047
V2	0.22499	0.09292	0.07548	0.60661
V3	0.10268	0.60926	0.04923	0.23883
V4	0.83707	0.11017	0.0152	0.03756
V5	0.14386	0.46256	0.28498	0.1086
V6	0.12523	0.79413	0.0794	0.00125
V7	0.19282	0.36337	0.11442	0.3294
V8	0.16442	0.03706	0.77715	0.02137
V9	0.2933	0.2427	0.05743	0.40657
V10	0.05787	0.04494	0.85676	0.04043
V11	0.22767	0.34379	0.42854	0
V12	0.06097	0.54976	0.38927	0
V13	0.30096	0.64784	0.0512	0
V14	0.11631	0.82409	0.0596	0
V15	0.15931	0.56796	0.16563	0.1071
V16	0.84973	0.04034	0.0528	0.05713
V17	0.135	0.79582	0.06792	0.00126
V18	0.57208	0.32515	0.07924	0.02353
V19	0.19996	0.74461	0.05543	0
V20	0.21245	0.45842	0.04807	0.28105
V21	0.1634	0.09309	0.72726	0.01625
V22	0.06794	0.10884	0.237	0.58622
V23	0.39057	0.06583	0.5436	0
V24	0.89735	0.03079	0.07186	0
V25	0.37404	0.23956	0.1543	0.2321
V26	0.42142	0.37425	0.04478	0.15956
V27	0.19099	0.06178	0.03928	0.70795
V28	0.01078	0.09589	0.89333	0
V29	0.44726	0.04966	0.48408	0.019
V30	0.14283	0.23437	0.29983	0.32297
V31	0.23985	0.20733	0.31238	0.24044
V32	0.17622	0.02666	0.06672	0.7304
V33	0.07986	0.48596	0.38054	0.05364
V34	0.16339	0.07367	0.74427	0.01867
V35	0.20186	0.66242	0.13572	0
V36	0.04496	0.06747	0.49881	0.38876
V37	0.56366	0.07092	0.11938	0.24605
V38	0.47057	0	0.194	0.33543
V39	0.20247	0.53511	0.17216	0.09027
V40	0.13359	0.73911	0.1273	0
V41	0.04275	0.66164	0.0951	0.20051
V42	0.28429	0.03358	0.23386	0.44827
V43	0.16208	0.34133	0.49658	0
V44	0.04414	0.1141	0.72132	0.12043
V45	0.13614	0.55737	0.25942	0.04707
V46	0.77427	0.07504	0.14927	0.00142
V47	0.45575	0.19516	0.3245	0.02458
V48	0.78228	0.15823	0.03174	0.02775
V49	0.72987	0.18386	0.00704	0.07923
V50	0.10798	0.75311	0.13891	0
