Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.31523	0.18178	0.26441	0.0797	0.15888
V2	0.0454	0.83652	0.0299	0.03652	0.05166
V3	0.0782	0.00523	0.54458	0.36122	0.01077
V4	0.00662	0	0.22609	0.00487	0.76242
V5	0.00367	0	0.04918	0.03708	0.91006
V6	0.33647	0.07465	0.30499	0.1546	0.12929
V7	0.01066	0.01586	0.4195	0.02915	0.52484
V8	0.01582	0	0.93953	0.04465	0
V9	0.06437	0	0.35752	0.57016	0.00796
V10	0.44517	0.04015	0.50802	0	0.00666
V11	0.0253	0.01011	0.09365	0.01379	0.85715
V12	0.07868	0.00711	0.24854	0.20929	0.45639
V13	0.12629	0.06452	0.03429	0.31324	0.46166
V14	0.18088	0.01307	0.09425	0.57831	0.13348
V15	0.01799	0.02808	0	0.90713	0.0468
V16	0.59646	0.16381	0	0.23973	0
V17	0.04964	0.23786	0	0.01001	0.70249
V18	0.08801	0.46686	0.28143	0.15573	0.00797
V19	0.01601	0	0	0.04381	0.94018
V20	0.00185	0	0.81684	0.17507	0.00624
V21	0.01427	0.25332	0.13071	0.09683	0.50486
V22	0.8056	0.13104	0.05266	0	0.0107
V23	0.06111	0.01688	0.01279	0.05919	0.85003
V24	0.39627	0.18394	0	0	0.41979
V25	0.01662	0.02709	0.00898	0.3072	0.64011
V26	0.44556	0.25166	0.04381	0.00476	0.25421
V27	0.11039	0.50107	0.17598	0	0.21255
V28	0.03279	0.08813	0.27124	0.55924	0.0486
V29	0	0	0.43271	0.54626	0.02103
V30	0.7182	0.16453	0.00349	0	0.11378
V31	0.39931	0.22568	0	0.1531	0.2219
V32	0.88247	0.0755	0	0	0.04203
V33	0.01299	0.18846	0.00168	0.05276	0.74412
V34	0.10473	0.89527	0	0	0
V35	0.08735	0.65263	0.24898	0.01104	0
V36	0.02105	0.158	0.16492	0.03423	0.6218
V37	0.7019	0.03482	0	0	0.26328
V38	0.1308	0.01193	0.53106	0.13716	0.18904
V39	0.29085	0.06555	0.33344	0	0.31015
V40	0.2101	0.68488	0	0.06678	0.03824
V41	0.04034	0.87197	0	0	0.08769
V42	0.84197	0.0955	3e-05	0	0.06251
V43	0.47494	0.14027	0.38479	0	0
V44	0.04019	0.27802	0.55573	0	0.12606
V45	0.0334	0.72038	0.089	0.1029	0.05432
V46	0.10237	0.82369	0.04137	0.01481	0.01777
V47	0.00257	0	0.99743	0	0
V48	0.17093	0.15676	0.25773	0.24466	0.16992
V49	0.46876	0.19896	0.24456	0.08704	0.00067
V50	0.0315	0	0.9685	0	0
V51	0.09158	0.27569	0.19015	0.02056	0.42202
V52	0.04349	0.95378	0	0.0018	0.00093
V53	0.02415	0.2376	0	0.71715	0.0211
V54	0.23476	0.02008	0.005	0.46511	0.27505
V55	0.08677	0.00504	0	0.87998	0.02822
V56	0.07657	0	0.00163	0.72351	0.19828
V57	0.15765	0.12083	0.58123	0.00083	0.13946
V58	0.05585	0	0.13762	0.11608	0.69045
V59	0.84224	0.07608	0.08168	0	0
V60	0.40552	0.26804	0.12041	0.07195	0.13408
V61	0.17307	0.02012	0.01897	0.12849	0.65936
V62	0.05426	0.01324	0.30609	0.07179	0.55462
V63	0.35788	0.30678	0.04351	0.00115	0.29068
V64	0.90835	0.09165	0	0	0
V65	0.0913	0.10816	0.04229	0.53865	0.2196
V66	0.02799	0	0.19095	0.74973	0.03133
V67	0.00604	0	0.33194	0.04261	0.61942
V68	0.44086	0.0398	0.43202	0.00388	0.08344
V69	0.58503	0.14639	0.20617	0	0.06241
V70	0.05515	0.79158	0.01916	0.11254	0.02158
V71	0.08544	0.85082	0.01431	0.03992	0.00952
V72	0.02949	0.39083	0.00391	0.00026	0.57551
V73	0.06098	0	0.12757	0.48697	0.32448
V74	0.00642	0.08051	0.0037	0.76469	0.14468
V75	0.46377	0.19722	0.33539	0	0.00362
V76	0.00222	0	0.02036	0.85451	0.12291
V77	0.02283	0	0.9601	0.01707	0
V78	0.0073	0	0.99143	0	0.00126
V79	0.07032	0.42402	0.02203	0.084	0.39964
V80	0.10689	0.76547	0	0.02776	0.09988
V81	0.01272	0	0.98728	0	0
V82	0.26243	0.24906	0.01812	0.45444	0.01595
V83	0.09908	0.10354	0.01663	0.44764	0.33311
V84	0.07355	0.15694	0	0.01189	0.75762
V85	0.00236	0	0.99764	0	0
V86	0.02466	0.28087	0.36486	0.3169	0.01271
V87	0.48856	0.10384	0.03317	0.35433	0.0201
V88	0.28772	0.22674	0.03574	0.1192	0.3306
V89	0.05624	0.06978	0.85871	0.01527	0
V90	0.01215	0.17007	0.04607	0.0503	0.72139
V91	0.00191	0	0.11561	0.85676	0.02571
V92	0.19858	0.05346	0.01372	0.00422	0.73003
V93	0.01001	0.08962	0.19873	0.42459	0.27704
V94	0.0304	0.17379	0.01119	0.15721	0.62741
V95	0.0496	0.22614	0.00773	0.05043	0.66611
V96	0.77134	0.05444	0.0068	0	0.16743
V97	0.13731	0.03545	0.0353	0.05298	0.73896
V98	0.04922	0.38554	0.18075	0.07202	0.31247
V99	0.49331	0.21318	0	0.14507	0.14843
V100	0.51217	0.20735	0.03415	0.0144	0.23193
V101	0.0523	0.94576	0	0.00125	0.00069
V102	0.28757	0.29145	0.13002	0.05647	0.23449
V103	0.09876	0	0	0.00979	0.89145
V104	0.04064	0.4069	0.06654	0.00579	0.48012
V105	0.00725	0.00064	0.03317	0.04355	0.91538
V106	0.04431	0.78567	0.13273	0	0.03728
V107	0.05924	0.199	0.71654	0.02293	0.00229
V108	0.02915	0.13813	0.83272	0	0
V109	0.0518	0.22984	0.05027	0.19553	0.47257
V110	0.17309	0.55222	0.18741	0.07159	0.01568
V111	0.27339	0.22234	0.50427	0	0
V112	0.1912	0.00138	0.13122	0.3792	0.29699
V113	0.21513	0.01547	0.103	0.07987	0.58652
V114	0.5644	0.14983	0.03396	0.10742	0.1444
V115	0.82338	0.05614	0	0	0.12048
V116	0.00358	0	0	0.02352	0.97291
V117	0.05776	0	0.86819	0.05044	0.0236
V118	0.04503	0.00097	0	0.8924	0.06161
V119	0.33353	0.06138	0.44691	0.15819	0
V120	0.01192	0	0.87599	0.0748	0.03729
V121	0.16891	0.75814	0	0	0.07295
V122	0.0298	0.41895	0.07775	0.16189	0.3116
V123	0.47458	0.10983	0.06609	0.12115	0.22836
V124	0.20044	0.13944	0.05372	0.14381	0.46259
V125	0.05036	0.43742	0.50972	0	0.0025
V126	0.14452	0.20318	0.22122	0.06193	0.36916
V127	0.27824	0	0.70366	0.01811	0
V128	0.18268	0.80239	0	0	0.01493
V129	0.25918	0.05919	0.28601	0.10626	0.28936
V130	0.02874	0.55012	0.02533	0.15932	0.23649
V131	0.01433	0	0.32214	0.65167	0.01187
V132	0.34219	0.06545	0	0.24586	0.3465
V133	0.01386	0.02536	0.56727	0.0499	0.34361
V134	0.08153	0	0.81506	0.00399	0.09943
V135	0.03348	0.06781	0.75564	0.00657	0.1365
V136	0.92821	0.07179	0	0	0
V137	0.86869	0.10426	0	0	0.02705
V138	0.22837	0.17879	0.06754	0.07442	0.45087
V139	0.14382	0	0.2203	0.61453	0.02135
V140	0.01674	0	0.14557	0.00961	0.82808
