CD19B	CD56NK	CD4MemoryT	CD14
V1	0.38509	0.10027	0.21439	0.30024
V2	0.13333	0.15071	0.1427	0.57325
V3	0.07435	0.48981	0.10552	0.33033
V4	0.60666	0.16709	0.11048	0.11577
V5	0.11725	0.40586	0.25019	0.22671
V6	0.08673	0.67444	0.11223	0.1266
V7	0.13162	0.32067	0.15727	0.39045
V8	0.14879	0.12392	0.59259	0.1347
V9	0.18501	0.24173	0.13338	0.43987
V10	0.07805	0.13011	0.64258	0.14926
V11	0.1851	0.34123	0.364	0.10967
V12	0.06753	0.48967	0.3231	0.1197
V13	0.21062	0.56231	0.10376	0.12331
V14	0.08129	0.70363	0.1022	0.11288
V15	0.11929	0.48144	0.17304	0.22623
V16	0.63168	0.11675	0.12731	0.12426
V17	0.09536	0.6726	0.10577	0.12627
V18	0.40471	0.32751	0.13491	0.13287
V19	0.14185	0.63799	0.10347	0.1167
V20	0.14094	0.3847	0.11769	0.35667
V21	0.1481	0.14825	0.56976	0.13389
V22	0.06348	0.15839	0.22489	0.55324
V23	0.29798	0.13357	0.45787	0.11057
V24	0.66226	0.10531	0.13303	0.0994
V25	0.24924	0.24987	0.1857	0.31518
V26	0.27681	0.34819	0.1177	0.25731
V27	0.10561	0.12773	0.12578	0.64088
V28	0.07008	0.13872	0.6836	0.1076
V29	0.33104	0.12299	0.4154	0.13056
V30	0.11155	0.23764	0.26398	0.38683
V31	0.17196	0.22627	0.27721	0.32456
V32	0.09384	0.11199	0.13326	0.66091
V33	0.07912	0.42452	0.3099	0.18646
V34	0.14787	0.13635	0.58111	0.13467
V35	0.14523	0.57046	0.15213	0.13218
V36	0.06197	0.12926	0.37816	0.43061
V37	0.37526	0.14099	0.16838	0.31536
V38	0.30199	0.09633	0.21595	0.38573
V39	0.14639	0.46149	0.1799	0.21222
V40	0.10391	0.64448	0.14579	0.10582
V41	0.04602	0.5225	0.12929	0.30219
V42	0.18499	0.11676	0.23243	0.46582
V43	0.14002	0.32705	0.3989	0.13403
V44	0.07299	0.15942	0.53318	0.23441
V45	0.10901	0.48244	0.23181	0.17675
V46	0.56429	0.1414	0.19038	0.10393
V47	0.32922	0.22622	0.29927	0.14529
V48	0.56547	0.20461	0.11463	0.11529
V49	0.50856	0.21701	0.10705	0.16738
V50	0.08342	0.65229	0.15101	0.11327
V51	0.24348	0.36737	0.25783	0.13132
V52	0.0829	0.18328	0.59759	0.13623
V53	0.51936	0.17735	0.2048	0.09849
V54	0.31447	0.23085	0.33237	0.12231
V55	0.17631	0.18396	0.24818	0.39155
V56	0.07817	0.10826	0.16098	0.65259
V57	0.1008	0.66727	0.1122	0.11973
V58	0.43809	0.09188	0.1393	0.33073
V59	0.31129	0.37042	0.17418	0.14411
V60	0.13466	0.20165	0.2923	0.37139
V61	0.55496	0.16113	0.11757	0.16633
V62	0.61638	0.11435	0.15878	0.1105
V63	0.05368	0.64705	0.17153	0.12774
V64	0.04316	0.65077	0.09459	0.21147
V65	0.06181	0.10467	0.16681	0.66671
V66	0.17468	0.55039	0.11359	0.16134
V67	0.15354	0.32214	0.40784	0.11648
V68	0.13805	0.18289	0.12817	0.55089
V69	0.07559	0.31068	0.46536	0.14837
V70	0.3833	0.1976	0.21942	0.19968
V71	0.1551	0.15033	0.32357	0.371
V72	0.40039	0.19925	0.1663	0.23406
V73	0.14071	0.49839	0.18502	0.17587
V74	0.09943	0.2541	0.54151	0.10496
V75	0.49842	0.09564	0.23187	0.17408
V76	0.04996	0.207	0.21265	0.5304
V77	0.06904	0.2708	0.11508	0.54508
V78	0.23063	0.17318	0.22097	0.37523
V79	0.06745	0.17447	0.57912	0.17897
V80	0.27751	0.11843	0.4306	0.17347
V81	0.10131	0.21627	0.57179	0.11063
V82	0.06841	0.15504	0.66289	0.11366
V83	0.12668	0.20665	0.15633	0.51034
V84	0.28256	0.125	0.21121	0.38123
V85	0.12168	0.30956	0.33441	0.23435
V86	0.09793	0.14577	0.61376	0.14255
V87	0.06248	0.63965	0.13425	0.16362
V88	0.15247	0.14118	0.26312	0.44322
V89	0.06596	0.11181	0.22472	0.59751
V90	0.05699	0.6868	0.13416	0.12206
V91	0.06772	0.58686	0.20986	0.13555
V92	0.33763	0.11797	0.33762	0.20679
V93	0.61345	0.09644	0.11138	0.17873
V94	0.05402	0.37324	0.1183	0.45444
V95	0.20397	0.37846	0.19912	0.21845
V96	0.09158	0.15575	0.13045	0.62222
V97	0.49026	0.16856	0.2374	0.10377
V98	0.48922	0.29372	0.10897	0.10809
V99	0.56542	0.12342	0.2058	0.10536
V100	0.11589	0.13472	0.62243	0.12696
V101	0.06278	0.11379	0.12203	0.70139
V102	0.6498	0.12145	0.11814	0.11061
V103	0.06021	0.12623	0.1648	0.64876
V104	0.05535	0.72852	0.10105	0.11508
V105	0.07371	0.706	0.10691	0.11338
V106	0.12629	0.43812	0.29432	0.14128
V107	0.17474	0.24016	0.43748	0.14762
V108	0.13931	0.59643	0.15925	0.10501
V109	0.06852	0.21206	0.44364	0.27578
V110	0.07516	0.6749	0.12311	0.12683
V111	0.64451	0.091	0.15922	0.10527
V112	0.13785	0.14722	0.35071	0.36422
V113	0.16053	0.16838	0.2151	0.45599
V114	0.1942	0.12563	0.16214	0.51803
V115	0.05001	0.60239	0.23337	0.11423
V116	0.14102	0.30757	0.31779	0.23362
V117	0.47481	0.26229	0.13028	0.13261
V118	0.14292	0.46687	0.1225	0.26771
V119	0.11615	0.14548	0.14489	0.59348
V120	0.11603	0.15882	0.60594	0.11921
V121	0.41304	0.181	0.16553	0.24043
V122	0.67282	0.09426	0.1221	0.11082
V123	0.04648	0.41726	0.13391	0.40236
V124	0.46251	0.28724	0.10481	0.14545
V125	0.28689	0.37597	0.21553	0.12161
V126	0.07289	0.18539	0.14464	0.59708
V127	0.15196	0.13221	0.25919	0.45664
V128	0.07027	0.10897	0.17717	0.64359
V129	0.41154	0.25145	0.20892	0.12809
V130	0.05304	0.53854	0.29664	0.11178
V131	0.05288	0.67949	0.09475	0.17287
V132	0.65541	0.09515	0.13217	0.11727
V133	0.63881	0.10137	0.14939	0.11042
V134	0.11367	0.34477	0.18377	0.35778
V135	0.10171	0.114	0.21499	0.5693
V136	0.18916	0.34918	0.11424	0.34742
V137	0.46242	0.12277	0.26075	0.15406
V138	0.17496	0.35932	0.21204	0.25368
V139	0.25962	0.23185	0.22734	0.28119
V140	0.0691	0.1525	0.14553	0.63288
V141	0.09882	0.21087	0.41362	0.27669
V142	0.56562	0.09796	0.23668	0.09974
V143	0.30039	0.26904	0.15147	0.2791
V144	0.14897	0.19879	0.20892	0.44332
V145	0.04603	0.60737	0.23261	0.11399
V146	0.08201	0.10832	0.13477	0.6749
V147	0.63851	0.10441	0.12658	0.1305
V148	0.14037	0.1587	0.44029	0.26064
V149	0.21482	0.44199	0.23366	0.10953
V150	0.11426	0.26773	0.44941	0.1686
V151	0.16898	0.50477	0.12132	0.20493
V152	0.19024	0.39084	0.23476	0.18416
V153	0.10733	0.58163	0.11199	0.19905
V154	0.20193	0.40108	0.26647	0.13052
V155	0.34307	0.19721	0.27997	0.17974
V156	0.08484	0.20436	0.50601	0.20479
V157	0.23708	0.20614	0.29023	0.26655
V158	0.06313	0.104	0.13037	0.7025
V159	0.61869	0.13285	0.11115	0.13731
V160	0.47601	0.09507	0.15231	0.27661
V161	0.17365	0.10229	0.1348	0.58926
V162	0.0856	0.2854	0.15895	0.47005
V163	0.10774	0.4121	0.20468	0.27548
V164	0.24832	0.2977	0.17445	0.27953
V165	0.05397	0.25759	0.11039	0.57804
V166	0.05783	0.15867	0.15424	0.62926
V167	0.25071	0.09359	0.11842	0.53728
V168	0.22209	0.47181	0.15472	0.15138
V169	0.1581	0.13285	0.13842	0.57063
V170	0.12518	0.12375	0.40765	0.34343
V171	0.14133	0.26752	0.4494	0.14175
V172	0.51426	0.10023	0.27907	0.10645
V173	0.06802	0.18607	0.14035	0.60556
V174	0.06104	0.20064	0.15759	0.58074
V175	0.10572	0.12179	0.56748	0.20501
V176	0.04877	0.63843	0.19842	0.11439
V177	0.04282	0.7379	0.09703	0.12226
V178	0.0435	0.59004	0.09926	0.2672
V179	0.15616	0.11172	0.32797	0.40415
V180	0.05768	0.68933	0.1456	0.10739
V181	0.15916	0.19592	0.41861	0.22631
V182	0.24279	0.2264	0.37936	0.15145
V183	0.15345	0.63165	0.10388	0.11102
V184	0.69301	0.08857	0.11914	0.09928
V185	0.40907	0.37028	0.11502	0.10563
V186	0.12438	0.41327	0.25607	0.20627
V187	0.66766	0.09491	0.13244	0.10498
V188	0.08327	0.2382	0.11119	0.56733
V189	0.55922	0.10395	0.12174	0.21509
V190	0.47789	0.10857	0.30675	0.10679
V191	0.1744	0.24575	0.43974	0.1401
V192	0.22727	0.40018	0.13435	0.2382
V193	0.4264	0.12271	0.25317	0.19772
V194	0.06025	0.71045	0.10148	0.12782
V195	0.07399	0.139	0.67363	0.11338
V196	0.06108	0.14001	0.12391	0.675
