cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.57234	0.00892	0.17736	0.24138
V2	0.15572	0.08354	0.05942	0.70131
V3	0.04997	0.66295	0.0137	0.27338
V4	0.86386	0.11873	0	0.01741
V5	0.10302	0.49037	0.26596	0.14065
V6	0.06818	0.89543	0.01915	0.01724
V7	0.14431	0.37507	0.08931	0.39132
V8	0.1248	0.03323	0.81547	0.0265
V9	0.24567	0.23968	0.04108	0.47357
V10	0.0188	0.03916	0.89977	0.04226
V11	0.20394	0.35679	0.43404	0.00523
V12	0.02245	0.60029	0.36597	0.01129
V13	0.25466	0.72325	0.00497	0.01712
V14	0.06251	0.92576	0.0064	0.00534
V15	0.11233	0.62951	0.12117	0.13699
V16	0.91368	0.04499	0.01772	0.02361
V17	0.07778	0.89287	0.01209	0.01726
V18	0.57599	0.35225	0.04095	0.03081
V19	0.14849	0.83525	0.00536	0.0109
V20	0.16408	0.4881	0.02136	0.32646
V21	0.12527	0.05768	0.79058	0.02646
V22	0.01663	0.08515	0.23809	0.66013
V23	0.38	0.04532	0.56899	0.0057
V24	0.9261	0.04223	0.03114	0.00053
V25	0.35783	0.23043	0.13738	0.27436
V26	0.40038	0.4007	0.01867	0.18024
V27	0.10536	0.05557	0.02818	0.8109
V28	0.00377	0.08586	0.90825	0.00212
V29	0.43988	0.0301	0.50529	0.02472
V30	0.0965	0.20519	0.31012	0.38818
V31	0.20461	0.17851	0.32726	0.28962
V32	0.08556	0.02763	0.04204	0.84476
V33	0.03928	0.50865	0.36904	0.08302
V34	0.12481	0.0436	0.80512	0.02647
V35	0.15094	0.74818	0.07685	0.02403
V36	0.00721	0.03388	0.53072	0.42818
V37	0.57331	0.05996	0.10021	0.26652
V38	0.44519	0.00495	0.18679	0.36307
V39	0.15794	0.5923	0.13118	0.11858
V40	0.09125	0.837	0.07146	3e-04
V41	0.00585	0.71575	0.04567	0.23273
V42	0.23146	0.02283	0.23592	0.50979
V43	0.12473	0.33485	0.5149	0.02553
V44	0.01404	0.06509	0.77759	0.14328
V45	0.08969	0.61363	0.22305	0.07363
V46	0.80258	0.07417	0.11822	0.00503
V47	0.45847	0.17709	0.32449	0.03994
V48	0.8042	0.17433	0.00437	0.0171
V49	0.74556	0.18728	0	0.06716
V50	0.06003	0.85776	0.07732	0.00489
V51	0.30854	0.40624	0.26059	0.02463
V52	0.02466	0.10684	0.84156	0.02694
V53	0.72642	0.1256	0.14755	0.00043
V54	0.42812	0.182	0.37235	0.01754
V55	0.22002	0.11388	0.2703	0.3958
V56	0.0482	0.01511	0.10873	0.82796
V57	0.08806	0.88152	0.01957	0.01085
V58	0.67026	0.00795	0.04381	0.27799
V59	0.4374	0.41797	0.10559	0.03904
V60	0.13172	0.1363	0.36719	0.36479
V61	0.82401	0.09878	0.0102	0.067
V62	0.88478	0.03893	0.06545	0.01084
V63	0.01386	0.85624	0.11264	0.01726
V64	0.0072	0.88556	0.00086	0.10639
V65	0.01744	0.00793	0.13009	0.84453
V66	0.20522	0.72312	0.01798	0.05369
V67	0.14788	0.32524	0.51541	0.01147
V68	0.16594	0.14625	0.02858	0.65923
V69	0.02223	0.30203	0.63471	0.04103
V70	0.56688	0.13807	0.1877	0.10735
V71	0.16537	0.05759	0.4206	0.35645
V72	0.6031	0.14682	0.0982	0.15188
V73	0.14417	0.64476	0.13829	0.07278
V74	0.05642	0.22499	0.71735	0.00124
V75	0.72225	0.00852	0.19401	0.07522
V76	0.00072	0.1727	0.21079	0.61579
V77	0.0378	0.31821	0.01282	0.63117
V78	0.32188	0.1015	0.20749	0.36913
V79	0.00722	0.09087	0.82814	0.07377
V80	0.35002	0.02203	0.55646	0.07148
V81	0.0546	0.15997	0.77911	0.00632
V82	0.00234	0.08676	0.90279	0.00811
V83	0.1391	0.17643	0.08545	0.59902
V84	0.41768	0.03625	0.17946	0.36661
V85	0.10417	0.30852	0.43523	0.15208
V86	0.0441	0.05536	0.8662	0.03434
V87	0.02945	0.86663	0.05061	0.05331
V88	0.1702	0.0481	0.30744	0.47427
V89	0.02005	0.01477	0.24474	0.72044
V90	0.02286	0.9148	0.0514	0.01093
V91	0.03006	0.76424	0.18148	0.02422
V92	0.46446	0.02136	0.39998	0.1142
V93	0.90025	0.02034	0	0.07941
V94	0.01488	0.48656	0.02534	0.47322
V95	0.258	0.44772	0.16392	0.13036
V96	0.07637	0.10455	0.03535	0.78373
V97	0.68976	0.10163	0.20362	0.00498
V98	0.68004	0.30899	0	0.01097
V99	0.80055	0.04964	0.14472	0.00509
V100	0.07491	0.04336	0.86167	0.02006
V101	0.0311	0.06239	0.01299	0.89351
V102	0.92507	0.05873	0.00492	0.01128
V103	0.01175	0.05018	0.11911	0.81896
V104	0.02616	0.96134	0.00699	0.00551
V105	0.05212	0.929	0.0136	0.00528
V106	0.11233	0.52734	0.32783	0.03249
V107	0.18223	0.18725	0.58945	0.04107
V108	0.14192	0.76957	0.08819	0.00032
V109	0.01343	0.14292	0.63849	0.20515
V110	0.04919	0.89893	0.03466	0.01721
V111	0.91379	0.01346	0.06729	0.00546
V112	0.12859	0.05023	0.47918	0.342
V113	0.19752	0.09499	0.2038	0.50369
V114	0.26218	0.04054	0.09477	0.60251
V115	0.00698	0.77184	0.21597	0.00521
V116	0.13928	0.30784	0.40032	0.15255
V117	0.68433	0.25251	0.03247	0.03068
V118	0.15858	0.61462	0.03579	0.19102
V119	0.12184	0.07623	0.06177	0.74016
V120	0.07519	0.07354	0.83826	0.01301
V121	0.62576	0.11679	0.09769	0.15976
V122	0.95675	0.01938	0.01243	0.01144
V123	0.00629	0.55324	0.04972	0.39076
V124	0.66038	0.29478	0	0.04484
V125	0.38669	0.42277	0.17334	0.0172
V126	0.03989	0.15647	0.06275	0.7409
