B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.62085	0	0.13344	0.24572
V2	0.16137	0.08065	0	0.75798
V3	0.01854	0.70366	0	0.2778
V4	0.93686	0.06314	0	0
V5	0.08092	0.52316	0.27991	0.11601
V6	0.03264	0.95286	0.01451	0
V7	0.13692	0.41038	0.05561	0.39709
V8	0.09266	0	0.90431	0.00303
V9	0.25458	0.25665	0	0.48878
V10	0	0	0.98536	0.01464
V11	0.17288	0.36738	0.45973	0
V12	0	0.60362	0.39638	0
V13	0.25563	0.74437	0	0
V14	0.01443	0.98557	0	0
V15	0.09761	0.66388	0.12743	0.11108
V16	0.99332	0.00668	0	0
V17	0.04521	0.95416	0.00063	0
V18	0.62341	0.37429	0.0023	0
V19	0.12672	0.87328	0	0
V20	0.15866	0.51625	0	0.32509
V21	0.09331	0.04687	0.85844	0.00138
V22	0	0.08566	0.19859	0.71574
V23	0.3796	0.01724	0.60316	0
V24	1	0	0	0
V25	0.36923	0.26321	0.10448	0.26308
V26	0.42469	0.41835	0	0.15697
V27	0.0991	0.02081	0	0.88009
V28	0	0.0175	0.9825	0
V29	0.46099	0.00521	0.5338	0
V30	0.07648	0.23956	0.29108	0.39288
V31	0.19641	0.21007	0.31017	0.28336
V32	0.08011	0	0	0.91989
V33	0	0.54449	0.40349	0.05201
V34	0.09318	0.02258	0.88123	0.00302
V35	0.13725	0.77862	0.08413	0
V36	0	0.01342	0.52423	0.46235
V37	0.61762	0.05744	0.05405	0.27089
V38	0.48352	0	0.13026	0.38622
V39	0.15035	0.62386	0.13615	0.08964
V40	0.04506	0.8809	0.07404	0
V41	0	0.75088	0.03045	0.21867
V42	0.24507	0.00063	0.20135	0.55295
V43	0.09348	0.35938	0.54714	0
V44	0	0.06039	0.80786	0.13175
V45	0.06671	0.64433	0.24972	0.03924
V46	0.87031	0.05249	0.07721	0
V47	0.47228	0.19836	0.32608	0.00327
V48	0.86811	0.13189	0	0
V49	0.81227	0.1625	0	0.02523
V50	0.01212	0.89693	0.09095	0
V51	0.30463	0.42633	0.26904	0
V52	0	0.10249	0.89751	0
V53	0.78616	0.10318	0.11065	0
V54	0.43029	0.19339	0.37632	0
V55	0.21905	0.13238	0.24353	0.40504
V56	0.04367	0	0.04171	0.91463
V57	0.05466	0.93379	0.01155	0
V58	0.72209	0	0	0.27791
V59	0.46118	0.44586	0.09296	0
V60	0.11612	0.1623	0.35117	0.37042
V61	0.89521	0.07292	0	0.03187
V62	0.972	0.01344	0.01457	0
V63	0	0.87032	0.12968	0
V64	0	0.93495	0	0.06505
V65	0	0	0.05054	0.94946
V66	0.21596	0.77192	0.0012	0.01092
