Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0	0.12291	0.86221	0	0	0.01488
V2	0.73647	0.25976	0	0.00377	0	0
V3	0	0.10593	0.09787	0	0	0.7962
V4	0.29186	0.60755	0	0.06542	0.00168	0.03349
V5	0	0.10193	0	0.83044	0.06763	0
V6	0.05401	0.10422	0.13137	0	0.07298	0.63743
V7	0	0.52142	0	0.02803	0.45054	0
V8	0.81261	0.18739	0	0	0	0
V9	0.1542	0.27805	0	0.22771	0	0.34004
V10	0.51673	0.18641	0	0.29685	0	0
V11	0.03969	0.96031	0	0	0	0
V12	0	0.04405	0	0	0	0.95595
V13	0.01038	0.67296	0.31666	0	0	0
V14	0	0.09798	0	0.90202	0	0
V15	0.63104	0.21869	0	0.05768	0.09258	0
V16	0	0.09602	0	0.57455	0.22002	0.10941
V17	0	0.05934	0.0171	0	0	0.92356
V18	0.74546	0.25454	0	0	0	0
V19	0.73426	0.17911	0.08663	0	0	0
V20	0.7994	0.2006	0	0	0	0
V21	0	0.06385	0	0	0	0.93615
V22	0.13012	0.18663	0	0.08699	0.54529	0.05098
V23	0	0.13082	0.3448	0.02396	0.49886	0.00155
V24	0.04025	0.14612	0	0.16896	0.56586	0.07881
V25	0.5654	0.4061	0	0.0285	0	0
V26	0.29278	0.15722	0	0	0.55	0
V27	0	0.02896	0.05535	0	0	0.91569
V28	0	0.36683	0.11744	0.26492	0	0.25081
V29	0.04308	0.77347	0.05725	0.02983	0	0.09637
V30	0.21947	0.30713	0.05129	0	0.15336	0.26876
V31	0.80582	0.15668	0.03751	0	0	0
V32	0	0.09704	0.2782	0.62476	0	0
V33	0.29782	0.52574	0.17643	0	0	0
V34	0	0.0789	0.60798	0.02012	0.29301	0
V35	0	0.13605	0.10093	0.76303	0	0
V36	0.08473	0.66262	0.09312	0	0.15953	0
V37	0	0.0748	0.78843	0	0	0.13677
V38	0	0.02217	0.00018	0	0	0.97765
V39	0.66815	0.18679	0	0.14506	0	0
V40	0	0.66669	0	0.22272	0.03336	0.07724
V41	0.68022	0.14453	0	0	0	0.17525
V42	0.18968	0.13055	0.53467	0	0	0.1451
V43	0.26106	0.55356	0	0	0.17023	0.01515
V44	0.04107	0.95893	0	0	0	0
V45	0.47815	0.41205	0	0	0	0.1098
V46	0	0.07399	0	0.37904	0.23927	0.3077
V47	0	0.56757	0	0.21545	0.1712	0.04579
V48	0	0.78194	0.21806	0	0	0
V49	0.04714	0.94895	0	0	0.00391	0
V50	0	0.07812	0.21743	0.02697	0.61312	0.06436
V51	0	0.06577	0	0.03952	0.89471	0
V52	0	0.70741	0.29259	0	0	0
V53	0.11251	0.13311	0	0.05516	0.69773	0.00148
V54	0	0.22486	0.68046	0	0	0.09468
V55	0	0.11419	0	0.07317	0.81264	0
V56	0	0.11169	0.88831	0	0	0
V57	0.1047	0.4584	0	0	0.05265	0.38424
V58	0	0.08286	0.91388	0	0	0.00326
V59	0	0.07496	0	0.92504	0	0
V60	0.48813	0.17417	0	0.3377	0	0
V61	0.21272	0.23314	0	0.11334	0	0.4408
V62	0.6623	0.16837	0	0.04972	0.00465	0.11496
V63	0	0.62468	0	0.02352	0	0.35179
V64	0	0.17427	0	0.01446	0.81126	0
V65	0.5498	0.23141	0	0	0	0.21879
V66	0.6054	0.17509	0.04086	0	0.17865	0
V67	0	0.23057	0.29623	0.22859	0	0.24461
V68	0.82989	0.17011	0	0	0	0
V69	0.45998	0.13848	0	0	0	0.40154
V70	0	0.09401	0.11889	0.7871	0	0
V71	0	0.35804	0	0.14365	0.32241	0.1759
V72	0.72466	0.24439	0	0	0	0.03095
V73	0	0.0864	0	0.9136	0	0
V74	0	0.18647	0	0.81353	0	0
V75	0.0097	0.98607	0	0.00423	0	0
V76	0	0.08795	0.91205	0	0	0
V77	0	0.25702	0	0.67178	0	0.0712
V78	0.62181	0.24525	0	0.00379	0	0.12914
V79	0	0.60085	0	0	0	0.39915
V80	0	0.64758	0	0	0	0.35242
V81	0.76829	0.23171	0	0	0	0
V82	0.00536	0.91236	0	0.06208	0.0202	0
V83	0	0.28186	0	0.55968	0.02956	0.12889
V84	0.31158	0.16999	0	0.47183	0	0.0466
V85	0.83544	0.16456	0	0	0	0
V86	0.1229	0.1477	0.04429	0.30831	0	0.3768
V87	0	0.06381	0	0.93619	0	0
V88	0	0.10665	0	0.59582	0	0.29753
V89	0	0.21432	0.4062	0	0	0.37948
V90	0.08212	0.80046	0.11742	0	0	0
V91	0	0.10389	0	0.17899	0.71712	0
V92	0	0.14239	0	0.03177	0.82584	0
V93	0.02264	0.16642	0	0.08966	0.19178	0.52949
V94	0	0.06893	0.12244	0.80863	0	0
V95	0	0.08066	0.26691	0.18227	0.47016	0
V96	0	0.4818	0	0.05186	0.26965	0.1967
V97	0	0.07233	0	0.11415	0.81352	0
V98	0	0.13794	0	0.86206	0	0
V99	0	0.05731	0	0.94269	0	0
V100	0	0.09472	0.55381	0.35147	0	0
V101	0	0.46151	0.52334	0.01515	0	0
V102	0.82941	0.17059	0	0	0	0
V103	0.76769	0.19229	0	0.04003	0	0
V104	0	0.0802	0.08912	0.83067	0	0
V105	0	0.01981	0	0	0	0.98019
V106	0	0.04396	0.59004	0	0	0.366
V107	0.05409	0.74413	0.20179	0	0	0
V108	0	0.06825	0	0	0.11625	0.8155
V109	0	0.03827	0	0	0.06852	0.89321
V110	0	0.24483	0.74589	0	0	0.00928
V111	0	0.07614	0.92386	0	0	0
V112	0	0.37699	0	0.62301	0	0
V113	0	0.18612	0.81388	0	0	0
V114	0.04307	0.13946	0.75935	0.02726	0	0.03086
V115	0.42466	0.1864	0	0	0.01227	0.37667
V116	0.82853	0.17147	0	0	0	0
V117	0.61586	0.17728	0	0.03344	0.17342	0
V118	0.0314	0.82536	0.10194	0.0413	0	0
V119	0.04172	0.95229	0	0.00599	0	0
V120	0	0.32796	0.03002	0.60515	0	0.03687
V121	0.13539	0.1294	0	0.2012	0	0.53402
V122	0.17078	0.18586	0	0.64336	0	0
V123	0.22749	0.11409	0	0	0.04577	0.61266
V124	0	0.08307	0.24219	0.03482	0.63992	0
