CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.21658	0	0.5542	0.1361	0	0.09312
V2	0.35279	0.13718	0	0.18651	0.126	0.19752
V3	0.16516	0.07907	0.13406	0.0592	0	0.56251
V4	0.15296	0.41367	0	0.16387	0.09313	0.17637
V5	0.07265	0.05467	0	0.68993	0.15443	0.02833
V6	0.22482	0.03415	0.08671	0.14202	0.11019	0.40211
V7	0.06992	0.3821	0	0.16995	0.27138	0.10666
V8	0.41856	0.06952	0.04748	0.18211	0.04338	0.23894
V9	0.19479	0.16483	0	0.29322	0.06204	0.28511
V10	0.30185	0.04701	0.00468	0.39477	0.08132	0.17036
V11	0.03917	0.68834	0.00198	0.09411	0.04031	0.13608
V12	0.16922	0.0601	0.0713	0.05526	0.00376	0.64036
V13	0.07517	0.51526	0.16395	0.12665	0	0.11898
V14	0.09627	0.02825	0	0.8093	0.02629	0.03989
V15	0.31384	0.09459	0	0.21959	0.16442	0.20757
V16	0.11477	0.01867	0	0.49955	0.21999	0.14701
V17	0.16493	0.06384	0.11155	0.05291	0	0.60677
V18	0.41834	0.16716	0.06461	0.09473	0.03225	0.2229
V19	0.39143	0.07455	0.13866	0.12025	0.06076	0.21434
V20	0.38111	0.08363	0.08945	0.19153	0.02268	0.23159
V21	0.17003	0.07019	0.03446	0.05556	0.04213	0.62763
V22	0.18613	0.06696	0	0.2464	0.37536	0.12515
V23	0.19017	0	0.04122	0.24764	0.45123	0.06973
V24	0.16987	0.02302	0	0.29964	0.38652	0.12095
V25	0.26781	0.28353	0	0.20364	0.07744	0.16758
V26	0.24888	0.02911	0	0.19112	0.41457	0.11631
V27	0.15795	0.04488	0.12324	0.06355	0	0.61038
V28	0.12046	0.24763	0.06774	0.2912	0.02982	0.24315
V29	0.0535	0.54061	0.05674	0.14867	0.00731	0.19317
V30	0.19287	0.21709	0.01031	0.11382	0.17351	0.2924
V31	0.41913	0.04724	0.16841	0.11398	0	0.25124
V32	0.11029	0.01799	0.15204	0.6408	0	0.07888
V33	0.17473	0.39762	0.14429	0.11515	0	0.16821
V34	0.14677	0	0.24834	0.27781	0.25874	0.06834
V35	0.10132	0.05944	0	0.63137	0.13117	0.0767
V36	0.09018	0.47945	0	0.13585	0.16331	0.13122
V37	0.17479	0.00109	0.47824	0.12753	0	0.21836
V38	0.16559	0.04189	0.10812	0.04887	0	0.63554
V39	0.34639	0.05963	0.00441	0.33025	0.06619	0.19314
V40	0.06801	0.4636	0	0.22903	0.09148	0.14789
V41	0.40017	0.05626	0.07524	0.07664	0.02689	0.3648
V42	0.26328	0.0267	0.34924	0.12439	0	0.23638
V43	0.15168	0.38449	0	0.13917	0.15559	0.16907
V44	0.04344	0.69276	0.00462	0.08561	0.03109	0.14248
V45	0.24033	0.30802	0.05382	0.09687	0.0322	0.26876
V46	0.12178	0.02504	0	0.3627	0.20515	0.28533
V47	0.08469	0.37882	0	0.23763	0.15751	0.14135
V48	0.05462	0.57911	0.08929	0.12133	0.0471	0.10854
V49	0.03651	0.66597	0	0.09364	0.0655	0.13839
V50	0.14908	0	0	0.24071	0.48803	0.12218
V51	0.09143	0.00261	0	0.27369	0.58825	0.04402
V52	0.06256	0.5254	0.14178	0.15164	0	0.11862
V53	0.19515	0.00602	0	0.24881	0.46961	0.08042
V54	0.15439	0.12775	0.35106	0.1967	0	0.1701
V55	0.10801	0.04282	0	0.27349	0.52233	0.05335
V56	0.14585	0.02747	0.48283	0.29137	0	0.05247
V57	0.11654	0.30219	0	0.0725	0.10188	0.40688
V58	0.16476	0	0.56476	0.15622	0	0.11426
V59	0.08445	0.01952	0	0.83565	0.03281	0.02756
V60	0.30414	0.0298	0	0.44994	0.05954	0.15657
V61	0.22536	0.13804	0	0.21817	0.08326	0.33518
V62	0.33361	0.05603	0.03822	0.21116	0.10503	0.25594
V63	0.07061	0.40489	0.00256	0.11749	0.03674	0.36771
V64	0.08146	0.12066	0	0.23317	0.50609	0.05862
V65	0.31104	0.15456	0.04891	0.09799	0.05654	0.33097
V66	0.36355	0.04686	0.00729	0.16513	0.25512	0.16206
V67	0.12255	0.14987	0.15458	0.31272	0	0.26029
V68	0.47942	0.05864	0.07155	0.12177	0.0294	0.23922
V69	0.34368	0.06962	0.05256	0.073	0.04695	0.41419
V70	0.11951	0.00853	0.03834	0.7035	0.08641	0.04371
V71	0.09514	0.24528	0	0.21913	0.21469	0.22576
V72	0.33422	0.14472	0.06579	0.10995	0.06326	0.28205
V73	0.10836	0.00599	0	0.78733	0.05837	0.03995
V74	0.06382	0.14297	0	0.73105	0.02761	0.03455
V75	0.028	0.68923	0	0.10728	0.04374	0.13174
V76	0.15652	0	0.5148	0.26525	0	0.06342
V77	0.12057	0.14057	0	0.55984	0.04515	0.13387
V78	0.29308	0.13832	0.05231	0.19066	0.03982	0.28581
V79	0.08225	0.42366	0.02364	0.05577	0.01827	0.39642
V80	0.07445	0.44214	0.01105	0.06475	0.03185	0.37577
V81	0.40283	0.13789	0.10122	0.10445	0.02296	0.23066
V82	0.03943	0.62152	0	0.13001	0.07114	0.13791
V83	0.13197	0.15213	0	0.45426	0.10442	0.15721
V84	0.24936	0.03067	0.01018	0.4905	0.07981	0.13947
V85	0.47317	0.056	0.12492	0.10352	0.00518	0.23721
V86	0.20525	0.05217	0.06439	0.34623	0.03101	0.30095
