Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.34177	0.12205	0.25371	0.13482	0.14765
V2	0.0652	0.76685	0.05638	0.05208	0.05949
V3	0.07516	0.00665	0.43744	0.42352	0.05724
V4	0.01792	0.00134	0.23092	0.08235	0.66746
V5	0.02064	0	0.05131	0.13172	0.79633
V6	0.35288	0.01432	0.27497	0.22835	0.12948
V7	0.01325	0.02885	0.4175	0.09128	0.44912
V8	0.00776	0.03101	0.85787	0.06369	0.03967
V9	0.06805	0	0.25309	0.61701	0.06184
V10	0.47217	0.02578	0.46413	0	0.03792
V11	0.04216	0.00573	0.09762	0.0978	0.75668
V12	0.09044	0	0.21636	0.31828	0.37492
V13	0.14316	0.03065	0.03419	0.42891	0.36309
V14	0.16773	0	0.06605	0.63484	0.13139
V15	0.04287	0.00863	0	0.84924	0.09926
V16	0.57498	0.06752	0.00907	0.31094	0.03748
V17	0.07518	0.23641	0.01243	0.08266	0.59331
V18	0.09613	0.40999	0.25458	0.2	0.03929
V19	0.03584	0	0	0.14475	0.81941
V20	0.00356	0.00502	0.71763	0.22036	0.05342
V21	0.03263	0.24746	0.12839	0.17649	0.41503
V22	0.8202	0.07971	0.06388	0	0.0362
V23	0.08647	0.00183	0.01681	0.16324	0.73165
V24	0.46378	0.11657	0.01556	0.05164	0.35245
V25	0.03884	0.01249	0.01088	0.43326	0.50453
V26	0.483	0.2005	0.05905	0.04059	0.21686
V27	0.12981	0.49359	0.1824	0.01118	0.18302
V28	0.04557	0.06029	0.19719	0.61122	0.08573
V29	0.01551	0	0.32056	0.59163	0.0723
V30	0.74362	0.1048	0.02464	0.01453	0.11242
V31	0.4304	0.13812	0.00907	0.23005	0.19236
V32	0.93222	0	0.00272	0	0.06506
V33	0.03426	0.1871	0.01226	0.14017	0.62622
V34	0.12327	0.83365	0.0127	0.00453	0.02584
V35	0.09953	0.60653	0.25037	0.02034	0.02323
V36	0.03691	0.16298	0.16454	0.11164	0.52392
V37	0.75363	0	0	0.00993	0.23643
V38	0.1292	0.018	0.47784	0.20349	0.17146
V39	0.33955	0.02864	0.33134	0.01621	0.28427
V40	0.22754	0.60579	0.02055	0.09332	0.0528
V41	0.06088	0.82612	0.01955	0.00658	0.08686
V42	0.87309	0.03352	0.01748	0	0.07592
V43	0.49087	0.12378	0.34904	0.00899	0.02732
V44	0.03797	0.28685	0.54676	0.00132	0.12709
V45	0.05147	0.65633	0.09635	0.13142	0.06443
V46	0.12017	0.74804	0.07091	0.02458	0.0363
V47	0	0.03192	0.91973	0	0.04836
V48	0.17736	0.1167	0.21906	0.33111	0.15577
V49	0.47514	0.13959	0.22573	0.12751	0.03204
V50	0.01715	0.0499	0.89581	0	0.03714
V51	0.11266	0.2563	0.19416	0.07576	0.36112
V52	0.06316	0.88713	0.01448	0.00723	0.028
V53	0.04719	0.15746	0.00748	0.71423	0.07365
V54	0.22395	0	0.00551	0.54976	0.22079
V55	0.0886	0	0	0.82598	0.08541
V56	0.08388	0	0	0.74223	0.17389
V57	0.15955	0.12439	0.5584	0.02176	0.1359
V58	0.07422	0	0.12732	0.22648	0.57198
V59	0.87	0.01643	0.08817	0	0.0254
V60	0.43408	0.19774	0.12334	0.11937	0.12546
V61	0.20172	0	0.02166	0.24373	0.53289
V62	0.06664	0.01058	0.29742	0.1563	0.46907
V63	0.40297	0.2546	0.06045	0.03797	0.244
V64	0.9347	0.0169	0.01944	0	0.02897
V65	0.10214	0.06224	0.03649	0.61456	0.18457
V66	0.04189	0	0.12633	0.75034	0.08144
V67	0.01501	0.00417	0.33428	0.12057	0.52597
V68	0.47665	0.00144	0.3994	0.02611	0.0964
V69	0.60489	0.1124	0.19936	0.00789	0.07546
V70	0.07393	0.69334	0.04704	0.14242	0.04327
V71	0.10288	0.76345	0.04782	0.0543	0.03155
V72	0.05257	0.38919	0.02392	0.05695	0.47737
V73	0.07099	0	0.09519	0.57828	0.25554
V74	0.03325	0.04622	0.00625	0.76786	0.14642
V75	0.47761	0.18269	0.30694	0	0.03276
V76	0.02803	0	0.01303	0.82091	0.13803
V77	0.01682	0.02454	0.89025	0.02915	0.03925
V78	0	0.04026	0.91122	0	0.04852
V79	0.09304	0.38998	0.04036	0.15042	0.3262
V80	0.13008	0.71787	0.00885	0.04879	0.09442
V81	0.00574	0.03306	0.92135	0	0.03985
V82	0.2479	0.14711	0.02784	0.51903	0.05812
V83	0.11303	0.06143	0.01911	0.54615	0.26029
V84	0.10277	0.15408	0.00254	0.09071	0.6499
V85	0	0.03263	0.9253	0	0.04207
V86	0.03749	0.23938	0.29756	0.37275	0.05282
V87	0.46902	0	0.03967	0.43266	0.05866
V88	0.32047	0.15112	0.05068	0.2019	0.27582
V89	0.04289	0.11017	0.78673	0.0265	0.0337
V90	0.03176	0.16774	0.05408	0.13707	0.60935
V91	0.02576	0	0.07451	0.81596	0.08377
V92	0.24697	0.02136	0.02329	0.08749	0.6209
V93	0.0272	0.06874	0.15818	0.51868	0.2272
V94	0.05287	0.15519	0.01978	0.26409	0.50807
V95	0.0744	0.21697	0.02022	0.13503	0.55337
V96	0.80592	0	0.02275	0.0187	0.15263
V97	0.17146	0.01049	0.0407	0.15197	0.62537
