cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.6078	0.01133	0.20837	0.17251
V2	0.22575	0.1158	0.08152	0.57693
V3	0.07646	0.69758	0.0193	0.20666
V4	0.86139	0.12431	0.00017	0.01413
V5	0.13272	0.47255	0.29451	0.10022
V6	0.09021	0.8678	0.02732	0.01467
V7	0.19279	0.40876	0.11421	0.28424
V8	0.13675	0.00869	0.83497	0.01959
V9	0.31384	0.27953	0.05529	0.35134
V10	0.02146	0.0102	0.93743	0.03092
V11	0.22014	0.32332	0.45238	0.00417
V12	0.03256	0.55886	0.39928	0.00929
V13	0.28304	0.69437	0.00826	0.01432
V14	0.07928	0.90584	0.01021	0.00467
V15	0.1454	0.61003	0.14475	0.09982
V16	0.91076	0.0475	0.02345	0.01829
V17	0.10042	0.86677	0.01812	0.01469
V18	0.58254	0.3416	0.05171	0.02415
V19	0.17561	0.80608	0.00897	0.00933
V20	0.21542	0.51635	0.02902	0.23921
V21	0.13809	0.038	0.80435	0.01956
V22	0.02977	0.11279	0.31762	0.53981
V23	0.38771	0.02963	0.57844	0.00421
V24	0.92932	0.03637	0.03416	0.00015
V25	0.40096	0.24698	0.16246	0.1896
V26	0.43702	0.40854	0.02549	0.12895
V27	0.15739	0.08142	0.03524	0.72595
V28	0.00178	0.03117	0.96642	0.00064
V29	0.43844	0.01981	0.5231	0.01864
V30	0.13222	0.22878	0.36399	0.27501
V31	0.24677	0.19084	0.36442	0.19797
V32	0.12576	0.04588	0.0536	0.77476
V33	0.0566	0.48289	0.39931	0.06121
V34	0.13718	0.02213	0.82117	0.01953
V35	0.17941	0.7066	0.09434	0.01965
V36	0.01206	0.03156	0.6306	0.32577
V37	0.61313	0.07312	0.12368	0.19007
V38	0.50654	0.00606	0.22572	0.26168
V39	0.19099	0.56907	0.15386	0.08608
V40	0.11069	0.80357	0.08567	6e-05
V41	0.01236	0.74699	0.06184	0.17881
V42	0.29692	0.0312	0.29215	0.37974
V43	0.14277	0.30753	0.53016	0.01954
V44	0.02103	0.05408	0.82171	0.10319
V45	0.11503	0.57968	0.25031	0.05499
V46	0.7869	0.07377	0.1352	0.00413
V47	0.45367	0.17327	0.34271	0.03035
V48	0.79989	0.17882	0.00732	0.01398
V49	0.75128	0.19702	6e-05	0.05165
V50	0.07825	0.822	0.09536	0.00439
V51	0.32243	0.3783	0.28013	0.01914
V52	0.03163	0.08499	0.86342	0.01997
V53	0.71932	0.11856	0.16203	9e-05
V54	0.42623	0.17248	0.38759	0.0137
V55	0.2753	0.1315	0.31614	0.27706
V56	0.07109	0.03009	0.14604	0.75279
V57	0.11114	0.85212	0.02738	0.00936
V58	0.72841	0.01306	0.0564	0.20213
V59	0.44747	0.3993	0.12293	0.0303
V60	0.17111	0.15225	0.41925	0.25739
V61	0.82168	0.11117	0.0151	0.05204
V62	0.87581	0.0391	0.07653	0.00856
V63	0.0227	0.82482	0.13784	0.01464
V64	0.01269	0.89945	0.00193	0.08593
V65	0.02125	0.01945	0.16752	0.79177
V66	0.24015	0.6925	0.02544	0.04192
V67	0.16601	0.29465	0.5303	0.00905
V68	0.23668	0.19078	0.03893	0.53361
V69	0.03173	0.27959	0.65791	0.03078
V70	0.57209	0.14296	0.2078	0.07715
V71	0.20892	0.06442	0.47434	0.25231
V72	0.61453	0.15966	0.11739	0.10843
V73	0.17438	0.61049	0.16078	0.05435
V74	0.06423	0.19045	0.745	0.00032
V75	0.72036	0.00616	0.21723	0.05625
V76	0.00183	0.21546	0.28088	0.50183
V77	0.0619	0.39165	0.01554	0.53092
V78	0.37522	0.11903	0.24627	0.25948
V79	0.01011	0.07399	0.86169	0.05421
V80	0.36328	0.01153	0.57307	0.05212
V81	0.06401	0.13257	0.79882	0.0046
V82	0.0012	0.04882	0.94458	0.0054
V83	0.19862	0.22115	0.11582	0.46441
V84	0.47465	0.04643	0.21678	0.26214
V85	0.13133	0.30263	0.46094	0.1051
V86	0.05366	0.03144	0.88965	0.02525
V87	0.0456	0.84482	0.06672	0.04286
V88	0.22512	0.05938	0.36914	0.34636
V89	0.03209	0.023	0.3284	0.61651
V90	0.03397	0.8897	0.06684	0.00949
V91	0.04459	0.72486	0.21076	0.01978
V92	0.47378	0.01781	0.42542	0.08298
V93	0.91371	0.02389	0.00013	0.06226
V94	0.02763	0.56011	0.03488	0.37738
V95	0.28749	0.43347	0.18626	0.09279
V96	0.11856	0.14501	0.04691	0.68952
V97	0.6797	0.09711	0.2192	0.004
V98	0.68818	0.30252	3e-04	0.00901
V99	0.78544	0.04794	0.16248	0.00414
V100	0.08651	0.01653	0.88218	0.01479
V101	0.02817	0.07041	0.01234	0.88908
V102	0.92437	0.05925	0.00751	0.00888
V103	0.01926	0.07115	0.16323	0.74636
V104	0.03517	0.94922	0.0108	0.0048
V105	0.0677	0.90832	0.01933	0.00464
V106	0.13477	0.48797	0.35203	0.02523
V107	0.19792	0.17362	0.59803	0.03043
V108	0.16554	0.72977	0.10463	6e-05
V109	0.02156	0.14377	0.68876	0.14591
V110	0.0675	0.87131	0.04655	0.01463
V111	0.90833	0.01022	0.07721	0.00424
V112	0.16625	0.05407	0.53728	0.24239
V113	0.2608	0.11716	0.25276	0.36928
V114	0.34362	0.05763	0.12719	0.47156
V115	0.01177	0.73468	0.24907	0.00448
V116	0.16998	0.3016	0.4232	0.10522
V117	0.68234	0.25153	0.04201	0.02411
V118	0.20077	0.61338	0.0474	0.13845
V119	0.18064	0.10801	0.08537	0.62599
V120	0.08636	0.04937	0.85469	0.00958
V121	0.64006	0.12936	0.11717	0.11341
V122	0.9563	0.0184	0.01629	0.00901
V123	0.01318	0.61267	0.06777	0.30639
V124	0.66972	0.29533	0.00013	0.03482
V125	0.39898	0.39495	0.19228	0.0138
V126	0.06558	0.20873	0.08749	0.63821
V127	0.22785	0.0501	0.3596	0.36245
V128	0.05324	0.02885	0.19259	0.72532
V129	0.58747	0.21716	0.17673	0.01863
V130	0.01138	0.63049	0.35367	0.00446
V131	0.03477	0.91465	0.00183	0.04876
V132	0.937	0.01672	0.03276	0.01352
V133	0.90768	0.02407	0.05952	0.00873
V134	0.1461	0.43656	0.17344	0.24389
V135	0.12624	0.02972	0.28845	0.55558
V136	0.30412	0.45021	0.01829	0.22738
V137	0.65522	0.03442	0.27072	0.03964
V138	0.24958	0.4097	0.21568	0.12504
V139	0.40099	0.20732	0.24077	0.15091
V140	0.05198	0.13544	0.09427	0.71831
V141	0.08282	0.14288	0.62927	0.14504
V142	0.78287	0.01007	0.2069	0.00015
V143	0.48251	0.27715	0.08992	0.15042
V144	0.2307	0.17584	0.23869	0.35477
V145	0.00206	0.74471	0.2487	0.00453
V146	0.0928	0.03521	0.05703	0.81497
V147	0.92279	0.03063	0.0234	0.02319
V148	0.15263	0.06057	0.65913	0.12767
V149	0.27653	0.48529	0.23406	0.00413
V150	0.09956	0.217	0.63513	0.0483
V151	0.23873	0.63713	0.04528	0.07887
V152	0.2573	0.43441	0.24832	0.05998
V153	0.12957	0.772	0.02651	0.07192
V154	0.25598	0.43104	0.29364	0.01934
V155	0.48603	0.13467	0.3196	0.05971
V156	0.04396	0.11947	0.75831	0.07826
V157	0.34316	0.15086	0.3697	0.13628
V158	0.02791	0.02292	0.05271	0.89647
V159	0.89371	0.07666	5e-05	0.02959
V160	0.7569	0.01257	0.08454	0.14599
V161	0.32023	0.02299	0.05611	0.60067
V162	0.10159	0.3758	0.12591	0.39671
V163	0.12408	0.51683	0.21047	0.14861
V164	0.39242	0.32119	0.13569	0.1507
V165	0.0173	0.38287	0.00651	0.59332
V166	0.01814	0.15024	0.12546	0.70616
V167	0.49086	0.0115	0.01416	0.48348
V168	0.30624	0.56317	0.09417	0.03641
V169	0.28462	0.07696	0.06673	0.57169
V170	0.1347	0.01867	0.63354	0.21309
V171	0.14159	0.21449	0.61887	0.02505
V172	0.70383	0.00866	0.28337	0.00414
V173	0.04977	0.21307	0.07479	0.66237
V174	0.03169	0.2323	0.12969	0.60632
V175	0.07674	0.00745	0.83963	0.07618
V176	0.01205	0.7959	0.18755	0.0045
V177	0.01387	0.97378	0.0023	0.01005
V178	0.01247	0.83676	0.00974	0.14103
V179	0.20941	0.01221	0.49258	0.2858
V180	0.03468	0.87766	0.08758	8e-05
V181	0.18738	0.1171	0.59854	0.09698
V182	0.31265	0.1631	0.4882	0.03606
V183	0.19647	0.78983	0.00924	0.00446
V184	0.97555	0.01408	0.01015	0.00022
V185	0.57728	0.40251	0.01605	0.00416
V186	0.14324	0.47601	0.30097	0.07978
V187	0.94409	0.01841	0.03321	0.00429
V188	0.0949	0.3294	0.00581	0.56989
V189	0.85412	0.02941	0.02419	0.09228
V190	0.64749	0.01502	0.33334	0.00414
V191	0.1973	0.18355	0.59432	0.02483
V192	0.34028	0.48238	0.0666	0.11075
V193	0.62213	0.03352	0.26789	0.07646
V194	0.0459	0.92934	0.00982	0.01494
V195	0.01204	0.02255	0.95994	0.00547
V196	0.02208	0.12872	0.02722	0.82197
V197	0.52787	0.06218	0.04223	0.36772
V198	0.07885	0.48373	0.40027	0.03716
V199	0.24042	0.03476	0.26614	0.45869
V200	0.16674	0.62196	0.02804	0.18326
V201	0.12012	0.56245	0.22445	0.09298
V202	0.02127	0.01387	0.85671	0.10816
V203	0.17851	0.40009	0.40731	0.01409
V204	0.01362	0.65324	0.01185	0.32129
V205	0.02163	0.04428	0.92405	0.01005
V206	0.05378	0.07867	0.86275	0.00479
V207	0.19807	0.24916	0.08867	0.46409
V208	0.25823	0.05438	0.67836	0.00903
V209	0.33711	0.47775	0.08705	0.09808
V210	0.10219	0.76028	0.10664	0.03089
V211	0.54274	0.02408	0.05467	0.37851
V212	0.50515	0.03585	0.44551	0.01348
V213	0.69323	0.03491	0.13734	0.13452
V214	0.3962	0.17014	0.21351	0.22015
V215	0.40211	0.12665	0.03466	0.43658
V216	0.06348	0.02205	0.04833	0.86613
V217	0.06037	0.51386	0.28269	0.14308
V218	0.12573	0.47906	0.2152	0.18001
V219	0.13674	0.69295	0.01806	0.15224
V220	0.01243	0.87895	0.00947	0.09914
V221	0.86349	0.01479	0.00733	0.1144
V222	0.34645	0.12788	0.41738	0.10829
V223	0.01007	0.12043	0.82116	0.04834
V224	0.95949	0.01355	0.02675	2e-04
V225	0.06722	0.86177	0.06653	0.00447
V226	0.3135	0.07072	0.60688	0.0089
V227	0.78106	0.00782	0.20271	0.00841
V228	0.79037	0.07124	0.0809	0.05748
V229	0.0217	0.0189	0.94414	0.01526
V230	0.02451	0.06027	0.04743	0.86779
V231	0.02812	0.35703	0.17172	0.44313
V232	0.06317	0.73744	0.00226	0.19713
V233	0.5978	0.08548	0.22902	0.0877
V234	0.04543	0.9073	0.03774	0.00953
V235	0.37737	0.05202	0.55183	0.01877
V236	0.05395	0.05425	0.84409	0.0477
V237	0.25163	0.0256	0.06037	0.66241
V238	0.14768	0.53392	0.28732	0.03108
V239	0.09983	0.50125	0.03374	0.36518
V240	0.48952	0.03459	0.44626	0.02963
V241	0.02132	0.00953	0.92692	0.04223
V242	0.14462	0.74142	0.10484	0.00912
V243	0.25317	0.03431	0.66567	0.04685
V244	0.21853	0.00656	0.72296	0.05195
V245	0.60965	0.29381	0.06146	0.03508
V246	0.06429	0.13024	0.79086	0.01461
V247	0.17043	0.01945	0.80972	0.00039
V248	0.03923	0.06364	0.08953	0.8076
V249	0.00082	0.03301	0.92371	0.04246
V250	0.76123	0.00828	0.22651	0.00397
V251	0.93603	0.0518	0.00784	0.00433
V252	0.01286	0.82021	0.16683	0.00011
V253	0.44105	0.07593	0.21829	0.26472
V254	0.01301	0.92403	0.0583	0.00466
V255	0.05688	0.9157	0.0018	0.02562
V256	0.19191	0.19575	0.55821	0.05414
V257	0.46335	0.10033	0.28695	0.14937
V258	0.19843	0.2513	0.47094	0.07933
V259	0.04282	0.26712	0.6649	0.02516
V260	0.00116	0.26087	0.73327	0.0047
V261	0.6448	0.0337	0.22909	0.0924
V262	0.15731	0.09407	0.03479	0.71383
V263	0.02426	0.95848	0.00211	0.01514
V264	0.20422	0.03516	0.53011	0.23051
V265	0.05205	0.01619	0.23646	0.69529
V266	0.64186	0.34941	0.00864	9e-05
V267	0.00139	0.20992	0.40336	0.38533
V268	0.4731	0.0293	0.19681	0.30079
V269	0.01078	0.53768	0.42055	0.031
V270	0.65102	0.0261	0.27201	0.05087
V271	0.82018	0.07273	0.04277	0.06431
V272	0.06982	0.84553	0.0177	0.06695
V273	0.09157	0.0474	0.07082	0.79021
V274	0.71785	0.00593	0.20857	0.06765
V275	0.00126	0.02457	0.96849	0.00568
V276	0.53986	0.34974	0.01543	0.09496
V277	0.0576	0.25904	0.2422	0.44116
V278	0.0564	0.06681	0.42587	0.45091
V279	0.72005	0.06039	0.13255	0.08701
V280	0.02791	0.02292	0.05271	0.89647
V281	0.60614	0.03504	0.17788	0.18095
V282	0.06428	0.05468	0.84475	0.03629
V283	0.24129	0.59007	0.0766	0.09204
V284	0.03417	0.8939	0.06737	0.00456
V285	0.0766	0.01364	0.90925	0.00051
V286	0.26869	0.54267	0.1283	0.06034
V287	0.11165	0.85574	0.01799	0.01462
V288	0.02272	0.28265	0.515	0.17964
V289	0.29571	0.20392	0.4522	0.04817
V290	0.8097	0.17294	0.01725	0.00012
V291	0.48385	0.06124	0.44624	0.00868
V292	0.94995	0.01667	8e-05	0.03329
V293	0.29731	0.01294	0.6653	0.02445
V294	0.13144	0.46879	0.00371	0.39606
V295	0.02812	0.22162	0.28897	0.4613
V296	0.18902	0.10606	0.6516	0.05332
V297	0.12087	0.01666	0.12607	0.7364
V298	0.30214	0.0883	0.60066	0.0089
V299	0.10721	0.36983	0.02603	0.49693
V300	0.00205	0.04559	0.36837	0.58399
V301	0.13545	0.09726	0.69559	0.0717
V302	0.64904	0.34156	0.00037	0.00903
V303	0.00141	0.57461	0.40407	0.01991
V304	0.0664	0.01946	0.81238	0.10176
V305	0.14846	0.1533	0.53819	0.16006
V306	0.81014	0.09971	0.06088	0.02928
V307	0.02398	0.94673	0.01953	0.00976
V308	0.26593	0.22948	0.35265	0.15194
V309	0.39524	0.34763	0.03803	0.2191
V310	0.11016	0.36415	0.20874	0.31695
V311	0.524	0.46379	0.00799	0.00422
V312	0.11145	0.71763	0.15656	0.01436
V313	0.00325	0.18044	0.03923	0.77708
V314	0.02523	0.54896	0.15319	0.27262
V315	0.14947	0.66363	0.04794	0.13896
V316	0.33203	0.12725	0.4375	0.10323
V317	0.10788	0.72892	0.0577	0.10549
V318	0.05222	0.6513	0.0207	0.27577
V319	0.06396	0.04813	0.86809	0.01981
V320	0.09045	0.12777	0.70388	0.0779
V321	0.6319	0.35937	0.00865	9e-05
V322	0.25037	0.36749	0.10105	0.28109
V323	0.08663	0.04006	0.15774	0.71557
V324	0.65531	0.25103	0.08003	0.01363
V325	0.31813	0.61434	0.06335	0.00418
V326	0.00175	0.63702	0.1245	0.23673
V327	0.03123	0.20099	0.17297	0.59482
V328	0.05562	0.01967	0.81726	0.10744
V329	0.23418	0.1323	0.24502	0.3885
V330	0.4252	0.0107	0.39856	0.16554
V331	0.44866	0.10647	0.06682	0.37804
V332	0.01639	0.07007	0.30176	0.61177
V333	0.42978	0.06836	0.43015	0.07172
V334	0.39295	0.01065	0.42348	0.17292
V335	0.03293	0.32163	0.56601	0.07943
V336	0.19664	0.71103	0.02583	0.06649
V337	0.28935	0.37853	0.31285	0.01927
V338	0.00309	0.98027	0.01165	0.00498
V339	0.12708	0.01072	0.85732	0.00487
V340	0.07005	0.21685	0.59552	0.11758
V341	0.03777	0.05969	0.11801	0.78453
V342	0.2579	0.00581	0.65478	0.08152
V343	0.95956	0.02781	0.00819	0.00443
