mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.26884	0.20667	0.22849	0.17584	0.12017
V2	0.05589	0.69713	0.0908	0.11074	0.04544
V3	0.05724	0.1464	0.35982	0.40613	0.0304
V4	0.01792	0.11087	0.21556	0.10234	0.55331
V5	0.02306	0.06587	0.07007	0.15144	0.68955
V6	0.27153	0.13496	0.23913	0.25327	0.10111
V7	0.01343	0.16078	0.3597	0.11168	0.35442
V8	0.0141	0.22657	0.64318	0.09778	0.01837
V9	0.05121	0.10108	0.22579	0.59346	0.02846
V10	0.36549	0.1811	0.37312	0.0446	0.03569
V11	0.03866	0.08999	0.10715	0.11788	0.64632
V12	0.07306	0.10439	0.19903	0.3219	0.30162
V13	0.11649	0.09311	0.04961	0.44139	0.2994
V14	0.13714	0.06436	0.07638	0.62946	0.09266
V15	0.02608	0.05455	0.01398	0.86075	0.04463
V16	0.46543	0.12488	0.02697	0.35566	0.02705
V17	0.06584	0.24586	0.03791	0.11393	0.53646
V18	0.07693	0.41116	0.24648	0.24263	0.02279
V19	0.0352	0.06081	0.01725	0.16916	0.71758
V20	0.00655	0.18755	0.55206	0.22684	0.02699
V21	0.02443	0.27443	0.13912	0.20422	0.35781
V22	0.66359	0.15987	0.07362	0.0625	0.04044
V23	0.07607	0.07137	0.03737	0.18415	0.63104
V24	0.39116	0.16417	0.03666	0.1054	0.30262
V25	0.0282	0.069	0.02923	0.44958	0.42398
V26	0.40192	0.23494	0.07432	0.09847	0.19035
V27	0.11207	0.47398	0.19408	0.05926	0.16062
V28	0.02978	0.13856	0.18387	0.60021	0.04757
V29	0.00944	0.10707	0.27987	0.5692	0.03441
V30	0.60465	0.16595	0.04104	0.08678	0.10158
V31	0.35848	0.17457	0.02987	0.275	0.16208
V32	0.75305	0.08952	0.02055	0.07416	0.06272
V33	0.02855	0.2055	0.03673	0.16789	0.56134
V34	0.1207	0.75551	0.04825	0.06446	0.01108
V35	0.08756	0.56659	0.25961	0.07448	0.01177
V36	0.03076	0.21834	0.16771	0.13743	0.44577
V37	0.61948	0.08074	0.01295	0.08101	0.20583
V38	0.10148	0.16574	0.39002	0.21607	0.12671
V39	0.26667	0.15646	0.28364	0.06422	0.22901
V40	0.20749	0.54389	0.04994	0.15787	0.04081
V41	0.05338	0.75625	0.0562	0.05967	0.07449
V42	0.70036	0.11852	0.03295	0.07596	0.07221
V43	0.38172	0.22806	0.29372	0.07208	0.02442
V44	0.03342	0.35909	0.46504	0.04493	0.09753
V45	0.03866	0.59862	0.1245	0.19117	0.04705
V46	0.11115	0.67694	0.1044	0.0833	0.0242
V47	0.00673	0.23877	0.69449	0.03594	0.02407
V48	0.14134	0.19201	0.20248	0.3445	0.11968
V49	0.37324	0.21687	0.2044	0.17913	0.02635
V50	0.023	0.24629	0.67794	0.03511	0.01766
V51	0.09414	0.29301	0.19339	0.11117	0.30829
V52	0.05903	0.81328	0.05222	0.06523	0.01025
V53	0.02999	0.16954	0.02598	0.74278	0.0317
V54	0.18644	0.05338	0.02542	0.56237	0.17239
V55	0.06897	0.04191	0.01275	0.83916	0.0372
V56	0.06755	0.03661	0.0191	0.75763	0.11911
V57	0.1282	0.25205	0.4485	0.06652	0.10474
V58	0.06803	0.07406	0.13445	0.24297	0.48049
V59	0.6839	0.12119	0.09059	0.07449	0.02984
V60	0.35428	0.24163	0.12694	0.17143	0.10572
V61	0.17291	0.0676	0.04138	0.2691	0.44901
V62	0.05564	0.13006	0.26563	0.17189	0.37677
V63	0.34133	0.27403	0.07728	0.09308	0.21429
V64	0.75536	0.10588	0.03421	0.0712	0.03335
V65	0.07867	0.11172	0.05067	0.6216	0.13734
V66	0.02886	0.07145	0.12548	0.73539	0.03882
V67	0.01463	0.12946	0.29573	0.13727	0.42291
V68	0.36311	0.15197	0.3231	0.08257	0.07925
V69	0.47369	0.20203	0.18257	0.07431	0.0674
V70	0.06066	0.62406	0.07898	0.20951	0.02679
V71	0.09369	0.68971	0.08225	0.11661	0.01774
V72	0.04311	0.37143	0.05168	0.09471	0.43907
V73	0.05593	0.06728	0.10148	0.57835	0.19696
V74	0.01773	0.0851	0.02222	0.78398	0.09098
V75	0.37816	0.26425	0.26804	0.06019	0.02935
V76	0.01592	0.04359	0.02812	0.83351	0.07886
V77	0.02169	0.22744	0.66333	0.06944	0.0181
V78	0.00688	0.24129	0.6853	0.04262	0.02391
V79	0.07641	0.37298	0.06484	0.19201	0.29376
V80	0.12101	0.647	0.04204	0.10777	0.08219
V81	0.0146	0.23863	0.69342	0.03535	0.01799
V82	0.20214	0.17703	0.04504	0.5419	0.0339
V83	0.08925	0.10836	0.03599	0.56051	0.20589
V84	0.09122	0.18119	0.02761	0.11993	0.58006
V85	0.00677	0.23855	0.6939	0.04258	0.0182
V86	0.02607	0.28627	0.27249	0.38758	0.0276
V87	0.37555	0.07925	0.05194	0.45238	0.04087
V88	0.26589	0.19169	0.06702	0.24106	0.23435
V89	0.04071	0.26782	0.60496	0.06945	0.01706
V90	0.02637	0.1996	0.0737	0.16213	0.5382
V91	0.01385	0.05807	0.08067	0.81246	0.03495
V92	0.21157	0.09403	0.04303	0.12111	0.53026
V93	0.01519	0.13828	0.15396	0.5205	0.17207
V94	0.04225	0.18128	0.04139	0.29179	0.44329
V95	0.06392	0.23153	0.04395	0.16642	0.49417
V96	0.6414	0.09544	0.03756	0.09185	0.13375
V97	0.14635	0.08667	0.05779	0.17636	0.53283
V98	0.05233	0.37039	0.18417	0.16901	0.22411
V99	0.42843	0.16573	0.02248	0.26686	0.1165
V100	0.44468	0.20322	0.06486	0.11227	0.17496
V101	0.06745	0.79912	0.05893	0.06432	0.01018
V102	0.26338	0.26804	0.13925	0.15551	0.17383
V103	0.12258	0.05075	0.02244	0.12702	0.6772
V104	0.04939	0.38906	0.10541	0.09087	0.36526
V105	0.02381	0.06909	0.05495	0.1611	0.69105
V106	0.05285	0.67653	0.17597	0.05763	0.03702
V107	0.04584	0.32535	0.52797	0.07909	0.02175
