Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.05768	0.04252	0.8998	0	0	0
V2	0.70123	0.15018	0	0.09788	0.0507	0
V3	0	0.04917	0.19063	0	0	0.7602
V4	0.22044	0.5694	0	0.11737	0.03109	0.06169
V5	0	0.04961	0	0.70752	0.24286	0
V6	0.1047	0.03387	0.16688	0.03914	0.09036	0.56506
V7	0	0.4498	0	0.02079	0.5294	0
V8	0.84461	0.07597	0	0.07942	0	0
V9	0.22509	0.19465	0	0.31166	0	0.26861
V10	0.5409	0.07767	0	0.38143	0	0
V11	0	1	0	0	0	0
V12	0	0	0	0	0	1
V13	0	0.61741	0.38259	0	0	0
V14	0	0.0503	0	0.9497	0	0
V15	0.60171	0.11247	0	0.12622	0.1596	0
V16	0	0.03234	0	0.51201	0.35471	0.10094
V17	0	0	0.10484	0	0	0.89516
V18	0.84566	0.15434	0	0	0	0
V19	0.7343	0.08826	0.14565	0	0.03179	0
V20	0.78418	0.09653	0.02728	0.09201	0	0
V21	0	0.00188	0	0	0	0.99812
V22	0.20051	0.09394	0	0.08342	0.62214	0
V23	0.02595	0.05454	0.36255	0.01388	0.54308	0
V24	0.15249	0.05217	0	0.14485	0.6505	0
V25	0.54638	0.31225	0	0.14137	0	0
V26	0.31899	0.05973	0	0	0.62127	0
V27	0	0	0.13997	0	0	0.86003
V28	0	0.30561	0.17355	0.30318	0	0.21765
V29	0	0.75827	0.08362	0.05393	0	0.10419
V30	0.21535	0.25429	0.08997	0	0.20344	0.23696
V31	0.80651	0.05747	0.13602	0	0	0
V32	0	0.02638	0.37482	0.5988	0	0
V33	0.25992	0.47617	0.26391	0	0	0
V34	0	0.01825	0.57743	0.02006	0.38425	0
V35	0	0.07011	0.18402	0.66086	0.08501	0
V36	0.02342	0.63788	0.1266	0.01668	0.19542	0
V37	0	0.0212	0.8847	0	0	0.0941
V38	0	0	0.08394	0	0	0.91606
V39	0.6611	0.07262	0	0.26628	0	0
V40	0	0.63147	0	0.2364	0.06341	0.06872
V41	0.83793	0.04496	0	0	0	0.11711
V42	0.29665	0.04649	0.62107	0	0	0.03579
V43	0.21486	0.50306	0	0.03652	0.22723	0.01833
V44	0	1	0	0	0	0
V45	0.52563	0.37165	0	0	0	0.10272
V46	0	0.01231	0	0.36299	0.34284	0.28186
V47	0	0.51478	0	0.21928	0.24038	0.02556
V48	0	0.74938	0.2421	0	0.00853	0
V49	0	0.97577	0	0.01225	0.01198	0
V50	0	0.02939	0.28758	0.01696	0.65281	0.01325
V51	0	0.02015	0	0.02174	0.95811	0
V52	0	0.65124	0.33063	0.01813	0	0
V53	0.15512	0.04811	0.02902	0.04389	0.72386	0
V54	0.00467	0.16301	0.73479	0.04934	0	0.04819
V55	0	0.06141	0.05973	0.04592	0.83294	0
V56	0	0.04304	0.85847	0.09849	0	0
V57	0.03409	0.45095	0	0	0.07739	0.43756
V58	0	0.02692	0.97308	0	0	0
V59	0	0.03322	0	0.96678	0	0
V60	0.52321	0.05526	0	0.42153	0	0
V61	0.26695	0.15618	0	0.19774	0	0.37913
V62	0.67487	0.07423	0.02847	0.13928	0.03988	0.04327
V63	0	0.59469	0	0.05938	0	0.34593
V64	0	0.11517	0	0.00131	0.88352	0
V65	0.65135	0.16042	0	0	0	0.18823
V66	0.58183	0.08079	0.07288	0.01264	0.25186	0
V67	0	0.15862	0.36581	0.27712	0	0.19846
V68	0.93511	0.06229	0	0.0026	0	0
V69	0.59577	0.04901	0	0	0	0.35521
V70	0	0.03653	0.22896	0.71035	0.02416	0
V71	0	0.30319	0	0.14889	0.39575	0.15217
V72	0.78212	0.16433	0.03179	0.01642	0.00534	0
V73	0	0.03738	0.07231	0.89031	0	0
V74	0	0.1343	0	0.8657	0	0
V75	0	0.97809	0	0.02191	0	0
V76	0	0.02706	0.82829	0.02549	0.11915	0
V77	0.03038	0.18008	0.08085	0.6757	0	0.03299
V78	0.6392	0.15559	0	0.1293	0	0.07591
V79	0	0.58141	0	0	0	0.41859
V80	0	0.6358	0	0	0	0.3642
V81	0.84748	0.13906	0.01346	0	0	0
V82	0	0.90563	0	0.06997	0.0244	0
V83	0.09441	0.19616	0	0.5341	0.12267	0.05266
V84	0.38608	0.06256	0.04906	0.50231	0	0
V85	0.91989	0.0619	0.01821	0	0	0
V86	0.19994	0.06216	0.10482	0.35407	0	0.279
V87	0	0.02034	0	0.97966	0	0
V88	0	0.03945	0	0.65765	0	0.30291
V89	0	0.15395	0.52221	0	0	0.32385
V90	0.00308	0.82287	0.15707	0.01697	0	0
V91	0	0.0513	0	0.14548	0.80322	0
V92	0	0.0841	0	0.01554	0.90036	0
V93	0.08956	0.09284	0	0.12098	0.24234	0.45427
V94	0	0.01227	0.2546	0.73313	0	0
V95	0	0.02629	0.31697	0.14182	0.51491	0
V96	0	0.43498	0	0.06388	0.32366	0.17748
V97	0	0.02756	0	0.08514	0.88729	0
V98	0	0.0877	0	0.86011	0.05219	0
V99	0	0.01723	0	0.98277	0	0
V100	0	0.02726	0.55546	0.32093	0.09635	0
V101	0	0.36514	0.55695	0.0779	0	0
V102	0.89212	0.06904	0.03885	0	0	0
V103	0.74641	0.08006	0	0.17353	0	0
V104	0	0.02095	0.22008	0.75897	0	0
V105	0	0	0.00925	0	0	0.99075
V106	0	0	0.69562	0	0	0.30438
V107	0	0.72434	0.27566	0	0	0
V108	0	0.01184	0	0	0.16611	0.82205
V109	0	0	0	0	0.11551	0.88449
V110	0	0.17244	0.82756	0	0	0
V111	0	0.02607	0.97393	0	0	0
V112	0	0.31338	0	0.68662	0	0
V113	0	0.11034	0.77268	0.03447	0.08251	0
V114	0.1034	0.0396	0.73565	0.12135	0	0
V115	0.47654	0.10333	0	0.02079	0.08039	0.31894
V116	0.91517	0.06235	0	0.02248	0	0
V117	0.59309	0.06883	0	0.09848	0.2396	0
V118	0	0.82199	0.11816	0.05749	0.00236	0
V119	0	0.9657	0	0.0343	0	0
V120	0.03798	0.25037	0.08937	0.56818	0.0541	0
V121	0.2339	0.03352	0	0.29235	0	0.44023
V122	0.27416	0.06776	0	0.65808	0	0
V123	0.28412	0.03459	0	0.04715	0.08288	0.55126
V124	0	0.02804	0.2968	0.01854	0.65662	0
V125	0	0.16685	0.80406	0.02455	0	0.00454
V126	0	0.2419	0	0	0	0.7581
V127	0	0.03219	0.89721	0.0706	0	0
V128	0.39309	0.30181	0.084	0.21021	0.01089	0
V129	0	0.02795	0.93033	0.04172	0	0
V130	0.56795	0.16213	0	0.26992	0	0
V131	0	0.028	0	0.03082	0.8307	0.11048
V132	0	0.49813	0.50187	0	0	0
V133	0	0.22143	0.69388	0.0847	0	0
V134	0.18601	0.76491	0	0.01544	0.03364	0
V135	0.01025	0.03951	0.86649	0	0	0.08375
V136	0.04657	0.86643	0.0678	0.01919	0	0
V137	0	0.18559	0.67159	0.01106	0.13175	0
V138	0	0.00792	0	0.52267	0.01754	0.45187
V139	0	0.05765	0.1319	0.00207	0.47324	0.33515
V140	0.68185	0.25918	0	0.05898	0	0
V141	0.2542	0.30917	0.10791	0.32872	0	0
V142	0.0701	0.83989	0	0.05113	0	0.03888
V143	0.02452	0.10098	0.75729	0.08703	0.03017	0
V144	0	0.15904	0	0.09856	0	0.74239
V145	0	0.00295	0	0.99705	0	0
V146	0.1369	0.05308	0.00958	0.02001	0.76806	0.01237
V147	0.51299	0.1082	0.07544	0.00648	0	0.29688
V148	0	0.16311	0.83689	0	0	0
V149	0	0.50854	0	0	0	0.49146
V150	0	0.01053	0	0.98947	0	0
V151	0	0.40344	0	0	0	0.59656
V152	0.00435	0.28499	0.56305	0.042	0.07828	0.02734
V153	0	0.04118	0.70163	0.25718	0	0
V154	0.397	0.22505	0	0	0	0.37794
V155	0	0.44166	0.05802	0.00343	0.47788	0.01902
V156	0	0.52018	0	0	0.47982	0
V157	0	0.09202	0	0.3217	0	0.58628
V158	0	0.06225	0.93775	0	0	0
V159	0.1138	0.2791	0.39837	0.20873	0	0
V160	0	0.01778	0.9725	0	0	0.00972
V161	0	0.52144	0	0.44759	0.03096	0
V162	0	0.62221	0	0.18068	0.19712	0
V163	0	0.01723	0.98277	0	0	0
V164	0	0.37793	0.46724	0.14456	0.01027	0
V165	0	0.0529	0	0.03215	0.8489	0.06605
V166	0	0.0097	0	0.18663	0.47516	0.3285
V167	0	0.0118	0.44433	0.54387	0	0
V168	0.70909	0.06713	0	0.22378	0	0
V169	0	0.02634	0.77993	0.19374	0	0
V170	0.48415	0.0884	0.05902	0.34758	0.02085	0
V171	0	0.51426	0	0	0	0.48574
V172	0.00045	0.10258	0.64688	0.1732	0	0.07689
V173	0	0.02594	0.89982	0	0	0.07424
V174	0.69588	0.15029	0	0	0.15382	0
V175	0.00948	0.8152	0.14996	0.02536	0	0
V176	0	0.00544	0.99456	0	0	0
V177	0.04376	0.12014	0.39665	0.02242	0.13114	0.28589
V178	0	0.07173	0	0.00809	0.92019	0
V179	0	0.00946	0	0.79088	0.06951	0.13016
V180	0.25952	0.04784	0.17393	0.44801	0	0.07071
V181	0.64532	0.1616	0.01975	0.08036	0.0114	0.08156
V182	0	0.09694	0.88078	0.02228	0	0
V183	0	0.01079	0	0.98921	0	0
V184	0.44616	0.45085	0	0.03124	0.07174	0
V185	0.00937	0.65672	0	0.01176	0.09267	0.22947
V186	0	0.00404	0.66328	0.33268	0	0
V187	0.30832	0.56643	0	0.02099	0.10426	0
V188	0	0.67859	0	0	0	0.32141
V189	0	0.09538	0.16486	0.03775	0.60951	0.0925
V190	0	0.20275	0	0.01887	0.64682	0.13155
V191	0	0.63561	0	0	0	0.36439
V192	0.64331	0.27003	0.05559	0.03004	0.00102	0
V193	0	0.06816	0	0	0	0.93184
V194	0	0.04302	0	0.14869	0.80829	0
V195	0	0.02008	0.82373	0.10415	0.05204	0
V196	0	0.00762	0	0.98631	0.00607	0
V197	0.21357	0.04737	0	0.01377	0.72529	0
V198	0.07233	0.47624	0	0.22229	0.22914	0
V199	0	0.26016	0.06255	0.14451	0.53277	0
V200	0	0.03931	0.66687	0.23426	0	0.05956
V201	0	0.00794	0	0.99206	0	0
V202	0	0.08672	0.53604	0.03439	0.085	0.25784
V203	0.58129	0.08015	0	0.33856	0	0
V204	0	0.04636	0	0.16242	0	0.79123
V205	0	0.02915	0.97085	0	0	0
V206	0	0.0544	0.07808	0.86752	0	0
V207	0.45592	0.2252	0	0.29471	0	0.02417
V208	0.41615	0.13126	0.41825	0.03434	0	0
V209	0.24072	0.55668	0	0	0	0.20261
V210	0.05684	0.05082	0.89233	0	0	0
V211	0.64443	0.08243	0.06761	0	0.11961	0.08593
V212	0	0.28581	0.21771	0.49648	0	0
V213	0	0.10957	0.28057	0.03924	0.57061	0
V214	0.87665	0.08104	0	0.04231	0	0
V215	0	0.7217	0	0	0	0.2783
V216	0.07638	0.56183	0.36178	0	0	0
V217	0.11946	0.02733	0	0.11336	0.26874	0.47111
V218	0	0.33496	0	0.66504	0	0
V219	0.9446	0.05144	0	0	0	0.00396
V220	0.02593	0.05072	0	0.92335	0	0
V221	0.03235	0.87427	0	0.09337	0	0
V222	0.02478	0.34406	0	0.22063	0.41054	0
V223	0	0.31462	0.30077	0	0	0.38462
V224	0	0.02654	0.44173	8e-05	0.53165	0
V225	0	0	0	0	0	1
V226	0.28806	0.09926	0.20602	0.34583	0.06083	0
V227	0.72397	0.04968	0	0.22635	0	0
V228	0.10281	0.27664	0.57937	0.03965	0	0.00153
V229	0.15226	0.05358	0.41181	0.30235	0.08001	0
V230	0	0.16911	0.83089	0	0	0
V231	0	0.04524	0	0.95476	0	0
V232	0.34445	0.04178	0	0.30346	0	0.31031
V233	0.88446	0.071	0	0.04454	0	0
V234	0.50253	0.05764	0	0.01144	0.42839	0
V235	0.01052	0.044	0	0.94548	0	0
V236	0	0.0244	0.18364	0.02333	0.56873	0.19989
V237	0	0.015	0.90267	0.08233	0	0
V238	0.71399	0.04653	0	0.08436	0	0.15512
V239	0.60851	0.08799	0.07198	0.15752	0.074	0
V240	0	0.24435	0	0.15145	0.6042	0
V241	0.60269	0.19949	0	0.19782	0	0
V242	0.21985	0.08583	0	0.2328	0.0088	0.45272
V243	0	0.40918	0.56948	0.02134	0	0
V244	0.0571	0.05021	0	0	0.607	0.28569
V245	0.8108	0.0446	0	0	0	0.14461
V246	0	0.06269	0.22239	0.45844	0.25648	0
V247	0.15155	0.10379	0	0.19088	0	0.55377
V248	0.25396	0.07444	0	0.27421	0.39738	0
V249	0.22311	0.19909	0.44262	0.05357	0	0.08161
V250	0	0.0201	0	0.9799	0	0
V251	0	0.64057	0.14031	0.21912	0	0
V252	0	0.02109	0	0.97484	0.00407	0
V253	0	0.05751	0	0.52237	0.05927	0.36084
V254	0	0.31609	0.03854	0.27847	0.35187	0.01504
V255	0.43203	0.3658	0.03965	0.08433	0	0.07819
V256	0	1	0	0	0	0
V257	0	0.50574	0	0.044	0.41602	0.03424
