mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.26646	0.22217	0.22602	0.17792	0.10744
V2	0.05021	0.70555	0.06945	0.12521	0.04958
V3	0.05708	0.15918	0.35854	0.40825	0.01695
V4	0.01399	0.14788	0.2239	0.07025	0.54399
V5	0.01832	0.11229	0.0759	0.10834	0.68514
V6	0.27035	0.15082	0.23958	0.25322	0.08602
V7	0.01071	0.18685	0.36586	0.09649	0.34009
V8	0.01364	0.22844	0.62967	0.11408	0.01417
V9	0.05166	0.11748	0.22784	0.59205	0.01097
V10	0.35838	0.18873	0.36097	0.06217	0.02975
V11	0.03478	0.13261	0.11335	0.07716	0.64211
V12	0.07287	0.13181	0.20599	0.30554	0.28378
V13	0.11818	0.12378	0.05246	0.4251	0.28047
V14	0.13933	0.08632	0.07937	0.62443	0.07055
V15	0.02661	0.07769	0.01532	0.85952	0.02086
V16	0.45854	0.14237	0.02812	0.3559	0.01507
V17	0.062	0.28983	0.03558	0.08478	0.52781
V18	0.0743	0.41918	0.23481	0.25291	0.0188
V19	0.03082	0.11079	0.02134	0.12454	0.7125
V20	0.00643	0.19367	0.54405	0.23732	0.01852
V21	0.02066	0.30753	0.13759	0.18721	0.34702
V22	0.6383	0.17314	0.07254	0.08202	0.03401
V23	0.0742	0.11466	0.04153	0.14521	0.62441
V24	0.39011	0.19153	0.03736	0.09711	0.28388
V25	0.0262	0.10547	0.03222	0.42766	0.40845
V26	0.39745	0.25434	0.07141	0.09973	0.17707
V27	0.10779	0.48841	0.18191	0.06466	0.15722
V28	0.02951	0.15673	0.18487	0.59909	0.0298
V29	0.00941	0.12309	0.2813	0.56878	0.01742
V30	0.58812	0.18232	0.04138	0.09773	0.09044
V31	0.35722	0.19764	0.02984	0.26997	0.14533
V32	0.71859	0.11028	0.0248	0.09315	0.05318
V33	0.0239	0.25074	0.03565	0.13548	0.55423
V34	0.11243	0.75473	0.02649	0.08662	0.01974
V35	0.08255	0.56888	0.24016	0.09303	0.01538
V36	0.02704	0.2541	0.16978	0.11363	0.43545
V37	0.60504	0.10556	0.01748	0.08431	0.18761
V38	0.10052	0.18087	0.38912	0.2165	0.11299
V39	0.26417	0.17604	0.28292	0.06293	0.21395
V40	0.2009	0.55234	0.03566	0.17061	0.04049
V41	0.04646	0.76493	0.03347	0.07514	0.08
V42	0.6734	0.1365	0.03543	0.09234	0.06233
V43	0.37399	0.23468	0.28257	0.08913	0.01963
V44	0.03104	0.36584	0.45354	0.05601	0.09356
V45	0.03444	0.60958	0.1063	0.20222	0.04746
V46	0.10428	0.68149	0.08375	0.10118	0.0293
V47	0.00641	0.23918	0.67679	0.05586	0.02176
V48	0.14075	0.21071	0.20271	0.34159	0.10424
V49	0.36802	0.2262	0.19793	0.18889	0.01896
V50	0.02244	0.24643	0.66012	0.05535	0.01566
V51	0.09116	0.31964	0.19098	0.10077	0.29744
V52	0.05147	0.8121	0.02789	0.08809	0.02046
V53	0.02946	0.19124	0.02356	0.7426	0.01314
V54	0.19031	0.07918	0.02867	0.5519	0.14993
V55	0.0704	0.06462	0.0148	0.83639	0.01379
V56	0.06894	0.06147	0.02176	0.75319	0.09464
V57	0.12597	0.26065	0.44109	0.07562	0.09667
V58	0.06717	0.10882	0.14195	0.21455	0.46752
V59	0.65733	0.13572	0.08977	0.09394	0.02325
V60	0.35048	0.25701	0.12303	0.17518	0.0943
V61	0.17659	0.10257	0.04562	0.24247	0.43275
V62	0.05379	0.15921	0.2725	0.15272	0.36178
V63	0.33721	0.29481	0.07334	0.09275	0.20188
V64	0.71861	0.1244	0.03689	0.09317	0.02693
V65	0.07959	0.13688	0.05176	0.61576	0.11601
V66	0.02919	0.09076	0.12786	0.73465	0.01755
V67	0.01146	0.1595	0.30354	0.11571	0.40979
V68	0.3588	0.16357	0.31549	0.09321	0.06894
V69	0.46295	0.21269	0.1777	0.08755	0.05912
V70	0.05582	0.63386	0.0601	0.22204	0.02818
V71	0.08717	0.69494	0.0614	0.13366	0.02282
V72	0.03828	0.41123	0.04452	0.07438	0.43159
V73	0.0566	0.09291	0.1061	0.56946	0.17493
V74	0.01743	0.1095	0.02278	0.78245	0.06784
V75	0.36997	0.27016	0.25698	0.07771	0.02517
V76	0.01601	0.06743	0.0301	0.83208	0.05438
V77	0.02118	0.22885	0.64804	0.08733	0.01461
V78	0.00654	0.24178	0.66838	0.06196	0.02133
V79	0.07286	0.40427	0.05742	0.1813	0.28414
V80	0.11476	0.65844	0.02354	0.11949	0.08377
V81	0.01422	0.23886	0.67505	0.05589	0.01599
V82	0.20272	0.19599	0.0434	0.53915	0.01875
V83	0.09019	0.13686	0.03735	0.55058	0.18501
V84	0.08839	0.22537	0.02744	0.08686	0.57194
V85	0.00651	0.23883	0.67578	0.06281	0.01607
V86	0.02463	0.2985	0.26647	0.39242	0.01797
V87	0.37522	0.09806	0.05394	0.44815	0.02463
V88	0.26618	0.21759	0.06654	0.23212	0.21757
V89	0.03929	0.26946	0.59015	0.08695	0.01415
V90	0.02182	0.24211	0.07407	0.13126	0.53075
V91	0.01407	0.07842	0.08248	0.81259	0.01245
V92	0.21395	0.13163	0.04646	0.09212	0.51585
V93	0.01386	0.16316	0.15674	0.51359	0.15266
V94	0.03934	0.22111	0.04128	0.26751	0.43075
V95	0.06066	0.27354	0.04225	0.13899	0.48456
V96	0.62402	0.11632	0.04056	0.10008	0.11901
V97	0.14752	0.12458	0.06196	0.14498	0.52095
V98	0.04901	0.39343	0.17777	0.1645	0.21529
V99	0.42509	0.18626	0.02285	0.26482	0.10097
V100	0.43978	0.22232	0.06317	0.11407	0.16067
V101	0.05958	0.79855	0.03507	0.08686	0.01994
V102	0.26088	0.28739	0.13537	0.15465	0.16172
V103	0.12227	0.09591	0.02729	0.0854	0.66912
V104	0.04493	0.42188	0.09799	0.07692	0.35827
V105	0.01905	0.11613	0.06007	0.11774	0.68701
V106	0.04698	0.6817	0.1542	0.07497	0.04214
V107	0.04399	0.32663	0.51419	0.09578	0.01941
V108	0.01924	0.3176	0.59165	0.05597	0.01554
V109	0.05721	0.25684	0.07096	0.30402	0.31098
V110	0.15213	0.47706	0.1771	0.16796	0.02576
V111	0.22675	0.3152	0.37627	0.06711	0.01468
V112	0.15884	0.09301	0.11107	0.47185	0.16523
V113	0.21041	0.11275	0.11263	0.18481	0.3794
V114	0.46323	0.15616	0.06111	0.22064	0.09887
V115	0.6808	0.10563	0.02366	0.09406	0.09585
V116	0.02241	0.10832	0.02261	0.09592	0.75075
V117	0.04389	0.21698	0.59088	0.11863	0.02963
V118	0.04369	0.06394	0.01498	0.85028	0.02711
V119	0.25562	0.16154	0.31302	0.25738	0.01243
V120	0.01314	0.21086	0.59919	0.14106	0.03575
V121	0.17874	0.64509	0.02392	0.08265	0.06959
V122	0.0336	0.39187	0.09656	0.2738	0.20417
V123	0.40395	0.13439	0.08291	0.23033	0.14841
V124	0.18807	0.18109	0.0755	0.25312	0.30222
V125	0.03812	0.46626	0.40887	0.06587	0.02088
V126	0.13421	0.25823	0.2058	0.1527	0.24905
V127	0.21314	0.19062	0.47763	0.10022	0.01839
V128	0.18777	0.67201	0.03203	0.07705	0.03113
V129	0.21932	0.15878	0.23878	0.20219	0.18093
V130	0.02988	0.47861	0.05809	0.27564	0.15778
V131	0.01888	0.1097	0.20433	0.65587	0.01122
V132	0.30718	0.09816	0.01594	0.36625	0.21247
V133	0.00877	0.20896	0.4522	0.11916	0.21092
