Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.09872	0.02012	0.88116	0	0	0
V2	0.73564	0.13023	0	0.0864	0.04773	0
V3	0	0.03177	0.21178	0	0	0.75645
V4	0.189	0.59212	0	0.10568	0.03086	0.08234
V5	0	0.04413	0	0.71531	0.24056	0
V6	0.11688	0.01515	0.18486	0.01545	0.09307	0.5746
V7	0	0.45414	0	0	0.54586	0
V8	0.87423	0.05293	0	0.07284	0	0
V9	0.22428	0.18719	0	0.30929	0	0.27924
V10	0.57185	0.05587	0.00655	0.36574	0	0
V11	0	1	0	0	0	0
V12	0	0	0.00428	0	0	0.99572
V13	0	0.61573	0.38427	0	0	0
V14	0	0.04232	0	0.95768	0	0
V15	0.63385	0.09219	0	0.11422	0.15974	0
V16	0	0.01724	0	0.51015	0.35986	0.11275
V17	0	0	0.125	0	0	0.875
V18	0.86849	0.13151	0	0	0	0
V19	0.76738	0.06265	0.14666	0	0.02331	0
V20	0.8113	0.07501	0.03279	0.08089	0	0
V21	0	0	0	0	0	1
V22	0.22549	0.07521	0	0.06202	0.63729	0
V23	0.06611	0.03129	0.37134	0	0.53126	0
V24	0.17711	0.03208	0	0.12533	0.66548	0
V25	0.56355	0.30379	0	0.13266	0	0
V26	0.35207	0.03428	0	0	0.61365	0
V27	0	0	0.15817	0	0	0.84183
V28	0	0.30504	0.1883	0.29168	0	0.21499
V29	0	0.77744	0.09067	0.03783	0	0.09406
V30	0.20869	0.24682	0.09614	0	0.19987	0.24848
V31	0.83056	0.03213	0.13731	0	0	0
V32	0	0.01516	0.40181	0.58303	0	0
V33	0.25063	0.47923	0.27014	0	0	0
V34	0	0.01334	0.60006	0	0.3866	0
V35	0	0.06046	0.21503	0.65635	0.06815	0
V36	0.00136	0.66154	0.13795	0	0.19915	0
V37	0	0.00905	0.88659	0	0	0.10436
V38	0	0	0.1076	0	0	0.8924
V39	0.69211	0.05021	0	0.25768	0	0
V40	0	0.65244	0	0.22447	0.05828	0.06481
V41	0.83317	0.02228	0	0	0	0.14455
V42	0.31442	0.02438	0.61913	0	0	0.04207
V43	0.19076	0.5177	0	0.01863	0.23634	0.03657
V44	0	1	0	0	0	0
V45	0.50881	0.36842	0	0	0	0.12277
V46	0	0	0	0.35302	0.35043	0.29655
V47	0	0.52858	0	0.20595	0.24531	0.02016
V48	0	0.75397	0.24603	0	0	0
V49	0	0.99171	0	0	0.00829	0
V50	0	0.01332	0.3057	0	0.65057	0.03041
V51	0	0.01177	0	0.00273	0.9855	0
V52	0	0.66075	0.33925	0	0	0
V53	0.18875	0.02557	0.04459	0.01643	0.72467	0
V54	0.02681	0.15145	0.75003	0.02453	0	0.04719
V55	0	0.05027	0.0872	0.01905	0.84348	0
V56	0	0.04127	0.87707	0.08166	0	0
V57	0.00668	0.46179	0.00891	0	0.07351	0.44911
V58	0.00762	0.01968	0.97271	0	0	0
V59	0	0.02638	0	0.97362	0	0
V60	0.55742	0.03244	0	0.41014	0	0
V61	0.26684	0.14698	0	0.18787	0	0.39831
V62	0.68311	0.05341	0.03536	0.12439	0.0354	0.06832
V63	0	0.60918	0	0.04737	0	0.34345
V64	0	0.10489	0	0	0.89511	0
V65	0.64477	0.14413	0	0	0	0.2111
V66	0.6211	0.05547	0.07759	0	0.24583	0
V67	0	0.14898	0.38774	0.26369	0	0.1996
V68	0.96353	0.03647	0	0	0	0
V69	0.59494	0.0292	0	0	0	0.37586
V70	0	0.0295	0.26177	0.70312	0.00562	0
V71	0	0.30202	0	0.12795	0.41157	0.15846
V72	0.78989	0.14891	0.03625	0.00214	0.00469	0.01813
V73	0	0.02613	0.10071	0.87317	0	0
V74	0	0.12845	0	0.87155	0	0
V75	0	0.99266	0	0.00734	0	0
V76	0.01206	0.02142	0.84093	0.00481	0.12078	0
V77	0.02386	0.17279	0.10083	0.67416	0	0.02836
V78	0.63853	0.14032	0.00519	0.118	0	0.09795
V79	0	0.58885	0	0	0	0.41115
V80	0	0.64395	0	0	0	0.35605
V81	0.86679	0.11646	0.01674	0	0	0
V82	0	0.92757	0	0.05178	0.02065	0
V83	0.09382	0.19265	0	0.54012	0.11611	0.05731
V84	0.40926	0.04225	0.0615	0.48698	0	0
V85	0.94364	0.03495	0.02141	0	0	0
V86	0.21106	0.04423	0.12012	0.34277	0	0.28183
V87	0	0.01109	0	0.98891	0	0
V88	0	0.02401	0	0.66301	0	0.31298
V89	0	0.14107	0.53642	0	0	0.32252
V90	0	0.83924	0.16076	0	0	0
V91	0.02236	0.03357	0	0.12386	0.82021	0
V92	0	0.07407	0	0	0.92593	0
V93	0.09502	0.07818	0	0.10418	0.25137	0.47125
V94	0	0.00283	0.28398	0.71319	0	0
V95	0	0.01964	0.34556	0.11792	0.51687	0
V96	0	0.44231	0	0.0398	0.33607	0.18182
V97	0	0.02008	0	0.06693	0.91299	0
V98	0	0.08394	0	0.87839	0.03767	0
V99	0	0.00972	0	0.99028	0	0
V100	0	0.02052	0.5851	0.30389	0.09049	0
V101	0	0.36611	0.57508	0.05881	0	0
V102	0.91658	0.04228	0.04113	0	0	0
V103	0.78006	0.05775	0	0.16218	0	0
V104	0	0.0106	0.24809	0.74131	0	0
V105	0	0	0.03759	0	0	0.96241
V106	0	0	0.69807	0	0	0.30193
V107	0	0.72326	0.27674	0	0	0
V108	0	0	0	0	0.16592	0.83408
V109	0	0	0	0	0.1136	0.8864
V110	0	0.16498	0.83502	0	0	0
V111	0	0.02191	0.97809	0	0	0
V112	0	0.31206	0	0.68794	0	0
V113	0	0.10839	0.7947	0.01338	0.08353	0
V114	0.1431	0.01908	0.73641	0.1014	0	0
V115	0.4839	0.08714	0	0.00389	0.08391	0.34116
V116	0.94679	0.03689	0	0.01632	0	0
V117	0.63459	0.04412	0	0.08343	0.23786	0
V118	0	0.84091	0.12428	0.03481	0	0
V119	0	0.98005	0	0.01995	0	0
V120	0.03339	0.24957	0.11047	0.5683	0.03827	0
V121	0.24362	0.01572	0	0.29016	0	0.45051
V122	0.29983	0.04994	0	0.65022	0	0
V123	0.29204	0.01687	0	0.0306	0.08856	0.57193
V124	0	0.0198	0.32189	0	0.65831	0
V125	0	0.15878	0.81941	0.00686	0	0.01495
V126	0	0.23207	0	0	0	0.76793
V127	0.03416	0.01751	0.89622	0.0521	0	0
V128	0.40958	0.29677	0.09235	0.19814	0.00317	0
V129	0	0.02507	0.94748	0.02744	0	0
V130	0.59418	0.14489	0	0.26093	0	0
V131	0	0.0111	0	0.00551	0.85489	0.1285
V132	0	0.49464	0.50536	0	0	0
V133	0.00826	0.21739	0.71014	0.06421	0	0
V134	0.1548	0.799	0	0.00301	0.03809	0.0051
V135	0.04275	0.01884	0.8592	0	0	0.0792
V136	0.00971	0.9033	0.08011	0.00688	0	0
V137	0	0.18377	0.68848	0	0.12775	0
V138	0	0	0	0.52282	0.00982	0.46736
V139	0	0.03748	0.14763	0	0.47115	0.34374
V140	0.70345	0.24617	0	0.05038	0	0
V141	0.25794	0.30659	0.11783	0.31764	0	0
V142	0.02058	0.88061	0	0.04744	0	0.05137
V143	0.05939	0.08413	0.7668	0.06395	0.02573	0
V144	0	0.14771	0	0.0931	0	0.75919
V145	0	0	0	1	0	0
V146	0.14725	0.03164	0.02362	0	0.77366	0.02383
V147	0.5148	0.09046	0.08287	0	0	0.31188
V148	0	0.1567	0.8433	0	0	0
V149	0	0.51161	0	0	0	0.48839
V150	0	0.00441	0	0.99559	0	0
V151	0	0.40095	0	0	0	0.59905
V152	0.01194	0.28257	0.58252	0.0182	0.07751	0.02726
V153	0	0.03652	0.72408	0.23941	0	0
V154	0.38819	0.21674	0	0	0	0.39508
V155	0	0.44104	0.06492	0	0.48031	0.01374
V156	0	0.52019	0	0	0.47981	0
V157	0	0.0767	0	0.31789	0	0.6054
V158	0	0.05834	0.94166	0	0	0
V159	0.11913	0.27486	0.41383	0.19218	0	0
V160	0.00648	0.0054	0.96249	0	0	0.02563
V161	0	0.53535	0	0.44492	0.01973	0
V162	0	0.63692	0	0.16492	0.19816	0
V163	0.01688	0.00882	0.9743	0	0	0
V164	0	0.38479	0.48784	0.12369	0.00368	0
V165	0	0.03636	0	0.00657	0.87348	0.08358
V166	0	0	0	0.16764	0.4885	0.34386
V167	0	0.00506	0.47104	0.52389	0	0
V168	0.74113	0.0436	0	0.21527	0	0
V169	0	0.0221	0.79915	0.17875	0	0
V170	0.51973	0.06793	0.06927	0.3348	0.00827	0
V171	0	0.51934	0	0	0	0.48066
V172	0.02194	0.08766	0.66379	0.15604	0	0.07057
V173	0	0.01325	0.89991	0	0	0.08684
V174	0.72452	0.1276	0	0	0.14789	0
V175	0	0.8364	0.15738	0.00622	0	0
V176	0	0.00288	0.99712	0	0	0
V177	0.05893	0.10679	0.4141	0	0.13157	0.28861
V178	0	0.06096	0	0	0.93904	0
V179	0	0	0.02211	0.79112	0.05014	0.13663
V180	0.2738	0.02849	0.18866	0.43618	0	0.07287
V181	0.64816	0.14656	0.02506	0.06524	0.00916	0.10582
V182	0	0.09336	0.89862	0.00802	0	0
V183	0	0.00393	0	0.99607	0	0
V184	0.45445	0.45415	0	0.01789	0.07351	0
V185	0	0.67927	0	0	0.09363	0.2271
V186	0	0.00012	0.68578	0.3141	0	0
V187	0.3054	0.5799	0	0.00703	0.10767	0
V188	0	0.69137	0	0	0	0.30863
V189	0	0.07975	0.18419	0.00774	0.62473	0.10359
V190	0	0.19084	0	0	0.66897	0.14018
V191	0	0.64248	0	0	0	0.35752
V192	0.66496	0.25919	0.06053	0.01532	0	0
V193	0	0.05156	0	0	0	0.94844
V194	0	0.03391	0	0.13099	0.8351	0
V195	0	0.01904	0.84302	0.08464	0.0533	0
V196	0	0	0.00855	0.99145	0	0
V197	0.24634	0.02397	0	0	0.72969	0
V198	0.05962	0.49342	0.00382	0.21002	0.23313	0
V199	0	0.25602	0.08049	0.1205	0.54299	0
V200	0.02076	0.02353	0.68195	0.21658	0	0.05718
V201	0	0	0	1	0	0
V202	0	0.07678	0.56007	0.00871	0.0858	0.26864
V203	0.61333	0.0578	0	0.32887	0	0
V204	0	0.03012	0.00375	0.15904	0	0.80709
V205	0	0.02648	0.97352	0	0	0
V206	0	0.04303	0.10659	0.85038	0	0
V207	0.45565	0.21717	0	0.2874	0	0.03979
V208	0.45432	0.1114	0.42123	0.01305	0	0
V209	0.21176	0.57298	0	0	0	0.21526
V210	0.09731	0.02846	0.87423	0	0	0
V211	0.64918	0.05969	0.07102	0	0.11253	0.10757
V212	0	0.2826	0.23661	0.48079	0	0
V213	0.01825	0.09567	0.29905	0.01126	0.57577	0
V214	0.91083	0.05698	0	0.03218	0	0
V215	0	0.73223	0	0	0	0.26777
V216	0.06468	0.56784	0.36747	0	0	0
V217	0.13399	0.0068	0.00234	0.09413	0.27806	0.48469
V218	0	0.33525	0	0.66475	0	0
V219	0.93249	0.02826	0	0	0	0.03925
V220	0.03783	0.0366	0	0.92557	0	0
V221	0	0.90838	0.00528	0.08633	0	0
V222	0.01784	0.3496	0	0.20705	0.42551	0
V223	0	0.30623	0.31236	0	0	0.38141
V224	0	0.01895	0.45954	0	0.52151	0
V225	0	0	0	0	0	1
V226	0.3132	0.08279	0.22071	0.33261	0.05069	0
V227	0.72859	0.02827	0	0.21883	0	0.0243
V228	0.1114	0.27092	0.59562	0.01984	0	0.00221
V229	0.18167	0.03524	0.42873	0.28427	0.07009	0
V230	0	0.16203	0.83797	0	0	0
V231	0	0.03819	0	0.96181	0	0
V232	0.35683	0.02246	0	0.30028	0	0.32043
V233	0.91725	0.04672	0	0.03604	0	0
V234	0.54044	0.03217	0	0	0.42738	0
V235	0.02239	0.02948	0.00607	0.94206	0	0
V236	0	0.00781	0.20381	0	0.57831	0.21006
V237	0	0.01378	0.91834	0.06788	0	0
V238	0.72032	0.02546	0	0.07251	0	0.18171
V239	0.64318	0.0659	0.07941	0.14273	0.06878	0
V240	0	0.24274	0	0.13242	0.62484	0
V241	0.62663	0.1847	0	0.18867	0	0
V242	0.22805	0.07131	0.00946	0.22013	0.00416	0.46689
V243	0	0.41325	0.586	0.00075	0	0
V244	0.06563	0.02814	0	0	0.61465	0.29159
V245	0.80877	0.02156	0	0	0	0.16967
V246	0	0.05463	0.25207	0.44477	0.24853	0
V247	0.15547	0.09134	0	0.18735	0	0.56584
V248	0.27982	0.05569	0	0.26154	0.40295	0
V249	0.23324	0.18887	0.45542	0.03798	0	0.08449
V250	0	0.01202	0	0.98798	0	0
V251	0	0.64852	0.14908	0.2024	0	0
V252	0	0.00899	0.02649	0.96452	0	0
V253	0	0.04242	0	0.52533	0.05232	0.37993
V254	0	0.31482	0.0532	0.26429	0.35664	0.01106
V255	0.42003	0.36678	0.04534	0.06827	0	0.09959
V256	0	1	0	0	0	0
V257	0	0.51658	0	0.01931	0.43198	0.03213
V258	0	0.2352	0.12987	0.63493	0	0
V259	0	0.60164	0.39836	0	0	0
V260	0.09187	0.06019	0	0	0.75052	0.09742
V261	0.60392	0.04821	0	0.02066	0.19168	0.13552
V262	0.08062	0.02897	0.89041	0	0	0
V263	0	0.06394	0.74448	0.19158	0	0
V264	0.70994	0.05333	0.0762	0.02029	0	0.14024
V265	0.02065	0.02115	0	0.02416	0.93404	0
V266	0	0.01547	0	0	0	0.98453
V267	0.1005	0.82522	0	0.07428	0	0
V268	0.96752	0.03248	0	0	0	0
V269	0	0.05173	0.12065	0.82762	0	0
V270	0.31428	0.59652	0	0.00984	0.07937	0
V271	0	0.09086	0.27802	0	0	0.63112
V272	0	0.01173	0	0.0944	0.85519	0.03867
V273	0.05087	0.02159	0.00654	0.10171	0.81048	0.00881
V274	0	0	0.16072	0	0	0.83928
V275	0.79242	0.20758	0	0	0	0
V276	0	0.30435	0.0599	0.06966	0	0.56609
V277	0.46957	0.03662	0	0	0.07189	0.42192
V278	0.12094	0.15792	0.07609	0.31104	0.33401	0
V279	0.00318	0.05334	0.23376	0.00262	0	0.7071
V280	0.0549	0.02758	0	0.91752	0	0
V281	0	0.99197	0	0.00803	0	0
V282	0	0.05399	0	0.06872	0.87729	0
V283	0	0.48367	0	0	0.51633	0
V284	0	0.11069	0.38864	0.40759	0	0.09308
V285	0	0.01259	0	0.98741	0	0
V286	0.73532	0.06438	0.02758	0.17272	0	0
V287	0	0.02959	0	0.10094	0.85801	0.01147
V288	0	0.31799	0	0	0.03812	0.64389
V289	0	0.08604	0.84865	0.06532	0	0
V290	0	0	0.23997	0.76003	0	0
V291	0	0.02926	0	0.97074	0	0
V292	0.10309	0.12181	0	0.70961	0.06549	0
V293	0	0.05925	0	0	0.94075	0
V294	0.61774	0.05855	0	0	0.27163	0.05208
V295	0	0	0	0	0	1
V296	0	0.4434	0.0712	0.39129	0	0.09411
V297	0	0	0	0	0	1
V298	0	0.84708	0.15292	0	0	0
V299	0.13371	0.08832	0.77797	0	0	0
V300	0.83544	0.13086	0	0	0	0.03371
V301	0.54777	0.44934	0.00289	0	0	0
V302	0	0.29823	0.03852	0.66325	0	0
V303	0	0.86248	0.04832	0.00947	0.07973	0
V304	0.0193	0.02152	0	0	0.95918	0
V305	0	0.00178	0.20732	0.55537	0.01463	0.2209
V306	0.28901	0.09734	0	0	0	0.61366
V307	0.19759	0.03053	0	0.00127	0.74468	0.02593
V308	0	0.00159	0	0.99841	0	0
V309	0	0.55843	0	0.44157	0	0
V310	0	0.4205	0.3157	0	0	0.2638
V311	0.43401	0	0	0	0	0.56599
V312	0.1117	0.0346	0	0.42905	0.42465	0
V313	0.12983	0	0	0	0	0.87017
V314	0.2279	0.03726	0	0.73484	0	0
V315	0.08519	0.88676	0	0	0	0.02804
V316	0.05192	0	0	0.04363	0	0.90445
V317	0	0.00561	0	0.84677	0	0.14761
V318	0	0.00399	0.00843	0.98758	0	0
V319	0.4043	0.21087	0.25741	0.12741	0	0
V320	0.24848	0.22482	0.38981	0.08761	0	0.04929
V321	0	0.685	0	0.315	0	0
V322	0	0.01259	0.05973	0.00397	0.78991	0.13379
V323	0	0.30842	0	0.48894	0.20264	0
V324	0	0.05674	0	0.28466	0.42946	0.22913
V325	0	1	0	0	0	0
V326	0.11092	0.88908	0	0	0	0
V327	0.08224	0.01145	0.90631	0	0	0
V328	0.17031	0.24536	0.19584	0.17143	0.21706	0
V329	0	0.01868	0.66152	0	0.31979	0
V330	0.00621	0.0118	0.98199	0	0	0
V331	0.82127	0.10262	0.00336	0.06536	0	0.00738
V332	0	0.06913	0.15117	0	0.39111	0.38859
V333	0	0.03263	0.5581	0.40245	0.00681	0
V334	0	0.42348	0.49703	0.07949	0	0
V335	0.10777	0.02583	0.82387	0	0	0.04253
V336	0.33896	0.66104	0	0	0	0
V337	0.03649	0.22727	0.01055	0	0.72569	0
V338	0.85032	0.03982	0	0	0.10986	0
V339	0.03699	0.11536	0.4783	0.28334	0	0.086
V340	0.69785	0.28259	0	0.01956	0	0
V341	0.25454	0.07135	0.00896	0.66515	0	0
V342	0	0.01092	0	0.8192	0	0.16988
V343	0	0.16154	0.10891	0	0	0.72955
V344	0	0.77607	0	0.01678	0.11963	0.08753
V345	0	0.02081	0	0.00443	0.97476	0
V346	0.14339	0.03691	0	0.51463	0.30507	0
V347	0.55492	0.16175	0	0.08173	0.20161	0
V348	0.09798	0.14984	0.75217	0	0	0
V349	0.81963	0.10253	0	0.07784	0	0
V350	0.46059	0.06533	0.10645	0.24387	0	0.12376
V351	0.05087	0.06933	0.01136	0	0	0.86845
V352	0	0.36187	0	0	0.27264	0.36549
V353	0	0.15483	0.84517	0	0	0
V354	0.07449	0.06662	0.26715	0	0.28313	0.30862
V355	0	0.03214	0.96786	0	0	0
V356	0.59452	0.15127	0	0.25422	0	0
V357	0.36423	0.0366	0.44196	0	0.15721	0
V358	0	0	0.03128	0	0	0.96872
V359	0.10177	0.12276	0	0.769	0.00646	0
V360	0.56957	0.03327	0	0.22373	0.17343	0
V361	0	1	0	0	0	0
V362	0	0.58597	0	0.41403	0	0
V363	0.86999	0.09481	0.00125	0	0.03394	0
V364	0	0.19191	0	0.01569	0.01732	0.77508
V365	0.42389	0.43524	0	0.14086	0	0
V366	0.05207	0.29564	0.59956	0.05273	0	0
V367	0	0.01395	0	0.72056	0.26549	0
V368	0	0.12942	0.06377	0.01178	0.06436	0.73068
V369	0	0.04396	0	0.0684	0.84839	0.03925
V370	0	0.09342	0.77823	0.1198	0	0.00854
V371	0	0.26652	0	0.61713	0	0.11635
V372	0	0.85105	0	0.02348	0.10061	0.02486
V373	0.88763	0.03213	0	0	0	0.08024
V374	0.17543	0.03534	0.2538	0.53543	0	0
V375	0.50069	0.04251	0.18559	0.0403	0.23091	0
V376	0	0.00406	0	0.12988	0	0.86605
V377	0.05348	0.02889	0.46925	0	0.44838	0
V378	0	0.04555	0.20327	0	0	0.75118
V379	0.40879	0.01144	0.10154	0	0	0.47822
V380	0	0.0501	0	0.01017	0.93973	0
V381	0.36736	0.05567	0.30881	0.26816	0	0
V382	0	0.03532	0	0.24089	0.72379	0
V383	0.19507	0.06227	0.44	0.30267	0	0
V384	0.03866	0.03564	0.92569	0	0	0
V385	0	0	0	0	0	1
V386	0.69819	0.06044	0.24137	0	0	0
V387	0.21703	0.03803	0.01953	0.7254	0	0
V388	0.84008	0.06615	0.09377	0	0	0
V389	0.1782	0.07293	0	0	0	0.74887
V390	0	0.04458	0	0.88727	0	0.06814
V391	0	0.02982	0	0.73096	0.23764	0.00158
V392	0	0.01402	0.5756	0.06156	0	0.34882
V393	0	0.17477	0.5086	0.05319	0.05605	0.2074
V394	0	0.00743	0.02142	0.97114	0	0
V395	0	0.04826	0.95174	0	0	0
V396	0.53472	0.09091	0	0.37437	0	0
V397	0	0.15332	0	0	0	0.84668
V398	0	0.82848	0	0.02518	0.14634	0
V399	0.00615	0.01534	0.97482	0.00369	0	0
V400	0	0	0	0.45804	0	0.54196
V401	0.17189	0.04068	0.76802	0	0.01941	0
V402	0	0.03334	0	0.96666	0	0
V403	0	0	0	0.00857	0.3495	0.64193
V404	0.00138	0.01986	0.97876	0	0	0
V405	0.41713	0.4079	0.0655	0.0543	0.05518	0
V406	0.01313	0.08158	0.21351	0.10353	0.12097	0.46728
V407	0	0.01658	0.83418	0	0	0.14923
V408	0	0.11111	0	0.85379	0	0.03509
V409	0.94466	0.05534	0	0	0	0
V410	0.95899	0.04101	0	0	0	0
V411	0	0	0	0.25844	0	0.74156
V412	0.6745	0.21514	0.01513	0.03768	0.05755	0
V413	0	0.1075	0	0.8925	0	0
V414	0.04834	0.10072	0	0.736	0.11494	0
V415	0	0.02181	0.41096	0.47668	0.03255	0.058
V416	0	0.16205	0	0.34288	0.43159	0.06348
V417	0	0	0.05446	0.09725	0	0.84829
V418	0	0.09164	0.50802	0.14694	0.2534	0
V419	0	0	0	0	0	1
V420	0	0	0	0	0	1
V421	0.01888	0.07519	0.01678	0.08764	0.80151	0
V422	0.20186	0.33796	0	0	0.46018	0
V423	0	0.16186	0	0.83814	0	0
