mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.28633	0.2054	0.21118	0.17522	0.12187
V2	0.07341	0.69399	0.0862	0.11115	0.03524
V3	0.05405	0.15232	0.33764	0.43703	0.01896
V4	0.01338	0.09816	0.19632	0.10073	0.59142
V5	0.01808	0.0467	0.06059	0.15346	0.72117
V6	0.28481	0.13756	0.21938	0.25942	0.09883
V7	0.00885	0.15615	0.33788	0.11226	0.38486
V8	0.0095	0.24598	0.63322	0.09735	0.01396
V9	0.04466	0.10399	0.20709	0.63182	0.01243
V10	0.39694	0.19067	0.35249	0.02753	0.03238
V11	0.03553	0.07192	0.095	0.11689	0.68066
V12	0.07039	0.09864	0.18115	0.33577	0.31405
V13	0.11504	0.08278	0.04095	0.45777	0.30346
V14	0.13491	0.06342	0.06647	0.65509	0.08011
V15	0.01414	0.05088	0.0089	0.90178	0.0243
V16	0.48969	0.11996	0.01894	0.35772	0.01369
V17	0.06869	0.21676	0.03069	0.1116	0.57227
V18	0.08594	0.40698	0.23658	0.26044	0.01005
V19	0.0303	0.03871	0.01203	0.17121	0.74775
V20	0	0.1997	0.53379	0.2458	0.02072
V21	0.0233	0.25572	0.12722	0.21172	0.38205
V22	0.71138	0.15578	0.06122	0.03763	0.03399
V23	0.07405	0.05331	0.03031	0.18514	0.65719
V24	0.4135	0.14907	0.02819	0.09245	0.31679
V25	0.02093	0.05512	0.02284	0.4659	0.43522
V26	0.43227	0.22056	0.06378	0.0855	0.1979
V27	0.12996	0.46332	0.18494	0.04951	0.17226
V28	0.02262	0.13597	0.16846	0.64056	0.03239
V29	0	0.11081	0.2594	0.61012	0.01967
V30	0.64763	0.15615	0.03117	0.06593	0.09912
V31	0.37668	0.16291	0.02194	0.2771	0.16136
V32	0.79579	0.08898	0.01143	0.04666	0.05714
V33	0.02709	0.17801	0.0298	0.17097	0.59413
V34	0.15091	0.7576	0.04203	0.04946	0
V35	0.10629	0.57005	0.25635	0.06731	0
V36	0.02945	0.20134	0.15405	0.13863	0.47652
V37	0.65356	0.07375	0.0052	0.05916	0.20833
V38	0.10565	0.17059	0.3664	0.22623	0.13112
V39	0.28403	0.15744	0.26227	0.05253	0.24373
