CD19B	CD56NK	CD4MemoryT	CD14
V1	0.40948	0.10278	0.19623	0.29151
V2	0.14877	0.17035	0.11893	0.56195
V3	0.08507	0.52784	0.07292	0.31417
V4	0.62561	0.17732	0.08413	0.11295
V5	0.12847	0.43506	0.22008	0.21639
V6	0.09925	0.70651	0.07295	0.12129
V7	0.14659	0.35296	0.12618	0.37427
V8	0.16392	0.12044	0.58398	0.13166
V9	0.20056	0.27004	0.10474	0.42466
V10	0.08769	0.12864	0.63681	0.14687
V11	0.19865	0.35968	0.3361	0.10558
V12	0.07728	0.51527	0.29256	0.11489
V13	0.22433	0.59066	0.06664	0.11838
V14	0.09389	0.73592	0.06295	0.10724
V15	0.13148	0.51286	0.14072	0.21493
V16	0.65428	0.11953	0.10419	0.12201
V17	0.10689	0.70494	0.06715	0.12103
V18	0.4183	0.34867	0.10436	0.12867
V19	0.15582	0.66805	0.06454	0.11159
V20	0.15671	0.41905	0.08431	0.33993
V21	0.1627	0.1498	0.5568	0.1307
V22	0.07299	0.17797	0.20583	0.54321
V23	0.31853	0.13368	0.44097	0.10682
V24	0.68771	0.1068	0.111	0.09449
V25	0.2667	0.27422	0.15692	0.30216
V26	0.29439	0.37523	0.08619	0.24418
V27	0.11894	0.145	0.10307	0.63298
V28	0.07936	0.13694	0.6789	0.1048
V29	0.35259	0.12124	0.39775	0.12842
V30	0.12368	0.26281	0.24099	0.37252
V31	0.18841	0.24758	0.25283	0.31118
V32	0.10512	0.12811	0.11088	0.6559
V33	0.08856	0.45174	0.28269	0.17701
V34	0.16263	0.13546	0.57043	0.13149
V35	0.15871	0.59986	0.115	0.12643
V36	0.07074	0.13947	0.36851	0.42127
V37	0.39628	0.15415	0.14489	0.30469
V38	0.32816	0.09956	0.19677	0.37551
V39	0.16062	0.49146	0.14681	0.20111
V40	0.11608	0.67502	0.10822	0.10068
V41	0.05515	0.56431	0.09286	0.28768
V42	0.20197	0.12812	0.21367	0.45623
V43	0.15284	0.34717	0.3711	0.12889
V44	0.08241	0.16922	0.52236	0.22601
V45	0.12026	0.5112	0.1991	0.16943
V46	0.58497	0.14793	0.16749	0.09961
V47	0.34587	0.24239	0.27243	0.13931
V48	0.58073	0.2213	0.08584	0.11214
V49	0.52377	0.23647	0.07826	0.1615
V50	0.09532	0.6826	0.11409	0.10798
V51	0.25665	0.38724	0.22977	0.12634
V52	0.09311	0.18903	0.58504	0.13283
V53	0.53777	0.18777	0.18034	0.09412
V54	0.33125	0.2454	0.3053	0.11805
V55	0.19393	0.20221	0.22565	0.37821
V56	0.08823	0.12233	0.14089	0.64854
V57	0.11372	0.69919	0.07324	0.11385
V58	0.46362	0.09581	0.11891	0.32166
V59	0.32675	0.39378	0.14136	0.13811
V60	0.14942	0.22054	0.27188	0.35815
V61	0.57411	0.17198	0.09209	0.16182
V62	0.63856	0.11644	0.13749	0.10751
V63	0.06354	0.67816	0.13583	0.12247
V64	0.05329	0.68804	0.05732	0.20135
V65	0.07059	0.11794	0.14808	0.6634
V66	0.18852	0.58047	0.07632	0.15469
V67	0.16793	0.33952	0.37965	0.11291
V68	0.15335	0.20808	0.10149	0.53708
V69	0.08558	0.32993	0.44127	0.14321
V70	0.39989	0.21261	0.19637	0.19113
V71	0.17174	0.16283	0.30685	0.35858
V72	0.41807	0.21651	0.14195	0.22346
V73	0.15463	0.52586	0.1516	0.1679
V74	0.10972	0.26963	0.51876	0.10188
V75	0.52188	0.09318	0.21269	0.17225
V76	0.05843	0.23342	0.19032	0.51782
V77	0.07756	0.30576	0.08609	0.5306
V78	0.24862	0.19107	0.19796	0.36236
V79	0.07613	0.18292	0.56762	0.17333
V80	0.29646	0.11749	0.41629	0.16975
V81	0.11261	0.22592	0.55279	0.10868
V82	0.07741	0.15651	0.65443	0.11165
V83	0.14156	0.23285	0.12931	0.49628
V84	0.30513	0.13519	0.18963	0.37005
V85	0.13346	0.33185	0.31169	0.22299
V86	0.10909	0.14641	0.60544	0.13906
V87	0.07303	0.67247	0.09704	0.15746
V88	0.16947	0.15461	0.24428	0.43164
V89	0.07572	0.12411	0.20918	0.59099
V90	0.06809	0.71907	0.09643	0.11641
V91	0.07751	0.61672	0.17643	0.12935
V92	0.35834	0.11969	0.32192	0.20006
V93	0.63794	0.09824	0.08992	0.17391
V94	0.06297	0.41297	0.0862	0.43786
V95	0.21665	0.40529	0.17003	0.20803
V96	0.10327	0.17938	0.10544	0.61192
V97	0.50763	0.17607	0.21578	0.10052
V98	0.50318	0.31344	0.07817	0.1052
V99	0.58748	0.12602	0.18521	0.10129
V100	0.12859	0.13324	0.6129	0.12527
V101	0.07104	0.13078	0.0993	0.69888
V102	0.6727	0.12478	0.09491	0.1076
V103	0.06892	0.14299	0.14508	0.64301
V104	0.06774	0.76246	0.06178	0.10802
V105	0.08549	0.73878	0.06784	0.10788
V106	0.13804	0.46304	0.26436	0.13456
V107	0.18955	0.25369	0.41405	0.1427
V108	0.15259	0.62563	0.12164	0.10013
V109	0.0782	0.22974	0.42668	0.26538
V110	0.08675	0.70659	0.08504	0.12162
V111	0.67036	0.08796	0.14002	0.10166
V112	0.15295	0.15831	0.33643	0.35231
V113	0.17778	0.18623	0.19328	0.44271
V114	0.21112	0.14053	0.13923	0.50912
V115	0.05888	0.63115	0.2012	0.10877
V116	0.15552	0.32929	0.29329	0.2219
V117	0.48864	0.28185	0.10041	0.1291
V118	0.15787	0.5015	0.08749	0.25314
V119	0.13097	0.16495	0.12008	0.584
