Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0	0.12708	0.7749	0	0	0.09802
V2	0.44925	0.42072	0	0	0	0.13004
V3	0	0.09276	0	0	0	0.90724
V4	0.13163	0.57781	0	0	0	0.29056
V5	0	0.18187	0	0.53929	0.27884	0
V6	0	0.0951	0	0	0.00537	0.89953
V7	0	0.48612	0	0	0.41433	0.09955
V8	0.33386	0.36358	0	0	0	0.30255
V9	0	0.21729	0	0	0	0.78271
V10	0.32781	0.31094	0.12143	0	0	0.23982
V11	0.06443	0.89946	0	0	0	0.03611
V12	0	0.06951	0	0	0	0.93049
V13	0	0.66298	0.23266	0	0	0.10436
V14	0	0.19576	0	0.80424	0	0
V15	0.22194	0.31114	0.02474	0	0.10501	0.33717
V16	0	0.10816	0	0.00407	0.47152	0.41624
V17	0	0.07272	0	0	0	0.92728
V18	0.36228	0.43806	0	0	0	0.19966
V19	0.32131	0.31281	0.12326	0	0	0.24262
V20	0.3603	0.37553	0	0	0	0.26417
V21	0	0.07797	0	0	0	0.92203
V22	0	0.1849	0.04388	0	0.51625	0.25497
V23	0	0.12554	0.47513	0	0.36074	0.03859
V24	0	0.15001	0.02954	0	0.57536	0.24508
V25	0.33455	0.4851	0	0	0	0.18036
V26	0	0.19889	0.15353	0	0.46962	0.17796
V27	0	0.05864	0	0	0	0.94136
V28	0	0.3328	0.16717	0	0.03173	0.4683
V29	0.03864	0.67658	0	0	0	0.28477
V30	0	0.25444	0.07336	0	0.1099	0.56229
V31	0.35758	0.35113	0	0	0	0.29129
V32	0	0.13314	0.38005	0.25784	0.05151	0.17746
V33	0.12151	0.55685	0.10593	0	0	0.21571
V34	0	0.08077	0.72028	0	0.14195	0.05699
V35	0	0.17512	0.13622	0.32442	0.22704	0.13721
V36	0.00241	0.62489	0.11817	0	0.12897	0.12556
V37	0	0.07544	0.53923	0	0	0.38534
V38	0	0.0574	0	0	0	0.9426
V39	0.42301	0.30961	0	0	0	0.26738
V40	0	0.59085	0	0	0.12764	0.28151
V41	0.11747	0.28897	0	0	0	0.59357
V42	0	0.16927	0.45487	0	0	0.37585
V43	0.03406	0.52903	0	0	0.16027	0.27665
V44	0.04045	0.90471	0	0	0	0.05484
V45	0.06514	0.41698	0	0	0	0.51788
V46	0	0.08427	0	0	0.29524	0.62049
V47	0	0.50751	0	0	0.23834	0.25415
V48	0.0729	0.7588	0.14307	0	0.00356	0.02166
V49	0.10975	0.89025	0	0	0	0
V50	0	0.07852	0.32665	0	0.36615	0.22868
V51	0	0.08327	0	0	0.91004	0.00669
V52	0	0.65439	0.22308	0	0	0.12253
V53	0	0.15112	0.19437	0	0.56449	0.09002
V54	0	0.19834	0.50989	0	0	0.29177
V55	0	0.12707	0.1403	0	0.70571	0.02691
V56	0	0.12632	0.85936	0	0	0.01432
V57	0	0.37865	0	0	0.02489	0.59645
V58	0	0.07951	0.74216	0	0	0.17833
V59	0	0.16752	0	0.83248	0	0
V60	0.35666	0.30573	0.05279	0.07624	0	0.20857
V61	0	0.18339	0	0	0	0.81661
V62	0.21821	0.27305	0.06962	0	0	0.43912
V63	0	0.42116	0	0	0	0.57884
V64	0	0.18938	0	0	0.78968	0.02094
V65	0.07018	0.28649	0	0	0	0.64333
V66	0.13409	0.29184	0.23611	0	0.09104	0.24693
V67	0	0.2053	0.28494	0	0	0.50976
V68	0.39595	0.36887	0	0	0	0.23517
V69	0	0.19415	0	0	0	0.80585
V70	0	0.14999	0.22291	0.52976	0.07833	0.01902
V71	0	0.30511	0	0	0.29132	0.40357
V72	0.30112	0.38641	0	0	0	0.31247
V73	0	0.16789	0	0.82456	0.00718	0.00037
V74	0	0.30497	0	0.69503	0	0
V75	0.06074	0.90658	0	0	0	0.03267
V76	0	0.08551	0.8667	0	0	0.0478
V77	0	0.28606	0.0434	0.35613	0.04007	0.27434
V78	0.20656	0.31063	0	0	0	0.48281
V79	0	0.42565	0	0	0	0.57435
V80	0	0.44004	0	0	0	0.55996
V81	0.3745	0.41369	0	0	0	0.2118
V82	0.09846	0.8288	0	0	0	0.07274
V83	0	0.26654	0	0.12275	0.24264	0.36807
V84	0	0.2709	0.16222	0.25031	0.00018	0.31638
V85	0.43122	0.37668	0	0	0	0.1921
V86	0	0.14887	0.13284	0	0.03004	0.68825
V87	0	0.16898	0	0.83102	0	0
V88	0	0.12089	0	0.08816	0.12189	0.66907
V89	0	0.16108	0.05032	0	0	0.7886
V90	0.1328	0.7504	0.02213	0	0	0.09467
V91	0	0.11233	0.06898	0	0.72093	0.09776
V92	0	0.15171	0	0	0.78023	0.06806
V93	0	0.13285	0	0	0.02868	0.83847
V94	0	0.13961	0.23813	0.62226	0	0
V95	0	0.10507	0.43221	0	0.45674	0.00598
V96	0	0.40548	0	0	0.2247	0.36982
V97	0	0.09512	0	0	0.90488	0
V98	0	0.23783	0	0.75929	0.00287	0
V99	0	0.15248	0	0.84752	0	0
V100	0	0.10393	0.64267	0	0.06336	0.19004
V101	0	0.44829	0.41819	0	0	0.13352
V102	0.43039	0.38113	0	0	0	0.18848
V103	0.39629	0.37188	0	0	0	0.23183
V104	0	0.14628	0.20097	0.60564	0.01319	0.03393
V105	0	0.05868	0	0	0	0.94132
V106	0	0.05342	0.25851	0	0	0.68806
V107	0.15065	0.76427	0.07002	0	0	0.01506
V108	0	0.07221	0	0	0	0.92779
V109	0	0.06107	0	0	0	0.93893
V110	0	0.24082	0.57363	0	0	0.18556
V111	0	0.093	0.86532	0	0	0.04168
V112	0	0.4761	0	0.48703	0	0.03686
V113	0	0.18075	0.73749	0	0	0.08177
V114	0	0.14184	0.73085	0	0	0.1273
V115	0	0.21356	0	0	0	0.78644
V116	0.40502	0.37037	0	0	0	0.22461
V117	0.23829	0.29515	0.07547	0	0.15253	0.23856
V118	0.06987	0.73428	0.03277	0	0.03443	0.12864
V119	0.03394	0.85069	0	0	0	0.11537
V120	0	0.32454	0.05159	0.2362	0.17522	0.21245
V121	0	0.13066	0	0	0	0.86934
V122	0	0.26421	0	0.58224	0	0.15356
V123	0	0.11393	0	0	0	0.88607
V124	0	0.0911	0.42758	0	0.45331	0.02801
V125	0	0.21552	0.51853	0	0	0.26595
V126	0	0.17422	0	0	0	0.82578
V127	0	0.096	0.83424	0	0	0.06976
V128	0.21129	0.46327	0.14262	0	0	0.18282
V129	0	0.09729	0.82686	0	0	0.07585
V130	0.41668	0.3724	0	0	0	0.21093
V131	0	0.07941	0	0	0.5486	0.37199
V132	0	0.56072	0.35858	0	0	0.0807
V133	0	0.29023	0.60701	0	0	0.10276
V134	0.14532	0.7144	0	0	0	0.14028
V135	0	0.09004	0.56886	0	0	0.3411
V136	0.12506	0.78189	0	0	0	0.09304
V137	0	0.26381	0.69364	0	0	0.04255
V138	0	0.08382	0	0	0	0.91618
V139	0	0.10247	0.06769	0	0.23521	0.59464
V140	0.32706	0.48119	0	0	0	0.19175
V141	0.13817	0.45396	0.18712	0	0.02762	0.19312
V142	0.06549	0.75649	0	0	0	0.17802
V143	0	0.16613	0.67129	0	0	0.16258
V144	0	0.16288	0	0	0	0.83712
V145	0	0.15745	0	0.84244	0	0.00012
V146	0	0.12163	0.05065	0	0.55263	0.27509
V147	0	0.21994	0	0	0	0.78006
V148	0	0.25978	0.65095	0	0	0.08928
V149	0	0.36047	0	0	0	0.63953
V150	0	0.13696	0	0.86304	0	0
V151	0	0.30508	0	0	0	0.69492
V152	0	0.30894	0.44786	0	0	0.2432
V153	0	0.13968	0.81354	0	0	0.04678
V154	0	0.27551	0	0	0	0.72449
V155	0	0.42095	0.0686	0	0.2798	0.23065
V156	0	0.54969	0	0	0.39601	0.0543
V157	0	0.12857	0	0	0	0.87143
V158	0	0.14036	0.7799	0	0	0.07973
V159	0	0.34062	0.39142	0	0	0.26796
V160	0	0.06666	0.67555	0	0	0.25778
V161	0	0.64385	0	0.24039	0.07138	0.04438
V162	0	0.63485	0	0	0.23081	0.13434
