mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.25964	0.22668	0.22025	0.17672	0.11671
V2	0.04628	0.70022	0.07086	0.12298	0.05967
V3	0.05373	0.16349	0.34434	0.4117	0.02674
V4	0.01285	0.14487	0.22063	0.06633	0.55531
V5	0.01764	0.0996	0.07448	0.10606	0.70222
V6	0.26239	0.15606	0.23197	0.25389	0.09568
V7	0.00899	0.19115	0.35924	0.094	0.34662
V8	0.01085	0.24328	0.61831	0.11055	0.01702
V9	0.04858	0.11561	0.21644	0.59523	0.02414
V10	0.35266	0.20085	0.35489	0.0551	0.0365
V11	0.0339	0.12429	0.11164	0.07357	0.65661
V12	0.07017	0.13071	0.1989	0.30892	0.2913
V13	0.11405	0.11537	0.05036	0.43048	0.28973
V14	0.1328	0.08039	0.07526	0.62694	0.08461
V15	0.02483	0.06569	0.01461	0.85626	0.03861
V16	0.44661	0.13942	0.02743	0.35771	0.02884
V17	0.06037	0.28038	0.03543	0.08137	0.54245
V18	0.07028	0.41737	0.22942	0.25467	0.02826
V19	0.03014	0.09482	0.02055	0.12288	0.73161
V20	0.00407	0.20453	0.52925	0.23821	0.02393
V21	0.01866	0.302	0.13493	0.18842	0.35598
V22	0.63337	0.17631	0.07183	0.07341	0.04507
V23	0.07312	0.1035	0.04043	0.14472	0.63823
V24	0.38568	0.18897	0.03685	0.09213	0.29638
V25	0.02509	0.09309	0.03087	0.4345	0.41645
V26	0.39219	0.25455	0.07061	0.09469	0.18797
V27	0.10428	0.48964	0.18058	0.05961	0.16588
V28	0.02734	0.15145	0.17587	0.6024	0.04294
V29	0.008	0.12202	0.26801	0.57267	0.0293
V30	0.5825	0.18349	0.04095	0.09081	0.10224
V31	0.34856	0.19321	0.02932	0.27125	0.15766
V32	0.71505	0.11154	0.02448	0.0835	0.06543
V33	0.02255	0.23918	0.03528	0.13468	0.56831
V34	0.10872	0.75184	0.02871	0.08114	0.0296
V35	0.07877	0.57097	0.23863	0.08881	0.02282
V36	0.02529	0.25119	0.16706	0.11211	0.44436
V37	0.60129	0.10461	0.01706	0.07653	0.20051
V38	0.09669	0.18833	0.37775	0.21742	0.1198
V39	0.25971	0.18434	0.27768	0.05718	0.22109
V40	0.19615	0.54592	0.03669	0.16939	0.05186
V41	0.04258	0.76133	0.03566	0.06998	0.09046
V42	0.66855	0.13831	0.03502	0.08373	0.07439
V43	0.36795	0.24356	0.27772	0.08317	0.02761
V44	0.02802	0.37558	0.44758	0.05057	0.09825
V45	0.03075	0.6023	0.10611	0.20326	0.05758
V46	0.10026	0.67855	0.085	0.09724	0.03896
V47	0.00346	0.25577	0.66863	0.049	0.02314
V48	0.13515	0.21065	0.19561	0.34423	0.11437
V49	0.35982	0.23074	0.19323	0.18717	0.02904
V50	0.01941	0.26284	0.65185	0.04858	0.01732
V51	0.08831	0.31955	0.18786	0.09799	0.30629
V52	0.04746	0.80927	0.03031	0.08288	0.03008
V53	0.02725	0.17573	0.02285	0.74423	0.02995
V54	0.18259	0.07165	0.02733	0.5563	0.16213
V55	0.06646	0.05422	0.01405	0.83353	0.03174
V56	0.06536	0.05156	0.02055	0.75372	0.10881
V57	0.12239	0.27186	0.43294	0.07082	0.10199
V58	0.06541	0.10436	0.13807	0.21665	0.47551
V59	0.65162	0.13988	0.08863	0.08573	0.03414
V60	0.34305	0.25801	0.12051	0.17345	0.10499
V61	0.17306	0.09499	0.04407	0.24519	0.44269
V62	0.05177	0.1611	0.26602	0.15263	0.36848
V63	0.33228	0.29461	0.07271	0.08772	0.21267
V64	0.71521	0.12626	0.03654	0.08337	0.03862
V65	0.07552	0.12698	0.04938	0.61953	0.12859
V66	0.02729	0.08431	0.12063	0.7348	0.03297
V67	0.01006	0.16109	0.29786	0.11415	0.41684
V68	0.3526	0.17388	0.30902	0.08791	0.07659
V69	0.45672	0.21873	0.17477	0.08119	0.06859
V70	0.05186	0.62437	0.06099	0.22362	0.03916
V71	0.0832	0.68958	0.06286	0.13144	0.03293
V72	0.03609	0.40358	0.04485	0.0705	0.44497
V73	0.05378	0.08632	0.10083	0.57391	0.18515
V74	0.01615	0.09653	0.02173	0.78242	0.08317
V75	0.36445	0.27782	0.25309	0.07129	0.03334
V76	0.0149	0.05624	0.02846	0.83	0.0704
V77	0.01827	0.24463	0.63766	0.08249	0.01694
V78	0.00362	0.25797	0.65989	0.05559	0.02293
V79	0.06984	0.39601	0.05719	0.18202	0.29494
V80	0.11086	0.65246	0.02532	0.11658	0.09479
V81	0.01121	0.25561	0.66686	0.04895	0.01738
V82	0.19389	0.18698	0.04197	0.54338	0.03377
V83	0.0862	0.12628	0.03581	0.55559	0.19612
V84	0.08704	0.21509	0.02712	0.08325	0.5875
V85	0.00355	0.25524	0.66749	0.05627	0.01745
V86	0.02199	0.29566	0.25736	0.39661	0.02839
V87	0.36239	0.09559	0.05187	0.45136	0.03878
V88	0.25952	0.21382	0.06507	0.2332	0.22838
V89	0.03622	0.28355	0.58054	0.08233	0.01736
V90	0.02049	0.23294	0.07303	0.13048	0.54306
V91	0.01298	0.06973	0.0778	0.81036	0.02913
V92	0.21182	0.1249	0.04545	0.08836	0.52948
V93	0.01242	0.15652	0.14995	0.51846	0.16265
V94	0.03761	0.21016	0.04039	0.27162	0.44022
V95	0.05878	0.26406	0.04184	0.13838	0.49693
V96	0.61827	0.11767	0.03985	0.09303	0.13118
V97	0.14561	0.11735	0.06044	0.14434	0.53226
V98	0.04614	0.39041	0.17479	0.16462	0.22404
V99	0.41563	0.18284	0.02253	0.26535	0.11364
V100	0.43381	0.22256	0.06231	0.10938	0.17195
V101	0.05563	0.79579	0.03742	0.08164	0.02952
V102	0.25498	0.28793	0.13281	0.15292	0.17136
V103	0.12157	0.08411	0.02638	0.0814	0.68654
V104	0.04241	0.41726	0.09763	0.07325	0.36945
V105	0.01837	0.10282	0.05885	0.11603	0.70393
V106	0.04312	0.68131	0.15489	0.07014	0.05055
V107	0.04091	0.33744	0.50618	0.09177	0.0237
V108	0.01616	0.33111	0.58515	0.04953	0.01805
V109	0.05449	0.24795	0.06926	0.30789	0.32041
V110	0.14736	0.47591	0.17472	0.16685	0.03516
V111	0.22249	0.32485	0.37106	0.06083	0.02077
V112	0.1526	0.08929	0.10612	0.47631	0.17566
V113	0.20622	0.1103	0.1096	0.18523	0.38865
V114	0.45387	0.15602	0.05963	0.2197	0.11077
V115	0.67649	0.10639	0.02325	0.08551	0.10837
V116	0.02173	0.09092	0.02187	0.09221	0.77327
V117	0.041	0.231	0.57894	0.11567	0.03339
V118	0.04112	0.05296	0.01421	0.84704	0.04467
V119	0.24785	0.16929	0.30326	0.2579	0.0217
V120	0.0106	0.22424	0.58672	0.13898	0.03946
V121	0.17516	0.64152	0.02564	0.07727	0.08041
V122	0.0309	0.38337	0.0949	0.27696	0.21387
V123	0.39502	0.13438	0.08061	0.23017	0.15981
V124	0.18318	0.17615	0.07344	0.25531	0.31191
V125	0.03469	0.47406	0.4049	0.0604	0.02595
V126	0.13042	0.25941	0.20118	0.15184	0.25714
V127	0.20819	0.20457	0.46765	0.09569	0.0239
V128	0.18429	0.6696	0.03383	0.0709	0.04138
V129	0.2132	0.16366	0.23191	0.20238	0.18885
V130	0.02694	0.46712	0.05799	0.27911	0.16883
V131	0.0173	0.10578	0.19364	0.65822	0.02506
V132	0.29838	0.09193	0.01528	0.36986	0.22455
V133	0.00666	0.21762	0.44296	0.11728	0.21548
V134	0.05731	0.23489	0.56661	0.06712	0.07407
V135	0.02114	0.27405	0.54185	0.06866	0.0943
V136	0.73181	0.1148	0.02564	0.08732	0.04042
V137	0.68648	0.12995	0.02377	0.10626	0.05354
V138	0.21142	0.20753	0.08845	0.17632	0.31627
V139	0.10216	0.08963	0.14028	0.63641	0.03152
V140	0.03132	0.11464	0.15768	0.07045	0.62592
V141	0.01726	0.33123	0.49102	0.13654	0.02395
V142	0.17209	0.14897	0.27904	0.16094	0.23897
V143	0.01788	0.29714	0.39165	0.17219	0.12115
V144	0.40562	0.25799	0.07606	0.17464	0.0857
V145	0.00345	0.25455	0.65153	0.06206	0.02841
V146	0.03242	0.33487	0.02701	0.35693	0.24877
V147	0.07562	0.24355	0.50144	0.13951	0.03988
V148	0.13987	0.68422	0.03371	0.10125	0.04094
V149	0.01624	0.05244	0.01482	0.85122	0.06529
V150	0.11497	0.31578	0.4483	0.05036	0.07059
V151	0.35313	0.08919	0.02686	0.42254	0.10828
V152	0.01929	0.07405	0.10681	0.72099	0.07886
V153	0.13672	0.2901	0.36716	0.09427	0.11176
V154	0.10529	0.54807	0.04499	0.09011	0.21154
V155	0.03545	0.08465	0.12018	0.72698	0.03274
V156	0.0829	0.17781	0.33116	0.17627	0.23186
V157	0.08197	0.14322	0.1596	0.29662	0.31859
V158	0.15786	0.17323	0.3591	0.0883	0.22151
V159	0.09845	0.22373	0.02992	0.59472	0.05318
V160	0.37271	0.22693	0.09836	0.10025	0.20176
V161	0.19111	0.11856	0.07462	0.0714	0.54432
V162	0.00395	0.26162	0.66731	0.04951	0.01761
V163	0.05637	0.09073	0.03473	0.10814	0.71003
V164	0.70092	0.14566	0.03088	0.08916	0.03337
V165	0.47878	0.25951	0.088	0.11366	0.06004
V166	0.04902	0.10797	0.20496	0.55725	0.08081
V167	0.03247	0.58025	0.03842	0.19362	0.15525
V168	0.00395	0.26162	0.66731	0.04951	0.01761
V169	0.04783	0.61528	0.1598	0.14083	0.03626
V170	0.20682	0.37368	0.06826	0.24035	0.1109
V171	0.23829	0.20779	0.29021	0.20817	0.05553
V172	0.1591	0.27122	0.08464	0.08208	0.40296
V173	0.17699	0.1663	0.0932	0.41599	0.14752
V174	0.1704	0.15027	0.29184	0.2225	0.16498
V175	0.06962	0.21304	0.12393	0.21453	0.37889
V176	0.29913	0.08002	0.02052	0.57069	0.02964
V177	0.15073	0.20374	0.42141	0.19948	0.02463
V178	0.21509	0.19964	0.35534	0.15186	0.07807
V179	0.09466	0.09781	0.02684	0.08192	0.69878
V180	0.02634	0.16616	0.30404	0.0601	0.44336
V181	0.06151	0.29866	0.02094	0.11507	0.50381
V182	0.45194	0.25147	0.02382	0.21583	0.05694
V183	0.06517	0.79497	0.02968	0.07365	0.03654
V184	0.24725	0.1415	0.24182	0.32993	0.0395
V185	0.09133	0.45304	0.04304	0.1987	0.21389
V186	0.11975	0.2195	0.04582	0.28833	0.3266
V187	0.07081	0.59299	0.02394	0.27803	0.03422
V188	0.63601	0.12965	0.04569	0.15369	0.03497
V189	0.36571	0.25676	0.04929	0.2952	0.03303
V190	0.33314	0.183	0.19249	0.0741	0.21728
V191	0.18336	0.23324	0.02366	0.44623	0.11351
V192	0.26188	0.24318	0.12323	0.24989	0.12183
V193	0.0586	0.31414	0.41594	0.08626	0.12507
V194	0.22764	0.14392	0.09494	0.15299	0.38051
V195	0.4391	0.2563	0.20063	0.07442	0.02955
V196	0.01755	0.0926	0.07455	0.10679	0.7085
V197	0.06274	0.76792	0.02859	0.10506	0.03569
V198	0.19678	0.25525	0.05248	0.24633	0.24916
V199	0.57707	0.14992	0.18099	0.06599	0.02603
V200	0.60129	0.1056	0.04553	0.09166	0.15592
V201	0.03896	0.05645	0.0348	0.70465	0.16514
V202	0.70201	0.14847	0.01955	0.09065	0.03933
V203	0.43481	0.2785	0.04349	0.1179	0.12529
V204	0.29429	0.15802	0.0515	0.0709	0.42528
V205	0.10458	0.1337	0.12237	0.12323	0.51613
V206	0.04257	0.12359	0.01503	0.76298	0.05583
V207	0.02483	0.06569	0.01461	0.85626	0.03861
V208	0.1278	0.31377	0.37936	0.0938	0.08528
V209	0.14189	0.12451	0.10531	0.09195	0.53634
V210	0.00338	0.25334	0.6647	0.05565	0.02293
V211	0.13682	0.1477	0.19107	0.08549	0.43893
V212	0.05333	0.6776	0.09297	0.10397	0.07212
V213	0.0954	0.08494	0.07432	0.29125	0.45408
V214	0.02228	0.53267	0.3357	0.07003	0.03932
V215	0.20999	0.27542	0.13463	0.13104	0.24892
V216	0.05179	0.17669	0.2884	0.0884	0.39472
V217	0.01436	0.05202	0.03536	0.80846	0.0898
V218	0.06293	0.25555	0.24549	0.34983	0.0862
V219	0.10516	0.32643	0.3143	0.22759	0.02653
V220	0.17113	0.64543	0.07593	0.07449	0.03302
V221	0.0396	0.21951	0.40648	0.06008	0.27433
V222	0.02982	0.09111	0.02873	0.09674	0.7536
V223	0.39537	0.15586	0.24953	0.1662	0.03305
V224	0.03875	0.51221	0.04509	0.14125	0.2627
V225	0.5483	0.23428	0.11724	0.06789	0.03229
V226	0.39315	0.47311	0.02379	0.07386	0.0361
V227	0.08198	0.25213	0.02391	0.58835	0.05363
V228	0.43993	0.16446	0.22012	0.12562	0.04987
V229	0.21826	0.40639	0.22916	0.1005	0.0457
V230	0.02988	0.08406	0.02894	0.09773	0.75938
V231	0.05645	0.54554	0.07403	0.23067	0.09331
V232	0.60051	0.14331	0.15576	0.07365	0.02677
V233	0.05746	0.13087	0.1476	0.14031	0.52376
V234	0.01882	0.37334	0.19256	0.37324	0.04204
V235	0.7227	0.11656	0.01956	0.10607	0.0351
V236	0.06635	0.19936	0.47367	0.20825	0.05238
V237	0.10508	0.1825	0.22883	0.32631	0.15728
V238	0.0177	0.0766	0.02547	0.32802	0.55221
V239	0.06002	0.39578	0.0644	0.22487	0.25493
V240	0.06028	0.74345	0.03498	0.08565	0.07564
V241	0.04738	0.81118	0.03026	0.07432	0.03686
V242	0.03204	0.34837	0.25506	0.29862	0.06592
V243	0.36886	0.16241	0.26341	0.08342	0.1219
V244	0.02945	0.4161	0.18388	0.13138	0.2392
V245	0.04398	0.77984	0.05177	0.09607	0.02834
V246	0.4925	0.28942	0.04364	0.07614	0.0983
V247	0.15192	0.25603	0.45456	0.0971	0.04039
V248	0.0874	0.55718	0.04554	0.07466	0.23522
V249	0.21008	0.17603	0.18684	0.14382	0.28323
V250	0.02033	0.22198	0.49691	0.07774	0.18305
V251	0.17781	0.10209	0.08917	0.56764	0.06329
V252	0.02294	0.25679	0.4315	0.17672	0.11205
V253	0.25118	0.51014	0.09207	0.1089	0.03771
V254	0.42852	0.35997	0.02035	0.15062	0.04053
V255	0.63273	0.16053	0.01799	0.09672	0.09203
V256	0.03736	0.68468	0.04092	0.07539	0.16164
V257	0.35724	0.327	0.13496	0.0968	0.084
V258	0.13633	0.30697	0.05939	0.46441	0.03289
V259	0.41892	0.31267	0.15764	0.06942	0.04135
V260	0.22585	0.13411	0.1097	0.13607	0.39427
V261	0.02098	0.18042	0.40055	0.29124	0.10682
V262	0.68146	0.13366	0.05878	0.09004	0.03606
V263	0.60626	0.15878	0.02876	0.17599	0.0302
V264	0.06209	0.76064	0.03578	0.11288	0.02861
V265	0.62126	0.17589	0.07754	0.09126	0.03406
V266	0.02524	0.09845	0.09682	0.09382	0.68567
V267	0.05515	0.08263	0.02564	0.20981	0.62678
V268	0.16604	0.41019	0.13639	0.22618	0.0612
V269	0.07375	0.35949	0.29719	0.22466	0.0449
V270	0.0474	0.06075	0.04119	0.82063	0.03003
V271	0.20067	0.62151	0.03225	0.09248	0.05309
V272	0.0948	0.71211	0.04873	0.0838	0.06055
V273	0.23446	0.12477	0.15783	0.34088	0.14206
V274	0.08966	0.11711	0.05345	0.24197	0.49781
V275	0.03939	0.62173	0.15272	0.14969	0.03647
V276	0.01166	0.20493	0.50847	0.2397	0.03524
V277	0.27485	0.1995	0.42726	0.05811	0.04028
V278	0.00853	0.15743	0.27973	0.44136	0.11295
V279	0.12533	0.06351	0.02675	0.71717	0.06724
V280	0.16301	0.08766	0.04721	0.60304	0.09908
V281	0.02701	0.22334	0.05149	0.66397	0.03419
V282	0.05647	0.80287	0.0299	0.07402	0.03674
V283	0.30557	0.11917	0.11365	0.08783	0.37377
V284	0.02429	0.26775	0.42712	0.05206	0.22879
V285	0.42548	0.41587	0.02195	0.10109	0.03562
V286	0.06416	0.24361	0.58904	0.08079	0.0224
V287	0.20132	0.1597	0.15383	0.31235	0.17282
V288	0.15809	0.20812	0.46563	0.05635	0.11181
V289	0.13301	0.22653	0.03651	0.57	0.03394
V290	0.34967	0.42899	0.12987	0.06533	0.02613
V291	0.33014	0.22367	0.02326	0.38879	0.03414
V292	0.10069	0.18467	0.33677	0.08366	0.29421
V293	0.00606	0.2899	0.58547	0.09001	0.02856
V294	0.02088	0.0924	0.02956	0.09013	0.76703
V295	0.01592	0.14611	0.26834	0.49047	0.07915
V296	0.65488	0.1801	0.01898	0.09255	0.0535
V297	0.01858	0.2218	0.55968	0.1544	0.04554
V298	0.24375	0.07254	0.02059	0.55132	0.11179
V299	0.21951	0.06284	0.02638	0.66162	0.02965
V300	0.73066	0.1185	0.02014	0.09492	0.03578
V301	0.71557	0.11098	0.02453	0.10989	0.03902
V302	0.0167	0.07042	0.02413	0.44614	0.44261
V303	0.09363	0.24687	0.19422	0.21247	0.25281
V304	0.14404	0.23839	0.52913	0.0548	0.03363
V305	0.17825	0.33465	0.0988	0.15811	0.23019
V306	0.28257	0.56464	0.02484	0.08664	0.04131
V307	0.18528	0.12884	0.22083	0.44136	0.0237
V308	0.17803	0.20956	0.47238	0.11628	0.02375
V309	0.50691	0.15217	0.05879	0.1731	0.10902
V310	0.03782	0.09987	0.02678	0.16055	0.67499
V311	0.02192	0.05476	0.04899	0.83781	0.03652
V312	0.07715	0.31343	0.22756	0.05914	0.32271
V313	0.05786	0.29781	0.03321	0.35523	0.25588
V314	0.07877	0.07885	0.02288	0.41207	0.40742
V315	0.71805	0.11349	0.0303	0.08353	0.05463
V316	0.094	0.52045	0.22526	0.08727	0.07302
V317	0.2917	0.23652	0.37589	0.05982	0.03608
V318	0.69449	0.10903	0.02369	0.08095	0.09184
V319	0.08143	0.26122	0.57852	0.06128	0.01755
V320	0.07393	0.04988	0.02044	0.81867	0.03708
V321	0.11033	0.35961	0.25721	0.2335	0.03935
V322	0.0114	0.35197	0.45041	0.09393	0.0923
V323	0.19669	0.30769	0.34279	0.07396	0.07887
