Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.3306	0.13064	0.25446	0.12831	0.15599
V2	0.06997	0.77415	0.05703	0.04925	0.0496
V3	0.06956	0	0.45876	0.4214	0.05028
V4	0.00395	0	0.21277	0.07359	0.70969
V5	0.00124	0	0.04425	0.1151	0.83941
V6	0.3431	0.01862	0.27983	0.22046	0.13799
V7	0.00652	0.01659	0.40289	0.0853	0.48869
V8	0.01808	0	0.90675	0.06614	0.00902
V9	0.05474	0	0.2662	0.61696	0.0621
V10	0.48432	0.01493	0.48094	0	0.0198
V11	0.02296	0.00477	0.08812	0.08622	0.79793
V12	0.07318	0	0.21075	0.29629	0.41977
V13	0.1192	0.03953	0.0306	0.39882	0.41185
V14	0.15306	0	0.06748	0.62649	0.15297
V15	0.01907	0.01641	0	0.85431	0.11021
V16	0.57422	0.08456	0.00863	0.301	0.03158
V17	0.0574	0.22798	0.01035	0.07303	0.63125
V18	0.09683	0.42577	0.25946	0.19047	0.02746
V19	0.01376	0	0	0.12575	0.86049
V20	0.00188	0	0.74583	0.21938	0.03291
V21	0.02093	0.24412	0.1224	0.1598	0.45275
V22	0.82119	0.08752	0.06848	0	0.0228
V23	0.06084	0.00571	0.01343	0.14263	0.7774
V24	0.42982	0.12466	0.01398	0.0482	0.38334
V25	0.01571	0.0183	0.00758	0.39638	0.56204
V26	0.46044	0.20966	0.05787	0.03886	0.23317
V27	0.12735	0.49286	0.17903	0.01124	0.18953
V28	0.03013	0.06742	0.20548	0.60507	0.0919
V29	0.00055	0	0.33558	0.59233	0.07154
V30	0.72854	0.11519	0.02659	0.01565	0.11403
V31	0.40921	0.15397	0.00741	0.21653	0.21288
V32	0.93621	0.00082	0.00767	0	0.05529
V33	0.01753	0.18015	0.00987	0.12357	0.66889
V34	0.13015	0.84231	0.01572	0.00511	0.00671
V35	0.10802	0.6148	0.25281	0.02009	0.00428
V36	0.02413	0.15658	0.15466	0.10041	0.56421
V37	0.73113	0	0	0.01128	0.25758
V38	0.12461	0.00962	0.48472	0.19702	0.18404
V39	0.32309	0.02628	0.32581	0.01728	0.30754
V40	0.22622	0.62062	0.02066	0.08815	0.04436
V41	0.06605	0.82672	0.02125	0.00676	0.07921
V42	0.8673	0.04092	0.02132	0	0.07046
V43	0.49745	0.12507	0.35749	0.01073	0.00926
V44	0.04575	0.27824	0.55094	0.00322	0.12185
V45	0.0533	0.66884	0.09753	0.12322	0.05711
V46	0.12581	0.75694	0.07163	0.02386	0.02176
V47	0.00724	0	0.97993	0	0.01283
V48	0.16599	0.12535	0.2223	0.31579	0.17058
V49	0.47565	0.15192	0.23023	0.12255	0.01965
V50	0.03334	0.00854	0.95682	0	0.00131
V51	0.1011	0.25322	0.1863	0.06932	0.39007
