Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.08444	0.03897	0.87659	0	0	0
V2	0.71084	0.14128	0	0.09713	0.05075	0
V3	0	0.05388	0.1888	0	0	0.75733
V4	0.19091	0.57882	0	0.11997	0.03907	0.07123
V5	0	0.05102	0	0.70364	0.24533	0
V6	0.11639	0.03345	0.15899	0.03957	0.09299	0.55861
V7	0	0.45063	0	0.01793	0.53144	0
V8	0.8515	0.0676	0	0.0809	0	0
V9	0.21871	0.19566	0	0.31286	0	0.27277
V10	0.55927	0.06961	0	0.37111	0	0
V11	0	1	0	0	0	0
V12	0	0	0	0	0	1
V13	0	0.62176	0.37824	0	0	0
V14	0	0.05273	0	0.94727	0	0
V15	0.61289	0.10529	0	0.12442	0.15739	0
V16	0	0.03214	0	0.50778	0.35624	0.10384
V17	0	0	0.10367	0	0	0.89633
V18	0.85427	0.14573	0	0	0	0
V19	0.75682	0.07893	0.12988	0	0.03437	0
V20	0.79933	0.08914	0.01675	0.09478	0	0
V21	0	0.00527	0	0	0	0.99473
V22	0.21585	0.08913	0	0.08043	0.61459	0
V23	0.05775	0.0492	0.34889	0.0088	0.53536	0
V24	0.16829	0.04772	0	0.14057	0.64342	0
V25	0.54818	0.30814	0	0.14368	0	0
V26	0.34149	0.05251	0	0	0.606	0
V27	0	0	0.138	0	0	0.862
V28	0	0.30832	0.17129	0.30495	0	0.21544
V29	0	0.7698	0.08034	0.05901	0	0.09086
V30	0.21301	0.25463	0.0838	0	0.20782	0.24073
V31	0.82638	0.05026	0.12336	0	0	0
V32	0	0.02939	0.37522	0.59539	0	0
V33	0.25368	0.48384	0.26248	0	0	0
V34	0	0.02446	0.57333	0.01616	0.38604	0
V35	0	0.07164	0.1829	0.65754	0.08791	0
V36	0.00273	0.65048	0.12449	0.01768	0.20462	0
V37	0	0.02691	0.87889	0	0	0.0942
V38	0	0	0.08247	0	0	0.91753
V39	0.67398	0.06493	0	0.26108	0	0
V40	0	0.63737	0	0.23658	0.06894	0.05711
V41	0.8314	0.04037	0	0	0	0.12823
V42	0.31977	0.04293	0.6058	0	0	0.0315
V43	0.19208	0.50933	0	0.03835	0.23359	0.02666
V44	0	1	0	0	0	0
V45	0.51126	0.37318	0	0	0	0.11556
V46	0	0.0114	0	0.35941	0.34358	0.28561
V47	0	0.51933	0	0.21829	0.2455	0.01687
V48	0	0.75217	0.23439	0	0.01344	0
V49	0	0.97339	0	0.01033	0.01628	0
V50	0	0.03218	0.28259	0.01379	0.65198	0.01947
V51	0	0.02362	0	0.02014	0.95624	0
V52	0	0.65584	0.32578	0.01838	0	0
V53	0.18443	0.0419	0.01997	0.04027	0.71344	0
V54	0.02288	0.16279	0.72691	0.04534	0.00317	0.03891
V55	0	0.0655	0.05726	0.04337	0.83387	0
V56	0	0.04911	0.8559	0.095	0	0
V57	0.00975	0.46021	0	0	0.08563	0.44442
V58	0	0.03392	0.96608	0	0	0
V59	0	0.03572	0	0.96428	0	0
