Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01092	0.02114	0.03156	0.02037	0.09343	0	0.03098	0	0.00925	0.78234
V2	0.612	0.01069	0.05204	0.00463	0.03636	0.23424	0.04731	0.00274	0	0
V3	0.11461	0.09284	0.09763	0.02276	0.38661	0.00606	0.11205	0.10981	0.01546	0.04217
V4	0.00763	0.08928	0.0402	0.01174	0.03519	0.07962	0.02739	0.0086	0.44768	0.25269
V5	0.00087	0.0966	0.03013	0.07669	0	0.05419	0.0286	0	0.00919	0.70374
V6	0.00474	0.1274	0.18535	0.03416	0.53446	0.0217	0.01978	0.04423	0.0059	0.02228
V7	0	0.57048	0.00567	0.01886	0.24315	0.00862	0.07716	0.05341	0.0167	0.00595
V8	0.00347	0.60403	0.0438	0.01516	0.0207	0.02502	0.02903	0.21404	0.03736	0.00739
V9	0.01365	0	0.08943	0.1321	0.05772	0.01793	0.2479	0.38822	0.0401	0.01294
V10	0	0.14383	0.00732	0.00896	0.61296	0.0626	0.03357	0.10831	0.0025	0.01995
V11	0.01202	0.59329	0.00706	0.01104	0.01905	0.04973	0.02926	0.19545	0.06283	0.02026
V12	0.01045	0.02404	0.17966	0.43741	0.03947	0	0.09965	0.00269	0.02175	0.18488
V13	0.09849	0.00606	0.11726	0.01769	0.07548	0.11582	0.44334	0.00316	0.09703	0.02567
V14	0.07291	0.46466	0.13127	0.06965	0.04828	0.04533	0.13554	0.00752	0.02297	0.00187
V15	0.23531	0.00946	0.15853	0.48285	0.03534	0.00935	0.03763	0.00489	0.02664	0
V16	0.01332	0.05877	0.22147	0.49984	0.04562	0.03672	0.01267	0	0.09995	0.01163
V17	0.01714	0.11165	0.00425	0.02047	0	0.06295	0.05185	0.00133	0.01511	0.71525
V18	0.05866	0.06073	0.07069	0.25168	0	0.00199	0.01884	0	0.01438	0.52303
V19	0	0	0.01645	0.06588	0	0.06264	0.02631	0.00078	0.00704	0.8209
V20	0.00263	0.22555	0.01138	0.01864	0.03995	0.00078	0.53421	0.02999	0.01137	0.1255
V21	0.0977	0.44845	0.01996	0.00972	0.01906	0.31678	0.03569	0.02256	0.02323	0.00684
V22	0.0033	0	0.00348	0.01301	0	0.01026	0.03374	0.18113	0.04087	0.71421
V23	0.26042	0.02786	0.46399	0.05257	0.01758	0.00262	0.01453	0	0.016	0.14441
V24	0.02316	0.64555	0.0429	0.01575	0.03267	0.00306	0.09152	0.05535	0.09005	0
V25	0.02185	0.1109	0.02569	0.03239	0.03553	0.10782	0.043	0	0.11631	0.50651
V26	0.01966	0	0.06795	0.01204	0.04452	0.02866	0.07205	0.71407	0.03581	0.00524
V27	0	0.07261	0.00546	0.01551	0.27533	0	0.04089	0	0.00565	0.58456
V28	0.23159	0	0.02442	0.01269	0	0.01301	0.04157	0.01485	0.00169	0.66017
V29	0.00627	0.69174	0.00462	0.01963	0.01238	0.0942	0.02676	0.01351	0.02126	0.10964
V30	0.00848	0.00525	0.10267	0.02406	0.05191	0.28368	0.30273	0	0.19629	0.02495
V31	0.01249	0.3839	0.19097	0.02804	0.07249	0.00742	0.02738	0.23478	0.02909	0.01344
V32	0.47563	0.0521	0.05641	0.00783	0.23197	0.03316	0.04881	0	0.06545	0.02864
V33	0.03681	0.01439	0.22977	0.44834	0.04643	0	0.19811	0	0.02404	0.00212
V34	6e-04	0.05343	0.00737	0.01651	0.13405	0	0.03156	0.00509	0.03526	0.71612
V35	0.0069	0.86084	0.0062	0.016	0.02169	0.01154	0.03304	0.01418	0.0296	0
V36	0.05615	0.00755	0.02082	0.01073	0.08424	0	0.7791	0.01853	0.00746	0.01542
V37	0	0.56782	0.00651	0.01308	0.04822	0	0.30145	0.02143	0.02507	0.01642
V38	0.12768	0	0.07098	0.1593	0.06277	0	0.5554	0	0.01532	0.00856
V39	0.08008	0	0.07493	0.15653	0.0918	0	0.54767	0.01003	0.01498	0.02397
V40	0.11852	0.03796	0.60224	0.06812	0.11415	0	0.01146	0	0.02082	0.02673
V41	0.59469	0.06172	0.08287	0.00851	0.02638	0.00104	0.02498	0.00517	0.17422	0.02043
V42	0	0.65118	0.00458	0.01464	0.23415	0.00089	0.0191	0	0.01978	0.05568
V43	0.13699	0.04526	0.12208	0.08535	0.20433	0.03013	0.23857	0.01493	0.11036	0.01199
V44	0.03511	0.00442	0.52568	0.05785	0.03718	0.00611	0.02759	0.26738	0.03221	0.00647
V45	0.0103	0	0.04884	0.01914	0.05544	0.00052	0.30773	0	0.47445	0.08357
V46	0.15091	0.08474	0.07358	0.19872	0.00078	0	0.01826	0.0078	0.01275	0.45245
V47	0.00675	0	0.02081	0.01266	0.06847	0	0.84835	0	0.01098	0.03197
V48	0.01007	0	0.00968	0.01801	0	0	0.03274	0	0.06493	0.86457
V49	0.21895	0	0.02554	0.01168	0.03468	0.0216	0.0508	0.61231	0.02445	0
V50	0.30191	0.17724	0.03514	0.00656	0.03308	0.41432	0.02139	0.00114	0.00921	0
V51	0.16526	0.02017	0.51837	0.05598	0.08891	0	0.02124	0.04098	0.05315	0.03595
V52	0.0135	0	0.19205	0.31263	0.05434	0	0.39246	0.00304	0.02439	0.00758
V53	0.40362	0.00685	0.12181	0.09005	0.01005	0.00012	0.02704	0.09561	0.00993	0.23492
V54	0	0.04635	0.01189	0.0089	0.19114	0.70546	0.03278	0	0.00212	0.00136
V55	0.00979	0.02191	0.16674	0.62473	0.08375	0.00194	0.03881	0	0.03052	0.0218
V56	0.14667	0.02865	0.47318	0.07174	0.09127	0.1279	0.01403	0	0.01356	0.033
V57	0.03029	0.00884	0.51189	0.23231	0.03687	0.004	0.0199	0.01767	0.09	0.04822
V58	0.01325	0.19577	0.08395	0.14189	0.03613	0.47484	0.03707	0	0.0171	0
V59	0.03078	0.04742	0.01953	0.0119	0.07054	0	0.79382	0	0.01001	0.01601
V60	0.70495	0.01765	0.071	0.00718	0.07323	2e-05	0.01921	0.00041	0.09906	0.00729
V61	0.00089	0	0.04543	0.03476	0.04166	0.82199	0.03843	0.00259	0.00549	0.00877
V62	0.02321	0	0.01405	0.02523	0.00152	0	0.39324	0.00229	0.02998	0.51047
V63	0	0.25984	0.02263	0.01034	0.15563	0.48022	0.03232	0	0.01197	0.02706
V64	0.07842	0.00334	0.29922	0.25427	0.02686	0.01019	0.02399	0.20289	0.02344	0.07739
V65	0.07244	0.02132	0.12182	0.33542	0.03554	0.00254	0.08348	0.19235	0.09703	0.03806
V66	0	0.13879	0.01453	0.01224	0.51183	0.01946	0.04219	0.0094	0.01789	0.23368
V67	0.02348	0.17816	0.43016	0.09253	0.03987	0.03547	0.09068	0.00466	0.05597	0.04902
V68	0.02835	0.0184	0.04588	0.00778	0.06607	0.01643	0.04044	0.29116	0.47934	0.00613
V69	0.04326	0.02268	0.73594	0.09645	0.047	0	0.01004	0	0.02835	0.01629
V70	0.6793	0.01131	0.13431	0.01279	0.02602	0.02386	0.04555	0.00519	0.06166	0
V71	0.0424	0	0.01594	0.01418	0.03954	0.0292	0.06483	0.72562	0.03496	0.03332
V72	0.21345	0.03076	0.08318	0.22776	0.13051	0	0.01713	0.00247	0.01603	0.27869
V73	0.01725	0.18545	0.02314	0.01902	0.67798	0.01209	0.02641	0	0.00182	0.03684
V74	0.00984	0	0.04864	0.16092	0	0.02572	0.0228	0.00104	0.00995	0.72109
V75	0.01534	0.08219	0.236	0.42566	0.05518	0.00565	0.01387	0.00228	0.16177	0.00207
V76	0	0.00785	0.01731	0.01228	0.03726	0.87379	0.04177	0.00331	0.00642	0
V77	0.00562	0	0.08208	0.28775	0.04693	0.25223	0.29709	0	0.01349	0.01481
V78	0.00081	0.46845	0.03647	0.01588	0.04719	0.00325	0.31136	0	0.01612	0.10048
V79	0.0076	0.02415	0.1036	0.2828	0.03756	0.26673	0.02897	0	0.20538	0.0432
V80	0.34922	0	0.0337	0.01611	0	0	0.04469	0	0.03863	0.51765
V81	0	0.04123	0.0482	0.15535	0.16301	0.55954	0.02603	0	0.00664	0
V82	0.05629	0.50209	0.07467	0.23476	0.02864	0.01542	0.01691	0.04659	0.02464	0
V83	0.03493	0.05782	0.14735	0.44908	0.05533	0.00301	0.02327	0.20059	0.02863	0
V84	0.02312	0.01586	0.03006	0.03782	0.133	0.52969	0.22468	0	0.0024	0.00337
V85	0.19324	0	0.37418	0.05234	0	0	0.01639	0	0.01497	0.34887
V86	0.27738	0.01059	0.30887	0.32212	0.03394	0.00256	0.01276	0	0.02151	0.01026
V87	0.0122	0.04283	0.06897	0.02138	0.09331	0.00916	0.02754	0	0.70722	0.01739
V88	0.00683	0.32447	0.13494	0.45318	0.03162	0	0.01824	0	0.03073	0
V89	0.00723	0	0.02537	0.04179	0.07276	0	0.75673	0.07226	0.01068	0.01317
V90	0.01677	0.04512	0.3073	0.04929	0	0.01489	0.01883	0	0.01403	0.53377
V91	0.05266	0.01447	0.72268	0.08777	0.05139	0	0.01076	0	0.03194	0.02832
V92	0.00706	0	0.02254	0.01241	0.07341	0	0.81622	0	0.05048	0.01787
V93	0.01276	0.04746	0.10397	0.01618	0.06869	0.00082	0.28083	0.00925	0.44338	0.01666
V94	0.77251	0.00414	0.08918	0.00859	0.02254	0.023	0.03568	0.02467	0.00797	0.01172
V95	0.00951	0	0.01555	0.00898	0.07678	0.00105	0.59596	0.26161	0.02227	0.00829
V96	0.03082	0.11917	0.35134	0.37596	0.0358	0.01098	0.01173	0.00696	0.04304	0.01419
V97	0.00533	0	0.01649	0.01183	0.04702	0	0.7448	0	0.01362	0.1609
V98	0.00116	0.30122	0.02732	0.06159	0.15636	0.01778	0.0593	0.07238	0.13167	0.17123
V99	0.57812	0.0045	0.07483	0.00748	0.03779	0	0.08958	0.00488	0.19084	0.01197
V100	0.19748	0.01618	0.09024	0.19869	0.05081	0.29424	0.03399	0	0.09584	0.02253
V101	0	0	0.00146	0.01391	0	0.06136	0.15505	0.02159	0.00365	0.74298
V102	0.04564	0.23255	0.01057	0.00751	0.10217	0.31003	0.15865	0.09236	0.01403	0.02649
V103	0.09697	0.02056	0.07164	0.01952	0.0544	0.00847	0.02715	0.00167	0.66883	0.03079
V104	0.05374	0.01232	0.73365	0.08314	0.04144	0	0.0105	0	0.04872	0.01649
V105	0.35461	0	0.12221	0.01924	0.03093	0.14406	0.03142	0.28152	0.01602	0
V106	0.01738	0.66386	0.18799	0.032	0.02143	0.023	0.01591	0	0.026	0.01244
V107	0.26685	0.23738	0.04517	0.01631	0.25262	0.01536	0.02644	0.02634	0.10627	0.00727
V108	0.00119	0	0.03925	0.13889	0	0.3586	0.02613	0.0159	0.01145	0.40858
V109	0	0.02822	0.01769	0.01842	0.04289	0.83223	0.0466	0.0027	0.01124	0
V110	0	0.18338	0.01687	0.01142	0.67405	0	0.02216	0.05249	0.00369	0.03593
V111	0.00493	0.00478	0.01915	0.01904	0.14996	0	0.76087	0	0.00765	0.03362
V112	0.00476	0	0.01484	0.01221	0.02896	0	0.60202	0	0.04667	0.29054
V113	0.02275	0	0.04867	0.01098	0.02639	0.06301	0.04468	0.0165	0.52364	0.24339
V114	0.02812	0.02166	0.07951	0.01308	0.05847	0.00964	0.02862	0.00147	0.72581	0.03363
V115	0	0.85477	0.01318	0.0173	0.02244	0.00338	0.03892	0	0.0408	0.00922
V116	0.45578	0.08301	0.05214	0.00608	0.02688	0.01562	0.04216	0.30631	0.01201	0
V117	0.01968	0	0.02152	0.01196	0.06972	0	0.8497	0	0.01064	0.01679
V118	0.02236	0	0.01796	0.0107	0.03488	0.85298	0.04723	0.00964	0.00425	0
V119	0.0081	0.02782	0.14376	0.48848	0.04625	0.17025	0.03679	0	0.07855	0
V120	0.60782	0.00547	0.23091	0.02387	0.02512	0.07561	0.01741	0	0.00706	0.00674
V121	0.04866	0.09377	0.23677	0.03828	0.05281	0.10794	0.31953	0.00767	0.0151	0.07947
V122	0.0147	0.02675	0.15483	0.02061	0.06191	0.06183	0.16399	0	0.46353	0.03184
V123	0.01658	0.08554	0.01372	0.01494	0.3911	0.0113	0.0398	0.37903	0.03996	0.00805
V124	0.67598	0.04474	0.05645	0.00493	0.0191	0.00417	0.02965	0.15814	0.00683	0
V125	0.01143	0.17698	0.10089	0.03742	0.04445	0.14301	0.05526	0.40251	0.02804	0
V126	0	0.22574	0.01886	0.01175	0.63319	0	0.02144	0.03853	0.02937	0.02113
V127	0.03076	0.01116	0.51247	0.05785	0.04672	0	0.21979	0	0.09096	0.03028
V128	0.01611	0.21756	0.36927	0.04557	0.26329	0.04394	0.01439	0	0.01406	0.01581
V129	0.02272	0.08908	0.1216	0.22711	0.11065	0.01046	0.01918	0	0.36059	0.03861
V130	0.0331	0.01162	0.44528	0.04942	0.03659	0.00992	0.0328	0.35034	0.02756	0.00337
V131	0.04032	0.38033	0.36815	0.10596	0.02937	0.0055	0.01923	0	0.04541	0.00574
V132	0.11832	0	0.03008	0.00911	0.11726	0	0.63846	0.06917	0.00543	0.01217
V133	0.01063	0.02791	0.05592	0.18854	0.04327	0.13428	0.10387	0.41202	0.02356	0
V134	0.01934	0.06508	0.18627	0.06868	0.19693	0	0.1725	0	0.01847	0.27274
V135	0.01527	0.21011	0.19365	0.02686	0.05461	0.00443	0.03745	0	0.44465	0.01297
