Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.09567	0.02973	0.8746	0	0	0
V2	0.78759	0.18368	0	0.02873	0	0
V3	0.01937	0.04181	0.13817	0	0	0.80066
V4	0.24596	0.65742	0	0.06478	0.03183	0
V5	0	0.09315	0	0.78674	0.12012	0
V6	0.20432	0.03009	0.13412	0.0046	0.09375	0.53313
V7	0	0.5279	0	0	0.4721	0
V8	0.90141	0.09859	0	0	0	0
V9	0.28846	0.2511	0	0.25682	0	0.20363
V10	0.5877	0.10833	0	0.30398	0	0
V11	0	1	0	0	0	0
V12	0	0	0	0	0	1
V13	0	0.70144	0.29856	0	0	0
V14	0	0.08847	0	0.91153	0	0
V15	0.69016	0.14011	0	0.08038	0.08935	0
V16	0.02502	0.08708	0	0.54929	0.29069	0.04791
V17	0	0	0.04859	0	0	0.95141
V18	0.81966	0.18034	0	0	0	0
V19	0.82216	0.08737	0.09047	0	0	0
V20	0.88414	0.11565	0	0.00021	0	0
V21	0	0	0	0	0	1
V22	0.25068	0.12207	0	0.05048	0.57677	0
V23	0.09532	0.05518	0.31639	0	0.53312	0
V24	0.19661	0.07834	0	0.12129	0.60376	0
V25	0.56376	0.38663	0	0.04962	0	0
V26	0.38142	0.07404	0	0	0.54455	0
V27	0	0	0.08761	0	0	0.91239
V28	0.03342	0.37623	0.13961	0.27667	0	0.17407
V29	0	0.8787	0.07721	0.014	0	0.03009
V30	0.31495	0.27522	0.06766	0	0.17904	0.16314
V31	0.89008	0.05383	0.05609	0	0	0
V32	0	0.07218	0.29985	0.62797	0	0
V33	0.25278	0.54588	0.20134	0	0	0
V34	0.00076	0.03536	0.58391	0	0.37998	0
V35	0	0.12598	0.11714	0.72875	0.02813	0
V36	0.00257	0.71759	0.09607	0	0.18378	0
V37	0.07105	0.01961	0.87923	0	0	0.03012
V38	0	0	0.02566	0	0	0.97434
V39	0.72143	0.11127	0	0.16729	0	0
V40	0	0.73509	0	0.19116	0.07375	0
V41	0.95004	0.0497	0	0	0	0.00026
V42	0.40081	0.04004	0.55915	0	0	0
V43	0.22045	0.57823	0	0	0.20132	0
V44	0	1	0	0	0	0
V45	0.57738	0.41674	0	0	0	0.00587
V46	0	0.05558	0	0.3727	0.2988	0.27292
V47	0	0.60663	0	0.175	0.21838	0
V48	0	0.81767	0.18233	0	0	0
V49	0	1	0	0	0	0
V50	0.05568	0.03622	0.24141	0	0.66669	0
V51	0	0.02987	0	0	0.97013	0
V52	0	0.73401	0.26599	0	0	0
V53	0.21878	0.0564	0	0.00958	0.71524	0
V54	0.10304	0.18435	0.71261	0	0	0
V55	0	0.08959	0	0.02697	0.88344	0
V56	0	0.06408	0.90054	0.03538	0	0
V57	0.0761	0.48138	0	0	0.07967	0.36285
V58	0	0.02182	0.97818	0	0	0
V59	0	0.05982	0	0.94018	0	0
V60	0.56566	0.0978	0	0.33655	0	0
V61	0.34511	0.18592	0	0.14449	0	0.32448
V62	0.81034	0.08319	0.01206	0.09441	0	0
V63	0	0.69759	0	0.01768	0	0.28473
V64	0	0.14413	0	0	0.85587	0
V65	0.73884	0.1716	0	0	0	0.08955
V66	0.69125	0.08798	0.03801	0	0.18275	0
V67	0	0.2286	0.32718	0.25713	0	0.18709
V68	0.93249	0.06751	0	0	0	0
V69	0.67207	0.04959	0	0	0	0.27834
V70	0	0.07942	0.1442	0.77638	0	0
V71	0	0.3708	0	0.12369	0.38659	0.11892
V72	0.82501	0.17499	0	0	0	0
V73	0	0.07695	0	0.92305	0	0
V74	0	0.18497	0	0.81503	0	0
V75	0	1	0	0	0	0
V76	0.02439	0.02738	0.88485	0	0.06338	0
V77	0.06606	0.25317	0.004	0.67677	0	0
V78	0.75783	0.18668	0	0.05549	0	0
V79	0	0.66394	0	0	0	0.33606
V80	0	0.72164	0	0	0	0.27836
V81	0.85028	0.14972	0	0	0	0
V82	0	0.98679	0	0	0.01321	0
V83	0.14802	0.25622	0	0.53087	0.06489	0
V84	0.43587	0.09777	0	0.46636	0	0
V85	0.93991	0.06009	0	0	0	0
V86	0.30747	0.0827	0.05148	0.32774	0	0.2306
V87	0	0.04419	0	0.95581	0	0
V88	0	0.0919	0	0.64163	0	0.26647
V89	0	0.19283	0.47799	0	0	0.32918
V90	0	0.88437	0.11563	0	0	0
V91	0.01564	0.07199	0	0.12841	0.78396	0
V92	0	0.11085	0	0	0.88915	0
V93	0.17192	0.10546	0	0.09167	0.21863	0.41232
V94	0	0.04898	0.14628	0.80474	0	0
V95	0	0.04913	0.27988	0.13818	0.53281	0
V96	0	0.51646	0	0.02763	0.32223	0.13367
V97	0	0.04048	0	0.0596	0.89992	0
V98	0	0.13165	0	0.86835	0	0
V99	0	0.03525	0	0.96475	0	0
V100	0	0.06055	0.55156	0.34558	0.04232	0
V101	0	0.46071	0.52053	0.01875	0	0
V102	0.93212	0.06788	0	0	0	0
V103	0.82381	0.10329	0	0.0729	0	0
V104	0	0.06375	0.11526	0.82099	0	0
V105	0	0	0	0	0	1
V106	0	0	0.67478	0	0	0.32522
V107	0	0.80717	0.19283	0	0	0
V108	0	0.00817	0	0	0.15859	0.83324
V109	0	0	0	0	0.09959	0.90041
V110	0.00282	0.20819	0.78899	0	0	0
V111	0	0.01345	0.98655	0	0	0
V112	0	0.3969	0	0.6031	0	0
V113	0.00907	0.14409	0.79384	0	0.053	0
V114	0.17377	0.04851	0.72685	0.05087	0	0
V115	0.59934	0.11079	0	0	0.0389	0.25097
V116	0.92858	0.07142	0	0	0	0
V117	0.69753	0.09113	0	0.05043	0.16091	0
V118	0	0.89634	0.08232	0	0.02134	0
V119	0	1	0	0	0	0
V120	0.05865	0.31577	0.03546	0.57049	0.01963	0
V121	0.30635	0.05533	0	0.23157	0	0.40675
V122	0.26042	0.12632	0	0.61326	0	0
V123	0.3838	0.03272	0	0.00319	0.06261	0.51769
V124	0.0097	0.04372	0.25721	0	0.68938	0
V125	0.00603	0.21643	0.77754	0	0	0
V126	0	0.26342	0	0	0	0.73658
V127	0.03253	0.03609	0.93138	0	0	0
V128	0.42959	0.35719	0.05358	0.15963	0	0
V129	0	0.03395	0.96605	0	0	0
V130	0.60366	0.21567	0	0.18067	0	0
V131	0.07529	0.04358	0	0.00725	0.82611	0.04777
V132	0	0.57296	0.42704	0	0	0
V133	0.02619	0.272	0.67387	0.02795	0	0
V134	0.12317	0.85951	0	0	0.01732	0
V135	0.13045	0.02466	0.84489	0	0	0
V136	0	0.95709	0.04291	0	0	0
V137	0.0114	0.22634	0.66913	0	0.09314	0
V138	0	0.04206	0	0.51462	0	0.44332
V139	0	0.08049	0.09192	0	0.48016	0.34744
V140	0.69583	0.30417	0	0	0	0
V141	0.277	0.37702	0.06329	0.28269	0	0
V142	0.03098	0.96902	0	0	0	0
V143	0.09197	0.11225	0.75231	0.04347	0	0
V144	0	0.19364	0	0.05577	0	0.75059
V145	0	0.02622	0	0.97378	0	0
V146	0.2035	0.06024	0	0	0.73626	0
V147	0.62696	0.11797	0.02666	0	0	0.22841
V148	0	0.19583	0.80417	0	0	0
V149	0	0.58449	0	0	0	0.41551
V150	0	0.02498	0	0.97502	0	0
V151	0	0.45738	0	0	0	0.54262
V152	0.07444	0.32729	0.53412	0.00184	0.0623	0
V153	0	0.07181	0.69812	0.23007	0	0
V154	0.429	0.2601	0	0	0	0.3109
V155	0.0305	0.49319	0.02252	0	0.45379	0
V156	0	0.59784	0	0	0.40216	0
V157	0	0.12638	0	0.29052	0	0.5831
V158	0	0.06439	0.93561	0	0	0
V159	0.1533	0.33371	0.35066	0.16234	0	0
V160	0.0187	0.0097	0.97161	0	0	0
V161	0	0.61826	0	0.38174	0	0
V162	0	0.7105	0	0.12273	0.16676	0
V163	0	0	1	0	0	0
V164	0	0.45879	0.43695	0.10426	0	0
V165	0.07948	0.07237	0	0.00698	0.84117	0
V166	0	0.04507	0	0.17652	0.44702	0.33138
V167	0	0.0431	0.38421	0.57269	0	0
V168	0.77988	0.10297	0	0.11716	0	0
V169	0	0.05613	0.79307	0.1508	0	0
V170	0.56742	0.11493	0.00551	0.31213	0	0
V171	0	0.58027	0	0	0	0.41973
V172	0.11629	0.13129	0.62062	0.13181	0	0
V173	0.04334	0.03016	0.9045	0	0	0.022
V174	0.7797	0.17206	0	0	0.04824	0
V175	0	0.89071	0.10929	0	0	0
V176	0	0	1	0	0	0
V177	0.1685	0.12593	0.36622	0	0.11636	0.22299
V178	0	0.09445	0	0	0.90555	0
V179	0	0.066	0	0.8529	0	0.0811
V180	0.38072	0.08101	0.11138	0.42689	0	0
V181	0.78188	0.18431	0.01047	0.02335	0	0
V182	0	0.12592	0.87408	0	0	0
V183	0	0.02745	0	0.97255	0	0
