Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01967	0.04596	0	0.00045	0.09077	0.00492	0.01226	0.00068	0.00343	0.82186
V2	0.60625	0.02472	0.05239	0	0.0242	0.2333	0.05514	0.00399	0	0
V3	0.1163	0.09684	0.07867	0.00484	0.40797	0.01738	0.10667	0.10941	0.0123	0.04961
V4	0.00926	0.11244	0.01405	0	0.03097	0.08803	0.02242	0.01184	0.44534	0.26564
V5	0.01201	0.12546	0.00731	0.04888	0	0.06387	0.02004	0	0	0.72244
V6	0.0067	0.12274	0.16035	0.01668	0.5679	0.03501	0.00393	0.04426	0.01118	0.03125
V7	0	0.58783	0	0.0033	0.25155	0.01248	0.07237	0.05104	0.00836	0.01306
V8	0	0.64069	0.03847	0.00447	0.00367	0.02317	0.03854	0.20944	0.02777	0.01377
V9	0.01106	0.00467	0.09901	0.08225	0.02704	0.02376	0.29127	0.40349	0.02937	0.02807
V10	0	0.13257	0	0	0.6423	0.07205	0.02367	0.10387	0	0.02556
V11	0.00784	0.6313	0	0	0.00371	0.04796	0.03975	0.1916	0.05165	0.02618
V12	0.03795	0.04406	0.20968	0.3671	0.00886	0.00235	0.10111	0	0.01515	0.21372
V13	0.09534	0.0177	0.11785	0.004	0.04058	0.12568	0.46805	0.00552	0.08396	0.04132
V14	0.07418	0.49227	0.1342	0.05381	0.02563	0.04912	0.14023	0.00573	0.01527	0.00958
V15	0.29893	0.02563	0.19325	0.41168	0.00889	0.01845	0.02687	0.00086	0.01416	0.00128
V16	0.04251	0.07975	0.26384	0.42187	0.01995	0.04995	5e-05	0	0.0982	0.02388
V17	0.01691	0.14139	0	0	0	0.07123	0.0494	0.00428	0.00282	0.71399
V18	0.0855	0.08209	0.06369	0.19918	0	0.00819	0.00134	0	0.00245	0.55755
V19	0.00736	0	0	0.03465	0	0.07529	0.01889	0.00521	0	0.8586
V20	0	0.2545	0	0.00648	0	0.00701	0.5561	0.03309	0.00149	0.14132
V21	0.09686	0.47282	0.01743	7e-04	0.00583	0.31197	0.05922	0.01852	0.00953	0.00712
V22	0	0	0	0	0	0.01477	0.03236	0.19375	0.02538	0.73375
V23	0.25696	0.03529	0.49179	0.04728	0	0.01032	0.00408	0.00121	0.01444	0.13864
V24	0.0209	0.67782	0.03465	0.01113	0.01859	0.00309	0.09242	0.05367	0.0796	0.00813
V25	0.03061	0.14449	0.00386	0.01024	0.02723	0.11943	0.04244	0	0.11061	0.51109
V26	0.00526	0	0.06203	0	0.01864	0.02765	0.11169	0.74131	0.01907	0.01436
V27	0	0.08913	0	0	0.29574	0.005	0.02122	0	0	0.58891
V28	0.25412	0	1e-05	0	0	0.019	0.03105	0.02059	0	0.67523
V29	0.00501	0.72478	0	0.01156	0.00197	0.09386	0.03042	0.01095	0.01154	0.10991
V30	0.00535	0.01447	0.10131	0.00263	0.02464	0.29555	0.33882	0	0.18082	0.03641
V31	0.00669	0.40945	0.19824	0.01379	0.05466	0.0095	0.03394	0.23048	0.02352	0.01973
V32	0.48754	0.06489	0.04127	0.00095	0.24816	0.04065	0.03683	4e-04	0.05014	0.02916
V33	0.06348	0.02781	0.27165	0.37576	0.00836	0.00161	0.21644	0	0.01683	0.01805
V34	0	0.0799	0	0	0.13793	0.00517	0.0125	0.00956	0.02446	0.73047
V35	0.0031	0.89695	0	0.01417	0.01369	0.00881	0.02969	0.01157	0.02094	0.0011
V36	0.04999	0.02175	0.01044	0	0.03566	0.00574	0.81318	0.02368	0	0.03956
V37	0	0.60032	0	0.00615	0.02249	0	0.3079	0.02072	0.01361	0.02881
V38	0.14083	0.00646	0.07358	0.12227	0.02156	0	0.6008	0.00028	0.00393	0.03029
V39	0.08891	0.01166	0.07563	0.11781	0.05317	0	0.58868	0.01275	0.0058	0.04559
V40	0.11394	0.04409	0.62862	0.06102	0.08441	0.00634	0.00077	0	0.0271	0.03371
V41	0.61775	0.08265	0.08078	0.0049	0.01735	0.00453	0.01274	0.00926	0.15086	0.01917
V42	0	0.67398	0	0.00111	0.24454	0.00341	0.00755	0	0.01019	0.05921
V43	0.14348	0.05458	0.11754	0.05708	0.19784	0.04132	0.24554	0.01651	0.10076	0.02533
V44	0.02408	0.00854	0.5653	0.0397	0	0.01306	0.03529	0.26402	0.03509	0.01492
V45	0.00823	0.00802	0.02919	0	0.03753	0.00805	0.32892	0	0.4742	0.10586
V46	0.18222	0.11053	0.06732	0.15507	0	0.00238	0.00208	0.00825	0	0.47216
V47	0	0	0.00702	0.00112	0.01789	0.00545	0.90547	0.00253	0.00038	0.06014
V48	0.00899	0.0045	0	0	0	0.00345	0.01804	0.00117	0.05395	0.9099
V49	0.22025	0.0042	0.02088	0	0.01482	0.02099	0.08036	0.63304	0.00545	0
V50	0.3001	0.1928	0.03201	0	0.02167	0.4074	0.04602	0	0	0
V51	0.15977	0.02785	0.54596	0.04655	0.06067	0.0072	0.01334	0.04136	0.05578	0.04153
V52	0.02549	0.00997	0.21932	0.25392	0.01057	0	0.43334	0.00212	0.01752	0.02776
V53	0.43141	0.02136	0.13038	0.0668	0	0.00452	0.01921	0.09806	0	0.22826
V54	0	0.04576	0	0	0.19077	0.68689	0.07659	0	0	0
V55	0.04883	0.03749	0.20274	0.54749	0.06735	0.01257	0.02563	0	0.01967	0.03824
V56	0.14329	0.03635	0.49588	0.05628	0.06554	0.13574	0.01418	0	0.01654	0.03618
V57	0.0372	0.01811	0.56311	0.18736	0.00024	0.01455	0.01093	0.01671	0.09296	0.05884
V58	0.01998	0.21603	0.09	0.09499	0.01908	0.48412	0.06969	0	0.00611	0
V59	0.02373	0.06407	0.00876	0.00181	0.01965	0.00489	0.8336	0.00171	0	0.0418
V60	0.73534	0.03518	0.06252	0.00673	0.06876	0.00434	0.00447	0.0046	0.07343	0.00462
V61	0.00178	0.00432	0.04585	0.00219	0.0265	0.81422	0.09982	0	0	0.00532
V62	0.02397	0	0	0.00444	0	3e-05	0.42145	0.00751	0.01817	0.52443
V63	0	0.26989	0.0097	0	0.15649	0.47381	0.06225	0	0.0013	0.02656
V64	0.09164	0.01097	0.34241	0.19683	0	0.01719	0.0262	0.2096	0.0195	0.08566
V65	0.09644	0.03596	0.14152	0.26489	0.00849	0.00914	0.09428	0.20651	0.09121	0.05156
V66	0	0.14105	0	0	0.55084	0.0312	0.02436	0.01093	0.01267	0.22895
V67	0.02041	0.19645	0.45267	0.07353	0.00538	0.04367	0.09072	0.00396	0.05675	0.05646
V68	0.02234	0.02445	0.02329	0	0.06229	0.01852	0.04872	0.30814	0.47329	0.01895
V69	0.03692	0.02998	0.77501	0.08623	0.00343	0.00655	0.00044	0	0.03589	0.02555
V70	0.69364	0.02925	0.14033	0.01509	0.0094	0.02818	0.03606	0.00866	0.03941	0
V71	0.03067	0	0.00373	0	0.01623	0.02738	0.10383	0.75956	0.01633	0.04227
V72	0.25514	0.05042	0.07979	0.18109	0.13361	0.00337	0	0.00249	0.0037	0.29041
V73	0.01312	0.17835	0	0	0.73033	0.02546	0.00433	0	0.00309	0.04532
V74	0.02784	0	0.02855	0.12013	0	0.03556	0.01041	0.00398	0	0.77355
V75	0.03915	0.10483	0.27528	0.35545	0.0331	0.01409	0	0	0.16406	0.01405
V76	0	0.01075	0.00704	0	0.02042	0.85906	0.10273	0	0	0
V77	0.0191	0.00764	0.09076	0.21851	0.01299	0.278	0.34348	0	0.00192	0.0276
V78	0	0.50286	0.02509	0.01023	0.01909	0.00717	0.31871	0	0.00641	0.11044
V79	0.02307	0.03652	0.11303	0.21373	0.02021	0.29577	0.0437	0	0.20205	0.05192
V80	0.38211	0	0.01542	0.00568	0	0.00272	0.03173	0.00391	0.01946	0.53897
V81	0.00882	0.04573	0.04453	0.09869	0.16537	0.57526	0.06035	0	0	0.00125
V82	0.07185	0.56262	0.07844	0.18602	0.01136	0.01761	0.01224	0.04404	0.0148	0.00102
V83	0.06214	0.07781	0.17868	0.37135	0.03374	0.00968	0.02392	0.21969	0.01947	0.00352
V84	0.02338	0.02103	0.02406	0.0087	0.11817	0.52751	0.26861	0	0	0.00855
V85	0.19573	0	0.40219	0.0438	0	0.00344	0.00306	0	0.01088	0.34088
V86	0.31673	0.02447	0.35352	0.26522	0.00252	0.00987	0	0	0.01191	0.01575
V87	0.0104	0.0533	0.04559	0	0.10188	0.01287	0.01315	0	0.72792	0.03489
V88	0.03269	0.38859	0.15666	0.38213	0.00778	0.0016	0.00554	0	0.02054	0.00448
V89	6e-04	0	0.01681	0.02213	0.02629	0	0.81321	0.0798	0.00091	0.04024
V90	0.01898	0.05374	0.31781	0.03559	0	0.0225	0.00694	0	0.01247	0.53197
V91	0.04562	0.02186	0.75906	0.07902	0.0094	0.00694	0.00159	0	0.03966	0.03685
V92	0	0.00736	0.00922	0.00047	0.02326	0.00565	0.86659	0.00212	0.03944	0.04589
V93	0.00815	0.06035	0.09385	0	0.04982	0.00797	0.29517	0.01336	0.43573	0.03561
V94	0.78456	0.02371	0.08744	0.00861	0.00641	0.02706	0.02604	0.02826	0	0.00789
V95	0	0.00889	0.00283	0	0.0335	0.00767	0.63994	0.2692	0.00886	0.0291
V96	0.0507	0.14421	0.40107	0.30958	0.00339	0.02049	0.00091	0.003	0.04178	0.02486
V97	0.00018	0	0.00297	0	0.00175	0	0.80031	0.00259	0.00435	0.18785
V98	0.00529	0.33524	0.00736	0.03558	0.16174	0.0232	0.0562	0.07355	0.12366	0.17818
V99	0.60034	0.02135	0.07168	0.00407	0.02638	0.00464	0.08004	0.00923	0.16846	0.01381
V100	0.22192	0.02826	0.09846	0.14458	0.03677	0.31279	0.051	0	0.08155	0.02467
V101	0	0	0	0	0	0.07031	0.16438	0.0261	0	0.7392
V102	0.04354	0.24849	3e-05	0	0.08862	0.30918	0.19154	0.08722	7e-04	0.03069
V103	0.10344	0.03096	0.05227	0	0.05492	0.01212	0.0137	0.00581	0.68083	0.04595
V104	0.04598	0.01861	0.771	0.07618	0	0.00679	0.00078	0	0.0552	0.02547
V105	0.3591	0.01027	0.1366	0.00045	0.01195	0.14833	0.05272	0.2805	8e-05	0
V106	0.01493	0.68905	0.18888	0.03012	0.00191	0.02305	0.01103	0	0.02177	0.01927
V107	0.27417	0.25611	0.02511	0.00693	0.27074	0.02117	0.01437	0.02695	0.09316	0.01129
V108	0.01336	0	0.03252	0.09167	0	0.38523	0.04804	0.0145	0	0.41468
V109	0	0.03291	0.01146	0	0.02797	0.82109	0.10657	0	0	0
V110	0	0.17466	0	0	0.71708	0.00981	0.00248	0.05232	0.00025	0.04341
V111	0	0.01568	0.00282	0.00617	0.113	0	0.80134	0.00099	0	0.06
V112	0.00123	0.00406	0	0	0	0	0.64577	0.00224	0.0356	0.3111
V113	0.02442	0.01209	0.02185	0	0.02037	0.07203	0.04034	0.02145	0.52664	0.26083
V114	0.02678	0.03074	0.05627	0	0.05902	0.01286	0.0152	0.00568	0.74188	0.05156
V115	0	0.89106	0	0.01616	0.01313	6e-04	0.03315	0	0.03166	0.01425
V116	0.46134	0.10115	0.05352	0	0.01071	0.01643	0.05048	0.30638	0	0
V117	0.01174	0	0.00951	0.0013	0.01955	0	0.9097	0.00265	0.00028	0.04528
V118	0.02145	0.00088	0.00959	0	0.01968	0.83746	0.10751	0.00343	0	0
V119	0.03763	0.04253	0.1714	0.40396	0.02367	0.20066	0.04194	0	0.07256	0.00565
V120	0.61019	0.02141	0.24364	0.02488	0.00318	0.07982	0.01151	0.00148	0	0.00389
V121	0.04437	0.11	0.24623	0.0244	0.0145	0.11625	0.3364	0.00851	0.01055	0.08879
V122	0.01088	0.03695	0.15317	0.00194	0.04732	0.07127	0.1725	0	0.45853	0.04744
V123	0.0055	0.08375	0	0	0.42069	0.01742	0.04544	0.37961	0.03058	0.01701
V124	0.68511	0.06275	0.05722	0	0.00484	0.00635	0.02552	0.1582	0	0
V125	0.00451	0.19813	0.11004	0.0074	0.02374	0.1485	0.08732	0.40146	0.01849	0.00043
V126	0	0.21911	0	0	0.67694	0.00938	0.00185	0.03856	0.02444	0.02973
V127	0.02277	0.01992	0.54345	0.04841	0.00345	0.00482	0.22161	0	0.0923	0.04327
V128	0.01352	0.22231	0.36983	0.03535	0.25937	0.05277	0.00517	0	0.01915	0.02254
V129	0.0365	0.10874	0.12196	0.17484	0.11391	0.01748	0.00391	0	0.36977	0.05288
V130	0.02112	0.01698	0.48439	0.02775	0	0.01525	0.0456	0.3497	0.02762	0.01159
V131	0.03994	0.40462	0.38785	0.0883	0.00129	0.01024	0.01106	0	0.04422	0.01247
V132	0.11426	0.01113	0.02078	0	0.07901	0.00098	0.66745	0.07363	0	0.03275
V133	0.01295	0.0385	0.06529	0.12645	0.01967	0.14795	0.14348	0.43309	0.01146	0.00116
V134	0.02377	0.0811	0.18216	0.04631	0.19293	0.00442	0.1711	0.00114	0.01653	0.28053
V135	0.01232	0.23555	0.19469	0.01307	0.04404	0.00834	0.02695	0	0.43992	0.02513
V136	0.00819	0.62979	0.02671	0.11398	0	0.00066	0.00697	0	0.01359	0.20012
V137	8e-05	0.0142	0.0218	0	0.04575	0.33696	0.52248	0	0.03573	0.023
V138	0.01427	0.03104	0.00319	0	0	0	0.56197	0.00238	0.02357	0.36359
V139	0.60057	0.04056	0.06876	0.00673	0.07722	0.07648	0.01175	0.00276	0.11517	0
V140	0.06608	0.0276	0.39225	0.35643	0.03296	0.05511	0.00743	0	0.02385	0.03827
V141	0.0644	0.02867	0.21434	0.5681	0.01288	0.02911	0	0	0.02001	0.06249
V142	0.01395	0.00329	0.07784	0.16696	0.01247	0	0.65673	0	0.00394	0.06484
V143	0	0.85811	0.00528	0.05114	0.02004	0.00879	0.01142	0	0.04153	0.00369
V144	0	0	0.011	0	0.01841	0.34873	0.58581	0.01403	0	0.02201
V145	0.07524	0.12095	0.16669	0.389	0.01709	0.03401	0.01891	0.15313	0.02291	0.00206
V146	0.02027	0	0.42622	0.03398	0	0.02074	0.05653	0.08665	0.02202	0.33359
V147	0.01066	0.04244	0.00944	0	0.15324	0.01069	0.01144	0.01965	0.42249	0.31994
V148	0.02429	0.04105	0.03945	0	0.05737	0.0681	0.05984	0	0.67879	0.03111
V149	0.04364	0.03374	0.18542	0.45918	0.01569	0.00714	0.00734	0.08742	0.13654	0.02388
V150	0.06754	0.02959	0	0	0.00643	0.00997	0.01619	0.00646	0.01847	0.84534
V151	0.01461	0	0	0	0	0.06708	0.01992	0.00142	0	0.89697
V152	0	0.00136	0	0	0.00578	0.02276	0.09833	0.66843	0.01175	0.19159
V153	0	0.16263	0	0	0.71697	0.01045	0.00498	0.07423	0.00031	0.03043
V154	0.09419	0.03086	0.57512	0.23691	0.00024	0.0199	0	0	0.02692	0.01584
V155	0.0585	0.00218	0.01439	0	0.02266	0.13318	0.07847	0.47562	0.19709	0.01791
V156	0.11661	0.03537	0.18592	0.01245	0.01391	0.45542	0.08052	0.02738	0.05978	0.01264
V157	0.00026	0.48142	0.00992	0.03194	0.19011	0.21918	0.02809	0	0.02009	0.01898
V158	0.2802	0.58005	0.02329	0.01628	0.05036	0.0021	0.02239	0.02341	0.00193	0
V159	0.03628	0.09831	0.21445	0.04055	0.27856	0.03058	0.01726	0.06468	0.01029	0.20904
V160	0.01414	0.90589	0	0.0155	0.01223	0.00067	0.01264	0	0.02663	0.01231
V161	0.05393	0.03015	0.22823	0.60145	0.0193	0.0106	0	0	0.03518	0.02116
V162	0.00183	0	0	0	0	0.00359	0.01612	0.00255	0.00125	0.97466
V163	0.11562	0.02508	0.68933	0.0652	0	0.02102	0.00546	0.00918	0.02735	0.04176
V164	0.03488	0.01646	0.75874	0.07824	0	0.02133	0.01587	0	0.0383	0.03619
V165	0.01813	0	0.23885	0.02381	0	0.00457	0.00654	0.008	0.01299	0.68711
V166	0.09076	0.1328	0.16466	0.41436	0.00431	0.01256	0.0198	0.04979	0.05004	0.06091
V167	0.82361	0.02833	0.07473	0.0139	0.01627	0.0033	0.00439	0.00483	0.03065	0
V168	0.06669	0.02344	0.01353	0	0.01929	0.31181	0.08861	0.31042	0.13843	0.02779
V169	0.01601	0	0.02694	0.09822	0	0.16868	0.02495	0.00873	0	0.65645
V170	0.027	0.01799	0.04722	0	0.06392	0.01312	0.0145	0	0.78086	0.0354
V171	0.01318	0.01146	0.24794	0.05278	0.03651	0.40577	0.09299	0.03479	0.08329	0.02127
V172	0	0.02031	0.01732	0	0.02944	0.1571	0.71167	0.00779	0.02144	0.03492
V173	0.00975	0	0	0	0	0.01523	0.52132	0.00238	0.0118	0.43953
V174	0.03236	0.11298	0.27755	0.28255	0.10263	0.02817	0.00791	0.00377	0.0171	0.13499
V175	0.75152	0.02676	0.15835	0.0196	0.01289	0.00304	0.0202	0.00764	0	0
V176	0.19141	0.00796	0.02316	0	0.02427	0.66204	0.0766	0	0.01296	0.0016
V177	0.6598	0.02011	0.07094	0.06978	0	0.00249	0.00363	0.01285	0	0.1604
V178	0.20388	0.01584	0.02804	0.00597	0.05321	0.55913	0.07224	0	0	0.06168
V179	0.16979	0.14041	0	0.00198	0.64309	0.00613	0	0	0	0.03861
V180	0.48542	0.14009	0.12709	0.21989	0.01234	0.00818	0.00572	0	0.00125	0
V181	0.02316	0.17784	0.57498	0.0566	0.01732	0.01133	0.0782	0	0.02689	0.03368
V182	0.00182	0.07147	0	0.00204	0.36155	0.04591	0.05074	0.38441	0.05173	0.03033
V183	0.04823	0.19933	0.15773	0.41822	0.00901	0.00991	0.13083	0	0.01654	0.01021
V184	0.18682	0.00986	0.01783	0	0	0.51317	0.0659	0.02078	0	0.18565
V185	0.6186	0.02322	0.11052	0.12547	0.0136	0.00395	0.00897	0.06431	0.02856	0.00281
V186	0.76537	0.03418	0.09014	0.07288	0.01366	0.00256	0.0131	0.00811	0	0
V187	0.69996	0.02386	0.15538	0.02208	0.00481	0.00332	0.01049	0.00799	0.02866	0.04344
V188	0.08459	0.23617	0	0.0468	0.54916	0.00739	0.01116	0.00432	0.00953	0.05088
V189	0.78014	0.02662	0.08578	0.0557	0.00637	0.01442	0.00531	0.0084	0	0.01726
V190	0.00813	0.04235	0.02917	0	0.13317	0.124	0.02253	0	0.6115	0.02915
