Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.33951	0.11099	0.25659	0.12631	0.16661
V2	0.03437	0.79755	0.04765	0.05091	0.06951
V3	0.0822	0	0.42784	0.42972	0.06024
V4	0.0287	0	0.23414	0.01594	0.72122
V5	0.03446	0	0.04871	0.05819	0.85864
V6	0.35453	6e-05	0.27684	0.22525	0.14332
V7	0.02323	0.01443	0.42552	0.04833	0.4885
V8	0.0151	0.01954	0.84145	0.06258	0.06133
V9	0.07651	0	0.24188	0.62541	0.05621
V10	0.46375	0.01732	0.45944	0	0.05949
V11	0.05555	0	0.09787	0.02386	0.82272
V12	0.10075	0	0.21472	0.29109	0.39344
V13	0.15498	0.02052	0.03095	0.41564	0.37791
V14	0.17536	0	0.0601	0.64013	0.1244
V15	0.05391	0.00317	0	0.85795	0.08496
V16	0.56484	0.06362	0.00646	0.32137	0.04371
V17	0.07644	0.24251	0.00752	0.02573	0.64781
V18	0.0818	0.41104	0.25163	0.20875	0.04678
V19	0.05001	0	0	0.07277	0.87721
V20	0.01114	0	0.70004	0.22183	0.06699
V21	0.03193	0.24906	0.12757	0.14354	0.4479
V22	0.79576	0.08728	0.06035	0	0.05662
V23	0.10099	0	0.01212	0.09881	0.78807
V24	0.46764	0.11173	0.0133	0.01902	0.38831
V25	0.05268	0.00156	0.00693	0.41398	0.52484
V26	0.47926	0.20093	0.05702	0.0203	0.24249
V27	0.11137	0.50343	0.17997	0	0.20523
V28	0.05326	0.04968	0.19048	0.62618	0.08039
V29	0.02636	0	0.30723	0.59789	0.06852
V30	0.73096	0.10929	0.02229	0.0051	0.13237
V31	0.42887	0.13384	0.00607	0.22371	0.20751
V32	0.90184	0.01105	0.00139	0	0.08571
V33	0.03832	0.18948	0.00764	0.08566	0.6789
V34	0.0896	0.86634	0.00275	0.00463	0.03668
V35	0.07515	0.62199	0.2472	0.02004	0.03561
V36	0.04091	0.15859	0.16609	0.06306	0.57134
V37	0.74204	0	0	0	0.25796
V38	0.13721	0.00352	0.47905	0.1924	0.18783
V39	0.33894	0.01302	0.33319	0	0.31485
V40	0.2019	0.62637	0.0135	0.09599	0.06224
V41	0.027	0.863	0.01007	1e-05	0.09992
V42	0.84722	0.04297	0.01487	0	0.09494
V43	0.48189	0.11796	0.348	0.00647	0.04568
V44	0.03005	0.27813	0.54442	0	0.14741
V45	0.02547	0.67768	0.08963	0.13488	0.07234
V46	0.08857	0.77746	0.06301	0.0239	0.04706
V47	0.00245	0.02469	0.89675	0	0.07611
V48	0.17951	0.10693	0.21822	0.33036	0.16498
V49	0.46578	0.13336	0.22456	0.13128	0.04501
V50	0.02284	0.04087	0.87272	0	0.06358
V51	0.10936	0.25401	0.19629	0.04214	0.3982
