CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.14741	0.01613	0.71218	0.06777	0	0.05651
V2	0.40571	0.11859	0.0474	0.14075	0.16958	0.11797
V3	0.22893	0.06662	0.21891	0.0496	0.04584	0.39009
V4	0.20287	0.36789	0.02644	0.12835	0.15898	0.11548
V5	0.06914	0.0517	0	0.56532	0.29193	0.02191
V6	0.24265	0.02799	0.16415	0.0896	0.1831	0.29252
V7	0.09301	0.32757	0	0.08556	0.44159	0.05226
V8	0.48106	0.0594	0.07734	0.14673	0.07955	0.15591
V9	0.2463	0.14881	0.02646	0.26694	0.11021	0.20128
V10	0.33646	0.04379	0.06588	0.33604	0.11046	0.10737
V11	0.10945	0.62355	0.03786	0.07544	0.09002	0.0637
V12	0.24255	0.04339	0.11338	0.05234	0.05813	0.4902
V13	0.11352	0.43968	0.25107	0.08363	0.05218	0.05992
V14	0.10447	0.02973	0	0.73599	0.09676	0.03305
V15	0.35782	0.08089	0.01933	0.16007	0.25239	0.12949
V16	0.11313	0.02054	0	0.39786	0.35951	0.10897
V17	0.23081	0.05013	0.18258	0.04774	0.0432	0.44554
V18	0.49066	0.14151	0.08743	0.0674	0.07279	0.14021
V19	0.4199	0.06373	0.19388	0.06291	0.13459	0.12499
V20	0.43267	0.0717	0.1262	0.14825	0.0719	0.14928
V21	0.24505	0.05333	0.07836	0.05262	0.09513	0.47551
V22	0.1842	0.05974	0	0.12768	0.55043	0.07796
V23	0.12444	0.01517	0.22495	0.09078	0.50543	0.03923
V24	0.16157	0.02455	0	0.16849	0.56946	0.07593
V25	0.32671	0.24605	0.03666	0.16707	0.11753	0.10598
V26	0.24366	0.02975	0	0.07217	0.58426	0.07015
V27	0.21696	0.03168	0.20161	0.05606	0.04736	0.44633
V28	0.14813	0.22146	0.13524	0.24855	0.09058	0.15603
V29	0.11322	0.48409	0.10051	0.12008	0.06422	0.11788
V30	0.22226	0.18517	0.09865	0.06166	0.24624	0.18602
V31	0.45839	0.04031	0.21527	0.07545	0.05008	0.1605
V32	0.08745	0.02391	0.25884	0.5252	0.04929	0.05532
V33	0.21226	0.34563	0.21311	0.07981	0.0495	0.09969
V34	0.08447	0.00349	0.38396	0.10384	0.38288	0.04136
V35	0.08547	0.05809	0.10961	0.51644	0.17987	0.05052
V36	0.12732	0.40642	0.08689	0.07707	0.23404	0.06825
V37	0.124	0.01383	0.6557	0.07302	0	0.13345
V38	0.23062	0.02667	0.17824	0.04625	0.04155	0.47666
V39	0.39883	0.05265	0.04962	0.28422	0.08903	0.12566
V40	0.11713	0.40803	0.01003	0.18677	0.18078	0.09726
V41	0.47555	0.04459	0.10124	0.05453	0.07258	0.25152
