cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.54473	0.00898	0.18203	0.26426
V2	0.13687	0.08641	0.05857	0.71815
V3	0.04774	0.63889	0.01568	0.2977
V4	0.86163	0.11916	0	0.01921
V5	0.09856	0.47478	0.27414	0.15252
V6	0.06614	0.89298	0.02219	0.01868
V7	0.13435	0.35507	0.08959	0.42099
V8	0.11439	0.02339	0.83539	0.02683
V9	0.22593	0.22713	0.04188	0.50506
V10	0.01692	0.02872	0.91109	0.04327
V11	0.19403	0.34319	0.45797	0.00481
V12	0.02114	0.58286	0.38462	0.01138
V13	0.24907	0.72587	0.00656	0.01849
V14	0.06057	0.92379	0.0098	0.00585
V15	0.10803	0.6162	0.126	0.14977
V16	0.91138	0.04325	0.01917	0.0262
V17	0.07551	0.89091	0.01484	0.01873
V18	0.56947	0.35309	0.04394	0.0335
V19	0.14491	0.8358	0.00755	0.01174
V20	0.15439	0.46853	0.02283	0.35425
V21	0.11516	0.04621	0.81188	0.02675
V22	0.01621	0.08553	0.22499	0.67328
V23	0.35847	0.03754	0.59864	0.00534
V24	0.92333	0.0415	0.03499	0.00018
V25	0.33971	0.2218	0.13988	0.29861
V26	0.38625	0.39385	0.02019	0.19972
V27	0.09078	0.06856	0.03052	0.81013
V28	0.00359	0.07316	0.92162	0.00163
V29	0.41983	0.02375	0.53053	0.02589
V30	0.0892	0.192	0.30697	0.41183
V31	0.1916	0.16818	0.32948	0.31074
V32	0.07396	0.04553	0.04374	0.83678
V33	0.03735	0.4909	0.38274	0.08901
V34	0.1144	0.03333	0.82553	0.02674
V35	0.14732	0.74484	0.0822	0.02564
V36	0.00729	0.0336	0.51465	0.44446
V37	0.54641	0.05855	0.1027	0.29233
V38	0.4131	0.00722	0.18759	0.39209
V39	0.15255	0.58102	0.13661	0.12982
V40	0.08865	0.83257	0.07864	0.00014
V41	0.00593	0.69142	0.0483	0.25435
V42	0.20926	0.02588	0.22984	0.53502
V43	0.11816	0.31867	0.53698	0.02619
V44	0.01271	0.05488	0.78236	0.15005
V45	0.08642	0.60098	0.23298	0.07961
V46	0.79494	0.07157	0.12851	0.00498
V47	0.44458	0.1704	0.34249	0.04253
V48	0.80082	0.17541	0.00507	0.0187
V49	0.73625	0.18833	0	0.07541
V50	0.05803	0.85253	0.0844	0.00504
V51	0.29964	0.39848	0.27597	0.0259
V52	0.02222	0.09234	0.85834	0.0271
V53	0.71635	0.12329	0.16036	0
V54	0.4138	0.17432	0.39384	0.01804
V55	0.20317	0.10687	0.26776	0.4222
V56	0.04281	0.03351	0.10363	0.82005
V57	0.08554	0.88015	0.02268	0.01163
V58	0.63856	0.00961	0.04544	0.3064
V59	0.42946	0.41634	0.11199	0.04221
V60	0.12178	0.12703	0.36402	0.38717
V61	0.8158	0.09792	0.01109	0.07519
V62	0.88065	0.0368	0.07098	0.01157
V63	0.01323	0.84744	0.12093	0.0184
V64	0.00715	0.87197	0.00275	0.11814
V65	0.01732	0.02904	0.12511	0.82853
V66	0.20021	0.72071	0.02014	0.05895
V67	0.13984	0.30935	0.53951	0.0113
V68	0.14688	0.14221	0.03001	0.68091
V69	0.02045	0.28268	0.6544	0.04246
V70	0.55193	0.13354	0.19659	0.11794
V71	0.15256	0.05328	0.41626	0.3779
V72	0.58647	0.14307	0.10204	0.16842
V73	0.13979	0.63589	0.14516	0.07915
V74	0.05182	0.20575	0.74174	0.00069
V75	0.70641	0.00545	0.20496	0.08318
V76	0.00219	0.16304	0.20165	0.63312
V77	0.03516	0.29684	0.01566	0.65233
V78	0.29939	0.09655	0.2073	0.39676
V79	0.00624	0.07767	0.83965	0.07644
V80	0.33187	0.0161	0.57583	0.07621
V81	0.04975	0.14255	0.80183	0.00587
V82	0.00172	0.07282	0.91747	0.008
V83	0.12489	0.16702	0.08346	0.62463
V84	0.38812	0.03605	0.1802	0.39563
V85	0.09847	0.29295	0.44544	0.16314
V86	0.03971	0.04336	0.8821	0.03483
V87	0.02853	0.85859	0.05452	0.05835
V88	0.15443	0.04697	0.30002	0.49857
V89	0.01937	0.02751	0.22989	0.72323
V90	0.02199	0.90929	0.05702	0.0117
V91	0.02883	0.75288	0.19263	0.02565
V92	0.44371	0.017	0.41559	0.1237
V93	0.89084	0.01894	0	0.09022
V94	0.01468	0.45589	0.02729	0.50214
V95	0.24929	0.43789	0.17032	0.1425
V96	0.06709	0.10977	0.03691	0.78623
V97	0.6777	0.09795	0.21957	0.00477
V98	0.67561	0.31251	4e-05	0.01184
V99	0.79111	0.04657	0.15729	0.00504
V100	0.06786	0.03205	0.87999	0.0201
V101	0.02897	0.08518	0.01807	0.86778
V102	0.92401	0.05797	0.0057	0.01232
V103	0.0126	0.0634	0.11287	0.81113
V104	0.02521	0.95779	0.01084	0.00617
V105	0.05028	0.92685	0.01715	0.00572
V106	0.10778	0.51423	0.34386	0.03413
V107	0.17248	0.17396	0.61086	0.0427
V108	0.13794	0.76589	0.0961	7e-05
V109	0.0124	0.13053	0.6399	0.21717
V110	0.04772	0.89528	0.03844	0.01855
V111	0.90931	0.01106	0.07399	0.00563
V112	0.11864	0.04604	0.47377	0.36154
V113	0.17967	0.09063	0.19955	0.53015
V114	0.23434	0.0443	0.09224	0.62911
V115	0.00648	0.75806	0.23021	0.00526
V116	0.13211	0.2934	0.41046	0.16403
V117	0.67867	0.25284	0.03495	0.03354
V118	0.15194	0.59973	0.03798	0.21035
V119	0.10607	0.08179	0.0609	0.75124
V120	0.06818	0.06032	0.85892	0.01259
V121	0.608	0.11321	0.10152	0.17727
V122	0.95565	0.01795	0.01379	0.01262
V123	0.00669	0.52302	0.05132	0.41897
V124	0.65437	0.29566	0	0.04997
V125	0.37826	0.41875	0.18502	0.01797
V126	0.03634	0.15271	0.06177	0.74919
V127	0.15443	0.03954	0.28799	0.51805
V128	0.0322	0.03258	0.13291	0.80232
V129	0.58115	0.22207	0.17117	0.02561
V130	0.00628	0.65412	0.33436	0.00524
V131	0.02238	0.90892	0.00265	0.06605
V132	0.93765	0.01488	0.0283	0.01918
V133	0.91163	0.02239	0.05413	0.01184
V134	0.10037	0.391	0.14211	0.36653
V135	0.07311	0.02794	0.20368	0.69528
V136	0.23438	0.40872	0.01472	0.34218
V137	0.64934	0.03	0.26244	0.05822
V138	0.20395	0.40263	0.19551	0.19791
V139	0.35219	0.1888	0.21747	0.24155
V140	0.02978	0.10336	0.06732	0.79955
V141	0.0563	0.12915	0.59232	0.22223
V142	0.76694	0.01654	0.21626	0.00026
V143	0.43427	0.25412	0.0748	0.23681
V144	0.15815	0.13901	0.18895	0.51389
V145	7e-04	0.76456	0.22934	0.00541
V146	0.05815	0.03937	0.04869	0.85379
V147	0.92078	0.02622	0.01918	0.03381
V148	0.11659	0.05651	0.63003	0.19686
V149	0.24823	0.52084	0.22631	0.00462
V150	0.07594	0.21544	0.63879	0.06984
V151	0.19411	0.65255	0.03664	0.1167
V152	0.22398	0.44948	0.23612	0.09042
V153	0.09484	0.78006	0.02087	0.10422
V154	0.23004	0.4566	0.28745	0.02592
V155	0.4741	0.12625	0.31101	0.08864
V156	0.02855	0.11329	0.74322	0.11494
V157	0.29809	0.13591	0.34865	0.21734
V158	0.02859	0.03158	0.05844	0.88139
V159	0.88978	0.0684	0	0.04181
V160	0.69559	0.00902	0.07006	0.22533
V161	0.20318	0.02384	0.04303	0.72996
V162	0.06022	0.29951	0.09215	0.54811
V163	0.08807	0.49946	0.1834	0.22906
V164	0.33827	0.3036	0.11754	0.24059
V165	0.01156	0.28463	0.01081	0.693
V166	0.01116	0.11365	0.08713	0.78806
V167	0.34218	0.015	0.01539	0.62744
V168	0.27368	0.5925	0.08268	0.05114
V169	0.18034	0.05949	0.04898	0.7112
V170	0.096	0.0209	0.56613	0.31697
V171	0.1177	0.21843	0.62939	0.03448
V172	0.69736	0.0126	0.28472	0.00532
V173	0.0277	0.15629	0.05399	0.76202
V174	0.01742	0.17048	0.09022	0.72188
V175	0.05564	0.02043	0.81385	0.11008
V176	0.00661	0.81823	0.16987	0.00529
V177	0.01022	0.97262	0.00387	0.0133
V178	0.00616	0.78849	0.00907	0.19628
V179	0.14967	0.01484	0.41815	0.41735
V180	0.02615	0.89174	0.08181	0.00029
V181	0.15155	0.10881	0.59105	0.1486
V182	0.28895	0.16182	0.49747	0.05176
V183	0.16583	0.82059	0.00817	0.0054
V184	0.96165	0.01982	0.01817	0.00037
V185	0.55108	0.43077	0.01317	0.00499
V186	0.10916	0.48587	0.28429	0.12067
V187	0.94452	0.01897	0.03066	0.00584
V188	0.05534	0.24741	0.0098	0.68746
V189	0.82271	0.02193	0.0189	0.13645
V190	0.63701	0.01891	0.33887	0.00521
V191	0.17254	0.1852	0.60798	0.03427
V192	0.29377	0.47994	0.05503	0.17126
V193	0.60283	0.02787	0.25536	0.11395
V194	0.03147	0.94041	0.0089	0.01922
V195	0.01201	0.04548	0.93438	0.00813
V196	0.0168	0.11138	0.02834	0.84348
V197	0.40592	0.04857	0.03279	0.51273
V198	0.05654	0.50137	0.39063	0.05146
V199	0.15491	0.02923	0.19886	0.617
V200	0.11879	0.58624	0.02214	0.27282
V201	0.08717	0.56951	0.20289	0.14042
V202	0.01387	0.02582	0.80508	0.15523
V203	0.15088	0.42292	0.40799	0.01822
V204	0.00719	0.55287	0.01175	0.4282
V205	0.01666	0.06029	0.90946	0.01359
V206	0.04188	0.09149	0.8603	0.00634
V207	0.12447	0.18943	0.06402	0.62208
V208	0.23076	0.06014	0.69743	0.01167
V209	0.29419	0.48091	0.07406	0.15083
V210	0.07494	0.79159	0.09165	0.04183
V211	0.41323	0.02004	0.0423	0.52443
V212	0.4897	0.03729	0.45474	0.01827
V213	0.64254	0.02645	0.11933	0.21169
V214	0.32699	0.14578	0.18426	0.34297
V215	0.28151	0.09624	0.02702	0.59524
V216	0.04727	0.0296	0.04864	0.87449
V217	0.03761	0.49568	0.25053	0.21618
V218	0.08873	0.4509	0.18483	0.27554
V219	0.09644	0.6628	0.01443	0.22633
V220	0.00608	0.84827	0.00842	0.13722
V221	0.81216	0.01145	0.0061	0.17029
V222	0.3078	0.11594	0.40455	0.17171
V223	0.00592	0.11984	0.80633	0.06792
V224	0.94884	0.01792	0.03295	0.00029
V225	0.04909	0.88769	0.05799	0.00524
V226	0.28769	0.07495	0.62592	0.01144
V227	0.77523	0.00943	0.2038	0.01153
V228	0.78639	0.06008	0.06915	0.08438
V229	0.01735	0.03793	0.92375	0.02097
V230	0.02106	0.06612	0.04627	0.86656
V231	0.01473	0.276	0.12471	0.58457
V232	0.0395	0.67656	0.0039	0.28005
V233	0.57103	0.07536	0.21726	0.13636
V234	0.0311	0.92545	0.03156	0.01189
V235	0.35678	0.05373	0.56345	0.02603
V236	0.03788	0.05912	0.83527	0.06773
