CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.11417	0.02548	0.73042	0.01939	0.04912	0.06142
V2	0.39991	0.11577	0.0954	0.11695	0.16912	0.10285
V3	0.22336	0.06731	0.25452	0.02865	0.07038	0.35578
V4	0.19968	0.34653	0.07212	0.10744	0.16816	0.10607
V5	0.04933	0.057	0.00642	0.5041	0.35723	0.02592
V6	0.22062	0.0323	0.20762	0.06041	0.20492	0.27413
V7	0.08495	0.3044	0.03333	0.05543	0.47539	0.0465
V8	0.48047	0.06131	0.11571	0.12707	0.07602	0.13942
V9	0.23845	0.14923	0.06829	0.24064	0.11761	0.18578
V10	0.32619	0.0505	0.11122	0.29866	0.11604	0.09738
V11	0.12432	0.57213	0.0775	0.06219	0.11004	0.05382
V12	0.23885	0.04306	0.14485	0.03923	0.07452	0.45949
V13	0.11321	0.4071	0.28294	0.05548	0.08562	0.05565
V14	0.08277	0.03951	0.02647	0.67933	0.13586	0.03606
V15	0.34369	0.08164	0.0763	0.1299	0.25457	0.1139
V16	0.08696	0.02738	0.03051	0.34475	0.40572	0.10469
V17	0.22437	0.05106	0.21585	0.0293	0.06488	0.41454
V18	0.49426	0.13665	0.12319	0.05567	0.06626	0.12397
V19	0.40873	0.06542	0.23428	0.03852	0.14255	0.11051
V20	0.4294	0.07309	0.1637	0.12443	0.07497	0.13441
V21	0.24168	0.0528	0.11254	0.0405	0.10989	0.4426
V22	0.15904	0.06036	0.04265	0.0856	0.58061	0.07175
V23	0.08112	0.02283	0.29258	0.03341	0.5295	0.04057
V24	0.13693	0.02859	0.0294	0.12214	0.61219	0.07076
V25	0.32502	0.23494	0.08011	0.14495	0.11954	0.09544
V26	0.21545	0.03348	0.05217	0.03421	0.60106	0.06363
V27	0.20722	0.03325	0.23654	0.0355	0.07207	0.41541
V28	0.13481	0.2165	0.17643	0.21358	0.1159	0.14278
V29	0.11903	0.4518	0.13576	0.09901	0.08801	0.10639
V30	0.20638	0.1759	0.15037	0.03526	0.26582	0.16627
V31	0.45278	0.04387	0.24766	0.05402	0.05661	0.14506
V32	0.05528	0.03394	0.30227	0.45392	0.09652	0.05807
