B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.53944	0.0059	0.21202	0.24264
V2	0.21083	0.08108	0.12821	0.57987
V3	0.09766	0.54911	0.09423	0.259
V4	0.80237	0.11814	0.02636	0.05313
V5	0.13376	0.42247	0.31006	0.13371
V6	0.12424	0.73125	0.11283	0.03168
V7	0.1801	0.32263	0.15661	0.34066
V8	0.16149	0.02708	0.7695	0.04194
V9	0.27502	0.21667	0.10063	0.40767
V10	0.05768	0.03467	0.84629	0.06136
V11	0.22731	0.32578	0.44691	0
V12	0.06442	0.5125	0.41309	0.00999
V13	0.2902	0.60456	0.08029	0.02495
V14	0.12197	0.76748	0.09676	0.01379
V15	0.1503	0.51929	0.1973	0.1331
V16	0.8109	0.04963	0.06664	0.07283
V17	0.13355	0.73442	0.10036	0.03167
V18	0.54877	0.30668	0.09895	0.0456
V19	0.19683	0.6946	0.08839	0.02019
V20	0.19928	0.41157	0.09145	0.2977
V21	0.15973	0.0859	0.7175	0.03688
V22	0.05685	0.09207	0.28313	0.56795
V23	0.37715	0.06629	0.54312	0.01344
V24	0.86544	0.04462	0.08995	0
V25	0.35308	0.21684	0.18259	0.24749
V26	0.40015	0.34404	0.07495	0.18085
V27	0.18224	0.05972	0.09646	0.66159
V28	0.01271	0.09928	0.88801	0
V29	0.42846	0.04953	0.48486	0.03715
V30	0.13117	0.20719	0.32893	0.33271
V31	0.22584	0.18468	0.33452	0.25496
V32	0.17036	0.02295	0.12707	0.67962
V33	0.07344	0.44527	0.40115	0.08015
V34	0.15995	0.06719	0.73399	0.03886
V35	0.19481	0.61274	0.16443	0.02802
V36	0.03847	0.05613	0.51508	0.39032
V37	0.53188	0.06485	0.14463	0.25864
V38	0.44088	0	0.21874	0.34037
V39	0.19279	0.49039	0.2007	0.11612
V40	0.14011	0.69473	0.16516	0
V41	0.03847	0.59821	0.13898	0.22434
V42	0.26602	0.02386	0.26844	0.44169
V43	0.15708	0.31653	0.50782	0.01857
V44	0.04087	0.10295	0.71765	0.13853
V45	0.12887	0.51272	0.28463	0.07378
V46	0.74269	0.07801	0.16131	0.01799
V47	0.43633	0.18308	0.33512	0.04547
V48	0.7507	0.15827	0.04578	0.04525
V49	0.6988	0.18197	0.02073	0.0985
V50	0.11594	0.70706	0.177	0
V51	0.32198	0.3587	0.30066	0.01866
V52	0.05573	0.13698	0.76482	0.04247
V53	0.69117	0.12247	0.18636	0
V54	0.41626	0.18757	0.37982	0.01635
V55	0.2435	0.12325	0.29216	0.34109
V56	0.12485	0.0064	0.18896	0.6798
V57	0.14406	0.72441	0.11252	0.01901
V58	0.62771	0.00172	0.0885	0.28208
V59	0.42859	0.36084	0.16485	0.04572
V60	0.16393	0.1519	0.36937	0.3148
V61	0.74754	0.10239	0.04728	0.10279
V62	0.79757	0.04398	0.11412	0.04433
V63	0.0568	0.70536	0.21233	0.02552
V64	0.05922	0.75968	0.07081	0.1103
V65	0.08166	0	0.20782	0.71053
V66	0.2441	0.59693	0.09637	0.0626
V67	0.17934	0.30763	0.513	2e-05
V68	0.21849	0.13782	0.09098	0.55271
V69	0.05335	0.29839	0.60814	0.04011
V70	0.51605	0.14523	0.21928	0.11943
V71	0.19691	0.07761	0.41071	0.31477
V72	0.54963	0.14749	0.14147	0.16141
V73	0.1814	0.53134	0.21241	0.07484
V74	0.08796	0.22317	0.68887	0
V75	0.66711	0	0.22849	0.1044
V76	0.013	0.17155	0.27082	0.54463
V77	0.09131	0.2703	0.08192	0.55647
V78	0.32765	0.10884	0.23962	0.32388
V79	0.02875	0.1264	0.76231	0.08254
V80	0.35563	0.04029	0.52406	0.08002
V81	0.09406	0.17826	0.72768	0
V82	0.00625	0.11206	0.85201	0.02969
V83	0.18814	0.16366	0.14994	0.49826
V84	0.41005	0.04134	0.21626	0.33235
V85	0.13188	0.29583	0.43021	0.14208
V86	0.08309	0.0826	0.78213	0.05217
V87	0.07691	0.70712	0.15101	0.06495
V88	0.20768	0.05969	0.32399	0.40864
V89	0.07918	0.01546	0.28387	0.62149
V90	0.07657	0.74505	0.15637	0.022
V91	0.07331	0.63247	0.26663	0.02759
V92	0.44796	0.03471	0.39174	0.12559
V93	0.8284	0.03608	0.01285	0.12267
V94	0.05916	0.40524	0.10946	0.42614
V95	0.27384	0.38268	0.21609	0.12739
V96	0.14955	0.10151	0.10594	0.643
V97	0.64327	0.10832	0.23628	0.01212
V98	0.66263	0.27105	0.03298	0.03334
V99	0.74038	0.05643	0.18211	0.02107
V100	0.11458	0.06178	0.78597	0.03767
V101	0.11523	0.09274	0.05186	0.74017
V102	0.83364	0.06555	0.04498	0.05583
V103	0.06015	0.05072	0.19542	0.6937
V104	0.0908	0.78632	0.1019	0.02098
V105	0.11354	0.76527	0.1093	0.01188
V106	0.14743	0.45651	0.36801	0.02805
V107	0.20734	0.20329	0.54854	0.04083
V108	0.18462	0.64015	0.17522	0
V109	0.03776	0.17232	0.59893	0.19099
V110	0.10522	0.72908	0.13421	0.03149
V111	0.83379	0	0.12667	0.03954
V112	0.16335	0.07333	0.45753	0.30579
V113	0.2311	0.10011	0.24379	0.425
V114	0.29437	0.03665	0.15726	0.51173
V115	0.04803	0.6441	0.29994	0.00794
V116	0.16488	0.29203	0.40035	0.14275
V117	0.63777	0.22949	0.08176	0.05099
V118	0.19582	0.5082	0.111	0.18498
V119	0.18457	0.07362	0.13414	0.60768
V120	0.11548	0.10225	0.76173	0.02054
V121	0.56917	0.12164	0.13946	0.16973
V122	0.8412	0.01748	0.07142	0.06989
V123	0.03965	0.46597	0.13692	0.35746
V124	0.63534	0.26707	0.03045	0.06714
V125	0.39016	0.36851	0.22613	0.0152
V126	0.0973	0.14175	0.14076	0.62019
V127	0.20941	0.04864	0.31588	0.42607
V128	0.10405	0.01176	0.20839	0.6758
V129	0.54919	0.21479	0.20437	0.03165
V130	0.04552	0.56531	0.38158	0.00759
V131	0.07534	0.77317	0.07979	0.0717
V132	0.83041	0.01175	0.08567	0.07217
V133	0.81871	0.02527	0.10399	0.05203
V134	0.14422	0.35554	0.20311	0.29713
V135	0.14235	0.01765	0.25968	0.58032
V136	0.27552	0.35964	0.0761	0.28874
V137	0.60989	0.04553	0.26912	0.07547
V138	0.23265	0.36156	0.23635	0.16944
V139	0.35884	0.19288	0.24244	0.20584
V140	0.09242	0.09337	0.14917	0.66504
V141	0.09209	0.16688	0.54914	0.19189
V142	0.75341	0.00766	0.23892	0
V143	0.431	0.23828	0.12347	0.20724
V144	0.20839	0.14921	0.2351	0.40729
V145	0.01344	0.6656	0.30769	0.01327
V146	0.15691	0.00809	0.1414	0.6936
V147	0.81702	0.03314	0.06773	0.08212
V148	0.15758	0.09307	0.574	0.17534
V149	0.27939	0.44994	0.27067	0
V150	0.11449	0.24124	0.57667	0.0676
V151	0.23483	0.54508	0.11064	0.10945
V152	0.25026	0.39353	0.27252	0.08368
V153	0.14853	0.64946	0.10327	0.09873
V154	0.2612	0.40555	0.31559	0.01766
V155	0.45608	0.1447	0.30717	0.09205
V156	0.05889	0.16158	0.67074	0.1088
V157	0.31516	0.15579	0.34054	0.18851
V158	0.11417	0	0.16083	0.725
V159	0.81389	0.08267	0.0184	0.08504
V160	0.66709	0.00322	0.11064	0.21904
V161	0.27572	0	0.11437	0.6099
V162	0.10965	0.27914	0.16635	0.44486
V163	0.12674	0.43984	0.24038	0.19304
V164	0.35022	0.28087	0.16341	0.2055
V165	0.06553	0.26458	0.05874	0.61114
V166	0.05622	0.10312	0.17066	0.67
V167	0.39267	0	0.07095	0.53638
V168	0.30179	0.49455	0.15128	0.05239
V169	0.25232	0.05111	0.11754	0.57903
V170	0.14131	0.04266	0.53845	0.27758
V171	0.15792	0.24095	0.57012	0.03101
V172	0.66986	0	0.29666	0.03348
V173	0.08595	0.14328	0.13431	0.63646
V174	0.06147	0.16077	0.17068	0.60708
V175	0.10105	0.04194	0.75	0.10701
V176	0.04986	0.68863	0.2535	0.00801
V177	0.06671	0.8136	0.08082	0.03886
V178	0.05258	0.67101	0.09985	0.17656
V179	0.20069	0.02244	0.41894	0.35793
V180	0.0776	0.74878	0.17361	0
V181	0.18716	0.14605	0.5324	0.13439
V182	0.30719	0.18492	0.45653	0.05135
V183	0.2137	0.68217	0.09012	0.01401
V184	0.8955	0	0.09857	0.00592
V185	0.54943	0.35658	0.07207	0.02192
V186	0.14633	0.42942	0.31655	0.1077
V187	0.84388	0.01807	0.09051	0.04755
V188	0.11826	0.23945	0.04841	0.59389
V189	0.76364	0.0247	0.06029	0.15137
V190	0.61416	0.03185	0.3249	0.02909
V191	0.20826	0.21265	0.54841	0.03068
V192	0.31758	0.41237	0.11601	0.15404
V193	0.57132	0.04188	0.26443	0.12237
V194	0.09213	0.7751	0.09425	0.03852
V195	0.05847	0.07825	0.82716	0.03612
V196	0.07563	0.09957	0.10116	0.72363
V197	0.43984	0.04502	0.08441	0.43073
V198	0.09764	0.45122	0.40631	0.04483
V199	0.22043	0.02287	0.25016	0.50654
V200	0.16521	0.50263	0.09611	0.23605
V201	0.12652	0.48975	0.25891	0.12481
V202	0.05462	0.05843	0.74426	0.14268
V203	0.19095	0.38821	0.41369	0.00716
V204	0.0537	0.48304	0.09387	0.36939
V205	0.0564	0.1013	0.80715	0.03514
V206	0.09001	0.13381	0.77618	0
V207	0.18838	0.18277	0.12981	0.49903
V208	0.26304	0.09555	0.62708	0.01432
V209	0.3161	0.41288	0.13364	0.13738
V210	0.12676	0.64838	0.17749	0.04737
V211	0.44912	0.00723	0.09802	0.44563
V212	0.48337	0.06231	0.42169	0.03263
V213	0.61037	0.03121	0.15506	0.20336
V214	0.3449	0.15459	0.21911	0.2814
V215	0.33523	0.09612	0.07996	0.48869
V216	0.14756	0	0.14017	0.71227
V217	0.07228	0.4447	0.29992	0.18309
V218	0.12642	0.40564	0.2399	0.22803
V219	0.14629	0.56321	0.09046	0.20003
V220	0.05438	0.71742	0.10244	0.12576
V221	0.76507	0.01016	0.04626	0.17851
V222	0.32194	0.14058	0.38199	0.15549
V223	0.02897	0.16709	0.73021	0.07373
V224	0.88617	0	0.1051	0.00873
V225	0.11062	0.73436	0.15502	0
V226	0.31322	0.10901	0.56623	0.01154
V227	0.73071	0.00437	0.22575	0.03917
V228	0.71423	0.06939	0.10888	0.1075
V229	0.06121	0.06929	0.82237	0.04713
V230	0.09057	0.04842	0.13858	0.72242
V231	0.05115	0.26711	0.19851	0.48323
V232	0.09104	0.59657	0.0616	0.25079
V233	0.5366	0.09227	0.23445	0.13668
V234	0.09044	0.75419	0.12928	0.02609
V235	0.37211	0.08525	0.51004	0.0326
V236	0.0794	0.10537	0.74192	0.07331
V237	0.23357	0	0.12307	0.64335
V238	0.15889	0.4863	0.31716	0.03765
V239	0.1128	0.3685	0.10072	0.41798
V240	0.46976	0.05911	0.41937	0.05176
V241	0.05716	0.04221	0.83023	0.0704
V242	0.17003	0.64599	0.17746	0.00653
V243	0.2541	0.07146	0.6023	0.07214
V244	0.22827	0.0208	0.67027	0.08066
V245	0.56856	0.2654	0.10297	0.06308
V246	0.09004	0.17504	0.71245	0.02246
V247	0.18832	0.06732	0.74436	0
V248	0.09876	0.04308	0.15813	0.70003
V249	0	0.09238	0.83211	0.07551
V250	0.71333	0.003	0.24931	0.03436
V251	0.84663	0.06037	0.05076	0.04223
V252	0.05423	0.70958	0.23619	0
V253	0.38021	0.0695	0.21821	0.33209
V254	0.05823	0.77427	0.15432	0.01318
V255	0.09927	0.78318	0.06809	0.04947
V256	0.19632	0.21744	0.51069	0.07555
V257	0.41848	0.10353	0.27061	0.20738
V258	0.19704	0.2564	0.4374	0.10916
V259	0.0663	0.28931	0.61235	0.03205
V260	0.00561	0.28993	0.69278	0.01168
V261	0.58335	0.03742	0.23232	0.14691
V262	0.17996	0.06813	0.09521	0.65669
V263	0.07513	0.8075	0.07587	0.04149
V264	0.19421	0.05265	0.45513	0.29801
V265	0.10146	0	0.23229	0.66625
V266	0.62984	0.30759	0.06257	0
V267	0.00618	0.18523	0.36014	0.44846
V268	0.40398	0.01867	0.20316	0.37419
V269	0.03573	0.49711	0.42997	0.03719
V270	0.60298	0.03538	0.2701	0.09154
V271	0.73986	0.06868	0.07583	0.11564
V272	0.09968	0.70877	0.10026	0.09129
V273	0.1485	0.02436	0.14378	0.68336
V274	0.66085	0	0.22	0.11916
V275	0.00454	0.08649	0.86083	0.04814
V276	0.4934	0.30219	0.06159	0.14282
V277	0.07206	0.2026	0.24308	0.48226
V278	0.08383	0.06744	0.35483	0.4939
V279	0.64583	0.05934	0.1533	0.14153
V280	0.11417	0	0.16083	0.725
V281	0.5303	0.03194	0.18729	0.25047
V282	0.09092	0.10589	0.74198	0.06121
V283	0.23414	0.50428	0.13508	0.1265
V284	0.08155	0.75431	0.15874	0.0054
V285	0.11329	0.04686	0.83986	0
V286	0.26293	0.47511	0.17744	0.08452
V287	0.14254	0.72699	0.09975	0.03072
V288	0.04042	0.2726	0.4612	0.22579
V289	0.28798	0.21837	0.42562	0.06803
V290	0.78549	0.14896	0.06555	0
V291	0.46651	0.08812	0.4254	0.01997
V292	0.85669	0.03292	0.01182	0.09856
V293	0.30197	0.04814	0.60862	0.04127
V294	0.1369	0.35156	0.05403	0.45751
V295	0.0523	0.17643	0.27212	0.49914
V296	0.19721	0.14124	0.58364	0.07791
V297	0.16111	0	0.1718	0.66709
V298	0.30491	0.12572	0.56106	0.00831
V299	0.12051	0.25974	0.08952	0.53023
V300	0.01794	0.04255	0.31883	0.62068
V301	0.14757	0.13588	0.61586	0.10068
V302	0.62533	0.30185	0.04091	0.03191
V303	0.01699	0.53268	0.42518	0.02514
V304	0.08989	0.06244	0.70979	0.13788
V305	0.14583	0.16995	0.4739	0.21032
V306	0.73837	0.09395	0.0946	0.07308
V307	0.074	0.77715	0.1148	0.03404
V308	0.24394	0.22137	0.33109	0.2036
V309	0.34822	0.28698	0.08379	0.28102
V310	0.11176	0.29325	0.22731	0.36768
V311	0.50317	0.40664	0.06802	0.02217
V312	0.13827	0.62573	0.21972	0.01628
V313	0.01779	0.12783	0.1205	0.73388
V314	0.04673	0.43499	0.19485	0.32343
V315	0.1545	0.546	0.11581	0.18369
V316	0.31112	0.14235	0.40012	0.14641
V317	0.12453	0.60533	0.13084	0.1393
V318	0.08048	0.49589	0.09592	0.32771
V319	0.09296	0.10142	0.76265	0.04297
V320	0.10541	0.16431	0.62234	0.10794
V321	0.62116	0.31616	0.06268	0
