mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.26576	0.21761	0.21934	0.18229	0.115
V2	0.05388	0.69001	0.0806	0.12834	0.04718
V3	0.05724	0.15965	0.3473	0.40276	0.03306
V4	0.01814	0.12765	0.21281	0.1087	0.53271
V5	0.02338	0.08039	0.07	0.15723	0.66901
V6	0.26852	0.1478	0.23064	0.25531	0.09772
V7	0.01369	0.17819	0.35205	0.11887	0.33721
V8	0.01574	0.24059	0.61618	0.1102	0.01729
V9	0.05122	0.11202	0.21887	0.58372	0.03417
V10	0.35999	0.19376	0.35339	0.05923	0.03363
V11	0.03917	0.10531	0.10629	0.12354	0.62569
V12	0.0733	0.11925	0.19506	0.3213	0.29109
V13	0.11693	0.10406	0.04877	0.4383	0.29194
V14	0.13682	0.07374	0.07445	0.61922	0.09577
V15	0.02595	0.06125	0.01397	0.84448	0.05435
V16	0.4574	0.13246	0.02581	0.35347	0.03085
V17	0.06548	0.25883	0.03595	0.12247	0.51728
V18	0.07536	0.41454	0.23411	0.2503	0.02569
V19	0.03592	0.07467	0.01775	0.17541	0.69626
V20	0.00775	0.20183	0.53108	0.23247	0.02687
V21	0.02335	0.28686	0.1345	0.21011	0.34519
V22	0.64374	0.16761	0.06954	0.07946	0.03965
V23	0.07724	0.08524	0.03731	0.18887	0.61134
V24	0.38834	0.17456	0.03513	0.11518	0.2868
V25	0.0282	0.08025	0.02912	0.44883	0.4136
V26	0.39714	0.24259	0.07019	0.10968	0.1804
V27	0.10998	0.4782	0.18391	0.07418	0.15373
V28	0.02955	0.1481	0.17802	0.59164	0.0527
V29	0.00977	0.1187	0.27115	0.56115	0.03924
V30	0.59039	0.17339	0.03897	0.1007	0.09655
V31	0.35458	0.18297	0.02851	0.27735	0.1566
V32	0.72753	0.10091	0.02023	0.09143	0.0599
V33	0.02795	0.2186	0.03518	0.17491	0.54336
V34	0.11738	0.74086	0.03939	0.08731	0.01506
V35	0.08601	0.56393	0.244	0.09208	0.01398
V36	0.03012	0.23345	0.16356	0.14421	0.42866
V37	0.60695	0.09215	0.01333	0.09408	0.1935
V38	0.10089	0.18086	0.37719	0.22001	0.12105
V39	0.26439	0.17176	0.27334	0.07468	0.21582
V40	0.20304	0.53841	0.04348	0.17214	0.04294
V41	0.05117	0.74679	0.04683	0.08098	0.07423
V42	0.67932	0.12815	0.03164	0.0919	0.06899
