cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.56818	0.0086	0.17095	0.25227
V2	0.15098	0.07591	0.05585	0.71726
V3	0.05141	0.6386	0.01334	0.29665
V4	0.86923	0.11235	0	0.01842
V5	0.10649	0.47322	0.26743	0.15285
V6	0.07181	0.88972	0.01941	0.01907
V7	0.14544	0.35242	0.08641	0.41573
V8	0.12515	0.0327	0.81438	0.02777
V9	0.24385	0.22146	0.03903	0.49567
V10	0.01886	0.03846	0.89837	0.04431
V11	0.20941	0.34405	0.44099	0.00555
V12	0.02338	0.58766	0.3767	0.01226
V13	0.26579	0.71061	0.00484	0.01875
V14	0.06586	0.9217	0.00654	0.0059
V15	0.11675	0.61196	0.12153	0.14975
V16	0.91521	0.04248	0.01746	0.02485
V17	0.08189	0.88687	0.01216	0.01909
V18	0.58914	0.3374	0.04043	0.03304
V19	0.1558	0.82686	0.00533	0.01201
V20	0.16672	0.46307	0.02062	0.34959
V21	0.12592	0.05554	0.79076	0.02779
V22	0.01622	0.07794	0.22702	0.67882
V23	0.38193	0.04371	0.56843	0.00592
V24	0.92749	0.04046	0.03148	0.00056
V25	0.36024	0.21578	0.1332	0.29077
V26	0.40775	0.38092	0.0181	0.19323
V27	0.10118	0.05048	0.0268	0.82154
V28	0.00383	0.08424	0.90983	0.0021
V29	0.44235	0.02912	0.50253	0.026
V30	0.09668	0.19133	0.30215	0.40984
V31	0.20583	0.16712	0.3202	0.30685
V32	0.08187	0.02526	0.04009	0.85278
V33	0.04075	0.49347	0.37526	0.09051
V34	0.12529	0.04238	0.80456	0.02777
V35	0.15824	0.73725	0.07811	0.0264
V36	0.00715	0.03197	0.515	0.44589
V37	0.5695	0.05568	0.096	0.27882
V38	0.43898	0.00489	0.17882	0.3773
V39	0.164	0.57509	0.13146	0.12946
V40	0.09585	0.82986	0.07397	0.00033
V41	0.00601	0.69445	0.04539	0.25415
V42	0.22699	0.02109	0.225	0.52693
V43	0.12809	0.32222	0.52232	0.02738
V44	0.01413	0.06201	0.77259	0.15127
V45	0.09354	0.59925	0.22654	0.08067
V46	0.80706	0.07021	0.11745	0.00528
V47	0.46582	0.16799	0.3237	0.04249
V48	0.8122	0.16523	0.00444	0.01813
V49	0.75203	0.17672	0	0.07125
V50	0.06318	0.85166	0.07978	0.00538
V51	0.31798	0.39197	0.26352	0.02653
V52	0.02489	0.10209	0.84466	0.02835
V53	0.73282	0.11939	0.14735	0.00044
V54	0.43506	0.17308	0.37327	0.01859
V55	0.21874	0.10549	0.26106	0.41471
V56	0.0462	0.01395	0.10267	0.83718
V57	0.09267	0.87551	0.01984	0.01197
V58	0.66155	0.0076	0.04175	0.28909
V59	0.45016	0.40251	0.10523	0.0421
V60	0.13167	0.1268	0.35749	0.38404
V61	0.82676	0.09258	0.00996	0.0707
V62	0.88707	0.03692	0.06462	0.01138
V63	0.0146	0.85019	0.11616	0.01905
V64	0.00752	0.87411	8e-04	0.11756
V65	0.01669	0.00749	0.12328	0.85254
V66	0.21429	0.70894	0.01788	0.05889
V67	0.15159	0.31307	0.52313	0.01221
V68	0.16182	0.13307	0.02705	0.67806
V69	0.02278	0.28978	0.64349	0.04396
V70	0.57246	0.1297	0.18401	0.11383
V71	0.16445	0.05381	0.40848	0.37327
V72	0.60668	0.13737	0.09516	0.16079
V73	0.15046	0.63005	0.13968	0.07981
V74	0.05731	0.21591	0.72555	0.00122
V75	0.7225	0.00849	0.18997	0.07904
V76	0.00069	0.15866	0.20225	0.63839
V77	0.03726	0.29388	0.0122	0.65666
V78	0.3199	0.09385	0.19969	0.38656
V79	0.00731	0.08661	0.82808	0.07799
V80	0.35171	0.02157	0.55137	0.07536
V81	0.05526	0.15291	0.78524	0.00658
V82	0.0024	0.08382	0.90536	0.00842
V83	0.1367	0.16151	0.08093	0.62086
V84	0.41279	0.03359	0.17183	0.38179
V85	0.10654	0.29427	0.43565	0.16353
V86	0.04431	0.05352	0.8661	0.03607
V87	0.03099	0.85858	0.0514	0.05903
V88	0.16769	0.04456	0.29521	0.49254
V89	0.01938	0.01372	0.23264	0.73426
V90	0.02412	0.91089	0.05288	0.0121
V91	0.03156	0.75507	0.18673	0.02664
V92	0.46564	0.02061	0.39356	0.1202
V93	0.89734	0.01933	0	0.08332
V94	0.01494	0.45819	0.02455	0.50233
V95	0.26566	0.43038	0.16293	0.14103
V96	0.07371	0.09472	0.03347	0.7981
V97	0.69556	0.09637	0.20285	0.00522
V98	0.69236	0.29592	0	0.01172
V99	0.8037	0.04723	0.14373	0.00534
V100	0.07509	0.04232	0.86161	0.02098
V101	0.02971	0.05761	0.01218	0.90051
V102	0.92736	0.05562	0.00515	0.01187
V103	0.01128	0.04591	0.11252	0.83029
V104	0.02761	0.95909	0.0072	0.0061
V105	0.05495	0.92529	0.01393	0.00583
V106	0.11672	0.51328	0.33468	0.03532
V107	0.1855	0.17825	0.59251	0.04374
V108	0.14866	0.76004	0.09096	0.00034
V109	0.01358	0.135	0.63356	0.21786
V110	0.05186	0.89379	0.0353	0.01905
V111	0.91412	0.01328	0.06689	0.00571
V112	0.12802	0.04707	0.46643	0.35848
V113	0.19467	0.08734	0.19473	0.52326
V114	0.25519	0.03712	0.08935	0.61834
V115	0.00732	0.76318	0.22381	0.00569
V116	0.14245	0.29356	0.39998	0.16401
V117	0.69528	0.24015	0.03187	0.0327
V118	0.16374	0.59325	0.03524	0.20776
V119	0.11783	0.06908	0.05811	0.75497
V120	0.0756	0.07076	0.84006	0.01358
V121	0.62778	0.10897	0.09454	0.16871
V122	0.95676	0.01873	0.01249	0.01202
V123	0.00635	0.52616	0.0485	0.41898
V124	0.6713	0.28078	0	0.04792
V125	0.39862	0.40844	0.17443	0.01851
V126	0.03876	0.14219	0.0593	0.75975
V127	0.16786	0.0366	0.28386	0.51169
V128	0.03399	0.01406	0.133	0.81895
V129	0.60145	0.21352	0.15948	0.02555
V130	0.00719	0.66012	0.32689	0.0058
V131	0.02399	0.9094	0.00059	0.06601
V132	0.94006	0.01593	0.02577	0.01824
V133	0.91621	0.02315	0.0491	0.01153
V134	0.10856	0.38933	0.13809	0.36401
V135	0.08028	0.01708	0.20455	0.69809
V136	0.25112	0.40063	0.01279	0.33546
V137	0.66725	0.03216	0.24442	0.05617
V138	0.21828	0.39761	0.18865	0.19546
