CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.1187	0.01845	0.68312	0.03969	0.07544	0.06461
V2	0.44156	0.10506	0.07353	0.11804	0.16962	0.09218
V3	0.24821	0.04219	0.23045	0.04186	0.0834	0.35389
V4	0.22339	0.33907	0.06311	0.10687	0.17107	0.09649
V5	0.06854	0.05006	0.01645	0.47934	0.34937	0.03624
V6	0.24419	0.01169	0.18981	0.07088	0.20705	0.27638
V7	0.10179	0.2961	0.04111	0.06112	0.45938	0.0405
V8	0.5259	0.05028	0.08434	0.12749	0.08277	0.12922
V9	0.26902	0.13477	0.05467	0.23352	0.12448	0.18354
V10	0.36209	0.04075	0.09298	0.28712	0.12339	0.09367
V11	0.1415	0.56817	0.07296	0.06348	0.11575	0.03813
V12	0.26581	0.01388	0.12266	0.05166	0.0854	0.46059
V13	0.12547	0.397	0.27309	0.061	0.09858	0.04485
V14	0.10441	0.03311	0.02817	0.64482	0.14196	0.04753
V15	0.38158	0.0695	0.06044	0.13097	0.25057	0.10694
V16	0.10835	0.01585	0.03548	0.33237	0.39511	0.11284
V17	0.24928	0.02325	0.19177	0.04275	0.07708	0.41587
V18	0.53973	0.12476	0.09072	0.06132	0.07311	0.11037
V19	0.44495	0.05315	0.2048	0.04874	0.14755	0.10081
V20	0.46967	0.06144	0.13458	0.12579	0.08386	0.12466
V21	0.27081	0.02329	0.09208	0.05233	0.11734	0.44417
V22	0.18538	0.04944	0.04724	0.09293	0.55294	0.07207
V23	0.09541	0.01527	0.29043	0.04946	0.50391	0.04553
V24	0.16243	0.01797	0.03697	0.12713	0.58168	0.07382
V25	0.36117	0.22561	0.06257	0.14231	0.12415	0.08419
V26	0.24519	0.02365	0.05342	0.04661	0.56897	0.06216
V27	0.23006	0.00557	0.213	0.04898	0.08473	0.41766
V28	0.15208	0.20364	0.16858	0.20957	0.12638	0.13975
