CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42225	0.07527	0.1975	0.30498
V2	0.16808	0.1391	0.1156	0.57722
V3	0.09343	0.51863	0.07319	0.31475
V4	0.64959	0.1537	0.06937	0.12734
V5	0.13126	0.41876	0.23306	0.21692
V6	0.10159	0.70529	0.07627	0.11684
V7	0.1585	0.33504	0.12645	0.38001
V8	0.15391	0.08821	0.61909	0.1388
V9	0.21687	0.24762	0.10048	0.43503
V10	0.07533	0.09442	0.6768	0.15346
V11	0.19689	0.33772	0.35751	0.10788
V12	0.07277	0.5002	0.31413	0.1129
V13	0.2305	0.58562	0.06622	0.11766
V14	0.09586	0.73562	0.06648	0.10203
V15	0.1367	0.50045	0.14855	0.2143
V16	0.67827	0.0914	0.09206	0.13826
V17	0.10922	0.70342	0.07085	0.11651
V18	0.43047	0.33302	0.10048	0.13602
V19	0.15944	0.66517	0.06685	0.10854
V20	0.16879	0.40647	0.0803	0.34444
V21	0.15349	0.11642	0.5927	0.13739
V22	0.08594	0.14597	0.21286	0.55523
V23	0.31524	0.10009	0.46871	0.11596
V24	0.71331	0.07668	0.09971	0.1103
V25	0.27752	0.25218	0.15974	0.31055
V26	0.30733	0.3611	0.0807	0.25087
V27	0.14011	0.11158	0.09627	0.65203
V28	0.06628	0.1034	0.71958	0.11074
V29	0.35236	0.08801	0.42084	0.1388
V30	0.13111	0.23731	0.25321	0.37836
V31	0.19587	0.2211	0.26582	0.31722
V32	0.1273	0.09331	0.10416	0.67524
V33	0.08739	0.43447	0.30138	0.17675
V34	0.15336	0.10205	0.60623	0.13836
V35	0.16213	0.59133	0.12215	0.12438
V36	0.0736	0.1054	0.39177	0.42923
V37	0.41252	0.12544	0.14345	0.31859
V38	0.34161	0.07007	0.19955	0.38877
V39	0.16517	0.47852	0.15481	0.2015
V40	0.11705	0.66984	0.1168	0.09631
V41	0.06015	0.55654	0.09665	0.28666
V42	0.21512	0.09621	0.2199	0.46878
V43	0.14743	0.32322	0.39844	0.13091
V44	0.07544	0.13625	0.55708	0.23122
V45	0.12169	0.49683	0.21322	0.16826
V46	0.60045	0.12012	0.16633	0.11311
V47	0.34881	0.21684	0.28691	0.14744
V48	0.60253	0.19866	0.07383	0.12498
V49	0.545	0.21411	0.06637	0.17452
V50	0.09547	0.67797	0.12305	0.10351
V51	0.25871	0.36962	0.24213	0.12953
V52	0.08209	0.159	0.62148	0.13743
V53	0.55117	0.16092	0.18231	0.10559
V54	0.33323	0.21896	0.32203	0.12578
V55	0.20531	0.17396	0.23388	0.38685
V56	0.10822	0.08749	0.13876	0.66553
