Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.33836	0.11857	0.26731	0.12967	0.14609
V2	0.07006	0.77988	0.05717	0.05022	0.04268
V3	0.07163	0.00933	0.46759	0.41016	0.04129
V4	0.0153	0	0.22238	0.08018	0.68213
V5	0.01722	0	0.04698	0.12426	0.81154
V6	0.35046	0.01071	0.29196	0.21995	0.12693
V7	0.01224	0.02101	0.41493	0.08776	0.46405
V8	0.00479	0.02471	0.90064	0.06176	0.0081
V9	0.06537	0	0.27649	0.60714	0.051
V10	0.47403	0.01609	0.49468	0	0.0152
V11	0.03869	0	0.09333	0.09447	0.77351
V12	0.08473	0	0.2199	0.2976	0.39778
V13	0.13852	0.02682	0.03567	0.40574	0.39324
V14	0.16755	0	0.07172	0.62329	0.13744
V15	0.03908	0.01197	0	0.85199	0.09696
V16	0.59619	0.06337	0.01038	0.3073	0.02276
V17	0.07333	0.21429	0.01245	0.0806	0.61932
V18	0.09761	0.42003	0.27081	0.19151	0.02004
V19	0.03083	0	0	0.13554	0.83363
V20	0	0.00354	0.75681	0.21098	0.02867
V21	0.03233	0.23471	0.1297	0.16591	0.43735
V22	0.84581	0.06701	0.07066	0	0.01652
V23	0.07868	0	0.01507	0.15202	0.75423
V24	0.45349	0.10291	0.01649	0.05289	0.37423
V25	0.03619	0.00665	0.01162	0.40471	0.54082
V26	0.48002	0.19109	0.0622	0.04132	0.22538
V27	0.13047	0.48685	0.18862	0.01215	0.18191
V28	0.04194	0.06561	0.21409	0.599	0.07937
V29	0.01074	0	0.34803	0.5804	0.06083
V30	0.75575	0.09302	0.02724	0.01666	0.10733
V31	0.43184	0.13291	0.00989	0.22302	0.20234
V32	0.9519	0	1e-05	0	0.04809
V33	0.03426	0.1669	0.01221	0.13268	0.65395
V34	0.13072	0.8537	0.01044	0.00463	0.00051
V35	0.1031	0.61417	0.26374	0.01898	0
V36	0.03613	0.14759	0.16338	0.10633	0.54657
V37	0.74177	0	0	0.01309	0.24513
V38	0.12475	0.0166	0.49592	0.19325	0.16948
V39	0.32794	0.01982	0.33937	0.01875	0.29411
V40	0.23475	0.61762	0.01994	0.09078	0.03692
V41	0.06624	0.83665	0.01723	0.00701	0.07288
V42	0.89854	0.01702	0.02043	0	0.06401
V43	0.49613	0.11786	0.3728	0.00942	0.0038
V44	0.03739	0.28123	0.56512	0.00282	0.11344
V45	0.05498	0.66863	0.10078	0.12608	0.04954
V46	0.12601	0.76218	0.07306	0.02373	0.01502
V47	0	0.02173	0.96496	0	0.01331
V48	0.17546	0.11663	0.23264	0.31728	0.15799
V49	0.48262	0.13857	0.24269	0.12351	0.01261
V50	0.01476	0.04155	0.94157	0	0.00212
V51	0.10954	0.24308	0.19674	0.07326	0.37738
V52	0.06921	0.90962	0.01191	0.00712	0.00214
V53	0.0449	0.16908	0.00784	0.71107	0.06712
V54	0.22206	0	0.00562	0.53307	0.23925
V55	0.08787	0	0	0.83002	0.08212
V56	0.08146	0	0	0.73153	0.18701
V57	0.15567	0.11862	0.57832	0.02214	0.12525
V58	0.06757	0	0.12412	0.2098	0.59851
V59	0.89808	0.00065	0.09765	0	0.00361
V60	0.43557	0.19513	0.13176	0.11571	0.12184
V61	0.18913	0	0.02034	0.22691	0.56362
V62	0.06275	0.00377	0.2969	0.14702	0.48955
V63	0.3983	0.24498	0.06321	0.03878	0.25473
V64	0.97213	0	0.02235	0	0.00553
V65	0.1001	0.06463	0.03924	0.59829	0.19774
V66	0.03833	0	0.13961	0.74564	0.07642
V67	0.01309	0	0.32903	0.11445	0.54343
V68	0.47041	0	0.41996	0.026	0.08363
V69	0.61077	0.10504	0.21296	0.00898	0.06226
V70	0.07816	0.71079	0.04812	0.13749	0.02544
V71	0.10864	0.78069	0.04823	0.05239	0.01006
V72	0.05334	0.36623	0.02366	0.05692	0.49984
V73	0.06705	0	0.10042	0.55569	0.27684
V74	0.02933	0.05043	0.00682	0.76005	0.15337
V75	0.48363	0.17848	0.32763	0	0.01027
V76	0.02383	0	0.01476	0.81803	0.14338
V77	0.01404	0.01658	0.93427	0.02922	0.00589
V78	0	0.03067	0.9552	0	0.01412
V79	0.0926	0.37874	0.04103	0.14272	0.34491
V80	0.13547	0.72623	0.00717	0.04743	0.0837
V81	0.00315	0.02356	0.96969	0	0.0036
V82	0.2535	0.15419	0.03032	0.51305	0.04894
V83	0.11038	0.06095	0.02034	0.52561	0.28272
V84	0.09829	0.1336	0.00291	0.08819	0.677
V85	0	0.02247	0.9717	0	0.00583
V86	0.03562	0.24864	0.31941	0.35993	0.0364
V87	0.48074	0	0.04301	0.42699	0.04926
V88	0.31521	0.14405	0.05272	0.1936	0.29441
V89	0.04079	0.10451	0.82566	0.02609	0.00295
V90	0.03159	0.14969	0.05354	0.12952	0.63566
V91	0.0214	0	0.08305	0.81646	0.07909
V92	0.23207	0.00879	0.02371	0.08569	0.64973
V93	0.02385	0.06973	0.16718	0.49774	0.2415
V94	0.05118	0.14263	0.02	0.24667	0.53952
V95	0.07236	0.19862	0.02023	0.12801	0.58078
V96	0.80504	0	0.02193	0.02068	0.15235
V97	0.16127	0.00031	0.04078	0.14307	0.65457
V98	0.06609	0.35603	0.18222	0.12493	0.27073
V99	0.52439	0.12133	0.00209	0.21081	0.14139
V100	0.53993	0.14677	0.0528	0.05323	0.20727
V101	0.07731	0.89593	0.01936	0.0061	0.0013
V102	0.31619	0.22812	0.14144	0.10457	0.20968
V103	0.11579	0	0	0.09463	0.78959
V104	0.06096	0.37967	0.08325	0.05279	0.42333
V105	0.02028	0	0.03214	0.1327	0.81487
V106	0.06521	0.74749	0.15161	0.00524	0.03045
V107	0.04984	0.21473	0.69161	0.03392	0.0099
V108	0.01456	0.17934	0.80604	0	7e-05
V109	0.07173	0.19236	0.05589	0.27577	0.40425
V110	0.18653	0.505	0.19372	0.09538	0.01937
V111	0.2876	0.21945	0.49295	0	0
V112	0.18276	0	0.10434	0.4587	0.2542
V113	0.2289	0	0.09701	0.16755	0.50654
V114	0.588	0.05901	0.05165	0.1653	0.13604
V115	0.88101	0	0	0.00322	0.11577
V116	0.02004	0	0	0.11147	0.86849
V117	0.04682	0.01599	0.8352	0.06941	0.03258
V118	0.0563	0	0	0.83934	0.10436
V119	0.34349	0.00849	0.41738	0.21773	0.01291
V120	0.00606	0.00746	0.8408	0.09905	0.04663
V121	0.20198	0.71977	0.00633	0.00889	0.06302
V122	0.05129	0.37252	0.08773	0.2259	0.26257
V123	0.50403	0.01998	0.07832	0.18806	0.20961
V124	0.21752	0.08694	0.06135	0.22914	0.40506
V125	0.04793	0.44551	0.50006	0	0.0065
V126	0.16062	0.16374	0.22155	0.12297	0.33111
V127	0.27965	0	0.67864	0.03401	0.00769
V128	0.21168	0.75918	0.01591	0	0.01324
V129	0.27221	0.01669	0.27764	0.17387	0.25959
V130	0.05061	0.49302	0.04532	0.21342	0.19763
V131	0.02591	0	0.24443	0.66999	0.05966
V132	0.35757	0	0	0.33608	0.30634
V133	0.00791	0.04192	0.55294	0.09715	0.30008
V134	0.06828	0.02251	0.79778	0.01999	0.09144
V135	0.02224	0.09492	0.73692	0.02527	0.12065
V136	0.98922	0	0.00291	0	0.00786
V137	0.93432	0.01145	0.00472	0.01583	0.03369
V138	0.251	0.11935	0.07881	0.1479	0.40294
V139	0.12983	0	0.16353	0.64463	0.06201
V140	0.02877	0	0.13961	0.08831	0.7433
V141	0.02042	0.21593	0.66612	0.08287	0.01467
V142	0.20806	0	0.32952	0.13686	0.32557
V143	0.02527	0.18409	0.49204	0.13764	0.16096
V144	0.51584	0.21043	0.07335	0.10917	0.09121
V145	0	0.02818	0.94026	0.00795	0.02361
V146	0.05263	0.32896	0.00762	0.3021	0.30869
V147	0.09561	0.06071	0.71041	0.09266	0.04062
V148	0.16636	0.77652	0.01617	0.02474	0.01621
V149	0.02584	0	0	0.83639	0.13777
V150	0.14514	0.18453	0.59718	0	0.07315
V151	0.44953	0	0.00694	0.3919	0.15163
V152	0.02599	0	0.11524	0.71538	0.14339
V153	0.17487	0.17191	0.4695	0.04672	0.137
V154	0.13007	0.57341	0.02773	0.04196	0.22682
V155	0.04843	0	0.13896	0.73732	0.07529
V156	0.10292	0.01043	0.40554	0.15848	0.32264
V157	0.10014	0.02022	0.16946	0.28303	0.42714
V158	0.19137	0	0.44679	0.0589	0.30295
V159	0.13072	0.21769	0.01481	0.55488	0.0819
V160	0.45803	0.14257	0.09783	0.05151	0.25007
V161	0.20638	0	0.05438	0.07316	0.66608
V162	0	0.03322	0.9626	0	0.00418
V163	0.05466	0	0.00335	0.12365	0.81833
