CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.14245	0.04239	0.61338	0.0104	0.14588	0.04551
V2	0.44738	0.1172	0.07358	0.08178	0.20898	0.07109
V3	0.24614	0.08161	0.21226	0.02425	0.17322	0.26252
V4	0.25299	0.31201	0.07106	0.07427	0.20807	0.0816
V5	0.10483	0.06675	0.03903	0.4176	0.33493	0.03685
V6	0.24673	0.05565	0.18067	0.04752	0.26389	0.20554
V7	0.14448	0.28017	0.05943	0.0345	0.43574	0.04568
V8	0.51765	0.07422	0.07853	0.09007	0.14679	0.09273
V9	0.28159	0.15039	0.05845	0.19204	0.17685	0.14067
V10	0.37044	0.06592	0.0932	0.23335	0.16531	0.07178
V11	0.19438	0.47856	0.08502	0.03467	0.16116	0.0462
V12	0.25848	0.06466	0.11105	0.03783	0.18854	0.33945
V13	0.16679	0.34814	0.26113	0.03	0.14918	0.04476
V14	0.13665	0.04954	0.0467	0.56325	0.16147	0.04239
V15	0.39116	0.09256	0.06291	0.0952	0.27558	0.08259
V16	0.13317	0.04578	0.05197	0.28835	0.38934	0.09138
V17	0.24422	0.06953	0.17583	0.0278	0.17551	0.30711
V18	0.5311	0.13113	0.0848	0.03154	0.14111	0.08032
V19	0.44415	0.07625	0.18965	0.01963	0.19613	0.07419
V20	0.46697	0.08355	0.12524	0.08844	0.14536	0.09044
V21	0.26512	0.07167	0.08344	0.03795	0.21234	0.32948
V22	0.21161	0.07637	0.06211	0.06371	0.52373	0.06247
V23	0.12525	0.04416	0.28753	0.02268	0.47996	0.04044
V24	0.18865	0.0496	0.05428	0.09648	0.54725	0.06374
V25	0.37772	0.21447	0.06628	0.10326	0.17041	0.06787
V26	0.26863	0.05483	0.06601	0.02123	0.53557	0.05374
V27	0.22438	0.0556	0.19603	0.03337	0.18215	0.30847
V28	0.17564	0.20465	0.16789	0.16692	0.17345	0.11145
V29	0.17634	0.39232	0.13146	0.06629	0.15	0.0836
V30	0.24709	0.17185	0.13938	0.02092	0.29535	0.1254
V31	0.4803	0.05967	0.19272	0.03296	0.13912	0.09523
V32	0.09577	0.04716	0.28936	0.36221	0.15162	0.05388
V33	0.25563	0.28463	0.21867	0.03097	0.14351	0.06659
V34	0.08312	0.03507	0.4049	0.02675	0.40742	0.04274
V35	0.10106	0.07235	0.17579	0.36315	0.23679	0.05086
V36	0.17854	0.33093	0.1425	0.02718	0.27009	0.05077
V37	0.11444	0.04196	0.58277	0.01702	0.15136	0.09246
V38	0.24161	0.05008	0.17139	0.0291	0.17941	0.32842
V39	0.44317	0.07039	0.06694	0.19451	0.14584	0.07914
V40	0.16881	0.34188	0.07016	0.11761	0.22623	0.07531
V41	0.50865	0.06288	0.09165	0.02649	0.15583	0.1545
V42	0.24203	0.05093	0.4273	0.01311	0.17478	0.09185
V43	0.23945	0.28479	0.06999	0.04045	0.29231	0.073
V44	0.19957	0.48261	0.08196	0.03133	0.15329	0.05124
V45	0.35439	0.23768	0.10168	0.03568	0.15964	0.11093
V46	0.14647	0.04861	0.06361	0.20565	0.39223	0.14344
V47	0.16358	0.29501	0.06279	0.11309	0.30014	0.06539
V48	0.15854	0.39073	0.19061	0.0224	0.19659	0.04112
V49	0.18942	0.46459	0.07819	0.02928	0.19308	0.04543
V50	0.09607	0.03678	0.24446	0.0243	0.53398	0.06442
V51	0.09352	0.03822	0.05675	0.03083	0.73909	0.04158
V52	0.15632	0.35971	0.23096	0.04143	0.16576	0.04582
V53	0.18164	0.04346	0.11936	0.03826	0.5719	0.04539
V54	0.13281	0.11272	0.44221	0.0427	0.19923	0.07033
V55	0.09276	0.06182	0.1358	0.03903	0.63028	0.04032
V56	0.08239	0.05711	0.56847	0.08443	0.17108	0.03652
V57	0.22537	0.26124	0.09636	0.02405	0.23985	0.15313
V58	0.09188	0.03957	0.64009	0.0227	0.14995	0.05581
V59	0.12482	0.04294	0.03423	0.57791	0.18121	0.03888
V60	0.3907	0.05368	0.05965	0.28445	0.14671	0.0648
