Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.33179	0.14888	0.26743	0.09876	0.15314
V2	0.05425	0.82171	0.0341	0.04305	0.04687
V3	0.07144	0	0.52173	0.38872	0.01811
V4	0.00593	0	0.22543	0.02857	0.74007
V5	0.00486	0	0.04812	0.06581	0.88121
V6	0.35182	0.03278	0.30582	0.18223	0.12734
V7	0.00771	0.01348	0.42226	0.04805	0.50851
V8	0.0091	0	0.93658	0.05432	0
V9	0.05783	0	0.32563	0.59749	0.01905
V10	0.47287	0.00866	0.51083	0	0.00764
V11	0.02638	0.00879	0.09284	0.0388	0.8332
V12	0.07807	0	0.23904	0.24423	0.43866
V13	0.12761	0.0532	0.03311	0.35069	0.43539
V14	0.17427	0	0.08605	0.60957	0.13011
V15	0.01723	0.02632	0	0.89668	0.05977
V16	0.61283	0.11407	0	0.27102	0.00208
V17	0.05557	0.24074	0.00062	0.03202	0.67106
V18	0.09025	0.45673	0.27214	0.17026	0.01063
V19	0.01786	0	0	0.07449	0.90765
V20	0	0	0.79626	0.19232	0.01142
V21	0.01746	0.25751	0.12604	0.11935	0.47965
V22	0.83674	0.09441	0.05892	0	0.00993
V23	0.06468	0.01285	0.01257	0.08997	0.81993
V24	0.42836	0.14995	9e-04	0.01499	0.40579
V25	0.01739	0.02635	0.00797	0.34573	0.60256
V26	0.46429	0.22871	0.04807	0.01653	0.24241
V27	0.11823	0.50786	0.17458	0	0.19934
V28	0.02999	0.08034	0.24837	0.58615	0.05515
V29	0	0	0.39896	0.57024	0.0308
V30	0.74814	0.12817	0.01189	0.00055	0.11125
V31	0.4205	0.18579	0	0.18008	0.21363
V32	0.94409	0.01419	0	0	0.04172
V33	0.01657	0.19176	0.00268	0.07841	0.71057
V34	0.11558	0.88118	0	0.00324	0
V35	0.09426	0.64201	0.24801	0.01572	0
V36	0.02314	0.16187	0.16171	0.05729	0.59599
V37	0.74157	0	0	0	0.25843
V38	0.12847	0.00349	0.52631	0.16096	0.18076
V39	0.31476	0.03288	0.34194	0	0.31043
V40	0.22052	0.66647	0	0.07653	0.03649
V41	0.05026	0.86625	0	0.00217	0.08131
V42	0.88169	0.05026	0.00766	0	0.0604
V43	0.4951	0.12096	0.38186	0.00208	0
V44	0.03912	0.27714	0.56267	0	0.12107
V45	0.03967	0.71273	0.08595	0.11158	0.05007
V46	0.1123	0.80347	0.04783	0.01988	0.01653
V47	0	0	0.99721	0	0.00279
V48	0.17279	0.14048	0.24823	0.27587	0.16263
V49	0.48396	0.16745	0.24382	0.10154	0.00323
V50	0.02466	0	0.97534	0	0
V51	0.09756	0.26803	0.18961	0.03711	0.40768
V52	0.05396	0.93879	0	0.00601	0.00124
V53	0.02519	0.21936	0.00027	0.72191	0.03327
V54	0.23113	0.00284	0.0061	0.50173	0.25821
V55	0.0808	0.00031	0	0.87563	0.04326
V56	0.07195	0	0	0.74041	0.18764
V57	0.16032	0.1099	0.58681	0.00903	0.13394
V58	0.05659	0	0.13196	0.14935	0.66211
V59	0.88284	0.0292	0.08796	0	0
V60	0.42458	0.23778	0.12219	0.08811	0.12734
V61	0.18015	0.00759	0.01962	0.16446	0.62819
V62	0.05451	0.00679	0.30474	0.0973	0.53666
V63	0.37797	0.28539	0.0476	0.01321	0.27583
V64	0.95787	0.03288	0.00925	0	0
V65	0.0894	0.09584	0.03908	0.57026	0.20542
V66	0.02451	0	0.16962	0.76314	0.04274
V67	0.00415	0	0.33271	0.06635	0.5968
V68	0.46878	0	0.43595	0.01177	0.0835
V69	0.60728	0.12244	0.20845	0	0.06183
V70	0.06262	0.76818	0.02496	0.12247	0.02177
V71	0.09474	0.82788	0.02176	0.04618	0.00944
V72	0.03571	0.39454	0.00738	0.01785	0.54452
V73	0.0574	0	0.11646	0.52302	0.30312
V74	0.00683	0.07563	0.00288	0.77358	0.14109
V75	0.48031	0.1835	0.33125	0	0.00494
V76	0.00276	0	0.01745	0.85543	0.12437
V77	0.01652	0	0.95963	0.02385	0
V78	0	0	0.99518	0	0.00482
V79	0.07637	0.4188	0.02492	0.10326	0.37666
V80	0.11723	0.75593	0	0.03586	0.09098
V81	0.00647	0	0.99353	0	0
V82	0.26011	0.21136	0.02114	0.4839	0.02349
V83	0.09874	0.09202	0.01608	0.48391	0.30925
V84	0.08008	0.15663	0	0.0354	0.72789
V85	0	0	1	0	0
V86	0.02531	0.27523	0.3446	0.33678	0.01808
V87	0.49991	0.04343	0.03811	0.39169	0.02686
V88	0.30283	0.1929	0.04023	0.14616	0.31789
V89	0.05081	0.07033	0.85747	0.02139	0
V90	0.01506	0.17261	0.04598	0.07566	0.69069
V91	0.00148	0	0.10155	0.85647	0.0405
V92	0.21228	0.03774	0.01589	0.02951	0.70458
V93	0.00895	0.0855	0.18548	0.4604	0.25967
V94	0.03368	0.17199	0.01177	0.18842	0.59414
V95	0.05484	0.22701	0.00928	0.07558	0.63328
V96	0.80758	0.01425	0.01433	0.00132	0.16252
V97	0.14465	0.02514	0.03578	0.08238	0.71205
V98	0.05364	0.38425	0.1765	0.09065	0.29495
V99	0.51548	0.17074	0	0.17053	0.14326
V100	0.52927	0.18266	0.03917	0.02716	0.22175
V101	0.06238	0.93131	0	0.00537	0.00094
V102	0.30297	0.26825	0.13121	0.07321	0.22436
V103	0.10321	0	0	0.03644	0.86035
V104	0.046	0.40776	0.068	0.01954	0.4587
V105	0.00803	0.00107	0.03256	0.07309	0.88525
V106	0.05264	0.7771	0.13279	0.00316	0.0343
V107	0.05633	0.19855	0.71195	0.02905	0.00412
V108	0.02372	0.14312	0.83316	0	0
V109	0.05549	0.22613	0.04896	0.224	0.44543
V110	0.17882	0.54085	0.18314	0.08116	0.01604
V111	0.28678	0.21251	0.50071	0	0
V112	0.18496	0	0.12014	0.41672	0.27817
V113	0.22395	0	0.10221	0.11084	0.563
V114	0.58532	0.10533	0.04012	0.12957	0.13965
V115	0.878	0.00388	0	0	0.11812
V116	0.00588	0	0	0.0522	0.94193
V117	0.05105	0	0.86374	0.05987	0.02533
V118	0.04193	0	0	0.88611	0.07197
V119	0.3499	0.01836	0.44616	0.18557	0
V120	0.00526	0	0.86913	0.08676	0.03886
V121	0.18287	0.74628	0	0.00257	0.06828
V122	0.0347	0.41477	0.07676	0.18517	0.2886
V123	0.49693	0.06391	0.07066	0.14656	0.22195
V124	0.20711	0.12093	0.05472	0.17431	0.44294
V125	0.04972	0.44345	0.50291	0	0.00392
V126	0.15102	0.18862	0.22013	0.08258	0.35766
V127	0.27944	0	0.69585	0.02471	0
V128	0.19532	0.79054	0	0	0.01415
V129	0.26936	0.03237	0.28637	0.13151	0.2804
V130	0.03393	0.54306	0.02818	0.17905	0.21578
V131	0.01136	0	0.29094	0.67321	0.02449
V132	0.35505	0.03043	0	0.28286	0.33167
V133	0.00829	0.02482	0.56905	0.06705	0.33079
V134	0.07522	0	0.81817	0.01087	0.09575
V135	0.02848	0.06848	0.75799	0.01458	0.13048
V136	0.98705	0.01295	0	0	0
V137	0.91974	0.04906	0	0.00311	0.02808
V138	0.23909	0.15614	0.06979	0.09887	0.43611
V139	0.13248	0	0.19671	0.63934	0.03147
V140	0.01785	0	0.14296	0.03405	0.80513
V141	0.0247	0.20137	0.69319	0.07396	0.00679
V142	0.20456	0	0.34534	0.09551	0.3546
V143	0.02169	0.18272	0.50703	0.11369	0.17488
V144	0.50812	0.25558	0.05965	0.08393	0.09272
V145	0	0	0.97818	0.00554	0.01628
V146	0.03366	0.37183	0	0.25606	0.33845
V147	0.10537	0.03415	0.74596	0.07991	0.0346
V148	0.15146	0.81139	0	0.02005	0.0171
V149	0.0032	0	0	0.88303	0.11377
V150	0.14937	0.17768	0.59902	0	0.07393
V151	0.45838	0.0411	0	0.34966	0.15085
V152	0.0082	0	0.13871	0.72139	0.1317
V153	0.17514	0.17908	0.47137	0.02882	0.1456
V154	0.11298	0.60799	0.00645	0.02132	0.25127
V155	0.03666	0	0.16917	0.75211	0.04205
V156	0.09952	0.00673	0.42054	0.11827	0.35495
V157	0.09025	0.03407	0.17931	0.2266	0.46978
V158	0.18653	0	0.45859	0.02776	0.32712
V159	0.1225	0.27631	0.00454	0.53428	0.06237
V160	0.43944	0.18365	0.08455	0.02328	0.26909
V161	0.19088	0.01589	0.05089	0.01863	0.72371
V162	0	0	1	0	0
V163	0.04277	0	0.00363	0.06387	0.88972
V164	0.93173	0.06812	0.00015	0	0
V165	0.61748	0.23808	0.07436	0.02404	0.04605
V166	0.05201	0	0.2899	0.53282	0.12526
V167	0.03928	0.67433	0.00252	0.10218	0.18169
V168	0	0	1	0	0
V169	0.06024	0.71953	0.14471	0.05804	0.01748
V170	0.24564	0.43156	0.04322	0.14642	0.13316
V171	0.32377	0.088	0.40061	0.13372	0.0539
V172	0.1652	0.22983	0.0556	0.02006	0.5293
V173	0.22325	0.11877	0.09554	0.34333	0.2191
V174	0.21094	0	0.38343	0.15719	0.24844
V175	0.07148	0.14043	0.11676	0.14387	0.52746
V176	0.41745	0.03338	0	0.53368	0.01549
V177	0.21326	0.00353	0.64196	0.13664	0.00461
V178	0.2926	0.03064	0.50248	0.08037	0.09391
V179	0.08209	0.00214	0	0.03879	0.87697
V180	0.02246	0	0.33511	0.0179	0.62454
V181	0.05739	0.2668	0	0.0554	0.62042
V182	0.57887	0.26016	0	0.11686	0.04412
V183	0.07143	0.91919	0	0	0.00938
V184	0.34862	0.00478	0.3444	0.27196	0.03024
V185	0.10176	0.50961	0.00787	0.11114	0.26962
V186	0.13016	0.19443	0.01845	0.2036	0.45335
V187	0.08077	0.74006	0	0.16449	0.01467
V188	0.87839	0.04304	0.0244	0.05278	0.00139
V189	0.47031	0.29822	0.02292	0.19869	0.00986
V190	0.4007	0.0733	0.21751	0.00393	0.30455
V191	0.22612	0.26732	0	0.35443	0.15213
V192	0.32641	0.22179	0.1272	0.16452	0.16008
V193	0.0753	0.19144	0.53455	0.02671	0.172
V194	0.24887	0.05216	0.08006	0.07947	0.53942
V195	0.58379	0.16958	0.24662	0	0
V196	0.00168	0	0.04614	0.06576	0.88642
V197	0.07001	0.8961	0	0.0238	0.01009
V198	0.2256	0.25187	0.02296	0.15939	0.34018
V199	0.77212	0	0.22788	0	0
V200	0.77422	0	0.02123	0.00266	0.2019
V201	0.03331	0	0.02031	0.66412	0.28226
V202	0.92893	0.07107	0	0	0
V203	0.52845	0.27835	0.01303	0.03132	0.14885
V204	0.30537	0.09327	0.01891	0.00394	0.57852
V205	0.10364	0.02175	0.1115	0.0674	0.6957
V206	0.04567	0.12556	0	0.74461	0.08415
V207	0.01723	0.02632	0	0.89668	0.05977
V208	0.16508	0.21302	0.49301	0.02757	0.10133
V209	0.14224	0.01287	0.08946	0.03903	0.7164
V210	0	0	0.99527	0	0.00473
V211	0.14439	0.01028	0.19853	0.02938	0.61742
V212	0.06262	0.78382	0.05995	0.02956	0.06404
V213	0.08981	0	0.05656	0.212	0.64163
V214	0.03347	0.5519	0.38348	0.0068	0.02435
V215	0.24166	0.23638	0.12893	0.05666	0.33637
V216	0.05426	0.01658	0.32545	0.03966	0.56405
V217	0	0	0.02547	0.81544	0.15908
V218	0.07834	0.19789	0.31936	0.28777	0.11664
V219	0.13957	0.29033	0.40888	0.1535	0.00772
V220	0.18581	0.7697	0.03845	0	0.00604
V221	0.0472	0.03418	0.50216	0.01304	0.40342
V222	0.01512	0	0	0.05661	0.92827
V223	0.55246	0.00401	0.35192	0.08239	0.00922
V224	0.0443	0.56074	0.00893	0.06596	0.32007
V225	0.71058	0.16887	0.12055	0	0
V226	0.4469	0.553	0	0	1e-04
V227	0.09939	0.32144	0	0.51712	0.06204
V228	0.61074	0.01899	0.29479	0.04014	0.03534
V229	0.27075	0.41237	0.26239	0.02438	0.03011
V230	0.01177	0	0	0.05667	0.93156
V231	0.06704	0.64848	0.0475	0.13518	0.1018
V232	0.8041	0.00857	0.18733	0	0
V233	0.05401	0.00938	0.14331	0.08613	0.70716
V234	0.02306	0.41545	0.2329	0.29082	0.03776
V235	0.97981	0.02019	0	0	0
V236	0.0857	0	0.6979	0.15621	0.06018
V237	0.13132	0.07123	0.29444	0.26288	0.24013
V238	0.00474	0	0	0.24111	0.75416
V239	0.06711	0.42692	0.03521	0.13866	0.33211
V240	0.06762	0.85625	0	0.01278	0.06334
V241	0.05425	0.93562	0	0	0.01013
V242	0.03927	0.34511	0.31455	0.22433	0.07675
V243	0.48096	0.0015	0.3516	0.00813	0.15781
V244	0.03522	0.40806	0.18383	0.06311	0.30978
V245	0.05258	0.91991	0.00845	0.01781	0.00125
V246	0.60105	0.29158	0.00978	0	0.09758
V247	0.20612	0.07449	0.66039	0.0301	0.02889
V248	0.09295	0.60989	0.00727	0.01114	0.27876
V249	0.24758	0.06412	0.20681	0.07359	0.40791
V250	0.0264	0.00032	0.66693	0.02679	0.27956
V251	0.2436	0.02313	0.10724	0.54104	0.08499
V252	0.02908	0.09885	0.58475	0.12201	0.16532
V253	0.28834	0.60519	0.06615	0.02618	0.01414
V254	0.5151	0.4185	0	0.05266	0.01375
V255	0.81696	0.0909	0	0	0.09214
V256	0.0449	0.76829	0	0.0107	0.17611
V257	0.43716	0.32163	0.13769	0.0166	0.08692
V258	0.17364	0.39293	0.03848	0.37564	0.0193
V259	0.53462	0.28314	0.16921	0	0.01303
V260	0.24546	0.02966	0.09929	0.06523	0.56036
V261	0.02438	0	0.55983	0.24858	0.1672
V262	0.91688	0.04132	0.0418	0	0
V263	0.82848	0.10013	0	0.07138	0
V264	0.06979	0.89903	0	0.02978	0.0014
V265	0.83511	0.09586	0.06903	0	0
V266	0.01019	0	0.07189	0.05512	0.8628
V267	0.04298	0	0	0.14225	0.81477
V268	0.20172	0.46827	0.13563	0.13677	0.05762
V269	0.0954	0.34639	0.37053	0.14951	0.03818
V270	0.05372	0	0.0398	0.86487	0.0416
V271	0.21265	0.74198	0	0.01229	0.03308
V272	0.1036	0.83676	0.0051	0.01024	0.0443
V273	0.30453	0.01373	0.19671	0.27356	0.21148
V274	0.08668	0.03515	0.03002	0.16751	0.68064
V275	0.05129	0.73025	0.13522	0.06515	0.01809
V276	0.00971	0	0.76243	0.19547	0.03239
V277	0.36019	0	0.62033	0	0.01948
V278	0.00553	0.01979	0.38995	0.40458	0.18015
V279	0.16539	0.00336	0.0105	0.71693	0.10382
V280	0.21359	0.02584	0.03804	0.56972	0.15281
V281	0.02706	0.27534	0.0415	0.6201	0.03601
V282	0.06264	0.92763	0	0	0.00973
V283	0.33414	0.01027	0.10346	0.01869	0.53344
V284	0.02956	0.09976	0.53229	0.0035	0.33488
V285	0.50626	0.48074	0	0.00932	0.00368
V286	0.08804	0	0.88753	0.02141	0.00303
V287	0.25376	0.06998	0.18171	0.23775	0.2568
V288	0.19904	0	0.65149	0	0.14947
V289	0.17401	0.28218	0.01257	0.50574	0.02551
V290	0.41624	0.46865	0.11511	0	0
V291	0.42576	0.2631	0	0.29725	0.01389
V292	0.11768	0.00431	0.41258	0.03053	0.4349
V293	0.00949	0.08238	0.85859	0.03361	0.01593
V294	0.0061	0	0	0.0517	0.9422
V295	0.01527	0.00971	0.3865	0.46697	0.12155
V296	0.8483	0.12692	0	0	0.02479
V297	0.01919	0	0.82939	0.10178	0.04965
V298	0.3223	0.00604	0	0.50087	0.17078
V299	0.30852	0	0.00739	0.66085	0.02324
V300	0.98067	0.01933	0	0	0
V301	0.98083	0.01479	0	0.00295	0.00143
V302	0.00438	0	0	0.3546	0.64102
V303	0.10695	0.16914	0.22012	0.14113	0.36266
V304	0.19729	0.00158	0.78513	0	0.016
V305	0.20234	0.33646	0.07894	0.07875	0.30351
V306	0.30965	0.67297	0	0.00319	0.01419
V307	0.26374	0	0.32371	0.40651	0.00604
V308	0.24164	0	0.71028	0.04722	0.00086
V309	0.66482	0.07962	0.0403	0.08203	0.13323
V310	0.02731	0.01149	0	0.10357	0.85763
V311	0.0101	0	0.05106	0.88161	0.05722
V312	0.08436	0.23876	0.23779	0.00622	0.43287
V313	0.06206	0.32289	0.00103	0.26016	0.35386
V314	0.07881	0.00604	0	0.32342	0.59173
V315	0.96016	0.01687	0	0	0.02297
V316	0.11112	0.56056	0.23868	0.01844	0.0712
V317	0.38526	0.06517	0.53837	0	0.0112
V318	0.90815	0.00352	0	0	0.08833
V319	0.11278	0.0236	0.86363	0	0
V320	0.08924	0	0.00136	0.8556	0.0538
V321	0.14172	0.36065	0.31527	0.15449	0.02788
V322	0.01648	0.24499	0.58367	0.03526	0.1196
V323	0.25293	0.21064	0.44455	0.00566	0.08622
V324	0.04193	0.05153	0.04891	0.80858	0.04905
V325	0.64847	0.12356	0.07917	0.07918	0.06963
V326	0.04473	0.00196	0.04945	0.12391	0.77994
V327	0.31806	0.5121	0.094	0.00802	0.06782
V328	0.05157	0.3325	0.183	0.40149	0.03144
V329	0.00516	0.03483	0.46417	0.47115	0.0247
