Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00189	0	0.10241	0	0.40417	0	0	0	0	0.49152
V2	0.64708	0	0	0	0	0.31175	0.04117	0	0	0
V3	0.10074	0	0.12628	0	0.50242	0.01453	0.0543	0.19964	0	0.00209
V4	0.02009	0.05144	0.04751	0.00395	0.07742	0.06529	0.01017	0.01632	0.608	0.09981
V5	0	0.1015	0.09606	0.06752	0.20368	0.06784	0.00746	0	0	0.45594
V6	0.01346	0	0.23121	0	0.6578	0.01308	0	0.08444	0	0
V7	0.00608	0.3672	0.0355	0	0.44644	0.0086	0.03411	0.10207	0	0
V8	0.01677	0.4094	0.0664	0	0.14712	0	0	0.36031	0	0
V9	0.01807	0.00777	0.09251	0.10146	0.00116	0.02697	0.12801	0.61608	0.00709	0.00088
V10	0.00444	0	0.03976	0	0.73135	0.04418	0.00196	0.17831	0	0
V11	0.02303	0.41625	0.03012	0	0.15452	0.0169	0	0.34019	0.01075	0.00826
V12	0	0.0295	0.17368	0.53559	0.04425	0.02027	0.08935	0.0133	0	0.09407
V13	0.0898	0.02328	0.12411	0	0.00687	0.237	0.3439	0.01771	0.15457	0.00277
V14	0.07285	0.37421	0.19011	0.02007	0.14558	0.07505	0.09817	0.02396	0	0
V15	0.21209	0.00852	0.086	0.61476	0	0.02409	0.04074	0.01244	0.00136	0
V16	0.00517	0.04677	0.18273	0.57166	0.00947	0.04272	0.02484	0	0.11664	0
V17	0.01039	0.11052	0.06278	0	0.23464	0.08571	0.02755	0.00771	0	0.4607
V18	0.04756	0.07352	0.09498	0.34137	0.10389	0.00237	0.00608	0	0	0.33023
V19	0	0	0.08115	0.06237	0.16013	0.08633	0.00425	0.00678	0	0.599
V20	0.00166	0.22395	0.02506	0	0.0569	0.13391	0.42147	0.07512	0	0.06191
V21	0.08937	0.3493	0.02808	0	0.11849	0.34025	0.03296	0.03906	0	0.00249
V22	0.00467	0	0.05567	0	0.12281	0	0	0.38441	1e-04	0.43235
V23	0.27994	0.00879	0.62054	0	0.01448	0.00019	0	0.00546	0	0.07059
V24	0.03288	0.48744	0.06632	0	0.18605	0.00478	0.04925	0.10829	0.06499	0
V25	0.01975	0.08295	0.08059	0.00697	0.21471	0.12544	0.02554	0	0.16193	0.28213
V26	0.0279	0	0.06546	0	0	0	0	0.90664	0	0
V27	0	0	0.05729	0	0.61335	0	0.00901	0	0	0.32035
V28	0.28109	0	0.04239	0	0.10619	0.01997	0.01079	0.04176	0	0.49781
V29	0.0121	0.54274	0.03451	0	0.22722	0.09094	0.00833	0.03072	0	0.05344
V30	0.01122	0.01047	0.1127	0	0	0.34721	0.2282	0	0.2902	0
V31	0.02504	0.23342	0.21625	0	0.14551	0	0	0.37978	0	0
V32	0.4685	0	0.01475	0	0.34772	0.04681	0.02451	0	0.09227	0.00544
V33	0.02336	0.02131	0.21403	0.51749	0	0.04701	0.17041	0.00477	0.00161	0
V34	0	0.00687	0.06809	0	0.46721	0	0.00052	0.01955	0.00108	0.43668
V35	0.01716	0.66634	0.02466	0	0.24835	0.00107	0.0073	0.03512	0	0
