Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00346	0	0.09622	0	0.41963	0	1e-04	6e-05	0	0.48053
V2	0.66108	0	0	0	0.0124	0.28879	0.03471	0.00302	0	0
V3	0.1037	0	0.10432	0	0.51237	0.01472	0.05232	0.20647	0	0.0061
V4	0.02386	0.05524	0.04014	0.00195	0.09954	0.05989	0.01361	0.0202	0.59231	0.09326
V5	0	0.11453	0.08362	0.06852	0.21567	0.06818	0.00768	0	0	0.44181
V6	0.01465	0	0.20223	0	0.67602	0.01704	0.00073	0.08933	0	0
V7	0.01003	0.37679	0.01745	0	0.46207	0.00453	0.03058	0.09855	0	0
V8	0.01649	0.41192	0.04824	0	0.16622	0.00095	0	0.3535	0	0.00268
V9	0.00716	0.009	0.0691	0.11349	0.01163	0.02827	0.11677	0.61973	0.01964	0.00521
V10	0.00308	0	0.02112	0	0.73795	0.04697	0.00702	0.18385	0	0
V11	0.02395	0.41189	0.01374	0	0.17094	0.02332	0	0.32803	0.01848	0.00965
V12	0	0.02784	0.16944	0.51291	0.06835	0.01537	0.08595	0.0109	0.01088	0.09836
V13	0.09843	0.0357	0.12606	0	0.02244	0.20121	0.31039	0.01671	0.1785	0.01056
V14	0.08005	0.3906	0.15909	0.02518	0.1778	0.06105	0.08478	0.02146	0	0
V15	0.22111	0.00872	0.08218	0.58835	0.00204	0.02293	0.0433	0.01118	0.02018	0
V16	0	0.04368	0.18052	0.53695	0.03733	0.04236	0.02824	0	0.13051	0.00041
V17	0.01378	0.12649	0.0546	0	0.24316	0.08269	0.02361	0.01112	0	0.44455
V18	0.04829	0.07893	0.08819	0.32138	0.12495	0.00494	0.00981	0	0	0.3235
V19	0	0	0.07399	0.06603	0.169	0.08828	0.00469	0.01207	0	0.58594
V20	0.00199	0.25568	0.03027	0.00059	0.08025	0.09271	0.38022	0.07381	0.0148	0.06968
V21	0.09845	0.35725	0.01095	0	0.14125	0.31726	0.02574	0.04211	0	0.00698
V22	0	0.00211	0.04868	8e-05	0.12315	0	0	0.39471	0.02866	0.40262
V23	0.29742	0.00866	0.58209	0	0.02774	0.00295	0	0.00773	0	0.07342
V24	0.0386	0.49506	0.04631	0	0.2092	0	0.041	0.10126	0.06857	0
V25	0.02442	0.09166	0.06167	0.01194	0.22479	0.11975	0.023	9e-05	0.17555	0.26714
V26	0.01439	0	0.04544	0.02218	0.00404	0	0.00055	0.91135	0	0.00205
V27	0	0	0.04731	0	0.62987	0	0.0112	0	0	0.31162
V28	0.29557	0	0.03954	0	0.11577	0.02067	0.01106	0.04689	0	0.47051
V29	0.01938	0.55158	0.0162	0	0.24822	0.0804	0.00548	0.02707	0	0.05166
V30	0.01412	0.02433	0.10997	0	0.00311	0.32226	0.20374	0.00273	0.31252	0.0072
V31	0.02277	0.23822	0.18801	0	0.16231	0	0	0.38756	0	0.00113
V32	0.48745	0	0	0	0.34792	0.04161	0.02327	0.0023	0.09072	0.00674
V33	0.01709	0.03018	0.2216	0.5087	0	0.03384	0.16222	0.00062	0.02575	0
V34	0	0.0151	0.05607	0	0.46583	0	0.00214	0.02325	0.02254	0.41508
V35	0.02425	0.66677	0.00726	0	0.26974	0	0.00439	0.0276	0	0
V36	0.04849	0.08521	0.02348	0	0	0.14381	0.58685	0.05387	0.04694	0.01135
V37	0.01157	0.49265	0.01455	0	0.19895	0.03464	0.18974	0.04814	0	0.00976
V38	0.122	0.04617	0.05273	0.1843	0	0.09808	0.43841	0.00684	0.04639	0.00509
V39	0.07014	0.04554	0.06944	0.17386	0.03576	0.09394	0.42096	0.03369	0.04274	0.01393
V40	0.14183	0	0.7198	0	0.12818	0	0	0.00712	0.00225	0.00082
V41	0.62513	0.0425	0	0	0.02967	0	0.00424	0.01155	0.28078	0.00613
V42	0.01081	0.44259	0.01532	0	0.50739	0	0	0.00642	0	0.01747
V43	0.13388	0.01495	0.12498	0.05721	0.24245	0.06705	0.15607	0.03936	0.16405	0
V44	0.04524	0	0.50943	0	0	0	0	0.44532	0	0
V45	0.02282	0.01866	0.03883	0.01278	0.02458	0.03516	0.17604	0.00075	0.64774	0.02264
V46	0.15528	0.08148	0.0799	0.23764	0.15157	0	0.00469	0.0222	0	0.26723
V47	0	0.07231	0.02604	0	0	0.16124	0.65096	0.00979	0.06093	0.01874
