Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.37109	0.10393	0.24967	0.11411	0.16121
V2	0.10535	0.74355	0.05774	0.03425	0.05911
V3	0.07306	0	0.4417	0.40402	0.08122
V4	0.00375	0	0.24438	0.0521	0.69977
V5	0.00209	0	0.05786	0.0945	0.84556
V6	0.37724	0	0.26867	0.20321	0.15088
V7	0.0099	0	0.44782	0.06879	0.47349
V8	0.01999	0	0.88223	0.05745	0.04032
V9	0.05297	0	0.25378	0.59737	0.09587
V10	0.51527	0	0.43298	0	0.05175
V11	0.0313	0	0.11012	0.06206	0.79652
V12	0.08431	0	0.21986	0.28912	0.40671
V13	0.14004	0.03988	0.03525	0.38989	0.39495
V14	0.16448	0	0.06644	0.59781	0.17127
V15	0.01485	0.02667	5e-04	0.81563	0.14236
V16	0.57139	0.09027	0.00434	0.26609	0.0679
V17	0.08069	0.25926	0.01934	0.04911	0.59161
V18	0.12867	0.39266	0.25382	0.17441	0.05044
V19	0.02163	0.00184	0.00289	0.10767	0.86597
V20	0	0	0.72804	0.20881	0.06315
V21	0.03564	0.2556	0.14085	0.14401	0.42391
V22	0.79434	0.09727	0.05081	0	0.05758
V23	0.07843	0.00398	0.02413	0.12659	0.76688
V24	0.4816	0.13195	0.01468	0.03323	0.33854
V25	0.01571	0.01984	0.01604	0.4003	0.54811
V26	0.49848	0.20652	0.05485	0.02548	0.21466
V27	0.16857	0.47501	0.17942	0	0.177
V28	0.03147	0.04867	0.20932	0.58992	0.12062
V29	0	0	0.32246	0.57305	0.10449
V30	0.72499	0.12292	0.01848	0.01138	0.12224
V31	0.43903	0.15653	0.00709	0.19277	0.20458
V32	0.88055	0.03334	0	0	0.08611
V33	0.02885	0.20814	0.02019	0.10403	0.6388
V34	0.16208	0.79096	0.01978	0	0.02718
V35	0.14699	0.57327	0.24367	0.01038	0.02569
V36	0.03881	0.16082	0.181	0.08213	0.53724
V37	0.73473	0.02337	0	0.00907	0.23283
V38	0.14628	0	0.48142	0.18224	0.19006
V39	0.37827	0	0.3304	0.00311	0.28822
V40	0.25904	0.58981	0.01965	0.07186	0.05964
V41	0.09969	0.79404	0.02626	0	0.08001
V42	0.83422	0.06246	0.01049	8e-05	0.09275
V43	0.52733	0.09607	0.32668	0.00758	0.04235
V44	0.07622	0.22532	0.5698	0	0.12866
V45	0.08569	0.64399	0.09689	0.10462	0.06881
V46	0.16124	0.71882	0.06944	0.01233	0.03817
V47	0.01167	0	0.94253	0	0.04581
V48	0.19475	0.10644	0.22366	0.29667	0.17848
V49	0.50037	0.1272	0.21165	0.10961	0.05117
V50	0.04344	0	0.9211	0	0.03547
V51	0.13601	0.24859	0.20269	0.05046	0.36225
V52	0.10311	0.84435	0.02485	0	0.0277
