B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.62074	0	0.23036	0.1489
V2	0.21368	0.08368	0.02067	0.68197
V3	0.07787	0.71286	0	0.20927
V4	0.88126	0.11874	0	0
V5	0.10476	0.5524	0.33534	0.00749
V6	0.08197	0.91803	0	0
V7	0.17324	0.42874	0.06592	0.3321
V8	0.11808	0	0.88192	0
V9	0.29915	0.2739	0	0.42695
V10	0.00994	0	0.99006	0
V11	0.17309	0.36692	0.45998	0
V12	0	0.59386	0.40614	0
V13	0.26424	0.73576	0	0
V14	0.06072	0.93928	0	0
V15	0.13762	0.69424	0.15486	0.01328
V16	0.92448	0.06968	0.00584	0
V17	0.08809	0.91191	0	0
V18	0.60991	0.37412	0.01597	0
V19	0.15244	0.84756	0	0
V20	0.20004	0.53723	0	0.26272
V21	0.11154	0.07709	0.81137	0
V22	0	0.09559	0.26374	0.64066
V23	0.34523	0.04315	0.61162	0
V24	0.91513	0.04142	0.04344	0
V25	0.40355	0.28477	0.14031	0.17137
V26	0.4713	0.45469	0	0.07401
V27	0.1714	0.02908	0	0.79952
V28	0	0.08058	0.91942	0
V29	0.42029	0.01901	0.5607	0
V30	0.0936	0.26454	0.33251	0.30935
V31	0.22695	0.23723	0.35176	0.18406
V32	0.16656	0	0	0.83344
V33	0.0119	0.56465	0.42345	0
V34	0.11641	0.04932	0.83427	0
V35	0.16131	0.77312	0.06558	0
V36	0	0.05131	0.57507	0.37361
V37	0.62081	0.07252	0.12935	0.17731
V38	0.48452	0	0.22527	0.29021
V39	0.19446	0.65652	0.14902	0
V40	0.07835	0.83524	0.08642	0
V41	0	0.78758	0.04985	0.16257
V42	0.27591	0	0.25822	0.46587
V43	0.08756	0.35891	0.55352	0
V44	0	0.13939	0.84623	0.01438
V45	0.08543	0.65272	0.26185	0
V46	0.78034	0.07358	0.14607	0
V47	0.44658	0.19763	0.35579	0
V48	0.82217	0.17783	0	0
V49	0.79416	0.20584	0	0
V50	0.0517	0.85121	0.0971	0
V51	0.30002	0.41642	0.28356	0
V52	0	0.1495	0.8505	0
V53	0.71072	0.10853	0.18076	0
V54	0.40745	0.19422	0.39833	0
V55	0.25423	0.14689	0.28026	0.31862
V56	0.06387	0	0.12003	0.8161
V57	0.10327	0.89673	0	0
V58	0.7197	0	0.07568	0.20462
V59	0.46294	0.43989	0.09717	0
