CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.14048	0.02069	0.65366	0	0.13925	0.04592
V2	0.44089	0.09078	0.09166	0.08449	0.20855	0.08363
V3	0.25755	0.05756	0.22456	0.01328	0.15843	0.28863
V4	0.25248	0.28656	0.08393	0.07647	0.21176	0.08879
V5	0.09513	0.03529	0.04392	0.44644	0.34566	0.03356
V6	0.25143	0.02924	0.19331	0.04268	0.25813	0.22521
V7	0.13353	0.25604	0.07185	0.03612	0.45786	0.0446
V8	0.51357	0.0463	0.09769	0.09207	0.13984	0.11052
V9	0.28211	0.11994	0.06822	0.20303	0.17188	0.15482
V10	0.36355	0.03591	0.1064	0.24905	0.16327	0.08183
V11	0.18964	0.47049	0.0975	0.03025	0.16568	0.04644
V12	0.27101	0.03922	0.11919	0.02822	0.16927	0.37309
V13	0.16639	0.33221	0.2816	0.02329	0.15157	0.04493
V14	0.13192	0.01682	0.04879	0.59561	0.16593	0.04093
V15	0.38309	0.0641	0.07972	0.09999	0.27789	0.0952
V16	0.1258	0.01582	0.05823	0.30804	0.3972	0.09492
V17	0.25761	0.045	0.18624	0.01648	0.15796	0.33672
V18	0.53031	0.10648	0.10548	0.02646	0.13433	0.09694
V19	0.44204	0.05015	0.21249	0.0128	0.1946	0.08791
V20	0.46419	0.05609	0.14425	0.08963	0.13949	0.10634
V21	0.27694	0.04604	0.09194	0.02939	0.19535	0.36034
V22	0.19769	0.0486	0.07621	0.06876	0.54279	0.06595
V23	0.11185	0.01923	0.30799	0.01763	0.50455	0.03874
V24	0.17387	0.02127	0.06694	0.10428	0.56703	0.06661
V25	0.37386	0.18846	0.08158	0.10849	0.16959	0.07802
V26	0.25261	0.0274	0.08292	0.02173	0.55714	0.05819
V27	0.23814	0.03106	0.20629	0.02241	0.165	0.3371
V28	0.17814	0.17686	0.17734	0.17586	0.17201	0.11979
V29	0.17666	0.37405	0.14371	0.06578	0.15063	0.08916
V30	0.24626	0.14708	0.15403	0.01634	0.29811	0.13818
V31	0.48098	0.03321	0.21544	0.02613	0.13144	0.11281
V32	0.09475	0.0185	0.29541	0.38612	0.15223	0.05298
V33	0.25763	0.26433	0.23804	0.02469	0.14198	0.07334
V34	0.07153	0.01061	0.4302	0.01912	0.4282	0.04034
V35	0.09684	0.04339	0.18027	0.38692	0.24312	0.04946
V36	0.17437	0.31023	0.15792	0.02416	0.2815	0.05183
V37	0.11634	0.02034	0.61857	0.00029	0.14536	0.0991
V38	0.25535	0.02543	0.18083	0.01754	0.16011	0.36074
V39	0.43576	0.04035	0.08259	0.20704	0.14182	0.09245
V40	0.16691	0.31636	0.08007	0.12523	0.23256	0.07885
V41	0.51035	0.03617	0.11051	0.01954	0.14424	0.17919
V42	0.24464	0.02749	0.45463	0.00034	0.17069	0.10221
V43	0.23585	0.26043	0.08366	0.04019	0.3011	0.07877
