Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0	0	0.11077	0	0.4137	0	0	0	0	0.47554
V2	0.64311	0	0	0	0.00853	0.30322	0.04515	0	0	0
V3	0.1014	3e-04	0.12348	0	0.50321	0.01843	0.05686	0.19272	0	0.0036
V4	0.01276	0.05405	0.04764	0.00667	0.09816	0.06435	0.0146	0.0142	0.59049	0.09708
V5	0	0.1081	0.10085	0.06594	0.21089	0.06742	0.00937	0	0	0.43744
V6	0.01271	0	0.22756	0	0.66446	0.01599	0	0.07929	0	0
V7	0.00705	0.36555	0.03702	0	0.44958	0.00967	0.03407	0.09707	0	0
V8	0.01559	0.40662	0.06708	0	0.1604	0	0	0.35032	0	0
V9	0.01048	0.00918	0.08467	0.10975	0.00549	0.03539	0.13024	0.60281	0.01181	0.00019
V10	0.00408	0	0.04003	0	0.73199	0.04746	0.005	0.17143	0	0
V11	0.02223	0.40764	0.03085	0	0.16643	0.02251	0	0.3267	0.01539	0.00825
V12	0	0.03346	0.17153	0.52385	0.05356	0.02187	0.08968	0.01539	0.00158	0.08908
V13	0.08382	0.03112	0.12439	0	0.0137	0.22981	0.33719	0.02056	0.15567	0.00373
V14	0.07259	0.3694	0.18332	0.02218	0.15778	0.07361	0.09681	0.02431	0	0
V15	0.21211	0.01224	0.08352	0.60264	0	0.02563	0.04214	0.01443	0.00729	0
V16	0	0.04735	0.18164	0.56105	0.02096	0.04369	0.02679	0.00064	0.11788	0
V17	0.00821	0.11782	0.07025	0	0.23992	0.08438	0.02906	0.00864	0	0.44172
V18	0.04506	0.07927	0.09904	0.33192	0.1164	0.00418	0.00808	0.00058	0	0.31547
V19	0	0	0.08829	0.06181	0.17068	0.08568	0.00633	0.00762	0	0.57959
V20	0	0.22945	0.03298	0	0.06264	0.12965	0.40775	0.07741	0.00045	0.05966
