cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.8669	0	0.09809	0.03501
V2	0.75982	0	0.06667	0.1735
V3	0.41836	0.46006	0.02655	0.09503
V4	0.99733	0	0	0.00267
V5	0.51322	0.2014	0.24793	0.03746
V6	0.43078	0.5302	0.0312	0.00782
V7	0.66007	0.14308	0.1011	0.09576
V8	0.39069	0	0.60231	0.007
V9	0.80957	0.04166	0.04354	0.10523
V10	0.1029	0	0.88323	0.01387
V11	0.60903	0.07601	0.31327	0.00169
V12	0.17328	0.38721	0.43397	0.00554
V13	0.7135	0.27448	0.00637	0.00564
V14	0.39598	0.58936	0.01182	0.00284
V15	0.5757	0.26053	0.1266	0.03717
V16	0.99591	0	0.00218	0.00191
V17	0.46629	0.50575	0.02036	0.00759
V18	0.93616	0.02907	0.02837	0.00639
V19	0.60583	0.38191	0.00802	0.00424
V20	0.72301	0.17188	0.02573	0.07938
V21	0.40247	0	0.59031	0.00721
V22	0.20564	0.0794	0.4232	0.29176
V23	0.76282	0	0.23629	0.00089
V24	0.99596	0	0.00404	0
V25	0.77984	0.05283	0.11452	0.05281
V26	0.84675	0.09806	0.01887	0.03632
V27	0.69317	0	0.03265	0.27419
V28	0	0.00806	0.9919	3e-05
V29	0.74849	0	0.24704	0.00447
V30	0.48319	0.0877	0.32747	0.10165
V31	0.69023	0.00442	0.24948	0.05587
V32	0.61469	0	0.0562	0.32911
V33	0.27786	0.29676	0.3968	0.02858
V34	0.39511	0	0.59782	0.00707
V35	0.59656	0.31398	0.08117	0.00829
V36	0.08601	0.0123	0.74081	0.16088
V37	0.8873	0	0.06935	0.04335
V38	0.82767	0	0.11723	0.0551
V39	0.61083	0.23115	0.12709	0.03093
V40	0.48076	0.43684	0.08219	0.00021
V41	0.09464	0.6959	0.09969	0.10977
V42	0.69764	0	0.1964	0.10597
V43	0.46379	0.11132	0.4169	0.00799
V44	0.11506	0.02607	0.81118	0.0477
V45	0.45546	0.29316	0.22792	0.02346
V46	0.94867	0	0.0505	0.00083
V47	0.76953	0.00405	0.21677	0.00965
V48	0.99654	0	0.00071	0.00275
V49	0.98905	0	0	0.01095
V50	0.38503	0.51023	0.10198	0.00275
V51	0.68084	0.11388	0.19832	0.00695
V52	0.15112	0.03521	0.80436	0.00931
V53	0.94044	0	0.05956	0
V54	0.77778	0	0.21822	0.004
V55	0.71559	0	0.2094	0.07501
V56	0.41802	0	0.18886	0.39312
V57	0.4942	0.47242	0.02857	0.0048
V58	0.94295	0	0.02324	0.0338
V59	0.85052	0.06475	0.0757	0.00903
V60	0.54192	0.02767	0.34102	0.0894
V61	0.98343	0	0.00577	0.0108
V62	0.98508	0	0.01401	0.00092
V63	0.14069	0.66905	0.18062	0.00964
V64	0.08994	0.84803	0.00448	0.05756
V65	0.14666	0	0.2681	0.58523
V66	0.69974	0.26369	0.02144	0.01513
V67	0.5081	0.09227	0.39587	0.00376
V68	0.79082	0.00119	0.03401	0.17399
V69	0.16101	0.17611	0.64769	0.01519
V70	0.8668	0	0.11421	0.01899
V71	0.59608	0	0.32733	0.07659
V72	0.90476	0	0.06911	0.02613
V73	0.59291	0.25317	0.13303	0.02089
V74	0.27181	0.07566	0.65248	5e-05
V75	0.91186	0	0.07827	0.00987
V76	0.00766	0.23879	0.43718	0.31636
V77	0.38886	0.29198	0.02292	0.29625
V78	0.76214	0	0.16603	0.07184
V79	0.05761	0.04732	0.86901	0.02606
V80	0.6645	0	0.3213	0.01419
V81	0.26409	0.04304	0.69073	0.00214
V82	0	0.02802	0.96947	0.00251
V83	0.71187	0.02931	0.10186	0.15696
V84	0.80842	0	0.12828	0.0633
V85	0.46579	0.12097	0.3752	0.03804
V86	0.23024	0	0.75926	0.0105
V87	0.26714	0.62117	0.08713	0.02456
V88	0.65738	0	0.24735	0.09527
V89	0.21672	0	0.44153	0.34174
V90	0.19639	0.7085	0.08876	0.00634
V91	0.24543	0.50563	0.23774	0.0112
V92	0.7594	0	0.22019	0.02041
V93	0.98907	0	0	0.01093
V94	0.20316	0.51191	0.05887	0.22606
V95	0.70472	0.13061	0.13513	0.02954
V96	0.62082	0.01687	0.05496	0.30735
V97	0.91884	0	0.08035	0.00081
V98	0.99782	0	0	0.00218
V99	0.93994	0	0.05924	0.00082
V100	0.31959	0	0.67475	0.00566
V101	0.19074	0.01745	0.02294	0.76887
V102	0.99908	0	0	0.00092
V103	0.15516	0.04538	0.27959	0.51986
V104	0.20082	0.78024	0.01551	0.00344
V105	0.3488	0.6247	0.02352	0.00298
V106	0.48402	0.21047	0.29469	0.01082
V107	0.51517	0.03224	0.44138	0.01121
V108	0.61172	0.30224	0.08588	0.00015
V109	0.12448	0.09892	0.70925	0.06735
V110	0.34938	0.58657	0.05575	0.0083
V111	0.98569	0	0.01388	0.00043
V112	0.5157	0	0.40452	0.07978
V113	0.71731	0	0.17767	0.10502
V114	0.77739	0	0.09215	0.13046
V115	0.07276	0.60856	0.31533	0.00335
V116	0.55208	0.095	0.31806	0.03487
V117	0.97569	0	0.0189	0.00541
V118	0.68235	0.23037	0.04157	0.04572
V119	0.69302	0	0.0808	0.22618
V120	0.32513	0	0.67101	0.00386
V121	0.91581	0	0.06021	0.02399
V122	0.99879	0	0.00029	0.00092
V123	0.10486	0.58818	0.11285	0.1941
V124	0.97484	0.01613	0	0.00903
V125	0.81861	0.06218	0.11492	0.00429
V126	0.40777	0.13396	0.12226	0.33601
V127	0.66198	0	0.24031	0.09771
V128	0.34381	0	0.26449	0.3917
V129	0.91954	0	0.07626	0.0042
V130	0.06912	0.49804	0.42968	0.00316
V131	0.21523	0.75165	0.00316	0.02995
V132	0.99442	0	0.00418	0.0014
V133	0.9889	0	0.01018	0.00092
V134	0.54596	0.20054	0.16105	0.09246
V135	0.5374	0	0.26256	0.20004
V136	0.7835	0.13322	0.01534	0.06794
V137	0.87859	0	0.11348	0.00794
V138	0.69546	0.11075	0.15564	0.03815
V139	0.7571	0.0354	0.1642	0.0433
V140	0.35874	0.08014	0.14429	0.41682
V141	0.34461	0.05156	0.54817	0.05566
V142	0.95754	0	0.04246	0
V143	0.85714	0.03955	0.0626	0.04071
V144	0.72071	0	0.17512	0.10417
V145	0.00427	0.66001	0.33219	0.00353
V146	0.50513	0	0.06771	0.42716
V147	0.99544	0	0.00219	0.00237
V148	0.47379	0	0.48411	0.04209
V149	0.71832	0.12336	0.15667	0.00166
V150	0.37109	0.08189	0.52735	0.01967
V151	0.70658	0.22908	0.03762	0.02672
V152	0.67328	0.12859	0.17808	0.02006
V153	0.54796	0.39366	0.02846	0.02992
V154	0.65116	0.1288	0.21292	0.00712
V155	0.74688	0.01481	0.21843	0.01988
V156	0.21959	0.05429	0.69234	0.03379
V157	0.70879	0.0012	0.25039	0.03963
V158	0.18075	0	0.08304	0.73621
V159	0.99459	0	0	0.00541
V160	0.93993	0	0.03526	0.02481
V161	0.78546	0	0.04251	0.17203
V162	0.49119	0.20423	0.13991	0.16467
V163	0.49451	0.2536	0.19518	0.05672
V164	0.7713	0.08801	0.09709	0.0436
V165	0.14369	0.42399	0.01278	0.41954
V166	0.15234	0.14711	0.22146	0.4791
V167	0.89418	0	0.00542	0.1004
V168	0.71298	0.20222	0.0718	0.013
V169	0.77334	0	0.05331	0.17335
V170	0.42945	0	0.49707	0.07348
V171	0.43752	0.06479	0.48766	0.01003
V172	0.89628	0	0.10294	0.00078
V173	0.33282	0.16616	0.11514	0.38588
V174	0.2315	0.20407	0.20058	0.36385
V175	0.29465	0	0.67602	0.02933
V176	0.07566	0.6727	0.24817	0.00347
V177	0.08182	0.90681	0.00417	0.00721
V178	0.09509	0.79554	0.01948	0.08988
V179	0.58364	0	0.33683	0.07952
V180	0.19358	0.69451	0.11158	0.00032
V181	0.53652	0	0.43175	0.03172
V182	0.65233	0.01019	0.32554	0.01194
V183	0.64511	0.34544	0.00735	0.0021
V184	1	0	0	0
V185	0.98386	0.00913	0.00591	0.0011
V186	0.54559	0.18252	0.24264	0.02926
V187	0.99554	0	0.00404	0.00042
V188	0.52049	0.19117	0.00662	0.28172
V189	0.9767	0	0.00801	0.01529
V190	0.88006	0	0.11916	0.00078
V191	0.51369	0.0378	0.43919	0.00932
V192	0.75291	0.16011	0.05264	0.03434
V193	0.85574	0	0.12741	0.01685
V194	0.26384	0.71274	0.01424	0.00918
V195	0.05229	0	0.94533	0.00238
V196	0.17398	0.11489	0.04866	0.66247
V197	0.89353	0	0.0232	0.08327
V198	0.3397	0.26939	0.37337	0.01754
V199	0.67825	0	0.19085	0.1309
V200	0.65047	0.25653	0.02717	0.06583
V201	0.49769	0.26529	0.20092	0.03611
V202	0.11431	0	0.83579	0.0499
V203	0.54887	0.13873	0.30675	0.00565
V204	0.11096	0.65669	0.02383	0.20852
V205	0.10433	0.01065	0.88032	0.0047
V206	0.23084	0.01378	0.75323	0.00215
V207	0.71687	0.04483	0.07979	0.1585
V208	0.61043	0	0.38681	0.00276
V209	0.74502	0.15766	0.06687	0.03046
V210	0.46143	0.41618	0.10778	0.0146
V211	0.88751	0	0.02963	0.08286
V212	0.81474	0	0.18244	0.00281
V213	0.90696	0	0.06595	0.0271
V214	0.77884	0.0145	0.14559	0.06107
V215	0.85105	0	0.02528	0.12367
V216	0.39704	0	0.06302	0.53994
V217	0.3141	0.32475	0.29771	0.06344
V218	0.48558	0.24132	0.20286	0.07024
V219	0.54824	0.3685	0.02105	0.06221
V220	0.09042	0.82488	0.01874	0.06597
V221	0.98085	0	0.00061	0.01854
V222	0.6933	0	0.2755	0.03119
V223	0.05918	0.08277	0.83411	0.02395
V224	0.99783	0	0.00217	0
V225	0.34335	0.57698	0.07675	0.00292
V226	0.67801	0	0.3195	0.00249
V227	0.95752	0	0.04158	9e-04
V228	0.95295	0	0.03526	0.01179
V229	0.10157	0	0.89155	0.00688
V230	0.17795	0.01574	0.08168	0.72463
V231	0.19898	0.31796	0.2443	0.23877
V232	0.36732	0.52983	0.00318	0.09968
V233	0.8717	0	0.1096	0.0187
V234	0.26029	0.68431	0.04934	0.00606
V235	0.67314	0	0.32129	0.00557
V236	0.24225	0.00094	0.73677	0.02004
V237	0.76009	0	0.04492	0.19499
V238	0.53473	0.21944	0.23323	0.0126
V239	0.50613	0.2917	0.04154	0.16063
V240	0.78213	0	0.21096	0.00691
V241	0.1058	0	0.8751	0.01911
V242	0.55484	0.34694	0.09388	0.00434
V243	0.55973	0	0.4257	0.01457
V244	0.51138	0	0.47223	0.01639
V245	0.94577	0.01127	0.03387	0.00909
V246	0.26832	0.04368	0.68147	0.00652
V247	0.46477	0	0.53523	0
V248	0.3036	0.00671	0.14912	0.54057
V249	0.00024	0.02143	0.95711	0.02122
V250	0.95276	0	0.04682	0.00042
V251	0.99957	0	0	0.00043
V252	0.07535	0.70251	0.22183	0.00031
V253	0.78403	0	0.14491	0.07106
V254	0.07956	0.83195	0.08478	0.0037
V255	0.31514	0.66809	0.00223	0.01453
V256	0.52836	0.04133	0.41084	0.01947
V257	0.7602	0	0.19635	0.04345
V258	0.5664	0.06111	0.34571	0.02677
V259	0.20508	0.15079	0.63219	0.01193
V260	0.00109	0.19834	0.7978	0.00277
V261	0.87121	0	0.1095	0.0193
V262	0.69496	0	0.03248	0.27256
V263	0.15027	0.83609	0.00357	0.01008
V264	0.56933	0	0.36255	0.06812
