Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0	0.12907	0.84868	0	0	0.02226
V2	0.71737	0.28263	0	0	0	0
V3	0	0.11105	0.07066	0	0	0.81829
V4	0.2967	0.61918	0	0.04441	0.00025	0.03946
V5	0	0.11265	0	0.84454	0.04281	0
V6	0.02076	0.11527	0.12473	0	0.06624	0.673
V7	0	0.53466	0	0.02178	0.44356	0
V8	0.78478	0.21522	0	0	0	0
V9	0.11777	0.29227	0	0.21144	0	0.37852
V10	0.49232	0.21285	0	0.27621	0	0.01862
V11	0.04963	0.95037	0	0	0	0
V12	0	0.05084	0	0	0	0.94916
V13	0.01645	0.68263	0.30092	0	0	0
V14	0	0.10708	0	0.89292	0	0
V15	0.6135	0.2429	0	0.02491	0.09201	0.02669
V16	0	0.10694	0	0.57386	0.20479	0.11441
V17	0	0.06529	0	0	0	0.93471
V18	0.71951	0.28049	0	0	0	0
V19	0.7307	0.20348	0.06582	0	0	0
V20	0.77257	0.22743	0	0	0	0
V21	0	0.06986	0	0	0	0.93014
V22	0.09393	0.20281	0	0.07887	0.54159	0.0828
V23	0	0.13837	0.34077	0.01096	0.49872	0.01119
V24	0	0.16134	0	0.16675	0.56161	0.11031
V25	0.5735	0.4265	0	0	0	0
V26	0.28489	0.17664	0	0	0.53835	0.00013
V27	0	0.03582	0.02814	0	0	0.93604
V28	0	0.37561	0.106	0.25662	0	0.26176
V29	0.06543	0.77608	0.04638	0.01959	0	0.09252
V30	0.20157	0.31707	0.04429	0	0.14553	0.29154
V31	0.78601	0.18501	0.01262	0	0	0.01637
V32	0	0.1098	0.25462	0.63558	0	0
V33	0.30211	0.54056	0.15733	0	0	0
V34	0	0.09022	0.62114	0.00436	0.28428	0
V35	0	0.14846	0.07567	0.77587	0	0
V36	0.09375	0.67014	0.08506	0	0.15104	0
V37	0	0.0808	0.76649	0	0	0.1527
V38	0	0.02882	0	0	0	0.97118
V39	0.67338	0.21405	0	0.11256	0	0
V40	0	0.67253	0	0.21565	0.02973	0.08209
V41	0.62204	0.17115	0	0	0	0.20681
V42	0.14754	0.14741	0.52284	0	0	0.18222
V43	0.25548	0.56422	0	0	0.15464	0.02566
V44	0.04972	0.95028	0	0	0	0
V45	0.44402	0.42506	0	0	0	0.13092
V46	0	0.08409	0	0.36526	0.22926	0.32139
V47	0	0.57556	0	0.20828	0.16399	0.05217
V48	0	0.79007	0.20993	0	0	0
V49	0.06025	0.93975	0	0	0	0
V50	0	0.08534	0.20583	0.01194	0.61655	0.08034
V51	0	0.0758	0	0.02818	0.89602	0
V52	0.00448	0.71527	0.28024	0	0	0
V53	0.07216	0.14909	0	0.04775	0.69831	0.03269
V54	0	0.23113	0.6617	0	0	0.10716
V55	0	0.12492	0	0.06378	0.8113	0
V56	0	0.12015	0.87985	0	0	0
V57	0.10122	0.46222	0	0	0.0432	0.39337
V58	0	0.08848	0.8974	0	0	0.01412
V59	0	0.08394	0	0.91606	0	0
V60	0.47756	0.20188	0	0.32057	0	0
V61	0.18281	0.2472	0	0.09107	0	0.47892
V62	0.64613	0.19219	0	0.01127	0.00834	0.14206
V63	0	0.62606	0	0.00826	0	0.36568
V64	0	0.18696	0	0.00381	0.80923	0
V65	0.50415	0.25008	0	0	0	0.24577
V66	0.60482	0.199	0.03382	0	0.16236	0
V67	0	0.24025	0.28302	0.21589	0	0.26084
V68	0.80114	0.19886	0	0	0	0
V69	0.40487	0.15948	0	0	0	0.43565
V70	0	0.10464	0.09005	0.80531	0	0
V71	0	0.36635	0	0.13085	0.31605	0.18675
V72	0.67765	0.26721	0	0	0	0.05514
V73	0	0.09459	0	0.90541	0	0
V74	0	0.19767	0	0.80233	0	0
V75	0.02439	0.97561	0	0	0	0
V76	0	0.09457	0.90543	0	0	0
V77	0	0.26788	0	0.66309	0	0.06904
V78	0.58282	0.26344	0	0	0	0.15374
V79	0	0.59783	0	0	0	0.40217
V80	0	0.64317	0	0	0	0.35683
V81	0.74204	0.25796	0	0	0	0
V82	0.02185	0.90904	0	0.05291	0.01619	0
V83	0	0.29137	0	0.55815	0.01837	0.13211
V84	0.25888	0.19475	0	0.46425	0	0.08212
V85	0.80661	0.19339	0	0	0	0
V86	0.08603	0.16355	0.037	0.30086	0	0.41256
V87	0	0.07358	0	0.92642	0	0
V88	0	0.11788	0	0.5777	0	0.30442
V89	0	0.21997	0.37759	0	0	0.40244
V90	0.09579	0.801	0.10321	0	0	0
V91	0	0.11429	0	0.17401	0.71169	0
V92	0	0.15472	0	0.02148	0.82381	0
V93	0	0.17679	0	0.07008	0.1921	0.56103
V94	0	0.07999	0.08879	0.83123	0	0
V95	0	0.09151	0.25829	0.17751	0.4727	0
V96	0	0.48814	0	0.03953	0.26627	0.20606
V97	0	0.08232	0	0.10614	0.81154	0
V98	0	0.1481	0	0.8519	0	0
V99	0	0.06681	0	0.93319	0	0
V100	0	0.10601	0.5487	0.34229	0	0.003
V101	0	0.47924	0.52005	7e-04	0	0
V102	0.80093	0.19907	0	0	0	0
V103	0.77812	0.22188	0	0	0	0
V104	0	0.09107	0.05618	0.85275	0	0
V105	0	0.02726	0	0	0	0.97274
V106	0	0.05037	0.56221	0	0	0.38742
V107	0.064	0.75091	0.18509	0	0	0
V108	0	0.07451	0	0	0.09306	0.83243
V109	0	0.04544	0	0	0.04619	0.90838
V110	0	0.25381	0.72651	0	0	0.01968
V111	0	0.08466	0.91534	0	0	0
V112	0	0.38868	0	0.61132	0	0
V113	0	0.19538	0.80462	0	0	0
V114	0.00117	0.15471	0.7691	0.00856	0	0.06645
V115	0.38617	0.2044	0	0	0	0.40944
V116	0.80006	0.19994	0	0	0	0
V117	0.62356	0.20291	0	0.00095	0.17258	0
V118	0.04899	0.82609	0.0936	0.0312	0.00012	0
V119	0.05599	0.94401	0	0	0	0
V120	0	0.33862	0.01096	0.61056	0	0.03985
V121	0.09422	0.14601	0	0.18287	0	0.5769
V122	0.10918	0.2103	0	0.64978	0	0.03074
V123	0.19185	0.12789	0	0	0.03326	0.647
V124	0	0.09374	0.2353	0.02398	0.64699	0
V125	0	0.24143	0.70031	0	0	0.05826
V126	0	0.27989	0	0	0	0.72011
V127	0	0.10514	0.89486	0	0	0
