Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.34178	0.128	0.2636	0.11655	0.15007
V2	0.06868	0.79531	0.0418	0.0479	0.0463
V3	0.06615	0	0.48938	0.41108	0.03339
V4	0.00434	0	0.22542	0.05122	0.71902
V5	0.00355	0	0.04893	0.09184	0.85568
V6	0.35687	0.0118	0.29605	0.20636	0.12892
V7	0.00583	0.01174	0.42284	0.06742	0.49217
V8	0.00748	0	0.92427	0.06267	0.00558
V9	0.05209	0	0.29241	0.61665	0.03886
V10	0.49028	0	0.49566	0	0.01406
V11	0.02653	0.00537	0.09431	0.0624	0.81139
V12	0.07551	0	0.22675	0.27724	0.4205
V13	0.12678	0.04328	0.03341	0.38431	0.41222
V14	0.16208	0	0.076	0.62705	0.13486
V15	0.01507	0.02198	0	0.88138	0.08157
V16	0.60454	0.08458	0.00407	0.29116	0.01564
V17	0.06182	0.23811	0.00607	0.05258	0.64142
V18	0.09676	0.43805	0.26267	0.18393	0.01859
V19	0.01764	0	0	0.10232	0.88003
V20	0	0	0.76918	0.20777	0.02306
V21	0.02181	0.25408	0.12523	0.14249	0.45639
V22	0.84321	0.07846	0.06321	0	0.01513
V23	0.06674	0.00747	0.0149	0.11895	0.79195
V24	0.44808	0.12634	0.00947	0.03221	0.3839
V25	0.01653	0.02203	0.00932	0.38177	0.57035
V26	0.47724	0.21123	0.05349	0.02791	0.23013
V27	0.13014	0.50191	0.17486	0.00509	0.188
V28	0.02724	0.07135	0.22531	0.60569	0.07041
V29	0	0	0.36332	0.5874	0.04928
V30	0.75454	0.10892	0.02001	0.00807	0.10847
V31	0.42929	0.15893	0.00259	0.20304	0.20616
V32	0.95387	0	0	0	0.04613
V33	0.01998	0.18967	0.00704	0.10273	0.68058
V34	0.13092	0.85905	0	0.00609	0.00395
V35	0.10655	0.62431	0.24759	0.01997	0.00157
V36	0.02585	0.1613	0.161	0.08019	0.57167
V37	0.75027	0	0	0	0.24973
V38	0.1272	0.00051	0.51192	0.1831	0.17726
