CD19B	CD56NK	CD4MemoryT	CD14
V1	0.43232	0.08047	0.18523	0.30198
V2	0.17829	0.15787	0.10086	0.56298
V3	0.09705	0.53677	0.0639	0.30228
V4	0.66532	0.14146	0.06058	0.13263
V5	0.133	0.43714	0.22113	0.20873
V6	0.10118	0.71451	0.06998	0.11434
V7	0.16372	0.35447	0.11417	0.36764
V8	0.15081	0.1094	0.60684	0.13295
V9	0.22481	0.26415	0.08707	0.42397
V10	0.07348	0.11976	0.66098	0.14578
V11	0.1949	0.3519	0.34721	0.10599
V12	0.07251	0.51615	0.30281	0.10852
V13	0.23047	0.59356	0.06003	0.11593
V14	0.09581	0.74287	0.06126	0.10006
V15	0.13839	0.51616	0.13875	0.20669
V16	0.69705	0.07728	0.08305	0.14262
V17	0.10893	0.71225	0.06479	0.11402
V18	0.43526	0.33572	0.09257	0.13645
V19	0.15855	0.67353	0.06122	0.1067
V20	0.17359	0.42296	0.07007	0.33339
V21	0.15055	0.13759	0.58016	0.13171
V22	0.09388	0.17172	0.19732	0.53708
V23	0.31337	0.11117	0.45964	0.11582
V24	0.7332	0.06024	0.0905	0.11606
V25	0.28275	0.26555	0.14819	0.3035
V26	0.31187	0.3702	0.07181	0.24612
V27	0.15196	0.12905	0.08247	0.63652
V28	0.06377	0.12925	0.70171	0.10527
V29	0.35282	0.09681	0.41266	0.1377
V30	0.13564	0.2593	0.23995	0.36512
V31	0.19957	0.24013	0.25327	0.30703
V32	0.13971	0.11199	0.09002	0.65827
V33	0.08711	0.45296	0.29028	0.16964
V34	0.15029	0.12338	0.59373	0.1326
V35	0.16203	0.60278	0.11425	0.12093
V36	0.07844	0.13361	0.37638	0.41157
V37	0.42248	0.13092	0.13199	0.31462
V38	0.35126	0.0804	0.18606	0.38228
V39	0.16643	0.494	0.14492	0.19465
V40	0.11611	0.67898	0.11009	0.09482
V41	0.06414	0.57478	0.08655	0.27453
V42	0.22325	0.11612	0.2045	0.45613
V43	0.14583	0.34013	0.3882	0.12584
V44	0.07516	0.16097	0.54314	0.22073
V45	0.12166	0.51308	0.2032	0.16206
V46	0.61185	0.112	0.15786	0.11829
V47	0.35088	0.22472	0.27834	0.14605
V48	0.61404	0.19087	0.06546	0.12963
V49	0.55674	0.20936	0.05876	0.17515
V50	0.09484	0.68832	0.11582	0.10102
V51	0.25872	0.38093	0.23325	0.1271
V52	0.08011	0.18184	0.60753	0.13053
V53	0.55937	0.15628	0.17469	0.10966
V54	0.33345	0.22746	0.31306	0.12603
V55	0.21111	0.19262	0.22048	0.37579
V56	0.11961	0.11003	0.12214	0.64821
V57	0.11574	0.70736	0.07008	0.10683
V58	0.49812	0.06983	0.09643	0.33562
V59	0.33576	0.38646	0.13544	0.14234
V60	0.15935	0.21402	0.27384	0.35279
