mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.27357	0.18313	0.24683	0.17899	0.11747
V2	0.07226	0.64152	0.0942	0.13065	0.06137
V3	0.09884	0.12637	0.37318	0.37566	0.02595
V4	0.03583	0.1356	0.2277	0.08559	0.51529
V5	0.04264	0.12146	0.08858	0.11934	0.62799
V6	0.28101	0.11916	0.25941	0.24408	0.09634
V7	0.03373	0.15657	0.37201	0.10631	0.33138
V8	0.03798	0.17623	0.64683	0.11985	0.0191
V9	0.10665	0.09996	0.24094	0.52996	0.02248
V10	0.35517	0.1407	0.3856	0.07684	0.04169
V11	0.05447	0.13227	0.12299	0.09264	0.59762
V12	0.1039	0.11538	0.21715	0.28309	0.28048
V13	0.15201	0.11918	0.07029	0.38159	0.27692
V14	0.18573	0.08151	0.09717	0.55395	0.08163
V15	0.10731	0.0876	0.03631	0.73264	0.03615
V16	0.45843	0.12251	0.05333	0.33231	0.03342
V17	0.07952	0.26687	0.05405	0.09933	0.50023
V18	0.10435	0.36693	0.25577	0.24328	0.02967
V19	0.05572	0.12608	0.04035	0.1333	0.64455
V20	0.04044	0.14981	0.55758	0.22779	0.02438
V21	0.0491	0.27402	0.15196	0.18417	0.34075
V22	0.61084	0.13921	0.09954	0.09778	0.05262
V23	0.09329	0.12047	0.05775	0.14823	0.58027
V24	0.37242	0.16985	0.05996	0.1102	0.28757
V25	0.07114	0.11344	0.04962	0.37888	0.38692
V26	0.38455	0.22138	0.09475	0.11204	0.18729
V27	0.1209	0.43318	0.20248	0.07859	0.16484
V28	0.08626	0.13855	0.19857	0.53532	0.0413
V29	0.06689	0.10384	0.29245	0.50921	0.02761
V30	0.56178	0.15299	0.06827	0.11132	0.10563
V31	0.35687	0.1753	0.05329	0.25791	0.15663
V32	0.67798	0.08563	0.05544	0.10929	0.07166
V33	0.04946	0.23597	0.05353	0.14074	0.5203
V34	0.12843	0.68063	0.05595	0.09936	0.03563
V35	0.10057	0.50821	0.26243	0.10217	0.02662
V36	0.05052	0.22592	0.18071	0.122	0.42085
V37	0.56788	0.08997	0.04472	0.10086	0.19658
V38	0.1248	0.14037	0.40639	0.21033	0.1181
V39	0.26195	0.13874	0.30119	0.07834	0.21978
V40	0.21458	0.4963	0.06122	0.17242	0.05549
V41	0.06614	0.69399	0.06056	0.08847	0.09083
V42	0.63933	0.10968	0.06392	0.10761	0.07947
V43	0.37106	0.18694	0.30739	0.1016	0.03301
V44	0.04926	0.30984	0.47346	0.06917	0.09826
V45	0.06377	0.55167	0.12891	0.1971	0.05855
V46	0.1206	0.61742	0.10905	0.11002	0.04291
V47	0.02752	0.18641	0.69103	0.06855	0.02649
V48	0.16893	0.17887	0.22047	0.31871	0.11302
V49	0.3696	0.18577	0.22158	0.18979	0.03327
V50	0.04265	0.19277	0.67613	0.06779	0.02066
V51	0.10704	0.27808	0.20638	0.11092	0.29758
V52	0.07245	0.73294	0.05787	0.10064	0.0361
V53	0.09911	0.18198	0.04445	0.6459	0.02855
V54	0.22502	0.07984	0.049	0.48932	0.15682
V55	0.14352	0.07359	0.03594	0.71686	0.03009
V56	0.13358	0.07088	0.04162	0.65098	0.10294
V57	0.13899	0.20792	0.46299	0.08748	0.10263
V58	0.09182	0.10415	0.15181	0.2049	0.44731
V59	0.62884	0.10468	0.11605	0.10794	0.04248
V60	0.34927	0.22017	0.1458	0.17776	0.10701
V61	0.18973	0.10172	0.06326	0.22919	0.41609
V62	0.07653	0.13542	0.28103	0.15426	0.35276
V63	0.32894	0.25803	0.09611	0.10578	0.21114
V64	0.67948	0.09647	0.06701	0.10919	0.04785
V65	0.13188	0.13014	0.07015	0.54427	0.12357
V66	0.09658	0.08632	0.14151	0.64458	0.03101
V67	0.03625	0.1377	0.30825	0.12278	0.39502
V68	0.35361	0.1218	0.33921	0.10489	0.08049
V69	0.45057	0.17309	0.20173	0.10079	0.07383
V70	0.08491	0.57486	0.08417	0.2145	0.04156
V71	0.10721	0.63021	0.08722	0.13857	0.0368
V72	0.0582	0.37129	0.06391	0.09022	0.41637
V73	0.10736	0.08997	0.12051	0.5043	0.17787
V74	0.09123	0.11398	0.04257	0.67423	0.078
V75	0.36713	0.22059	0.28162	0.09159	0.03907
V76	0.0952	0.07837	0.04907	0.71176	0.0656
V77	0.04364	0.17576	0.6652	0.09598	0.01942
V78	0.02772	0.18908	0.68346	0.0737	0.02604
V79	0.0966	0.36229	0.07705	0.18017	0.2839
V80	0.13123	0.59655	0.04959	0.12732	0.09532
V81	0.03457	0.18595	0.69003	0.06845	0.02099
V82	0.23844	0.17667	0.06531	0.48521	0.03437
V83	0.13646	0.13198	0.05619	0.48704	0.18832
V84	0.10252	0.212	0.04623	0.10134	0.53791
V85	0.02813	0.18616	0.69014	0.07469	0.02087
V86	0.0676	0.25851	0.2835	0.36253	0.02786
V87	0.38742	0.08468	0.07643	0.41001	0.04146
V88	0.27205	0.1927	0.08703	0.22458	0.22363
V89	0.0604	0.21405	0.61006	0.09584	0.01965
V90	0.04706	0.22534	0.08904	0.13686	0.5017
V91	0.09084	0.08197	0.09809	0.70223	0.02686
V92	0.21161	0.12577	0.06425	0.10567	0.4927
V93	0.06551	0.14848	0.17001	0.45911	0.1569
V94	0.07188	0.2084	0.059	0.24919	0.41154
V95	0.0818	0.25168	0.06026	0.14371	0.46255
V96	0.5925	0.09426	0.06699	0.11337	0.13287
V97	0.15689	0.12091	0.07778	0.14862	0.4958
V98	0.07376	0.34686	0.19511	0.16531	0.21896
V99	0.41875	0.16392	0.0476	0.25475	0.11497
V100	0.42367	0.19218	0.08704	0.12479	0.17232
V101	0.07911	0.72208	0.06437	0.09916	0.03528
V102	0.26573	0.24812	0.15619	0.15888	0.17108
V103	0.13104	0.10589	0.04558	0.10152	0.61597
V104	0.06394	0.37685	0.11535	0.09095	0.35291
V105	0.04443	0.12598	0.0743	0.12711	0.62817
V106	0.06558	0.61711	0.17729	0.08643	0.05359
V107	0.06507	0.26985	0.53527	0.10408	0.02573
V108	0.03905	0.26117	0.61003	0.06849	0.02127
V109	0.09002	0.23357	0.08812	0.28208	0.30621
V110	0.17007	0.42197	0.19992	0.1695	0.03854
V111	0.23531	0.25776	0.40096	0.08056	0.0254
V112	0.19212	0.08479	0.12718	0.4249	0.17101
V113	0.21628	0.10226	0.12748	0.18237	0.3716
V114	0.45217	0.1325	0.08483	0.21764	0.11285
V115	0.64266	0.08438	0.05274	0.10951	0.1107
V116	0.04748	0.1269	0.04242	0.11168	0.67151
V117	0.06636	0.16514	0.60977	0.12386	0.03486
V118	0.12124	0.07497	0.03588	0.72601	0.04189
V119	0.27158	0.12146	0.33457	0.24846	0.02393
V120	0.03886	0.16167	0.61541	0.14345	0.04061
V121	0.18761	0.58191	0.05118	0.09622	0.08307
V122	0.0673	0.35063	0.11509	0.25907	0.20791
V123	0.39721	0.11399	0.10452	0.22475	0.15953
V124	0.20174	0.16343	0.09347	0.24064	0.30071
V125	0.05737	0.40628	0.42949	0.07786	0.029
V126	0.14942	0.22054	0.22199	0.15584	0.25221
V127	0.2235	0.13922	0.5009	0.10933	0.02705
V128	0.19686	0.60427	0.06033	0.09136	0.04717
V129	0.22938	0.12915	0.25596	0.19867	0.18685
V130	0.06459	0.4316	0.07894	0.26079	0.16409
V131	0.08153	0.09772	0.21644	0.58119	0.02313
V132	0.31506	0.09398	0.03835	0.33532	0.21729
V133	0.03336	0.16844	0.46297	0.1251	0.21012
V134	0.07817	0.16857	0.59558	0.08302	0.07465
V135	0.04402	0.20882	0.56875	0.08436	0.09404
V136	0.69131	0.08765	0.05774	0.11339	0.04992
V137	0.65627	0.10275	0.05385	0.12669	0.06043
V138	0.22236	0.18643	0.10857	0.17626	0.30637
V139	0.15919	0.08251	0.16334	0.56484	0.03012
V140	0.05201	0.11826	0.16634	0.08961	0.57378
V141	0.04527	0.26731	0.52013	0.14202	0.02527
V142	0.18805	0.11332	0.30122	0.16313	0.23428
V143	0.04785	0.24171	0.41917	0.17206	0.11921
V144	0.40687	0.22323	0.10181	0.17922	0.08887
V145	0.0278	0.18596	0.67608	0.07887	0.03128
V146	0.07444	0.31718	0.04726	0.32293	0.2382
V147	0.10081	0.17941	0.53388	0.14462	0.04128
V148	0.15797	0.62178	0.05938	0.11513	0.04574
V149	0.09975	0.07792	0.03659	0.72466	0.06108
V150	0.13143	0.24732	0.47843	0.06993	0.07289
V151	0.37292	0.08499	0.05079	0.38349	0.10781
V152	0.08716	0.08081	0.12701	0.63049	0.07453
V153	0.15344	0.23041	0.3966	0.10748	0.11206
V154	0.1232	0.49802	0.06697	0.10534	0.20647
V155	0.10346	0.08616	0.1413	0.63821	0.03087
V156	0.10776	0.13838	0.35289	0.1744	0.22657
V157	0.11369	0.13026	0.17714	0.2727	0.30621
V158	0.17052	0.12579	0.38262	0.10256	0.2185
V159	0.15325	0.21714	0.05178	0.52569	0.05215
V160	0.36664	0.19453	0.12191	0.11624	0.20068
V161	0.1917	0.11776	0.09137	0.09148	0.50769
V162	0.02843	0.19231	0.68886	0.06915	0.02125
V163	0.07667	0.11612	0.0523	0.12131	0.63359
V164	0.66725	0.11484	0.0615	0.11373	0.04268
V165	0.47119	0.22009	0.11469	0.12884	0.06519
V166	0.10309	0.09461	0.22828	0.49619	0.07783
V167	0.06455	0.53482	0.06037	0.18921	0.15104
V168	0.02843	0.19231	0.68886	0.06915	0.02125
V169	0.07464	0.55813	0.18292	0.14519	0.03912
V170	0.2282	0.33627	0.09157	0.23261	0.11135
V171	0.25798	0.15794	0.32055	0.20572	0.05782
V172	0.16757	0.24458	0.10328	0.09947	0.3851
V173	0.21093	0.15209	0.11547	0.3768	0.1447
V174	0.19202	0.11252	0.31701	0.21545	0.16301
V175	0.09712	0.19514	0.14094	0.20509	0.36171
V176	0.33801	0.07971	0.04467	0.50643	0.03119
V177	0.17595	0.14628	0.4549	0.19687	0.026
V178	0.23147	0.14435	0.38717	0.15713	0.07989
V179	0.1079	0.11956	0.04582	0.10148	0.62525
V180	0.04717	0.14047	0.31322	0.07952	0.41962
V181	0.08329	0.28368	0.04079	0.12619	0.46605
V182	0.45171	0.22261	0.05033	0.21401	0.06135
V183	0.08758	0.72053	0.05696	0.09303	0.04191
V184	0.27353	0.10603	0.27059	0.30842	0.04142
V185	0.11829	0.41477	0.06401	0.19468	0.20826
V186	0.14752	0.20785	0.06594	0.26612	0.31258
V187	0.1071	0.54759	0.04804	0.26028	0.03699
V188	0.61854	0.10158	0.07386	0.16377	0.04225
V189	0.38004	0.22794	0.07476	0.28042	0.03684
V190	0.32876	0.14546	0.21582	0.09343	0.21652
V191	0.22038	0.22043	0.0463	0.40122	0.11167
V192	0.27983	0.20992	0.14758	0.24079	0.12188
V193	0.08039	0.25205	0.44352	0.09977	0.12427
V194	0.23322	0.13137	0.11372	0.15682	0.36486
V195	0.43622	0.20461	0.22796	0.09514	0.03608
V196	0.0428	0.1161	0.08858	0.11991	0.63261
V197	0.08734	0.69951	0.05495	0.11762	0.04058
V198	0.21543	0.23351	0.07409	0.23484	0.24213
V199	0.56203	0.10646	0.2075	0.08987	0.03413
V200	0.57524	0.0846	0.07201	0.11189	0.15626
V201	0.10444	0.07529	0.05479	0.60861	0.15687
V202	0.66598	0.11923	0.05102	0.11519	0.04858
V203	0.42676	0.24488	0.06911	0.13225	0.12699
V204	0.28525	0.14701	0.07206	0.09249	0.40318
V205	0.12005	0.1285	0.13629	0.13077	0.4844
V206	0.11414	0.13585	0.03647	0.66051	0.05303
V207	0.10731	0.0876	0.03631	0.73264	0.03615
V208	0.1455	0.25097	0.40975	0.10698	0.08681
V209	0.1502	0.12091	0.12006	0.10678	0.50205
V210	0.02751	0.18451	0.68801	0.07388	0.02609
V211	0.14751	0.12816	0.20526	0.10094	0.41814
V212	0.07752	0.61867	0.11583	0.11478	0.0732
V213	0.1237	0.09378	0.09145	0.26537	0.4257
V214	0.04596	0.46739	0.35925	0.08539	0.04202
V215	0.22039	0.23884	0.15585	0.1398	0.24512
V216	0.07262	0.14678	0.30135	0.10218	0.37706
V217	0.092	0.07379	0.05574	0.69465	0.08382
V218	0.10227	0.21876	0.27108	0.32282	0.08506
V219	0.1352	0.27188	0.34406	0.22088	0.02798
V220	0.18499	0.58237	0.10119	0.09304	0.03841
V221	0.06008	0.17127	0.42393	0.07831	0.26641
V222	0.05339	0.1231	0.04765	0.11396	0.66191
V223	0.40038	0.11058	0.27958	0.172	0.03747
V224	0.06588	0.46874	0.06569	0.14658	0.25311
V225	0.53434	0.19035	0.14396	0.09137	0.03997
V226	0.38827	0.41932	0.05198	0.09682	0.0436
V227	0.13783	0.24415	0.04579	0.51962	0.0526
V228	0.43866	0.1193	0.24902	0.13804	0.05498
V229	0.23182	0.34818	0.25589	0.11434	0.04978
V230	0.0536	0.11807	0.04783	0.11495	0.66555
V231	0.0887	0.50141	0.09634	0.22097	0.09259
V232	0.58323	0.10286	0.18231	0.09671	0.03489
V233	0.07976	0.12648	0.15989	0.14379	0.49008
V234	0.06336	0.336	0.21645	0.34202	0.04217
V235	0.68473	0.09064	0.05179	0.12808	0.04476
V236	0.09664	0.14316	0.50499	0.20264	0.05257
V237	0.13917	0.15213	0.2526	0.30157	0.15452
V238	0.05822	0.10575	0.04448	0.29074	0.50082
V239	0.09094	0.36251	0.08447	0.21561	0.24647
V240	0.08318	0.67811	0.06005	0.10127	0.0774
V241	0.07196	0.73465	0.05764	0.09365	0.04209
V242	0.07031	0.30387	0.28055	0.27984	0.06543
V243	0.36642	0.11635	0.29119	0.10156	0.12448
V244	0.05613	0.36991	0.20324	0.1375	0.23322
V245	0.0697	0.7099	0.07732	0.10973	0.03334
V246	0.47741	0.25202	0.0704	0.0983	0.10188
V247	0.16972	0.19028	0.48712	0.10991	0.04297
V248	0.10583	0.50605	0.06716	0.09264	0.22832
V249	0.22029	0.1463	0.20723	0.14948	0.2767
V250	0.04339	0.16532	0.51961	0.0921	0.17958
V251	0.22397	0.09481	0.112	0.50708	0.06215
V252	0.05287	0.20083	0.46072	0.17552	0.11007
V253	0.26254	0.4555	0.11713	0.1222	0.04263
V254	0.42496	0.32109	0.04762	0.15986	0.04648
V255	0.60557	0.13371	0.04704	0.11781	0.09587
V256	0.06131	0.62509	0.06363	0.09243	0.15753
V257	0.35883	0.27934	0.16076	0.11322	0.08786
V258	0.18022	0.28375	0.08236	0.4201	0.03358
V259	0.41591	0.26159	0.18409	0.09084	0.04756
V260	0.2301	0.12125	0.12784	0.14289	0.37792
V261	0.05858	0.13816	0.42754	0.27166	0.10407
V262	0.65423	0.10145	0.08722	0.11264	0.04445
V263	0.59234	0.13089	0.0572	0.1818	0.03777
V264	0.08715	0.69361	0.06193	0.12375	0.03356
