mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.26819	0.21457	0.22029	0.17628	0.12067
V2	0.05611	0.68651	0.06929	0.12796	0.06014
V3	0.05946	0.16053	0.35178	0.3877	0.04052
V4	0.01954	0.13895	0.21354	0.09007	0.5379
V5	0.02472	0.09628	0.06993	0.13273	0.67634
V6	0.27151	0.1463	0.23338	0.24594	0.10287
V7	0.0153	0.18332	0.35292	0.10628	0.34218
V8	0.01732	0.23937	0.60861	0.10948	0.02522
V9	0.05384	0.11489	0.22374	0.56534	0.04219
V10	0.35882	0.18764	0.35207	0.0637	0.03777
V11	0.0406	0.11869	0.10649	0.1015	0.63271
V12	0.07583	0.1254	0.19871	0.301	0.29907
V13	0.12088	0.11094	0.04924	0.41624	0.30271
V14	0.14174	0.07714	0.07655	0.60061	0.10396
V15	0.02861	0.06645	0.01366	0.8267	0.06457
V16	0.46367	0.12982	0.02532	0.34589	0.0353
V17	0.06745	0.26797	0.03263	0.10502	0.52694
V18	0.07809	0.41032	0.2317	0.24455	0.03535
V19	0.03719	0.09171	0.01738	0.14994	0.70379
V20	0.00956	0.20161	0.52974	0.22439	0.03469
V21	0.02531	0.29225	0.13295	0.19358	0.35591
V22	0.6424	0.1608	0.06859	0.08607	0.04214
V23	0.07895	0.0984	0.03721	0.16462	0.62082
V24	0.39124	0.17532	0.03395	0.10819	0.2913
V25	0.03027	0.09143	0.0291	0.42208	0.42712
V26	0.39997	0.23928	0.06822	0.10689	0.18563
V27	0.11243	0.47315	0.17847	0.07219	0.16377
V28	0.03191	0.15151	0.18147	0.57345	0.06165
V29	0.01165	0.12254	0.2763	0.54179	0.04772
V30	0.5913	0.16813	0.03787	0.10325	0.09946
V31	0.35995	0.18261	0.02716	0.26746	0.16282
V32	0.72355	0.09627	0.02051	0.09848	0.06119
V33	0.02965	0.22962	0.03255	0.15343	0.55475
V34	0.1193	0.73535	0.02661	0.09115	0.02759
V35	0.08767	0.55697	0.23679	0.09398	0.02459
V36	0.03194	0.24054	0.16321	0.12723	0.43708
V37	0.60652	0.09094	0.0136	0.09408	0.19485
V38	0.10283	0.18025	0.3798	0.21008	0.12704
V39	0.26513	0.17089	0.27431	0.07098	0.21869
V40	0.20706	0.53377	0.03481	0.17122	0.05316
V41	0.05312	0.74306	0.03366	0.08235	0.08782
V42	0.6777	0.12288	0.03141	0.09725	0.07076
V43	0.37531	0.22971	0.27682	0.08943	0.02873
V44	0.0352	0.36295	0.44198	0.05972	0.10016
V45	0.03944	0.59309	0.10581	0.19995	0.06172
V46	0.11037	0.66345	0.08329	0.10424	0.03866
V47	0.01065	0.25214	0.65141	0.0555	0.0303
V48	0.14313	0.20381	0.198	0.33009	0.12497
V49	0.37021	0.21886	0.19385	0.18455	0.03254
V50	0.02626	0.25825	0.63634	0.0549	0.02425
V51	0.0952	0.30636	0.18513	0.11046	0.30285
V52	0.05852	0.79209	0.02831	0.09278	0.0283
V53	0.03193	0.17882	0.02227	0.71583	0.05114
V54	0.19246	0.06736	0.02595	0.53466	0.17956
V55	0.07261	0.05352	0.01302	0.80477	0.05609
V56	0.07116	0.05013	0.01965	0.72515	0.13391
V57	0.1284	0.25974	0.42958	0.07791	0.10437
V58	0.071	0.09909	0.13491	0.22261	0.47239
V59	0.6611	0.12479	0.08547	0.09679	0.03184
V60	0.35306	0.24498	0.11946	0.17499	0.10751
V61	0.17861	0.0887	0.04167	0.24926	0.44176
V62	0.05766	0.15334	0.26261	0.15965	0.36674
V63	0.33988	0.27888	0.07039	0.10113	0.20972
V64	0.72404	0.111	0.03265	0.09748	0.03482
V65	0.08202	0.1251	0.04943	0.59415	0.1493
V66	0.03126	0.0843	0.125	0.70392	0.05552
V67	0.01624	0.15479	0.29204	0.1265	0.41044
V68	0.35841	0.16073	0.30822	0.09448	0.07816
V69	0.46479	0.20371	0.17309	0.09029	0.06812
V70	0.06106	0.61676	0.06013	0.21894	0.04311
V71	0.09332	0.67661	0.06133	0.13516	0.03358
V72	0.04396	0.38774	0.04226	0.09228	0.43376
V73	0.05911	0.08422	0.10218	0.54918	0.20532
