B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.59295	0.00411	0.17517	0.22777
V2	0.23497	0.09936	0.05226	0.61341
V3	0.10912	0.62615	0.0141	0.25062
V4	0.86539	0.10245	0	0.03215
V5	0.1513	0.46732	0.26359	0.11779
V6	0.12856	0.8156	0.04122	0.01461
V7	0.20196	0.37328	0.08764	0.33713
V8	0.1673	0.01979	0.78512	0.02778
V9	0.30576	0.25261	0.02814	0.41349
V10	0.05697	0.02651	0.86662	0.0499
V11	0.23598	0.34408	0.41994	0
V12	0.06671	0.55811	0.37519	0
V13	0.31208	0.66689	0.01208	0.00896
V14	0.12326	0.85467	0.02207	0
V15	0.16644	0.57937	0.1362	0.11799
V16	0.88943	0.04044	0.02108	0.04905
V17	0.13832	0.81856	0.02879	0.01433
V18	0.59324	0.33397	0.04608	0.0267
V19	0.20935	0.76949	0.01692	0.00425
V20	0.22288	0.47293	0.01483	0.28937
V21	0.16798	0.07808	0.73226	0.02167
V22	0.07768	0.11089	0.22016	0.59127
V23	0.40249	0.05369	0.54382	0
V24	0.9378	0.02896	0.03324	0
V25	0.38847	0.24496	0.1315	0.23507
V26	0.43857	0.38738	0.01102	0.16303
V27	0.19783	0.07092	0.01493	0.71632
V28	0.01395	0.07925	0.9068	0
V29	0.46116	0.0384	0.4805	0.01993
V30	0.15001	0.23546	0.28507	0.32947
V31	0.24918	0.20717	0.29932	0.24433
V32	0.18181	0.03302	0.0476	0.73757
V33	0.0856	0.48654	0.36126	0.0666
V34	0.16725	0.05771	0.74988	0.02515
V35	0.2096	0.67786	0.10129	0.01125
V36	0.04966	0.06159	0.49399	0.39476
V37	0.58529	0.07129	0.09829	0.24513
V38	0.48654	0	0.17684	0.33663
V39	0.20962	0.54495	0.14335	0.10208
V40	0.13802	0.76699	0.09499	0
V41	0.0485	0.67643	0.06202	0.21305
V42	0.29577	0.03279	0.22049	0.45095
V43	0.17051	0.3385	0.48637	0.00463
V44	0.04869	0.10107	0.72126	0.12897
V45	0.14215	0.56453	0.23411	0.05922
V46	0.80442	0.07279	0.12278	0
V47	0.47103	0.19263	0.3089	0.02744
V48	0.81377	0.16141	0	0.02482
V49	0.75039	0.17457	0	0.07504
V50	0.11389	0.77913	0.10698	0
V51	0.34472	0.3891	0.26143	0.00475
V52	0.0616	0.13322	0.77803	0.02716
V53	0.73671	0.11522	0.14807	0
V54	0.44706	0.19571	0.35678	0.00045
V55	0.2704	0.14097	0.2497	0.33893
V56	0.13954	0.01342	0.109	0.73805
V57	0.14984	0.80676	0.04164	0.00176
V58	0.69297	0	0.03669	0.27034
V59	0.46202	0.39504	0.11415	0.02878
V60	0.18388	0.17085	0.33489	0.31037
V61	0.81566	0.10268	0.00021	0.08145
V62	0.87341	0.03494	0.06956	0.02209
V63	0.06384	0.77882	0.14684	0.01049
V64	0.05888	0.84116	0	0.09996
V65	0.09907	0	0.1267	0.77422
V66	0.26342	0.66183	0.02794	0.04681
V67	0.18597	0.32348	0.49055	0
V68	0.2437	0.1643	0.01026	0.58174
V69	0.06222	0.31542	0.5939	0.02846
V70	0.56236	0.15407	0.18418	0.0994
V71	0.21867	0.08622	0.38432	0.31079
V72	0.60039	0.159	0.09764	0.14297
V73	0.19794	0.58832	0.15539	0.05835
V74	0.08438	0.22502	0.6906	0
V75	0.72281	0	0.19427	0.08292
V76	0.03893	0.19922	0.20236	0.55948
V77	0.10562	0.31499	0	0.5794
V78	0.36276	0.12432	0.19409	0.31882
V79	0.03825	0.12341	0.76823	0.0701
V80	0.38316	0.03064	0.52096	0.06524
V81	0.09298	0.17479	0.73222	0
V82	0.02239	0.09812	0.8627	0.01679
V83	0.20971	0.19349	0.07869	0.51811
V84	0.45351	0.04689	0.17186	0.32774
V85	0.14886	0.32357	0.40036	0.12721
V86	0.08407	0.07509	0.8031	0.03774
V87	0.08271	0.78695	0.08033	0.05001
V88	0.23136	0.07009	0.28317	0.41539
V89	0.0945	0.02395	0.22146	0.66009
V90	0.08037	0.82944	0.08465	0.00555
V91	0.08045	0.69633	0.20907	0.01415
V92	0.48765	0.0288	0.37667	0.10688
V93	0.89147	0.00818	0	0.10035
V94	0.07067	0.47444	0.02304	0.43185
V95	0.29813	0.4261	0.16649	0.10927
V96	0.1663	0.11863	0.02313	0.69194
V97	0.69137	0.104	0.20463	0
V98	0.70903	0.27707	0	0.0139
V99	0.80355	0.04775	0.14835	0.00034
V100	0.11669	0.05164	0.80918	0.02249
V101	0.12299	0.07206	0	0.80494
V102	0.91304	0.05382	0	0.03314
V103	0.0843	0.05907	0.11051	0.74612
V104	0.08966	0.87958	0.02682	0.00393
V105	0.11291	0.85209	0.03499	0
V106	0.16166	0.49661	0.32756	0.01417
V107	0.22237	0.21228	0.53929	0.02606
V108	0.18778	0.70347	0.10875	0
V109	0.04904	0.18369	0.58643	0.18084
V110	0.10848	0.81455	0.0634	0.01357
V111	0.90819	0	0.073	0.01881
V112	0.18259	0.0802	0.43625	0.30096
V113	0.25796	0.11837	0.1906	0.43308
V114	0.32894	0.04998	0.09029	0.53078
V115	0.04805	0.70624	0.2457	0
V116	0.1825	0.3211	0.36923	0.12717
V117	0.69038	0.24381	0.03468	0.03113
V118	0.21535	0.5726	0.04076	0.17128
V119	0.20464	0.09034	0.05661	0.64841
V120	0.11824	0.09485	0.7805	0.00641
V121	0.62297	0.12971	0.09674	0.15059
V122	0.92284	0.00717	0.0252	0.04479
V123	0.05237	0.5367	0.05536	0.35557
V124	0.68041	0.27198	0	0.04761
V125	0.41826	0.40035	0.18136	3e-05
V126	0.11694	0.16885	0.05671	0.6575
V127	0.23345	0.05881	0.27336	0.43438
V128	0.12184	0.01873	0.12953	0.72989
V129	0.59316	0.22798	0.16533	0.01353
V130	0.0453	0.61642	0.33828	0
V131	0.07836	0.86098	0.00233	0.05833
V132	0.90946	0.00221	0.04	0.04832
V133	0.89827	0.01548	0.05743	0.02882
V134	0.16274	0.40707	0.1403	0.28989
V135	0.16103	0.02636	0.19976	0.61285
V136	0.30462	0.41433	0.00106	0.27999
V137	0.66114	0.0385	0.24431	0.05606
V138	0.25455	0.40347	0.18783	0.15415
V139	0.39414	0.21504	0.20138	0.18944
V140	0.11234	0.10799	0.06543	0.71424
V141	0.10559	0.17926	0.53438	0.18078
V142	0.80066	0	0.19934	0
V143	0.47326	0.26715	0.06884	0.19075
V144	0.23291	0.17391	0.17988	0.41331
V145	0.03078	0.72075	0.24847	0
V146	0.16446	0.01612	0.06284	0.75658
V147	0.89502	0.02332	0.02305	0.05861
V148	0.1728	0.09571	0.56772	0.16377
