Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01013	0.05721	0.02207	0.00766	0.09226	4e-04	0.03199	8e-04	0.00077	0.77671
V2	0.62621	0.02472	0.02965	0.01284	0.00789	0.22567	0.06664	0.00638	0	0
V3	0.11129	0.09724	0.08587	0.01118	0.41416	0.00981	0.11997	0.11159	0	0.03889
V4	2e-05	0.11922	0.02474	0.00076	0	0.08851	0.02985	0.0156	0.45176	0.26955
V5	0	0.13457	0.02111	0.06156	0	0.06013	0.03494	0	0	0.68769
V6	0	0.12178	0.16444	0.02282	0.57763	0.02629	0.01897	0.05231	0	0.01578
V7	0	0.58446	0	0.00288	0.26797	0.00897	0.07215	0.05319	0	0.01038
V8	0	0.64508	0.05357	0	0.02371	0.02471	0.02706	0.20579	0.00144	0.01863
V9	0.0069	0	0.09654	0.10497	0.01993	0.0234	0.30009	0.41924	0.00039	0.02854
V10	0	0.13228	0	0	0.64825	0.06184	0.03581	0.10889	0	0.01293
V11	0.00896	0.63629	0.01491	0	0.02044	0.04823	0.02901	0.18753	0.02433	0.03031
V12	0.01304	0.03799	0.14068	0.45917	0.00427	0	0.12004	0.01021	0.01123	0.20337
V13	0.09566	0.02247	0.11665	0	0.02926	0.11875	0.5085	0.01414	0.06163	0.03294
V14	0.06794	0.50451	0.12725	0.0509	0.03934	0.04542	0.14487	0.01142	0	0.00836
V15	0.28793	0.01194	0.09534	0.51973	0	0.01673	0.03921	0.01205	0.01682	0.00025
V16	0.01464	0.07037	0.17933	0.53945	0.01312	0.05018	0.01065	0.0035	0.09828	0.02048
V17	0.01708	0.15404	4e-04	0.00562	0	0.06723	0.06365	0.00464	0.00253	0.68481
V18	0.06883	0.08292	0.03805	0.24803	0	0.00668	0.01707	0.00108	0.00557	0.53178
V19	0	0	0.0063	0.05207	0	0.07229	0.03498	0.00617	0.00086	0.82734
V20	0.00132	0.26212	0.00632	0	8e-04	0	0.56729	0.03733	0	0.12482
V21	0.09407	0.48016	0.02424	0	0.01332	0.29868	0.05932	0.0232	0	0.00701
V22	0	0	0.00595	0	0	0.01479	0.0405	0.19458	0.02611	0.71808
V23	0.25077	0.0374	0.48656	0.05127	0	0.00922	0.01295	0.00753	0.01049	0.13382
V24	0.0206	0.68875	0.04435	2e-04	0.03584	0.00275	0.08852	0.05471	0.05302	0.01126
V25	0.02105	0.15657	0.01782	0.01944	0.01683	0.11507	0.05684	0.00016	0.10219	0.49402
V26	0.00595	0	0.0913	0	0.0064	0.0327	0.08576	0.7549	0	0.02298
V27	0	0.10003	0	0.00037	0.30843	0	0.0412	9e-05	0	0.54989
V28	0.25321	0	0.01407	0.00767	0	0.01578	0.04714	0.01972	0	0.64241
V29	0.00592	0.72728	0.0078	0.00414	0.02337	0.08846	0.02669	0.0131	0	0.10324
V30	0	0.01747	0.10519	0.00268	0.00733	0.29633	0.37196	0.00674	0.16226	0.03004
V31	0	0.41891	0.20898	0.00964	0.0712	0.0106	0.02804	0.23068	0.00098	0.02096
V32	0.4977	0.06341	0.02559	0.01444	0.23622	0.03397	0.05003	0.00369	0.04758	0.02738
V33	0.04218	0.01983	0.19664	0.46862	0.00465	0	0.24202	0.00589	0.00883	0.01134
V34	0	0.09167	0	0.00224	0.14167	0.00063	0.03145	0.01083	0.02395	0.69757
V35	0.00701	0.88664	0.00821	0.00114	0.04464	0.0098	0.02214	0.01416	0	0.00625
V36	0.05631	0.02846	0.00475	0	0.02659	0	0.82713	0.03097	0	0.02579
V37	0	0.60171	0.00448	0	0.03924	0	0.3043	0.02451	0	0.02576
V38	0.14082	0.00804	0.04356	0.13433	0.01276	0	0.631	0.00927	0	0.02023
V39	0.0868	0.01386	0.05018	0.12846	0.04557	0	0.61884	0.022	0	0.03428
V40	0.09355	0.0445	0.63359	0.06437	0.09926	0.00419	0.01017	0.00777	0.01838	0.02422
V41	0.63932	0.07783	0.05164	0.01961	0	0.00122	0.01911	0.00983	0.15615	0.02531
V42	0	0.66664	0	0.00106	0.26485	0.00117	0.00944	0.00311	0	0.05373
V43	0.14081	0.05699	0.10524	0.07043	0.19376	0.03403	0.27193	0.02491	0.08381	0.01808
V44	0.00282	0.00291	0.58708	0.04258	0.00573	0.01514	0.03322	0.28363	0.0151	0.0118
V45	0.00357	0.00862	0.02928	0.0014	0	0.00204	0.36625	0.00476	0.47753	0.10655
V46	0.17001	0.1134	0.04503	0.19451	0	0	0.01635	0.01164	0.00182	0.44724
V47	0.00575	0.00328	0.0026	0	0.01036	0	0.92193	0.01153	0	0.04455
V48	0.00885	0.00837	0.00069	0.00384	0	0.00159	0.03462	0.00105	0.06007	0.88091
V49	0.23241	0	0.03806	0	0.00408	0.02469	0.06302	0.63459	0	0.00314
V50	0.30179	0.1982	0.02963	0.00332	0.015	0.3919	0.05591	0.00426	0	0
V51	0.14685	0.02698	0.5495	0.05075	0.0671	0.00515	0.02157	0.0511	0.04621	0.03479
V52	0.01187	0.00668	0.16865	0.30399	0.00665	0	0.46863	0.01468	0.00011	0.01875
V53	0.43232	0.01511	0.11113	0.0896	0	0.00248	0.02775	0.09796	0	0.22364
V54	0	0.04903	0.00928	0	0.18497	0.66865	0.08151	0.00655	0	0
V55	0.01967	0.02242	0.08987	0.69377	0.06325	0.01067	0.04142	0.00514	0.02103	0.03276
V56	0.12859	0.03735	0.49862	0.06455	0.07318	0.13652	0.02488	0.00228	0.00603	0.028
V57	0.00713	0.01262	0.54575	0.23119	0.00033	0.01382	0.01981	0.02888	0.08852	0.05196
V58	0.00891	0.22002	0.07677	0.11839	0.0191	0.47601	0.07657	0.00423	0	0
V59	0.03031	0.07117	0.0037	0	0.01283	0	0.84451	0.01005	0	0.02743
V60	0.75703	0.03147	0.0313	0.02267	0.0458	6e-05	0.01238	0.00571	0.08247	0.01111
V61	0	0.00644	0.04869	0.01351	0.01635	0.80995	0.09602	0.00905	0	0
V62	0.02376	0	0.0066	0.00133	0	0	0.45131	0.01088	0.00561	0.50051
V63	0	0.27487	0.02227	0	0.16	0.45335	0.06876	0.00277	0	0.01798
V64	0.07393	0.00158	0.31455	0.24946	0	0.01833	0.02886	0.22248	0.00699	0.08382
V65	0.0833	0.02425	0.09261	0.34068	0	0.00846	0.101	0.2176	0.08025	0.05186
V66	0	0.14615	0	0.00021	0.56292	0.02257	0.0428	0.01778	0.00188	0.20568
V67	0	0.20712	0.45332	0.07708	0.01406	0.04248	0.10229	0.01269	0.04149	0.04948
V68	0.01975	0.01687	0.03864	0	0.02709	0.02006	0.0433	0.33098	0.47517	0.02815
V69	0.00671	0.02799	0.7944	0.09262	0.01616	0.00598	0.00862	0.0022	0.02992	0.01538
V70	0.71631	0.02267	0.10753	0.02705	0	0.02465	0.04518	0.01059	0.04601	0
V71	0.03382	0	0.03467	0	0.00203	0.03285	0.07783	0.768	0	0.05081
V72	0.24295	0.04865	0.0452	0.22942	0.12943	0	0.01415	0.00819	0.0054	0.27662
V73	0.01576	0.17744	0	0.00881	0.72633	0.01507	0.02294	0.00634	0	0.02731
V74	0.0114	0	0.02782	0.15219	0	0.03307	0.02694	0.00633	0.00478	0.73748
V75	0.01296	0.09828	0.20423	0.4521	0.02546	0.0135	0.00826	0.01017	0.16363	0.01142
V76	0	0.01366	0.01853	0	0.00933	0.85253	0.09615	0.0098	0	0
V77	0.00668	0.0052	0.04826	0.26617	0.00558	0.27251	0.36926	0.00826	0	0.01808
V78	0	0.50939	0.03321	0	0.03218	0.00252	0.32315	0.00087	0	0.09866
V79	0.00559	0.03206	0.07032	0.28323	7e-04	0.30123	0.05503	0.00439	0.1981	0.04936
V80	0.38451	0	0.01602	0.01673	0	0	0.04691	0.00271	0.02892	0.50419
V81	0	0.04509	0.03011	0.1305	0.15959	0.559	0.06982	0.00589	0	0
V82	0.06197	0.56595	0.0472	0.21555	0.02605	0.01779	0.01154	0.04873	0.00138	0.00384
V83	0.04197	0.0648	0.10862	0.47086	0.03133	0.01031	0.02555	0.2337	0.00867	0.0042
V84	0.01833	0.02487	0.02885	0.01445	0.11128	0.51305	0.28164	0.00753	0	0
V85	0.18571	0.00255	0.40326	0.04953	0	0.00204	0.01565	0.00218	0.00944	0.32963
V86	0.3105	0.01487	0.28919	0.33483	0	0.00939	0.00831	0.0048	0.01439	0.01372
V87	0.00196	0.0527	0.041	0.01538	0.05546	0.01101	0.01757	0.00177	0.76166	0.04149
