CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.07086	0.0474	0.73389	0.01401	0.05761	0.07623
V2	0.33854	0.15191	0.08136	0.12017	0.18639	0.12164
V3	0.1585	0.09945	0.2377	0.02402	0.08388	0.39644
V4	0.14521	0.37202	0.07107	0.10904	0.17624	0.12643
V5	0.02417	0.06777	0.01996	0.49875	0.34592	0.04342
V6	0.16037	0.06359	0.19353	0.06065	0.21439	0.30748
V7	0.04815	0.31813	0.03971	0.06405	0.46805	0.06191
V8	0.41278	0.10402	0.09621	0.12808	0.09644	0.16247
V9	0.1802	0.17667	0.06313	0.24041	0.12853	0.21106
V10	0.2692	0.08077	0.10375	0.30116	0.12981	0.11531
V11	0.07562	0.58845	0.08546	0.06206	0.11569	0.07273
V12	0.1662	0.07871	0.12751	0.03433	0.08809	0.50517
V13	0.06659	0.4276	0.28704	0.0543	0.09307	0.0714
V14	0.05315	0.05097	0.03928	0.66744	0.13436	0.05479
V15	0.28492	0.11426	0.06517	0.13421	0.26833	0.13311
V16	0.05375	0.04497	0.03517	0.34592	0.39586	0.12434
V17	0.15495	0.08451	0.19719	0.02425	0.07803	0.46107
V18	0.42708	0.18074	0.10402	0.05499	0.08677	0.14638
V19	0.34765	0.10318	0.2187	0.03885	0.16147	0.13015
V20	0.36478	0.11243	0.14757	0.12528	0.09411	0.15583
V21	0.17	0.08726	0.09558	0.03671	0.12232	0.48812
V22	0.11944	0.08283	0.04056	0.09646	0.57308	0.08763
V23	0.04845	0.04252	0.28913	0.04231	0.52325	0.05434
V24	0.10026	0.05042	0.02959	0.13276	0.60006	0.08691
V25	0.26532	0.26769	0.07253	0.14664	0.1337	0.11411
V26	0.17075	0.06069	0.04611	0.04638	0.59767	0.0784
V27	0.13954	0.06631	0.21861	0.03023	0.08454	0.46076
V28	0.08777	0.2355	0.17663	0.21251	0.12359	0.164
V29	0.06985	0.46894	0.1394	0.09801	0.09541	0.12839
V30	0.15268	0.20197	0.14309	0.03811	0.27502	0.18913
V31	0.38771	0.08426	0.2302	0.05236	0.07701	0.16845
V32	0.02363	0.04734	0.30617	0.44902	0.09865	0.07518
V33	0.15484	0.35326	0.24318	0.05448	0.08465	0.10958
V34	0.01002	0.03085	0.43045	0.04406	0.42602	0.0586
V35	0.0248	0.07635	0.17255	0.4427	0.21561	0.06798
V36	0.07602	0.3934	0.14169	0.05328	0.25871	0.0769
V37	0.04545	0.0449	0.68076	0.02028	0.05926	0.14935
V38	0.15294	0.06197	0.19261	0.02297	0.07719	0.49232
V39	0.33517	0.09195	0.07876	0.25699	0.1044	0.13273
V40	0.06731	0.39605	0.06499	0.1599	0.20138	0.11036
V41	0.40576	0.09092	0.1119	0.04012	0.09039	0.26091
V42	0.16535	0.06146	0.49244	0.02131	0.10855	0.1509
V43	0.1338	0.33745	0.0637	0.06907	0.28492	0.11106
V44	0.08046	0.59663	0.08265	0.05724	0.10212	0.0809
V45	0.24695	0.29578	0.11544	0.05834	0.10318	0.1803
V46	0.06774	0.04759	0.0513	0.24789	0.38792	0.19757
V47	0.06534	0.33774	0.05207	0.15469	0.29652	0.09366
V48	0.05377	0.47388	0.2009	0.04664	0.16099	0.06382
V49	0.0738	0.5647	0.07583	0.05579	0.15905	0.07082
V50	0.02341	0.03208	0.23428	0.04278	0.57997	0.08748
V51	0.01255	0.03226	0.01537	0.0564	0.83615	0.04726
V52	0.0553	0.43611	0.24998	0.0692	0.1173	0.07212
V53	0.0949	0.04232	0.09743	0.06545	0.63887	0.06104
V54	0.0597	0.13183	0.49384	0.06236	0.14407	0.10819
V55	0.01384	0.0607	0.10723	0.06556	0.70448	0.04819
V56	0.01059	0.06188	0.65655	0.11541	0.10104	0.05454
V57	0.12682	0.30727	0.099	0.04095	0.201	0.22495
V58	0.01979	0.04134	0.76118	0.02857	0.05843	0.09069
V59	0.04186	0.0425	0.02478	0.68266	0.15996	0.04824
V60	0.28603	0.06758	0.0682	0.3628	0.11012	0.10527
V61	0.20389	0.15158	0.07681	0.16553	0.14729	0.2549
V62	0.29551	0.08872	0.12917	0.13232	0.16976	0.18452
V63	0.09498	0.40268	0.08087	0.10416	0.10864	0.20867
V64	0.01934	0.10926	0.01994	0.05003	0.75326	0.04816
V65	0.30915	0.16698	0.10744	0.05544	0.12392	0.23707
V66	0.27539	0.08223	0.15635	0.05567	0.32235	0.10801
V67	0.06652	0.15499	0.28977	0.22099	0.09384	0.1739
V68	0.47708	0.09819	0.10606	0.07629	0.08575	0.15663
V69	0.33597	0.09935	0.09419	0.03796	0.10821	0.32432
V70	0.03555	0.04086	0.20275	0.49636	0.17136	0.05311
V71	0.06207	0.22497	0.06614	0.12106	0.38611	0.13965
V72	0.32878	0.16062	0.13866	0.0563	0.13996	0.17568
V73	0.04634	0.03541	0.10124	0.61104	0.15196	0.05401
V74	0.02841	0.14423	0.03877	0.60509	0.1384	0.04512
V75	0.06551	0.58967	0.07202	0.07422	0.12874	0.06983
V76	0.01786	0.03163	0.61592	0.04442	0.22945	0.06072
V77	0.07907	0.14367	0.11957	0.44559	0.11479	0.09732
