B_cells	NK_cells	T_cells_CD4.	Monocytes
V387	0.56366	0.1655	0.19344	0.07739
V388	0.36741	0.34195	0.15628	0.13436
V389	0.41794	0.50931	0.01727	0.05549
V390	0.28365	0.2679	0.44845	0
V391	0.44008	0.1302	0.00686	0.42287
V392	0.41374	0.24106	0.17342	0.17178
V393	0.27261	0.25136	0.35068	0.12536
V394	0.11532	0.25921	0.1325	0.49298
V395	0.22262	0.40121	0.21686	0.15932
V396	0.03747	0.88671	0.04184	0.03398
V397	0.75336	0.09882	0.10314	0.04469
V398	0.44829	0.15836	0.10184	0.2915
V399	0.20004	0.54033	0.17225	0.08738
V400	0	0.60087	0.09183	0.3073
V401	0.03145	0.18925	0.70906	0.07025
V402	0.79242	0.17579	0.03179	0
V403	0.06775	0.0532	0.1079	0.77114
V404	0.08925	0.22443	0.6034	0.08292
V405	0.246	0.05431	0.18673	0.51296
V406	0.63072	0.26317	0.00956	0.09655
V407	0.01259	0.90632	0.05183	0.02926
V408	0.09321	0.27357	0.4078	0.22543
V409	0.02222	0.06027	0.07999	0.83752
V410	0.11106	0.8055	0.06296	0.02048
V411	0.46958	0.01485	0	0.51557
V412	0.15995	0.1085	0.50399	0.22756
V413	0.06746	0.49491	0.20618	0.23145
V414	0.04242	0.50615	0.34683	0.1046
V415	0.44338	0.05105	0.24035	0.26522
V416	0.01192	0.11378	0.8743	0
V417	0.38713	0.5891	0.0186	0.00517
V418	0.10063	0.13763	0.16454	0.59719
V419	0.07232	0.00059	0.1086	0.81849
V420	0	0.86266	0.05156	0.08577
V421	0.15412	0.07337	0.66956	0.10296
V422	0.1033	0.10908	0.0163	0.77132
V423	0.07733	0.05436	0.83656	0.03175
V424	0	0.09202	0.63037	0.2776
V425	0.05672	0.26472	0.58722	0.09134
V426	0.08829	0.08211	0.76507	0.06452
V427	0.07888	0.41623	0.21559	0.2893
V428	0.10852	0.73339	0.08546	0.07264
V429	0.06754	0.01268	0.10704	0.81274
V430	0.73433	0.18165	0.00698	0.07704
V431	0.18603	0.05519	0.46333	0.29545
V432	0.14833	0.12636	0.06514	0.66016
V433	0.07942	0.73053	0.00778	0.18226
V434	0.3613	0.10254	0.05611	0.48005
V435	0.51764	0.0226	0.12922	0.33054
V436	0.40206	0.0262	0.1284	0.44335
V437	0.2599	0.25962	0	0.48048
V438	0.60264	0.18002	0.02584	0.1915
V439	0.08004	0.14439	0.01477	0.76079
V440	0.50374	0.05721	0.02766	0.41139
V441	0.06756	0.16576	0.59573	0.17095
V442	0.31579	0.35759	0.14836	0.17826
V443	0.73581	0.01116	0.09274	0.16029
V444	0.02731	0.07275	0.89993	0
V445	0.59317	0.03617	0.3401	0.03056
V446	0.05572	0.78539	0.09219	0.0667
V447	0.60609	0.11383	0.1826	0.09748
V448	0.03884	0.10162	0.21924	0.6403
V449	0.54229	0.06207	0.30003	0.09561
V450	0.15973	0.79934	0.04094	0
V451	0.89629	0.0567	0	0.04701
V452	0.0835	0.03598	0.11146	0.76906
V453	0.78144	0.08887	0.06467	0.06502
V454	0.00788	0.87262	0.095	0.02449
V455	0.57892	0.05311	0.30541	0.06256
V456	0.31744	0.15016	0.387	0.1454
V457	0.01824	0.08572	0.05275	0.84329
V458	0.29179	0.25704	0	0.45117
V459	0.03006	0.75823	0.13012	0.08159
V460	0.90578	0.01913	0.03206	0.04303
V461	0.12174	0.07954	0.02042	0.7783
V462	0.36348	0.26351	0	0.37301
V463	0.25441	0.47214	0.17711	0.09633
V464	0.52083	0.11604	0	0.36314
V465	0.40362	0.43356	0.02917	0.13365
V466	0.58198	0.20186	0	0.21616
V467	0.31846	0.5529	0.10049	0.02815
V468	0.49065	0.40168	0.05948	0.0482
V469	0.02355	0.2167	0.31151	0.44825
V470	0.52863	0.14586	0.18667	0.13884
V471	0.29762	0.1382	0.0367	0.52749
V472	0.33769	0.34675	0	0.31556
V473	0.1122	0.53202	0.35049	0.00529
V474	0.16234	0	0.14248	0.69518
V475	0.1977	0.4177	0.09533	0.28928
V476	0.20624	0.0358	0.08107	0.6769
V477	0.5821	0.05615	0.21219	0.14955
V478	0.15439	0.59305	0.01293	0.23962
V479	0.00827	0.12628	0.78396	0.0815
V480	0.1054	0.34315	0.05946	0.49198
V481	0.14095	0.05245	0.78935	0.01725
V482	0.67001	0.17676	0.11628	0.03696
V483	0.16345	0.14419	0.09039	0.60197
V484	0.06599	0.11036	0.05241	0.77124
V485	0.14332	0.71374	0.03002	0.11292
V486	0.27681	0.29026	0.14209	0.29084
V487	0.11781	0.07596	0.1116	0.69463
V488	0	0.03664	0.86934	0.09402
V489	0.20892	0.13497	0.65411	0.002
V490	0.34492	0.33584	0.07656	0.24269
V491	0.43905	0.46289	0.04258	0.05548
V492	0.0494	0.78244	0.16816	0
V493	0.11687	0	0	0.88313
V494	0.18922	0.1886	0.51332	0.10885
V495	0.23321	0.596	0.16434	0.00645
V496	0.29091	0.66968	0.00025	0.03916
V497	0.02056	0.032	0.91334	0.0341
V498	0.33804	0.13375	0.05697	0.47124
V499	0.59686	0.27285	0.13029	0
V500	0.101	0.15773	0.70594	0.03533
V501	0.01691	0.01721	0.11718	0.8487
V502	0.53027	0.28959	0.16114	0.01901
V503	0.21539	0.13085	0.21647	0.43729
V504	0.24688	0.66932	0.02794	0.05586
V505	0.20346	0.24682	0.26746	0.28225
V506	0.09074	0.28345	0.45529	0.17053
V507	0.59471	0.12208	0.12612	0.15709
V508	0.72924	0.1809	0.03865	0.05121
V509	0.22522	0.0959	0.50592	0.17297
V510	0.22438	0.50082	0.2748	0
V511	0.06711	0.44702	0.06333	0.42253
V512	0.27427	0.07559	0.09499	0.55516
V513	0.09136	0.61721	0.23858	0.05284
V514	0.05778	0.12557	0	0.81665
V515	0.74948	0.07906	0.04432	0.12715
V516	0.89159	0.09103	0	0.01737
V517	0.06397	0.05972	0.27628	0.60003
V518	0.92316	0.04821	0	0.02863
V519	0.04979	0.82978	0.03239	0.08805
V520	0.02877	0.0262	0.64322	0.30181
V521	0.54144	0.06769	0.36234	0.02853
V522	0	0.16859	0.58673	0.24468
V523	0.34955	0.15678	0.26617	0.22749
V524	0.01982	0.73169	0.22472	0.02376
V525	0.28071	0.24081	0.02581	0.45267
V526	0.63167	0.10072	0.07529	0.19232
V527	0.21266	0.05277	0.4104	0.32416
V528	0.12239	0.81939	0.01425	0.04397
V529	0.08446	0.09837	0.24504	0.57212
V530	0.00024	0.23887	0.6683	0.09259
V531	0.03743	0.81355	0.14902	0
V532	0.19554	0.35916	0.03107	0.41422
V533	0.28322	0.36942	0.15103	0.19632
V534	0.0054	0.05665	0.71471	0.22324
V535	0.5773	0	0.00745	0.41525
V536	0.20632	0.00104	0.40551	0.38713
V537	0.57009	0.26823	0.15894	0.00274
V538	0.46535	0.07494	0.093	0.36672
V539	0.26715	0.43485	0.17454	0.12346
V540	0.21368	0.6584	0.09947	0.02845
V541	0.02855	0.52974	0.08738	0.35433
V542	0.2081	0.16428	0.26684	0.36078
V543	0.86776	0.01417	0.00243	0.11564
V544	0.13094	0.12607	0.19158	0.55141
V545	0.37667	0.17101	0.07611	0.37622
V546	0.07392	0.82129	0.10479	0
V547	0.05077	0.61212	0.33473	0.00238
V548	0.16999	0.71661	0.1134	0
V549	0.31097	0.06285	0.61464	0.01154
V550	0.60093	0.03256	0	0.3665
V551	0.19339	0.69875	0.06092	0.04693
V552	0	0.56092	0.02379	0.41529
V553	0.22122	0.18016	0.58984	0.00878
V554	0.10299	0.12514	0.04133	0.73053
V555	0.09707	0.26438	0.34641	0.29214
V556	0	0.07538	0.87762	0.047
V557	0.80916	0.03913	0	0.15171
V558	0.08797	0.75213	0.05527	0.10462
V559	0.02162	0.75729	0.22109	0
V560	0.67992	0.30952	0	0.01056
V561	0	0.07056	0.89453	0.03491
V562	0.76178	0.013	0.12063	0.10458
V563	0.23331	0.02869	0.72704	0.01096
V564	0.05966	0.11816	0.80816	0.01402
V565	0.12671	0.29212	0.38371	0.19746
V566	0.69184	0.10854	0	0.19963
V567	0.23352	0.46343	0.03349	0.26955
V568	0.28088	0.01748	0.07302	0.62863
V569	0.6856	0.02968	0	0.28472
V570	0.02602	0.31379	0.60446	0.05573
V571	0.79897	0.12899	0	0.07205
V572	0.43254	0.03198	0.44137	0.09411
V573	0.10309	0.21509	0.0058	0.67602
V574	0.05639	0.73469	0.20433	0.00459
V575	0.04418	0.12244	0.1509	0.68248
V576	0.17346	0.75275	0.06753	0.00626
V577	0.06587	0.07918	0.23683	0.61813
V578	0.05635	0.10941	0.67231	0.16193
V579	0.02659	0.8172	0.13302	0.02319
V580	0.19041	0.02452	0.13686	0.64821
V581	0.12235	0.124	0	0.75365
V582	0.57532	0.17193	0.02562	0.22713
V583	0.00126	0.0908	0.60684	0.3011
V584	0.49619	0.18057	0.29401	0.02923
V585	0.01699	0.04819	0.47028	0.46454
V586	0.22911	0.04192	0.64275	0.08622
V587	0.25775	0.0437	0.67011	0.02845
V588	0.63383	0.06344	0.01295	0.28978
V589	0.07628	0.76619	0.09951	0.05803
V590	0.06382	0.71548	0.22071	0
V591	0.00517	0.07387	0.23506	0.6859
V592	0.14831	0.07187	0.77982	0
V593	0.58181	0	0.19712	0.22107
V594	0.3259	0.30678	0.33546	0.03187
V595	0.08554	0.06639	0.05738	0.79069
V596	0.0458	0.31889	0.24766	0.38765
V597	0	0.57223	0.35954	0.06823
V598	0.01835	0.15654	0.80873	0.01638
V599	0.61005	0.32506	0.03757	0.02731
V600	0.35697	0.47422	0.06208	0.10674
V601	0.18256	0.30733	0.09574	0.41437
V602	0.09154	0.07607	0.03503	0.79736
V603	0.0269	0.40834	0.02541	0.53936
V604	0.49369	0.14402	0.34028	0.022
V605	0.07022	0.35424	0.4065	0.16904
V606	0.7118	0.17147	0	0.11673
V607	0.6449	0.02144	0.11385	0.21981
V608	0.21823	0.19623	0.38658	0.19895
V609	0.03592	0.27808	0.25877	0.42723
V610	0.74824	0.03096	0.09286	0.12794
V611	0.32384	0.01728	0.06739	0.5915
V612	0.01975	0.13522	0.77941	0.06562
V613	0.04079	0.34983	0.58135	0.02802
V614	0.74156	0.07957	0.04406	0.13481
V615	0.18273	0.09748	0.00239	0.7174
V616	0.09732	0.68312	0.07192	0.14763
V617	0.4523	0.1804	0.3673	0
V618	0.72982	0.00624	0	0.26394
V619	0.38283	0.05564	0.32341	0.23812
